'Time and date','II','MCL1','V','ABP','PAP','PLETH','RESP'
'[14:01:07.368 24/11/1995]',-0.223,-0.014,-0.048,98.250,26.475,0.000,0.022
'[14:01:07.370 24/11/1995]',-0.223,-0.025,-0.078,98.250,26.475,0.000,0.022
'[14:01:07.372 24/11/1995]',-0.225,-0.029,-0.087,98.250,26.475,0.000,0.022
'[14:01:07.374 24/11/1995]',-0.227,-0.033,-0.078,98.250,26.475,0.000,0.022
'[14:01:07.376 24/11/1995]',-0.232,-0.027,-0.058,97.725,26.425,-0.013,0.003
'[14:01:07.378 24/11/1995]',-0.236,-0.021,-0.038,97.725,26.425,-0.013,0.003
'[14:01:07.380 24/11/1995]',-0.241,-0.009,-0.029,97.725,26.425,-0.013,0.003
'[14:01:07.382 24/11/1995]',-0.246,0.004,-0.029,97.725,26.425,-0.013,0.003
'[14:01:07.384 24/11/1995]',-0.253,0.018,-0.038,97.200,26.350,-0.013,-0.017
'[14:01:07.386 24/11/1995]',-0.260,0.032,-0.029,97.200,26.350,-0.013,-0.017
'[14:01:07.388 24/11/1995]',-0.267,0.042,-0.009,97.200,26.350,-0.013,-0.017
'[14:01:07.390 24/11/1995]',-0.273,0.053,0.001,97.200,26.350,-0.013,-0.017
'[14:01:07.392 24/11/1995]',-0.278,0.056,0.010,96.750,26.225,-0.025,-0.034
'[14:01:07.394 24/11/1995]',-0.283,0.059,0.020,96.750,26.225,-0.025,-0.034
'[14:01:07.396 24/11/1995]',-0.285,0.055,0.030,96.750,26.225,-0.025,-0.034
'[14:01:07.398 24/11/1995]',-0.286,0.051,0.030,96.750,26.225,-0.025,-0.034
'[14:01:07.400 24/11/1995]',-0.288,0.045,0.020,96.375,26.175,-0.025,-0.048
'[14:01:07.402 24/11/1995]',-0.289,0.040,0.001,96.375,26.175,-0.025,-0.048
'[14:01:07.404 24/11/1995]',-0.294,0.040,0.001,96.375,26.175,-0.025,-0.048
'[14:01:07.406 24/11/1995]',-0.299,0.040,0.001,96.375,26.175,-0.025,-0.048
'[14:01:07.408 24/11/1995]',-0.307,0.047,0.001,96.000,26.125,-0.038,-0.059
'[14:01:07.410 24/11/1995]',-0.315,0.054,0.001,96.000,26.125,-0.038,-0.059
'[14:01:07.412 24/11/1995]',-0.324,0.064,0.001,96.000,26.125,-0.038,-0.059
'[14:01:07.414 24/11/1995]',-0.333,0.074,0.010,96.000,26.125,-0.038,-0.059
'[14:01:07.416 24/11/1995]',-0.338,0.082,0.020,95.625,26.000,-0.025,-0.068
'[14:01:07.418 24/11/1995]',-0.344,0.090,0.020,95.625,26.000,-0.025,-0.068
'[14:01:07.420 24/11/1995]',-0.350,0.098,0.020,95.625,26.000,-0.025,-0.068
'[14:01:07.422 24/11/1995]',-0.355,0.105,0.010,95.625,26.000,-0.025,-0.068
'[14:01:07.424 24/11/1995]',-0.359,0.120,0.001,95.400,25.825,-0.025,-0.072
'[14:01:07.426 24/11/1995]',-0.363,0.135,0.001,95.400,25.825,-0.025,-0.072
'[14:01:07.428 24/11/1995]',-0.369,0.161,0.001,95.400,25.825,-0.025,-0.072
'[14:01:07.430 24/11/1995]',-0.375,0.187,0.010,95.400,25.825,-0.025,-0.072
'[14:01:07.432 24/11/1995]',-0.382,0.215,0.030,95.175,25.650,-0.025,-0.073
'[14:01:07.434 24/11/1995]',-0.389,0.244,0.059,95.175,25.650,-0.025,-0.073
'[14:01:07.436 24/11/1995]',-0.390,0.257,0.099,95.175,25.650,-0.025,-0.073
'[14:01:07.438 24/11/1995]',-0.391,0.270,0.157,95.175,25.650,-0.025,-0.073
'[14:01:07.440 24/11/1995]',-0.377,0.255,0.196,94.950,25.600,-0.013,-0.071
'[14:01:07.442 24/11/1995]',-0.363,0.240,0.206,94.950,25.600,-0.013,-0.071
'[14:01:07.444 24/11/1995]',-0.326,0.194,0.206,94.950,25.600,-0.013,-0.071
'[14:01:07.446 24/11/1995]',-0.289,0.148,0.206,94.950,25.600,-0.013,-0.071
'[14:01:07.448 24/11/1995]',-0.225,0.080,0.167,94.800,25.600,0.013,-0.068
'[14:01:07.450 24/11/1995]',-0.161,0.012,0.108,94.800,25.600,0.013,-0.068
'[14:01:07.452 24/11/1995]',-0.073,-0.070,0.050,94.800,25.600,0.013,-0.068
'[14:01:07.454 24/11/1995]',0.014,-0.151,0.001,94.800,25.600,0.013,-0.068
'[14:01:07.456 24/11/1995]',0.119,-0.241,-0.048,94.800,25.650,0.026,-0.065
'[14:01:07.458 24/11/1995]',0.223,-0.331,-0.117,94.800,25.650,0.026,-0.065
'[14:01:07.460 24/11/1995]',0.333,-0.423,-0.195,94.800,25.650,0.026,-0.065
'[14:01:07.462 24/11/1995]',0.442,-0.515,-0.283,94.800,25.650,0.026,-0.065
'[14:01:07.464 24/11/1995]',0.533,-0.595,-0.401,94.650,25.700,0.052,-0.061
'[14:01:07.466 24/11/1995]',0.624,-0.675,-0.528,94.650,25.700,0.052,-0.061
'[14:01:07.468 24/11/1995]',0.668,-0.727,-0.674,94.650,25.700,0.052,-0.061
'[14:01:07.470 24/11/1995]',0.712,-0.780,-0.782,94.650,25.700,0.052,-0.061
'[14:01:07.472 24/11/1995]',0.691,-0.797,-0.840,94.575,25.775,0.052,-0.058
'[14:01:07.474 24/11/1995]',0.670,-0.814,-0.870,94.575,25.775,0.052,-0.058
'[14:01:07.476 24/11/1995]',0.586,-0.795,-0.870,94.575,25.775,0.052,-0.058
'[14:01:07.478 24/11/1995]',0.502,-0.777,-0.850,94.575,25.775,0.052,-0.058
'[14:01:07.480 24/11/1995]',0.376,-0.733,-0.802,94.500,25.700,0.078,-0.054
'[14:01:07.482 24/11/1995]',0.251,-0.689,-0.752,94.500,25.700,0.078,-0.054
'[14:01:07.484 24/11/1995]',0.123,-0.631,-0.703,94.500,25.700,0.078,-0.054
'[14:01:07.486 24/11/1995]',-0.005,-0.574,-0.625,94.500,25.700,0.078,-0.054
'[14:01:07.488 24/11/1995]',-0.105,-0.510,-0.537,94.350,25.650,0.090,-0.052
'[14:01:07.490 24/11/1995]',-0.204,-0.447,-0.459,94.350,25.650,0.090,-0.052
'[14:01:07.492 24/11/1995]',-0.262,-0.384,-0.361,94.350,25.650,0.090,-0.052
'[14:01:07.494 24/11/1995]',-0.320,-0.320,-0.283,94.350,25.650,0.090,-0.052
'[14:01:07.496 24/11/1995]',-0.342,-0.262,-0.215,94.275,25.475,0.130,-0.051
'[14:01:07.498 24/11/1995]',-0.363,-0.204,-0.175,94.275,25.475,0.130,-0.051
'[14:01:07.500 24/11/1995]',-0.367,-0.156,-0.127,94.275,25.475,0.130,-0.051
'[14:01:07.502 24/11/1995]',-0.370,-0.107,-0.087,94.275,25.475,0.130,-0.051
'[14:01:07.504 24/11/1995]',-0.367,-0.066,-0.048,93.975,25.300,0.142,-0.049
'[14:01:07.506 24/11/1995]',-0.365,-0.026,-0.019,93.975,25.300,0.142,-0.049
'[14:01:07.508 24/11/1995]',-0.365,0.006,0.001,93.975,25.300,0.142,-0.049
'[14:01:07.510 24/11/1995]',-0.365,0.037,0.030,93.975,25.300,0.142,-0.049
'[14:01:07.512 24/11/1995]',-0.364,0.059,0.050,93.750,25.000,0.169,-0.048
'[14:01:07.514 24/11/1995]',-0.363,0.081,0.059,93.750,25.000,0.169,-0.048
'[14:01:07.516 24/11/1995]',-0.362,0.095,0.069,93.750,25.000,0.169,-0.048
'[14:01:07.518 24/11/1995]',-0.360,0.108,0.069,93.750,25.000,0.169,-0.048
'[14:01:07.520 24/11/1995]',-0.359,0.114,0.079,93.375,24.600,0.194,-0.048
'[14:01:07.522 24/11/1995]',-0.359,0.120,0.089,93.375,24.600,0.194,-0.048
'[14:01:07.524 24/11/1995]',-0.359,0.121,0.099,93.375,24.600,0.194,-0.048
'[14:01:07.526 24/11/1995]',-0.359,0.122,0.099,93.375,24.600,0.194,-0.048
'[14:01:07.528 24/11/1995]',-0.359,0.119,0.108,93.000,24.175,0.220,-0.048
'[14:01:07.530 24/11/1995]',-0.360,0.116,0.099,93.000,24.175,0.220,-0.048
'[14:01:07.532 24/11/1995]',-0.359,0.111,0.099,93.000,24.175,0.220,-0.048
'[14:01:07.534 24/11/1995]',-0.359,0.105,0.089,93.000,24.175,0.220,-0.048
'[14:01:07.536 24/11/1995]',-0.355,0.101,0.079,92.625,23.775,0.233,-0.048
'[14:01:07.538 24/11/1995]',-0.352,0.097,0.069,92.625,23.775,0.233,-0.048
'[14:01:07.540 24/11/1995]',-0.349,0.096,0.059,92.625,23.775,0.233,-0.048
'[14:01:07.542 24/11/1995]',-0.346,0.095,0.059,92.625,23.775,0.233,-0.048
'[14:01:07.544 24/11/1995]',-0.344,0.097,0.069,92.250,23.600,0.246,-0.049
'[14:01:07.546 24/11/1995]',-0.342,0.098,0.069,92.250,23.600,0.246,-0.049
'[14:01:07.548 24/11/1995]',-0.342,0.097,0.079,92.250,23.600,0.246,-0.049
'[14:01:07.550 24/11/1995]',-0.341,0.096,0.089,92.250,23.600,0.246,-0.049
'[14:01:07.552 24/11/1995]',-0.341,0.090,0.099,91.875,23.900,0.272,-0.051
'[14:01:07.554 24/11/1995]',-0.341,0.084,0.099,91.875,23.900,0.272,-0.051
'[14:01:07.556 24/11/1995]',-0.341,0.075,0.099,91.875,23.900,0.272,-0.051
'[14:01:07.558 24/11/1995]',-0.341,0.066,0.099,91.875,23.900,0.272,-0.051
'[14:01:07.560 24/11/1995]',-0.341,0.060,0.089,91.500,24.725,0.285,-0.057
'[14:01:07.562 24/11/1995]',-0.341,0.054,0.079,91.500,24.725,0.285,-0.057
'[14:01:07.564 24/11/1995]',-0.341,0.056,0.059,91.500,24.725,0.285,-0.057
'[14:01:07.566 24/11/1995]',-0.341,0.059,0.050,91.500,24.725,0.285,-0.057
'[14:01:07.568 24/11/1995]',-0.341,0.071,0.050,91.125,25.775,0.297,-0.063
'[14:01:07.570 24/11/1995]',-0.341,0.084,0.050,91.125,25.775,0.297,-0.063
'[14:01:07.572 24/11/1995]',-0.341,0.099,0.050,91.125,25.775,0.297,-0.063
'[14:01:07.574 24/11/1995]',-0.341,0.115,0.059,91.125,25.775,0.297,-0.063
'[14:01:07.576 24/11/1995]',-0.340,0.128,0.079,90.750,26.875,0.337,-0.070
'[14:01:07.578 24/11/1995]',-0.339,0.140,0.099,90.750,26.875,0.337,-0.070
'[14:01:07.580 24/11/1995]',-0.337,0.145,0.099,90.750,26.875,0.337,-0.070
'[14:01:07.582 24/11/1995]',-0.334,0.150,0.099,90.750,26.875,0.337,-0.070
'[14:01:07.584 24/11/1995]',-0.331,0.147,0.099,90.225,27.700,0.349,-0.079
'[14:01:07.586 24/11/1995]',-0.328,0.144,0.099,90.225,27.700,0.349,-0.079
'[14:01:07.588 24/11/1995]',-0.322,0.136,0.099,90.225,27.700,0.349,-0.079
'[14:01:07.590 24/11/1995]',-0.317,0.129,0.099,90.225,27.700,0.349,-0.079
'[14:01:07.592 24/11/1995]',-0.314,0.122,0.099,89.700,28.350,0.349,-0.087
'[14:01:07.594 24/11/1995]',-0.310,0.115,0.099,89.700,28.350,0.349,-0.087
'[14:01:07.596 24/11/1995]',-0.309,0.114,0.099,89.700,28.350,0.349,-0.087
'[14:01:07.598 24/11/1995]',-0.307,0.112,0.089,89.700,28.350,0.349,-0.087
'[14:01:07.600 24/11/1995]',-0.305,0.117,0.069,89.175,28.825,0.376,-0.096
'[14:01:07.602 24/11/1995]',-0.304,0.122,0.050,89.175,28.825,0.376,-0.096
'[14:01:07.604 24/11/1995]',-0.304,0.130,0.050,89.175,28.825,0.376,-0.096
'[14:01:07.606 24/11/1995]',-0.304,0.138,0.059,89.175,28.825,0.376,-0.096
'[14:01:07.608 24/11/1995]',-0.305,0.143,0.079,88.650,29.100,0.376,-0.105
'[14:01:07.610 24/11/1995]',-0.307,0.148,0.099,88.650,29.100,0.376,-0.105
'[14:01:07.612 24/11/1995]',-0.310,0.148,0.099,88.650,29.100,0.376,-0.105
'[14:01:07.614 24/11/1995]',-0.314,0.148,0.099,88.650,29.100,0.376,-0.105
'[14:01:07.616 24/11/1995]',-0.315,0.144,0.099,88.200,29.225,0.362,-0.116
'[14:01:07.618 24/11/1995]',-0.317,0.140,0.069,88.200,29.225,0.362,-0.116
'[14:01:07.620 24/11/1995]',-0.314,0.135,0.050,88.200,29.225,0.362,-0.116
'[14:01:07.622 24/11/1995]',-0.312,0.130,0.050,88.200,29.225,0.362,-0.116
'[14:01:07.624 24/11/1995]',-0.308,0.124,0.059,88.050,29.100,0.362,-0.127
'[14:01:07.626 24/11/1995]',-0.304,0.119,0.069,88.050,29.100,0.362,-0.127
'[14:01:07.628 24/11/1995]',-0.298,0.112,0.079,88.050,29.100,0.362,-0.127
'[14:01:07.630 24/11/1995]',-0.293,0.104,0.089,88.050,29.100,0.362,-0.127
'[14:01:07.632 24/11/1995]',-0.287,0.093,0.089,88.500,28.925,0.349,-0.139
'[14:01:07.634 24/11/1995]',-0.281,0.082,0.079,88.500,28.925,0.349,-0.139
'[14:01:07.636 24/11/1995]',-0.278,0.069,0.059,88.500,28.925,0.349,-0.139
'[14:01:07.638 24/11/1995]',-0.275,0.055,0.050,88.500,28.925,0.349,-0.139
'[14:01:07.640 24/11/1995]',-0.273,0.045,0.059,89.925,28.750,0.362,-0.150
'[14:01:07.642 24/11/1995]',-0.270,0.036,0.050,89.925,28.750,0.362,-0.150
'[14:01:07.644 24/11/1995]',-0.267,0.033,0.069,89.925,28.750,0.362,-0.150
'[14:01:07.646 24/11/1995]',-0.264,0.029,0.059,89.925,28.750,0.362,-0.150
'[14:01:07.648 24/11/1995]',-0.260,0.033,0.050,92.700,28.700,0.349,-0.161
'[14:01:07.650 24/11/1995]',-0.257,0.037,0.040,92.700,28.700,0.349,-0.161
'[14:01:07.652 24/11/1995]',-0.256,0.045,0.030,92.700,28.700,0.349,-0.161
'[14:01:07.654 24/11/1995]',-0.254,0.053,0.040,92.700,28.700,0.349,-0.161
'[14:01:07.656 24/11/1995]',-0.252,0.062,0.040,97.125,28.875,0.337,-0.172
'[14:01:07.658 24/11/1995]',-0.251,0.071,0.050,97.125,28.875,0.337,-0.172
'[14:01:07.660 24/11/1995]',-0.250,0.080,0.050,97.125,28.875,0.337,-0.172
'[14:01:07.662 24/11/1995]',-0.249,0.089,0.069,97.125,28.875,0.337,-0.172
'[14:01:07.664 24/11/1995]',-0.246,0.098,0.059,103.125,29.175,0.324,-0.181
'[14:01:07.666 24/11/1995]',-0.243,0.107,0.050,103.125,29.175,0.324,-0.181
'[14:01:07.668 24/11/1995]',-0.240,0.113,0.050,103.125,29.175,0.324,-0.181
'[14:01:07.670 24/11/1995]',-0.236,0.120,0.050,103.125,29.175,0.324,-0.181
'[14:01:07.672 24/11/1995]',-0.232,0.122,0.050,110.325,29.625,0.297,-0.191
'[14:01:07.674 24/11/1995]',-0.228,0.125,0.050,110.325,29.625,0.297,-0.191
'[14:01:07.676 24/11/1995]',-0.225,0.123,0.069,110.325,29.625,0.297,-0.191
'[14:01:07.678 24/11/1995]',-0.222,0.121,0.069,110.325,29.625,0.297,-0.191
'[14:01:07.680 24/11/1995]',-0.219,0.117,0.069,118.500,30.275,0.310,-0.198
'[14:01:07.682 24/11/1995]',-0.217,0.112,0.059,118.500,30.275,0.310,-0.198
'[14:01:07.684 24/11/1995]',-0.213,0.107,0.050,118.500,30.275,0.310,-0.198
'[14:01:07.686 24/11/1995]',-0.209,0.103,0.030,118.500,30.275,0.310,-0.198
'[14:01:07.688 24/11/1995]',-0.203,0.098,0.010,127.050,31.100,0.297,-0.203
'[14:01:07.690 24/11/1995]',-0.198,0.093,0.010,127.050,31.100,0.297,-0.203
'[14:01:07.692 24/11/1995]',-0.189,0.089,0.010,127.050,31.100,0.297,-0.203
'[14:01:07.694 24/11/1995]',-0.180,0.086,0.020,127.050,31.100,0.297,-0.203
'[14:01:07.696 24/11/1995]',-0.170,0.083,0.040,135.525,32.100,0.297,-0.208
'[14:01:07.698 24/11/1995]',-0.161,0.081,0.040,135.525,32.100,0.297,-0.208
'[14:01:07.700 24/11/1995]',-0.152,0.079,0.030,135.525,32.100,0.297,-0.208
'[14:01:07.702 24/11/1995]',-0.143,0.076,0.030,135.525,32.100,0.297,-0.208
'[14:01:07.704 24/11/1995]',-0.136,0.071,0.020,143.250,33.150,0.310,-0.212
'[14:01:07.706 24/11/1995]',-0.129,0.067,0.020,143.250,33.150,0.310,-0.212
'[14:01:07.708 24/11/1995]',-0.124,0.062,0.030,143.250,33.150,0.310,-0.212
'[14:01:07.710 24/11/1995]',-0.119,0.056,0.040,143.250,33.150,0.310,-0.212
'[14:01:07.712 24/11/1995]',-0.114,0.051,0.030,149.625,34.275,0.310,-0.216
'[14:01:07.714 24/11/1995]',-0.109,0.045,0.010,149.625,34.275,0.310,-0.216
'[14:01:07.716 24/11/1995]',-0.103,0.039,0.010,149.625,34.275,0.310,-0.216
'[14:01:07.718 24/11/1995]',-0.096,0.033,0.001,149.625,34.275,0.310,-0.216
'[14:01:07.720 24/11/1995]',-0.087,0.027,0.001,154.425,35.425,0.310,-0.221
'[14:01:07.722 24/11/1995]',-0.077,0.021,0.001,154.425,35.425,0.310,-0.221
'[14:01:07.724 24/11/1995]',-0.066,0.019,0.001,154.425,35.425,0.310,-0.221
'[14:01:07.726 24/11/1995]',-0.055,0.016,-0.009,154.425,35.425,0.310,-0.221
'[14:01:07.728 24/11/1995]',-0.043,0.019,-0.009,157.425,36.550,0.337,-0.226
'[14:01:07.730 24/11/1995]',-0.031,0.021,-0.009,157.425,36.550,0.337,-0.226
'[14:01:07.732 24/11/1995]',-0.019,0.028,-0.019,157.425,36.550,0.337,-0.226
'[14:01:07.734 24/11/1995]',-0.008,0.034,-0.029,157.425,36.550,0.337,-0.226
'[14:01:07.736 24/11/1995]',0.000,0.039,-0.038,158.775,37.675,0.362,-0.231
'[14:01:07.738 24/11/1995]',0.008,0.045,-0.029,158.775,37.675,0.362,-0.231
'[14:01:07.740 24/11/1995]',0.014,0.042,-0.019,158.775,37.675,0.362,-0.231
'[14:01:07.742 24/11/1995]',0.019,0.040,-0.009,158.775,37.675,0.362,-0.231
'[14:01:07.744 24/11/1995]',0.021,0.030,0.001,158.850,38.650,0.389,-0.236
'[14:01:07.746 24/11/1995]',0.023,0.021,0.001,158.850,38.650,0.389,-0.236
'[14:01:07.748 24/11/1995]',0.024,0.007,-0.009,158.850,38.650,0.389,-0.236
'[14:01:07.750 24/11/1995]',0.026,-0.007,-0.038,158.850,38.650,0.389,-0.236
'[14:01:07.752 24/11/1995]',0.027,-0.019,-0.058,158.025,39.600,0.427,-0.241
'[14:01:07.754 24/11/1995]',0.029,-0.030,-0.078,158.025,39.600,0.427,-0.241
'[14:01:07.756 24/11/1995]',0.034,-0.037,-0.087,158.025,39.600,0.427,-0.241
'[14:01:07.758 24/11/1995]',0.039,-0.043,-0.087,158.025,39.600,0.427,-0.241
'[14:01:07.760 24/11/1995]',0.043,-0.043,-0.078,156.525,40.400,0.466,-0.246
'[14:01:07.762 24/11/1995]',0.047,-0.044,-0.078,156.525,40.400,0.466,-0.246
'[14:01:07.764 24/11/1995]',0.051,-0.042,-0.068,156.525,40.400,0.466,-0.246
'[14:01:07.766 24/11/1995]',0.056,-0.041,-0.078,156.525,40.400,0.466,-0.246
'[14:01:07.768 24/11/1995]',0.061,-0.041,-0.078,154.800,41.100,0.504,-0.252
'[14:01:07.770 24/11/1995]',0.066,-0.042,-0.097,154.800,41.100,0.504,-0.252
'[14:01:07.772 24/11/1995]',0.072,-0.045,-0.087,154.800,41.100,0.504,-0.252
'[14:01:07.774 24/11/1995]',0.077,-0.048,-0.078,154.800,41.100,0.504,-0.252
'[14:01:07.776 24/11/1995]',0.080,-0.051,-0.058,153.000,41.575,0.556,-0.258
'[14:01:07.778 24/11/1995]',0.082,-0.054,-0.068,153.000,41.575,0.556,-0.258
'[14:01:07.780 24/11/1995]',0.084,-0.052,-0.087,153.000,41.575,0.556,-0.258
'[14:01:07.782 24/11/1995]',0.085,-0.050,-0.097,153.000,41.575,0.556,-0.258
'[14:01:07.784 24/11/1995]',0.086,-0.045,-0.107,151.500,41.975,0.634,-0.263
'[14:01:07.786 24/11/1995]',0.087,-0.039,-0.117,151.500,41.975,0.634,-0.263
'[14:01:07.788 24/11/1995]',0.088,-0.034,-0.117,151.500,41.975,0.634,-0.263
'[14:01:07.790 24/11/1995]',0.090,-0.029,-0.097,151.500,41.975,0.634,-0.263
'[14:01:07.792 24/11/1995]',0.092,-0.025,-0.097,150.225,42.150,0.686,-0.269
'[14:01:07.794 24/11/1995]',0.093,-0.021,-0.087,150.225,42.150,0.686,-0.269
'[14:01:07.796 24/11/1995]',0.095,-0.020,-0.078,150.225,42.150,0.686,-0.269
'[14:01:07.798 24/11/1995]',0.096,-0.019,-0.078,150.225,42.150,0.686,-0.269
'[14:01:07.800 24/11/1995]',0.097,-0.017,-0.078,149.400,42.225,0.738,-0.274
'[14:01:07.802 24/11/1995]',0.098,-0.016,-0.087,149.400,42.225,0.738,-0.274
'[14:01:07.804 24/11/1995]',0.099,-0.015,-0.097,149.400,42.225,0.738,-0.274
'[14:01:07.806 24/11/1995]',0.100,-0.013,-0.087,149.400,42.225,0.738,-0.274
'[14:01:07.808 24/11/1995]',0.100,-0.012,-0.087,148.875,42.150,0.802,-0.280
'[14:01:07.810 24/11/1995]',0.100,-0.012,-0.068,148.875,42.150,0.802,-0.280
'[14:01:07.812 24/11/1995]',0.099,-0.012,-0.068,148.875,42.150,0.802,-0.280
'[14:01:07.814 24/11/1995]',0.098,-0.012,-0.068,148.875,42.150,0.802,-0.280
'[14:01:07.816 24/11/1995]',0.096,-0.015,-0.068,148.650,42.050,0.867,-0.285
'[14:01:07.818 24/11/1995]',0.093,-0.017,-0.078,148.650,42.050,0.867,-0.285
'[14:01:07.820 24/11/1995]',0.090,-0.020,-0.078,148.650,42.050,0.867,-0.285
'[14:01:07.822 24/11/1995]',0.087,-0.022,-0.087,148.650,42.050,0.867,-0.285
'[14:01:07.824 24/11/1995]',0.084,-0.023,-0.068,148.650,41.750,0.918,-0.290
'[14:01:07.826 24/11/1995]',0.080,-0.023,-0.058,148.650,41.750,0.918,-0.290
'[14:01:07.828 24/11/1995]',0.077,-0.021,-0.058,148.650,41.750,0.918,-0.290
'[14:01:07.830 24/11/1995]',0.074,-0.019,-0.068,148.650,41.750,0.918,-0.290
'[14:01:07.832 24/11/1995]',0.071,-0.016,-0.078,148.950,41.450,0.984,-0.296
'[14:01:07.834 24/11/1995]',0.068,-0.012,-0.078,148.950,41.450,0.984,-0.296
'[14:01:07.836 24/11/1995]',0.063,-0.009,-0.078,148.950,41.450,0.984,-0.296
'[14:01:07.838 24/11/1995]',0.058,-0.006,-0.078,148.950,41.450,0.984,-0.296
'[14:01:07.840 24/11/1995]',0.052,-0.005,-0.068,149.400,41.050,1.022,-0.300
'[14:01:07.842 24/11/1995]',0.047,-0.004,-0.048,149.400,41.050,1.022,-0.300
'[14:01:07.844 24/11/1995]',0.041,-0.007,-0.048,149.400,41.050,1.022,-0.300
'[14:01:07.846 24/11/1995]',0.035,-0.010,-0.048,149.400,41.050,1.022,-0.300
'[14:01:07.848 24/11/1995]',0.029,-0.016,-0.048,149.850,40.650,1.024,-0.305
'[14:01:07.850 24/11/1995]',0.023,-0.021,-0.048,149.850,40.650,1.024,-0.305
'[14:01:07.852 24/11/1995]',0.017,-0.028,-0.048,149.850,40.650,1.024,-0.305
'[14:01:07.854 24/11/1995]',0.011,-0.035,-0.058,149.850,40.650,1.024,-0.305
'[14:01:07.856 24/11/1995]',0.006,-0.040,-0.058,150.225,40.250,1.024,-0.309
'[14:01:07.858 24/11/1995]',0.000,-0.045,-0.048,150.225,40.250,1.024,-0.309
'[14:01:07.860 24/11/1995]',-0.006,-0.049,-0.048,150.225,40.250,1.024,-0.309
'[14:01:07.862 24/11/1995]',-0.013,-0.053,-0.048,150.225,40.250,1.024,-0.309
'[14:01:07.864 24/11/1995]',-0.020,-0.053,-0.048,150.675,39.775,1.024,-0.313
'[14:01:07.866 24/11/1995]',-0.027,-0.053,-0.058,150.675,39.775,1.024,-0.313
'[14:01:07.868 24/11/1995]',-0.034,-0.050,-0.068,150.675,39.775,1.024,-0.313
'[14:01:07.870 24/11/1995]',-0.040,-0.046,-0.068,150.675,39.775,1.024,-0.313
'[14:01:07.872 24/11/1995]',-0.049,-0.041,-0.068,150.900,39.425,1.024,-0.318
'[14:01:07.874 24/11/1995]',-0.058,-0.035,-0.068,150.900,39.425,1.024,-0.318
'[14:01:07.876 24/11/1995]',-0.069,-0.027,-0.058,150.900,39.425,1.024,-0.318
'[14:01:07.878 24/11/1995]',-0.080,-0.019,-0.048,150.900,39.425,1.024,-0.318
'[14:01:07.880 24/11/1995]',-0.090,-0.012,-0.048,150.900,39.000,1.024,-0.324
'[14:01:07.882 24/11/1995]',-0.100,-0.004,-0.038,150.900,39.000,1.024,-0.324
'[14:01:07.884 24/11/1995]',-0.107,0.002,-0.029,150.900,39.000,1.024,-0.324
'[14:01:07.886 24/11/1995]',-0.114,0.009,-0.019,150.900,39.000,1.024,-0.324
'[14:01:07.888 24/11/1995]',-0.121,0.013,-0.019,150.600,38.600,1.024,-0.330
'[14:01:07.890 24/11/1995]',-0.127,0.017,0.001,150.600,38.600,1.024,-0.330
'[14:01:07.892 24/11/1995]',-0.132,0.018,0.001,150.600,38.600,1.024,-0.330
'[14:01:07.894 24/11/1995]',-0.137,0.019,0.001,150.600,38.600,1.024,-0.330
'[14:01:07.896 24/11/1995]',-0.141,0.017,0.001,149.925,38.075,1.024,-0.336
'[14:01:07.898 24/11/1995]',-0.145,0.015,0.001,149.925,38.075,1.024,-0.336
'[14:01:07.900 24/11/1995]',-0.147,0.012,0.010,149.925,38.075,1.024,-0.336
'[14:01:07.902 24/11/1995]',-0.150,0.010,0.001,149.925,38.075,1.024,-0.336
'[14:01:07.904 24/11/1995]',-0.153,0.009,0.001,148.800,37.425,1.024,-0.341
'[14:01:07.906 24/11/1995]',-0.156,0.008,-0.009,148.800,37.425,1.024,-0.341
'[14:01:07.908 24/11/1995]',-0.161,0.009,0.001,148.800,37.425,1.024,-0.341
'[14:01:07.910 24/11/1995]',-0.166,0.010,0.001,148.800,37.425,1.024,-0.341
'[14:01:07.912 24/11/1995]',-0.170,0.011,0.001,147.300,36.675,1.024,-0.344
'[14:01:07.914 24/11/1995]',-0.174,0.012,0.010,147.300,36.675,1.024,-0.344
'[14:01:07.916 24/11/1995]',-0.179,0.015,0.010,147.300,36.675,1.024,-0.344
'[14:01:07.918 24/11/1995]',-0.185,0.018,0.001,147.300,36.675,1.024,-0.344
'[14:01:07.920 24/11/1995]',-0.191,0.025,0.010,145.200,35.900,1.024,-0.346
'[14:01:07.922 24/11/1995]',-0.196,0.032,0.001,145.200,35.900,1.024,-0.346
'[14:01:07.924 24/11/1995]',-0.202,0.045,0.001,145.200,35.900,1.024,-0.346
'[14:01:07.926 24/11/1995]',-0.207,0.058,0.001,145.200,35.900,1.024,-0.346
'[14:01:07.928 24/11/1995]',-0.211,0.074,0.010,142.575,35.150,1.024,-0.348
'[14:01:07.930 24/11/1995]',-0.214,0.091,0.020,142.575,35.150,1.024,-0.348
'[14:01:07.932 24/11/1995]',-0.216,0.105,0.040,142.575,35.150,1.024,-0.348
'[14:01:07.934 24/11/1995]',-0.219,0.119,0.050,142.575,35.150,1.024,-0.348
'[14:01:07.936 24/11/1995]',-0.222,0.123,0.069,139.275,34.450,1.024,-0.350
'[14:01:07.938 24/11/1995]',-0.225,0.127,0.089,139.275,34.450,1.024,-0.350
'[14:01:07.940 24/11/1995]',-0.228,0.120,0.089,139.275,34.450,1.024,-0.350
