'Time and date','II','V','ABP','PAP','PLETH','RESP'
'[12:40:56.262 20/07/1995]',0.002,0.001,94.638,36.508,-0.683,-0.070
'[12:40:56.264 20/07/1995]',0.002,0.001,100.187,35.754,-0.668,-0.004
'[12:40:56.266 20/07/1995]',0.002,0.001,100.187,35.754,-0.668,-0.004
'[12:40:56.268 20/07/1995]',0.002,0.001,100.187,35.754,-0.668,-0.004
'[12:40:56.270 20/07/1995]',0.002,0.001,100.187,35.754,-0.668,-0.004
'[12:40:56.272 20/07/1995]',0.002,0.001,104.462,35.452,-0.650,0.052
'[12:40:56.274 20/07/1995]',0.002,0.001,104.462,35.452,-0.650,0.052
'[12:40:56.276 20/07/1995]',0.002,0.001,104.462,35.452,-0.650,0.052
'[12:40:56.278 20/07/1995]',0.002,0.001,104.462,35.452,-0.650,0.052
'[12:40:56.280 20/07/1995]',0.002,0.001,107.462,35.628,-0.620,0.118
'[12:40:56.282 20/07/1995]',0.002,0.001,107.462,35.628,-0.620,0.118
'[12:40:56.284 20/07/1995]',0.002,0.001,107.462,35.628,-0.620,0.118
'[12:40:56.286 20/07/1995]',0.002,0.001,107.462,35.628,-0.620,0.118
'[12:40:56.288 20/07/1995]',0.002,0.001,109.711,35.980,-0.587,0.183
'[12:40:56.290 20/07/1995]',0.002,0.001,109.711,35.980,-0.587,0.183
'[12:40:56.292 20/07/1995]',0.002,0.001,109.711,35.980,-0.587,0.183
'[12:40:56.294 20/07/1995]',0.002,0.001,109.711,35.980,-0.587,0.183
'[12:40:56.296 20/07/1995]',0.002,0.001,111.961,36.683,-0.544,0.241
'[12:40:56.298 20/07/1995]',0.002,0.001,111.961,36.683,-0.544,0.241
'[12:40:56.300 20/07/1995]',0.002,0.001,111.961,36.683,-0.544,0.241
'[12:40:56.302 20/07/1995]',0.002,0.001,111.961,36.683,-0.544,0.241
'[12:40:56.304 20/07/1995]',0.002,0.001,114.361,37.638,-0.484,0.306
'[12:40:56.306 20/07/1995]',0.002,0.001,114.361,37.638,-0.484,0.306
'[12:40:56.308 20/07/1995]',0.002,0.001,114.361,37.638,-0.484,0.306
'[12:40:56.310 20/07/1995]',0.002,0.001,114.361,37.638,-0.484,0.306
'[12:40:56.312 20/07/1995]',0.002,0.001,117.060,38.693,-0.417,0.241
'[12:40:56.314 20/07/1995]',0.002,0.001,117.060,38.693,-0.417,0.241
'[12:40:56.316 20/07/1995]',0.002,0.001,117.060,38.693,-0.417,0.241
'[12:40:56.318 20/07/1995]',0.002,0.001,117.060,38.693,-0.417,0.241
'[12:40:56.320 20/07/1995]',0.002,0.001,119.760,39.573,-0.342,0.183
'[12:40:56.322 20/07/1995]',0.002,0.001,119.760,39.573,-0.342,0.183
'[12:40:56.324 20/07/1995]',0.002,0.001,119.760,39.573,-0.342,0.183
'[12:40:56.326 20/07/1995]',0.002,0.001,119.760,39.573,-0.342,0.183
'[12:40:56.328 20/07/1995]',0.002,0.001,122.160,40.101,-0.251,0.118
'[12:40:56.330 20/07/1995]',0.002,0.001,122.160,40.101,-0.251,0.118
'[12:40:56.332 20/07/1995]',0.002,0.001,122.160,40.101,-0.251,0.118
'[12:40:56.334 20/07/1995]',0.002,0.001,122.160,40.101,-0.251,0.118
'[12:40:56.336 20/07/1995]',0.002,0.001,124.184,40.327,-0.158,0.052
'[12:40:56.338 20/07/1995]',0.002,0.001,124.184,40.327,-0.158,0.052
'[12:40:56.340 20/07/1995]',0.002,0.001,124.184,40.327,-0.158,0.052
'[12:40:56.342 20/07/1995]',0.002,0.001,124.184,40.327,-0.158,0.052
'[12:40:56.344 20/07/1995]',0.002,0.001,125.609,40.276,-0.064,-0.004
'[12:40:56.346 20/07/1995]',0.002,0.001,125.609,40.276,-0.064,-0.004
'[12:40:56.348 20/07/1995]',0.002,0.001,125.609,40.276,-0.064,-0.004
'[12:40:56.350 20/07/1995]',0.002,0.001,125.609,40.276,-0.064,-0.004
'[12:40:56.352 20/07/1995]',0.002,0.001,126.584,39.874,0.033,-0.070
'[12:40:56.354 20/07/1995]',0.002,0.001,126.584,39.874,0.033,-0.070
'[12:40:56.356 20/07/1995]',0.002,0.001,126.584,39.874,0.033,-0.070
'[12:40:56.358 20/07/1995]',0.002,0.001,126.584,39.874,0.033,-0.070
'[12:40:56.360 20/07/1995]',0.002,0.001,127.109,39.221,0.123,-0.136
'[12:40:56.362 20/07/1995]',0.002,0.001,127.109,39.221,0.123,-0.136
'[12:40:56.364 20/07/1995]',0.002,0.001,127.109,39.221,0.123,-0.136
'[12:40:56.366 20/07/1995]',0.002,0.001,127.109,39.221,0.123,-0.136
'[12:40:56.368 20/07/1995]',0.002,0.001,127.259,38.291,0.200,-0.201
'[12:40:56.370 20/07/1995]',0.002,0.001,127.259,38.291,0.200,-0.201
'[12:40:56.372 20/07/1995]',0.002,0.001,127.259,38.291,0.200,-0.201
'[12:40:56.374 20/07/1995]',0.002,0.001,127.259,38.291,0.200,-0.201
'[12:40:56.376 20/07/1995]',0.002,0.001,126.959,37.111,0.272,-0.259
'[12:40:56.378 20/07/1995]',0.002,0.001,126.959,37.111,0.272,-0.259
'[12:40:56.380 20/07/1995]',0.002,0.001,126.959,37.111,0.272,-0.259
'[12:40:56.382 20/07/1995]',0.002,0.001,126.959,37.111,0.272,-0.259
'[12:40:56.384 20/07/1995]',0.002,0.001,126.209,35.628,0.333,-0.324
'[12:40:56.386 20/07/1995]',0.002,0.001,126.209,35.628,0.333,-0.324
'[12:40:56.388 20/07/1995]',0.002,0.001,126.209,35.628,0.333,-0.324
'[12:40:56.390 20/07/1995]',0.002,0.001,126.209,35.628,0.333,-0.324
'[12:40:56.392 20/07/1995]',0.002,0.001,124.934,33.518,0.374,-0.390
'[12:40:56.394 20/07/1995]',0.002,0.001,124.934,33.518,0.374,-0.390
'[12:40:56.396 20/07/1995]',0.002,0.001,124.934,33.518,0.374,-0.390
'[12:40:56.398 20/07/1995]',0.002,0.001,124.934,33.518,0.374,-0.390
'[12:40:56.400 20/07/1995]',0.002,0.001,123.360,30.930,0.411,-0.447
'[12:40:56.402 20/07/1995]',0.002,0.001,123.360,30.930,0.411,-0.447
'[12:40:56.404 20/07/1995]',0.002,0.001,123.360,30.930,0.411,-0.447
'[12:40:56.406 20/07/1995]',0.002,0.001,123.360,30.930,0.411,-0.447
'[12:40:56.408 20/07/1995]',0.002,0.001,121.335,29.322,0.429,-0.512
'[12:40:56.410 20/07/1995]',0.002,0.001,121.335,29.322,0.429,-0.512
'[12:40:56.412 20/07/1995]',0.002,0.001,121.335,29.322,0.429,-0.512
'[12:40:56.414 20/07/1995]',0.002,0.001,121.335,29.322,0.429,-0.512
'[12:40:56.416 20/07/1995]',0.002,0.001,119.010,30.101,0.441,-0.447
'[12:40:56.418 20/07/1995]',0.002,0.001,119.010,30.101,0.441,-0.447
'[12:40:56.420 20/07/1995]',0.002,0.001,119.010,30.101,0.441,-0.447
'[12:40:56.422 20/07/1995]',0.002,0.001,119.010,30.101,0.441,-0.447
'[12:40:56.424 20/07/1995]',0.002,0.001,116.160,32.563,0.438,-0.390
'[12:40:56.426 20/07/1995]',0.002,0.001,116.160,32.563,0.438,-0.390
'[12:40:56.428 20/07/1995]',0.002,0.001,116.160,32.563,0.438,-0.390
'[12:40:56.430 20/07/1995]',0.002,0.001,116.160,32.563,0.438,-0.390
'[12:40:56.432 20/07/1995]',0.002,0.001,113.086,34.623,0.429,-0.324
'[12:40:56.434 20/07/1995]',0.002,0.001,113.086,34.623,0.429,-0.324
'[12:40:56.436 20/07/1995]',0.002,0.001,113.086,34.623,0.429,-0.324
'[12:40:56.438 20/07/1995]',0.002,0.001,113.086,34.623,0.429,-0.324
'[12:40:56.440 20/07/1995]',0.002,0.001,109.861,35.276,0.414,-0.259
'[12:40:56.442 20/07/1995]',0.002,0.001,109.861,35.276,0.414,-0.259
'[12:40:56.444 20/07/1995]',0.002,0.001,109.861,35.276,0.414,-0.259
'[12:40:56.446 20/07/1995]',0.002,0.001,109.861,35.276,0.414,-0.259
'[12:40:56.448 20/07/1995]',0.002,0.001,106.712,35.578,0.390,-0.201
'[12:40:56.450 20/07/1995]',0.002,0.001,106.712,35.578,0.390,-0.201
'[12:40:56.452 20/07/1995]',0.002,0.001,106.712,35.578,0.390,-0.201
'[12:40:56.454 20/07/1995]',0.002,0.001,106.712,35.578,0.390,-0.201
'[12:40:56.456 20/07/1995]',0.002,0.001,104.012,36.055,0.359,-0.136
'[12:40:56.458 20/07/1995]',0.002,0.001,104.012,36.055,0.359,-0.136
'[12:40:56.460 20/07/1995]',0.002,0.001,104.012,36.055,0.359,-0.136
'[12:40:56.462 20/07/1995]',0.002,0.001,104.012,36.055,0.359,-0.136
'[12:40:56.464 20/07/1995]',0.002,0.001,102.062,36.106,0.327,-0.070
'[12:40:56.466 20/07/1995]',0.002,0.001,102.062,36.106,0.327,-0.070
'[12:40:56.468 20/07/1995]',0.002,0.001,102.062,36.106,0.327,-0.070
'[12:40:56.470 20/07/1995]',0.002,0.001,102.062,36.106,0.327,-0.070
'[12:40:56.472 20/07/1995]',0.002,0.001,100.937,35.151,0.287,-0.004
'[12:40:56.474 20/07/1995]',0.002,0.001,100.937,35.151,0.287,-0.004
'[12:40:56.476 20/07/1995]',0.002,0.001,100.937,35.151,0.287,-0.004
'[12:40:56.478 20/07/1995]',0.002,0.001,100.937,35.151,0.287,-0.004
'[12:40:56.480 20/07/1995]',0.002,0.001,100.412,33.920,0.241,0.052
'[12:40:56.482 20/07/1995]',0.002,0.001,100.412,33.920,0.241,0.052
'[12:40:56.484 20/07/1995]',0.002,0.001,100.412,33.920,0.241,0.052
'[12:40:56.486 20/07/1995]',0.002,0.001,100.412,33.920,0.241,0.052
'[12:40:56.488 20/07/1995]',0.002,0.001,99.813,32.990,0.197,0.118
'[12:40:56.490 20/07/1995]',0.002,0.001,99.813,32.990,0.197,0.118
'[12:40:56.492 20/07/1995]',0.002,0.001,99.813,32.990,0.197,0.118
'[12:40:56.494 20/07/1995]',0.002,0.001,99.813,32.990,0.197,0.118
'[12:40:56.496 20/07/1995]',0.002,0.001,99.063,32.337,0.142,0.183
'[12:40:56.498 20/07/1995]',0.002,0.001,99.063,32.337,0.142,0.183
'[12:40:56.500 20/07/1995]',0.002,0.001,99.063,32.337,0.142,0.183
'[12:40:56.502 20/07/1995]',0.002,0.001,99.063,32.337,0.142,0.183
'[12:40:56.504 20/07/1995]',0.002,0.001,98.088,31.734,0.087,0.241
'[12:40:56.506 20/07/1995]',0.002,0.001,98.088,31.734,0.087,0.241
'[12:40:56.508 20/07/1995]',0.002,0.001,98.088,31.734,0.087,0.241
'[12:40:56.510 20/07/1995]',0.002,0.001,98.088,31.734,0.087,0.241
'[12:40:56.512 20/07/1995]',-0.249,0.277,97.038,31.206,0.036,0.306
'[12:40:56.514 20/07/1995]',-0.249,0.277,97.038,31.206,0.036,0.306
'[12:40:56.516 20/07/1995]',-0.249,0.277,97.038,31.206,0.036,0.306
'[12:40:56.518 20/07/1995]',-0.249,0.277,97.038,31.206,0.036,0.306
'[12:40:56.520 20/07/1995]',-0.249,0.277,95.988,31.030,-0.015,0.241
'[12:40:56.522 20/07/1995]',-0.249,0.277,95.988,31.030,-0.015,0.241
'[12:40:56.524 20/07/1995]',-0.249,0.277,95.988,31.030,-0.015,0.241
'[12:40:56.526 20/07/1995]',-0.249,0.277,95.988,31.030,-0.015,0.241
'[12:40:56.528 20/07/1995]',-0.249,0.277,95.013,31.156,-0.067,0.183
'[12:40:56.530 20/07/1995]',-0.228,0.277,95.013,31.156,-0.067,0.183
'[12:40:56.532 20/07/1995]',-0.249,0.277,95.013,31.156,-0.067,0.183
'[12:40:56.534 20/07/1995]',-0.228,0.277,95.013,31.156,-0.067,0.183
'[12:40:56.536 20/07/1995]',-0.228,0.277,94.188,31.382,-0.118,0.118
'[12:40:56.538 20/07/1995]',-0.228,0.277,94.188,31.382,-0.118,0.118
'[12:40:56.540 20/07/1995]',-0.228,0.277,94.188,31.382,-0.118,0.118
'[12:40:56.542 20/07/1995]',-0.228,0.277,94.188,31.382,-0.118,0.118
'[12:40:56.544 20/07/1995]',-0.249,0.277,93.438,31.633,-0.158,0.052
'[12:40:56.546 20/07/1995]',-0.228,0.277,93.438,31.633,-0.158,0.052
'[12:40:56.548 20/07/1995]',-0.228,0.277,93.438,31.633,-0.158,0.052
'[12:40:56.550 20/07/1995]',-0.228,0.268,93.438,31.633,-0.158,0.052
'[12:40:56.552 20/07/1995]',-0.228,0.268,92.688,31.985,-0.194,-0.004
'[12:40:56.554 20/07/1995]',-0.228,0.268,92.688,31.985,-0.194,-0.004
'[12:40:56.556 20/07/1995]',-0.228,0.268,92.688,31.985,-0.194,-0.004
'[12:40:56.558 20/07/1995]',-0.228,0.277,92.688,31.985,-0.194,-0.004
'[12:40:56.560 20/07/1995]',-0.228,0.268,92.088,32.462,-0.224,-0.070
'[12:40:56.562 20/07/1995]',-0.228,0.277,92.088,32.462,-0.224,-0.070
'[12:40:56.564 20/07/1995]',-0.228,0.277,92.088,32.462,-0.224,-0.070
'[12:40:56.566 20/07/1995]',-0.228,0.268,92.088,32.462,-0.224,-0.070
'[12:40:56.568 20/07/1995]',-0.228,0.268,91.489,32.864,-0.245,-0.136
'[12:40:56.570 20/07/1995]',-0.207,0.268,91.489,32.864,-0.245,-0.136
'[12:40:56.572 20/07/1995]',-0.207,0.268,91.489,32.864,-0.245,-0.136
'[12:40:56.574 20/07/1995]',-0.207,0.259,91.489,32.864,-0.245,-0.136
'[12:40:56.576 20/07/1995]',-0.207,0.259,90.814,33.166,-0.264,-0.201
'[12:40:56.578 20/07/1995]',-0.207,0.259,90.814,33.166,-0.264,-0.201
'[12:40:56.580 20/07/1995]',-0.207,0.259,90.814,33.166,-0.264,-0.201
'[12:40:56.582 20/07/1995]',-0.186,0.259,90.814,33.166,-0.264,-0.201
'[12:40:56.584 20/07/1995]',-0.186,0.259,90.214,33.090,-0.279,-0.259
'[12:40:56.586 20/07/1995]',-0.186,0.259,90.214,33.090,-0.279,-0.259
'[12:40:56.588 20/07/1995]',-0.165,0.259,90.214,33.090,-0.279,-0.259
'[12:40:56.590 20/07/1995]',-0.165,0.251,90.214,33.090,-0.279,-0.259
'[12:40:56.592 20/07/1995]',-0.165,0.251,89.689,32.864,-0.287,-0.324
'[12:40:56.594 20/07/1995]',-0.165,0.251,89.689,32.864,-0.287,-0.324
'[12:40:56.596 20/07/1995]',-0.165,0.242,89.689,32.864,-0.287,-0.324
'[12:40:56.598 20/07/1995]',-0.165,0.242,89.689,32.864,-0.287,-0.324
'[12:40:56.600 20/07/1995]',-0.144,0.242,89.164,32.462,-0.290,-0.390
'[12:40:56.602 20/07/1995]',-0.144,0.233,89.164,32.462,-0.290,-0.390
'[12:40:56.604 20/07/1995]',-0.144,0.233,89.164,32.462,-0.290,-0.390
'[12:40:56.606 20/07/1995]',-0.123,0.224,89.164,32.462,-0.290,-0.390
'[12:40:56.608 20/07/1995]',-0.103,0.224,88.564,31.910,-0.293,-0.447
'[12:40:56.610 20/07/1995]',-0.103,0.215,88.564,31.910,-0.293,-0.447
'[12:40:56.612 20/07/1995]',-0.103,0.206,88.564,31.910,-0.293,-0.447
'[12:40:56.614 20/07/1995]',-0.103,0.206,88.564,31.910,-0.293,-0.447
'[12:40:56.616 20/07/1995]',-0.103,0.206,88.114,31.382,-0.299,-0.512
'[12:40:56.618 20/07/1995]',-0.103,0.206,88.114,31.382,-0.299,-0.512
'[12:40:56.620 20/07/1995]',-0.103,0.206,88.114,31.382,-0.299,-0.512
'[12:40:56.622 20/07/1995]',-0.103,0.206,88.114,31.382,-0.299,-0.512
'[12:40:56.624 20/07/1995]',-0.103,0.215,87.589,30.930,-0.299,-0.512
'[12:40:56.626 20/07/1995]',-0.103,0.215,87.589,30.930,-0.299,-0.512
'[12:40:56.628 20/07/1995]',-0.123,0.215,87.589,30.930,-0.299,-0.512
'[12:40:56.630 20/07/1995]',-0.123,0.224,87.589,30.930,-0.299,-0.512
'[12:40:56.632 20/07/1995]',-0.123,0.215,87.139,30.578,-0.296,-0.512
'[12:40:56.634 20/07/1995]',-0.123,0.224,87.139,30.578,-0.296,-0.512
'[12:40:56.636 20/07/1995]',-0.123,0.224,87.139,30.578,-0.296,-0.512
'[12:40:56.638 20/07/1995]',-0.144,0.224,87.139,30.578,-0.296,-0.512
'[12:40:56.640 20/07/1995]',-0.144,0.233,86.689,30.276,-0.299,-0.512
'[12:40:56.642 20/07/1995]',-0.144,0.233,86.689,30.276,-0.299,-0.512
'[12:40:56.644 20/07/1995]',-0.165,0.233,86.689,30.276,-0.299,-0.512
'[12:40:56.646 20/07/1995]',-0.165,0.233,86.689,30.276,-0.299,-0.512
'[12:40:56.648 20/07/1995]',-0.144,0.233,86.314,30.025,-0.299,-0.512
'[12:40:56.650 20/07/1995]',-0.144,0.224,86.314,30.025,-0.299,-0.512
'[12:40:56.652 20/07/1995]',-0.144,0.224,86.314,30.025,-0.299,-0.512
'[12:40:56.654 20/07/1995]',-0.144,0.224,86.314,30.025,-0.299,-0.512
'[12:40:56.656 20/07/1995]',-0.144,0.233,85.939,29.925,-0.299,-0.512
'[12:40:56.658 20/07/1995]',-0.144,0.224,85.939,29.925,-0.299,-0.512
'[12:40:56.660 20/07/1995]',-0.165,0.242,85.939,29.925,-0.299,-0.512
'[12:40:56.662 20/07/1995]',-0.165,0.233,85.939,29.925,-0.299,-0.512
'[12:40:56.664 20/07/1995]',-0.165,0.233,85.564,29.925,-0.299,-0.512
'[12:40:56.666 20/07/1995]',-0.165,0.233,85.564,29.925,-0.299,-0.512
'[12:40:56.668 20/07/1995]',-0.165,0.233,85.564,29.925,-0.299,-0.512
'[12:40:56.670 20/07/1995]',-0.165,0.242,85.564,29.925,-0.299,-0.512
'[12:40:56.672 20/07/1995]',-0.165,0.242,85.189,29.975,-0.308,-0.512
'[12:40:56.674 20/07/1995]',-0.165,0.242,85.189,29.975,-0.308,-0.512
'[12:40:56.676 20/07/1995]',-0.186,0.242,85.189,29.975,-0.308,-0.512
'[12:40:56.678 20/07/1995]',-0.186,0.242,85.189,29.975,-0.308,-0.512
'[12:40:56.680 20/07/1995]',-0.186,0.242,84.814,30.025,-0.315,-0.512
'[12:40:56.682 20/07/1995]',-0.186,0.251,84.814,30.025,-0.315,-0.512
'[12:40:56.684 20/07/1995]',-0.207,0.251,84.814,30.025,-0.315,-0.512
'[12:40:56.686 20/07/1995]',-0.207,0.251,84.814,30.025,-0.315,-0.512
'[12:40:56.688 20/07/1995]',-0.207,0.259,84.439,30.151,-0.321,-0.512
'[12:40:56.690 20/07/1995]',-0.207,0.259,84.439,30.151,-0.321,-0.512
'[12:40:56.692 20/07/1995]',-0.228,0.259,84.439,30.151,-0.321,-0.512
'[12:40:56.694 20/07/1995]',-0.228,0.259,84.439,30.151,-0.321,-0.512
'[12:40:56.696 20/07/1995]',-0.228,0.259,84.139,30.226,-0.330,-0.512
'[12:40:56.698 20/07/1995]',-0.228,0.259,84.139,30.226,-0.330,-0.512
'[12:40:56.700 20/07/1995]',-0.228,0.259,84.139,30.226,-0.330,-0.512
'[12:40:56.702 20/07/1995]',-0.228,0.259,84.139,30.226,-0.330,-0.512
'[12:40:56.704 20/07/1995]',-0.249,0.259,83.840,30.327,-0.342,-0.512
'[12:40:56.706 20/07/1995]',-0.249,0.259,83.840,30.327,-0.342,-0.512
'[12:40:56.708 20/07/1995]',-0.249,0.259,83.840,30.327,-0.342,-0.512
'[12:40:56.710 20/07/1995]',-0.249,0.259,83.840,30.327,-0.342,-0.512
'[12:40:56.712 20/07/1995]',-0.249,0.259,83.615,30.327,-0.351,-0.512
'[12:40:56.714 20/07/1995]',-0.249,0.259,83.615,30.327,-0.351,-0.512
'[12:40:56.716 20/07/1995]',-0.228,0.259,83.615,30.327,-0.351,-0.512
'[12:40:56.718 20/07/1995]',-0.228,0.259,83.615,30.327,-0.351,-0.512
'[12:40:56.720 20/07/1995]',-0.228,0.259,83.315,30.101,-0.288,-0.512
'[12:40:56.722 20/07/1995]',-0.228,0.259,83.315,30.101,-0.288,-0.512
'[12:40:56.724 20/07/1995]',-0.228,0.259,83.315,30.101,-0.288,-0.512
'[12:40:56.726 20/07/1995]',-0.228,0.259,83.315,30.101,-0.288,-0.512
'[12:40:56.728 20/07/1995]',-0.228,0.259,83.090,29.749,-0.300,-0.512
'[12:40:56.730 20/07/1995]',-0.228,0.259,83.090,29.749,-0.300,-0.512
'[12:40:56.732 20/07/1995]',-0.228,0.259,83.090,29.749,-0.300,-0.512
'[12:40:56.734 20/07/1995]',-0.228,0.259,83.090,29.749,-0.300,-0.512
'[12:40:56.736 20/07/1995]',-0.228,0.259,82.940,29.221,-0.314,-0.512
'[12:40:56.738 20/07/1995]',-0.228,0.259,82.940,29.221,-0.314,-0.512
'[12:40:56.740 20/07/1995]',-0.228,0.251,82.940,29.221,-0.314,-0.512
'[12:40:56.742 20/07/1995]',-0.228,0.259,82.940,29.221,-0.314,-0.512
'[12:40:56.744 20/07/1995]',-0.228,0.259,82.640,28.744,-0.326,-0.512
'[12:40:56.746 20/07/1995]',-0.228,0.251,82.640,28.744,-0.326,-0.512
'[12:40:56.748 20/07/1995]',-0.228,0.251,82.640,28.744,-0.326,-0.512
'[12:40:56.750 20/07/1995]',-0.228,0.242,82.640,28.744,-0.326,-0.512
'[12:40:56.752 20/07/1995]',-0.207,0.251,82.340,28.518,-0.340,-0.512
'[12:40:56.754 20/07/1995]',-0.207,0.251,82.340,28.518,-0.340,-0.512
'[12:40:56.756 20/07/1995]',-0.207,0.242,82.340,28.518,-0.340,-0.512
'[12:40:56.758 20/07/1995]',-0.207,0.242,82.340,28.518,-0.340,-0.512
'[12:40:56.760 20/07/1995]',-0.207,0.233,82.040,28.442,-0.353,-0.512
'[12:40:56.762 20/07/1995]',-0.186,0.224,82.040,28.442,-0.353,-0.512
'[12:40:56.764 20/07/1995]',-0.165,0.206,82.040,28.442,-0.353,-0.512
'[12:40:56.766 20/07/1995]',-0.144,0.197,82.040,28.442,-0.353,-0.512
'[12:40:56.768 20/07/1995]',-0.123,0.188,81.740,28.618,-0.365,-0.512
'[12:40:56.770 20/07/1995]',-0.123,0.179,81.740,28.618,-0.365,-0.512
'[12:40:56.772 20/07/1995]',-0.123,0.179,81.740,28.618,-0.365,-0.512
'[12:40:56.774 20/07/1995]',-0.123,0.179,81.740,28.618,-0.365,-0.512
'[12:40:56.776 20/07/1995]',-0.123,0.188,81.290,28.794,-0.379,-0.512
'[12:40:56.778 20/07/1995]',-0.123,0.197,81.290,28.794,-0.379,-0.512
'[12:40:56.780 20/07/1995]',-0.144,0.206,81.290,28.794,-0.379,-0.512
'[12:40:56.782 20/07/1995]',-0.165,0.215,81.290,28.794,-0.379,-0.512
'[12:40:56.784 20/07/1995]',-0.165,0.224,80.990,28.920,-0.394,-0.512
'[12:40:56.786 20/07/1995]',-0.165,0.233,80.990,28.920,-0.394,-0.512
'[12:40:56.788 20/07/1995]',-0.123,0.224,80.990,28.920,-0.394,-0.512
'[12:40:56.790 20/07/1995]',-0.061,0.197,80.990,28.920,-0.394,-0.512
'[12:40:56.792 20/07/1995]',0.002,0.170,80.540,28.869,-0.405,-0.512
'[12:40:56.794 20/07/1995]',0.105,0.134,80.540,28.869,-0.405,-0.512
'[12:40:56.796 20/07/1995]',0.231,0.090,80.540,28.869,-0.405,-0.512
'[12:40:56.798 20/07/1995]',0.355,0.054,80.540,28.869,-0.405,-0.512
'[12:40:56.800 20/07/1995]',0.439,0.009,80.240,28.693,-0.416,-0.512
'[12:40:56.802 20/07/1995]',0.564,-0.017,80.240,28.693,-0.416,-0.512
'[12:40:56.804 20/07/1995]',0.668,-0.080,80.240,28.693,-0.416,-0.512
'[12:40:56.806 20/07/1995]',0.772,-0.125,80.240,28.693,-0.416,-0.512
'[12:40:56.808 20/07/1995]',0.835,-0.160,80.015,28.568,-0.424,-0.512
'[12:40:56.810 20/07/1995]',0.835,-0.169,80.015,28.568,-0.424,-0.512
'[12:40:56.812 20/07/1995]',0.793,-0.160,80.015,28.568,-0.424,-0.512
'[12:40:56.814 20/07/1995]',0.730,-0.142,80.015,28.568,-0.424,-0.512
'[12:40:56.816 20/07/1995]',0.605,-0.098,79.790,28.568,-0.433,-0.512
'[12:40:56.818 20/07/1995]',0.439,-0.026,79.790,28.568,-0.433,-0.512
'[12:40:56.820 20/07/1995]',0.210,0.036,79.790,28.568,-0.433,-0.512
'[12:40:56.822 20/07/1995]',0.043,0.090,79.790,28.568,-0.433,-0.512
'[12:40:56.824 20/07/1995]',-0.082,0.152,79.640,28.568,-0.435,-0.512
'[12:40:56.826 20/07/1995]',-0.165,0.188,79.640,28.568,-0.435,-0.512
'[12:40:56.828 20/07/1995]',-0.249,0.224,79.640,28.568,-0.435,-0.512
'[12:40:56.830 20/07/1995]',-0.311,0.251,79.640,28.568,-0.435,-0.512
'[12:40:56.832 20/07/1995]',-0.331,0.259,79.340,28.518,-0.439,-0.512
'[12:40:56.834 20/07/1995]',-0.331,0.268,79.340,28.518,-0.439,-0.512
'[12:40:56.836 20/07/1995]',-0.331,0.259,79.340,28.518,-0.439,-0.512
'[12:40:56.838 20/07/1995]',-0.311,0.259,79.340,28.518,-0.439,-0.512
'[12:40:56.840 20/07/1995]',-0.311,0.259,79.190,28.392,-0.444,-0.512
'[12:40:56.842 20/07/1995]',-0.311,0.259,79.190,28.392,-0.444,-0.512
'[12:40:56.844 20/07/1995]',-0.311,0.259,79.190,28.392,-0.444,-0.512
'[12:40:56.846 20/07/1995]',-0.331,0.268,79.190,28.392,-0.444,-0.512
'[12:40:56.848 20/07/1995]',-0.331,0.277,78.890,28.266,-0.442,-0.512
'[12:40:56.850 20/07/1995]',-0.352,0.277,78.890,28.266,-0.442,-0.512
'[12:40:56.852 20/07/1995]',-0.352,0.286,78.890,28.266,-0.442,-0.512
'[12:40:56.854 20/07/1995]',-0.373,0.286,78.890,28.266,-0.442,-0.512
'[12:40:56.856 20/07/1995]',-0.352,0.277,78.515,28.342,-0.442,-0.512
'[12:40:56.858 20/07/1995]',-0.352,0.286,78.515,28.342,-0.442,-0.512
'[12:40:56.860 20/07/1995]',-0.352,0.286,78.515,28.342,-0.442,-0.512
'[12:40:56.862 20/07/1995]',-0.331,0.277,78.515,28.342,-0.442,-0.512
'[12:40:56.864 20/07/1995]',-0.352,0.268,78.215,28.568,-0.442,-0.512
'[12:40:56.866 20/07/1995]',-0.331,0.277,78.215,28.568,-0.442,-0.512
'[12:40:56.868 20/07/1995]',-0.331,0.259,78.215,28.568,-0.442,-0.512
'[12:40:56.870 20/07/1995]',-0.331,0.268,78.215,28.568,-0.442,-0.512
'[12:40:56.872 20/07/1995]',-0.331,0.259,77.840,28.970,-0.442,-0.512
'[12:40:56.874 20/07/1995]',-0.331,0.259,77.840,28.970,-0.442,-0.512
'[12:40:56.876 20/07/1995]',-0.311,0.259,77.840,28.970,-0.442,-0.512
'[12:40:56.878 20/07/1995]',-0.311,0.259,77.840,28.970,-0.442,-0.512
'[12:40:56.880 20/07/1995]',-0.311,0.259,77.540,29.799,-0.435,-0.512
'[12:40:56.882 20/07/1995]',-0.311,0.259,77.540,29.799,-0.435,-0.512
'[12:40:56.884 20/07/1995]',-0.311,0.259,77.540,29.799,-0.435,-0.512
'[12:40:56.886 20/07/1995]',-0.311,0.259,77.540,29.799,-0.435,-0.512
'[12:40:56.888 20/07/1995]',-0.311,0.259,77.165,31.332,-0.435,-0.512
'[12:40:56.890 20/07/1995]',-0.311,0.251,77.165,31.332,-0.435,-0.512
'[12:40:56.892 20/07/1995]',-0.291,0.259,77.165,31.332,-0.435,-0.512
