'Time and date','MCL1 ','V ','ABP ','PAP ','PLETH ','RESP '
'[10:42:00.980 08/05/1995]',-0.017,-0.025,77.872,22.326,0.140,-0.722
'[10:42:00.982 08/05/1995]',-0.017,-0.025,77.872,22.326,0.140,-0.722
'[10:42:00.984 08/05/1995]',-0.026,-0.038,77.497,22.550,0.086,-0.718
'[10:42:00.986 08/05/1995]',-0.017,-0.038,77.497,22.550,0.086,-0.718
'[10:42:00.988 08/05/1995]',-0.017,-0.038,77.497,22.550,0.086,-0.718
'[10:42:00.990 08/05/1995]',-0.017,-0.038,77.497,22.550,0.086,-0.718
'[10:42:00.992 08/05/1995]',-0.017,-0.038,77.346,22.724,0.033,-0.714
'[10:42:00.994 08/05/1995]',-0.017,-0.038,77.346,22.724,0.033,-0.714
'[10:42:00.996 08/05/1995]',-0.017,-0.038,77.346,22.724,0.033,-0.714
'[10:42:00.998 08/05/1995]',-0.026,-0.038,77.346,22.724,0.033,-0.714
'[10:42:01.000 08/05/1995]',-0.034,-0.038,77.121,22.849,-0.018,-0.710
'[10:42:01.002 08/05/1995]',-0.034,-0.038,77.121,22.849,-0.018,-0.710
'[10:42:01.004 08/05/1995]',-0.026,-0.038,77.121,22.849,-0.018,-0.710
'[10:42:01.006 08/05/1995]',-0.026,-0.038,77.121,22.849,-0.018,-0.710
'[10:42:01.008 08/05/1995]',-0.026,-0.038,77.046,22.849,-0.068,-0.707
'[10:42:01.010 08/05/1995]',-0.026,-0.038,77.046,22.849,-0.068,-0.707
'[10:42:01.012 08/05/1995]',-0.026,-0.038,77.046,22.849,-0.068,-0.707
'[10:42:01.014 08/05/1995]',-0.026,-0.038,77.046,22.849,-0.068,-0.707
'[10:42:01.016 08/05/1995]',-0.026,-0.038,77.046,22.849,-0.114,-0.703
'[10:42:01.018 08/05/1995]',-0.034,-0.051,77.046,22.849,-0.114,-0.703
'[10:42:01.020 08/05/1995]',-0.026,-0.051,77.046,22.849,-0.114,-0.703
'[10:42:01.022 08/05/1995]',-0.026,-0.038,77.046,22.849,-0.114,-0.703
'[10:42:01.024 08/05/1995]',-0.026,-0.038,77.046,22.724,-0.156,-0.700
'[10:42:01.026 08/05/1995]',-0.026,-0.038,77.046,22.724,-0.156,-0.700
'[10:42:01.028 08/05/1995]',-0.026,-0.038,77.046,22.724,-0.156,-0.700
'[10:42:01.030 08/05/1995]',-0.026,-0.038,77.046,22.724,-0.156,-0.700
'[10:42:01.032 08/05/1995]',-0.026,-0.038,77.046,22.550,-0.195,-0.697
'[10:42:01.034 08/05/1995]',-0.034,-0.038,77.046,22.550,-0.195,-0.697
'[10:42:01.036 08/05/1995]',-0.034,-0.038,77.046,22.550,-0.195,-0.697
'[10:42:01.038 08/05/1995]',-0.034,-0.038,77.046,22.550,-0.195,-0.697
'[10:42:01.040 08/05/1995]',-0.026,-0.038,77.046,22.326,-0.230,-0.694
'[10:42:01.042 08/05/1995]',-0.026,-0.038,77.046,22.326,-0.230,-0.694
'[10:42:01.044 08/05/1995]',-0.034,-0.038,77.046,22.326,-0.230,-0.694
'[10:42:01.046 08/05/1995]',-0.034,-0.038,77.046,22.326,-0.230,-0.694
'[10:42:01.048 08/05/1995]',-0.034,-0.038,77.121,22.027,-0.261,-0.692
'[10:42:01.050 08/05/1995]',-0.034,-0.051,77.121,22.027,-0.261,-0.692
'[10:42:01.052 08/05/1995]',-0.034,-0.051,77.121,22.027,-0.261,-0.692
'[10:42:01.054 08/05/1995]',-0.034,-0.051,77.121,22.027,-0.261,-0.692
'[10:42:01.056 08/05/1995]',-0.026,-0.038,77.196,21.728,-0.288,-0.689
'[10:42:01.058 08/05/1995]',-0.034,-0.038,77.196,21.728,-0.288,-0.689
'[10:42:01.060 08/05/1995]',-0.026,-0.038,77.196,21.728,-0.288,-0.689
'[10:42:01.062 08/05/1995]',-0.026,-0.038,77.196,21.728,-0.288,-0.689
'[10:42:01.064 08/05/1995]',-0.034,-0.038,77.121,21.454,-0.312,-0.686
'[10:42:01.066 08/05/1995]',-0.034,-0.051,77.121,21.454,-0.312,-0.686
'[10:42:01.068 08/05/1995]',-0.034,-0.051,77.121,21.454,-0.312,-0.686
'[10:42:01.070 08/05/1995]',-0.034,-0.038,77.121,21.454,-0.312,-0.686
'[10:42:01.072 08/05/1995]',-0.034,-0.051,77.046,21.105,-0.333,-0.684
'[10:42:01.074 08/05/1995]',-0.026,-0.051,77.046,21.105,-0.333,-0.684
'[10:42:01.076 08/05/1995]',-0.034,-0.038,77.046,21.105,-0.333,-0.684
'[10:42:01.078 08/05/1995]',-0.026,-0.038,77.046,21.105,-0.333,-0.684
'[10:42:01.080 08/05/1995]',-0.034,-0.038,77.046,20.756,-0.349,-0.681
'[10:42:01.082 08/05/1995]',-0.034,-0.038,77.046,20.756,-0.349,-0.681
'[10:42:01.084 08/05/1995]',-0.034,-0.038,77.046,20.756,-0.349,-0.681
'[10:42:01.086 08/05/1995]',-0.034,-0.038,77.046,20.756,-0.349,-0.681
'[10:42:01.088 08/05/1995]',-0.034,-0.038,76.896,20.457,-0.364,-0.679
'[10:42:01.090 08/05/1995]',-0.034,-0.038,76.896,20.457,-0.364,-0.679
'[10:42:01.092 08/05/1995]',-0.026,-0.038,76.896,20.457,-0.364,-0.679
'[10:42:01.094 08/05/1995]',-0.026,-0.038,76.896,20.457,-0.364,-0.679
'[10:42:01.096 08/05/1995]',-0.026,-0.038,76.821,20.108,-0.376,-0.676
'[10:42:01.098 08/05/1995]',-0.026,-0.038,76.821,20.108,-0.376,-0.676
'[10:42:01.100 08/05/1995]',-0.026,-0.038,76.821,20.108,-0.376,-0.676
'[10:42:01.102 08/05/1995]',-0.026,-0.038,76.821,20.108,-0.376,-0.676
'[10:42:01.104 08/05/1995]',-0.026,-0.038,76.520,19.809,-0.386,-0.674
'[10:42:01.106 08/05/1995]',-0.026,-0.038,76.520,19.809,-0.386,-0.674
'[10:42:01.108 08/05/1995]',-0.026,-0.038,76.520,19.809,-0.386,-0.674
'[10:42:01.110 08/05/1995]',-0.026,-0.038,76.520,19.809,-0.386,-0.674
'[10:42:01.112 08/05/1995]',-0.017,-0.038,76.295,19.510,-0.394,-0.671
'[10:42:01.114 08/05/1995]',-0.026,-0.038,76.295,19.510,-0.394,-0.671
'[10:42:01.116 08/05/1995]',-0.026,-0.038,76.295,19.510,-0.394,-0.671
'[10:42:01.118 08/05/1995]',-0.034,-0.038,76.295,19.510,-0.394,-0.671
'[10:42:01.120 08/05/1995]',-0.034,-0.038,75.995,19.286,-0.401,-0.669
'[10:42:01.122 08/05/1995]',-0.034,-0.038,75.995,19.286,-0.401,-0.669
'[10:42:01.124 08/05/1995]',-0.034,-0.038,75.995,19.286,-0.401,-0.669
'[10:42:01.126 08/05/1995]',-0.034,-0.038,75.995,19.286,-0.401,-0.669
'[10:42:01.128 08/05/1995]',-0.034,-0.038,75.694,19.061,-0.406,-0.666
'[10:42:01.130 08/05/1995]',-0.034,-0.038,75.694,19.061,-0.406,-0.666
'[10:42:01.132 08/05/1995]',-0.034,-0.038,75.694,19.061,-0.406,-0.666
'[10:42:01.134 08/05/1995]',-0.026,-0.038,75.694,19.061,-0.406,-0.666
'[10:42:01.136 08/05/1995]',-0.034,-0.038,75.394,18.937,-0.410,-0.664
'[10:42:01.138 08/05/1995]',-0.026,-0.038,75.394,18.937,-0.410,-0.664
'[10:42:01.140 08/05/1995]',-0.034,-0.038,75.394,18.937,-0.410,-0.664
'[10:42:01.142 08/05/1995]',-0.034,-0.038,75.394,18.937,-0.410,-0.664
'[10:42:01.144 08/05/1995]',-0.026,-0.038,75.094,18.762,-0.414,-0.661
'[10:42:01.146 08/05/1995]',-0.034,-0.038,75.094,18.762,-0.414,-0.661
'[10:42:01.148 08/05/1995]',-0.034,-0.038,75.094,18.762,-0.414,-0.661
'[10:42:01.150 08/05/1995]',-0.034,-0.038,75.094,18.762,-0.414,-0.661
'[10:42:01.152 08/05/1995]',-0.034,-0.038,74.643,18.588,-0.418,-0.659
'[10:42:01.154 08/05/1995]',-0.034,-0.038,74.643,18.588,-0.418,-0.659
'[10:42:01.156 08/05/1995]',-0.034,-0.038,74.643,18.588,-0.418,-0.659
'[10:42:01.158 08/05/1995]',-0.026,-0.038,74.643,18.588,-0.418,-0.659
'[10:42:01.160 08/05/1995]',-0.026,-0.038,74.343,18.463,-0.421,-0.657
'[10:42:01.162 08/05/1995]',-0.026,-0.038,74.343,18.463,-0.421,-0.657
'[10:42:01.164 08/05/1995]',-0.026,-0.038,74.343,18.463,-0.421,-0.657
'[10:42:01.166 08/05/1995]',-0.026,-0.038,74.343,18.463,-0.421,-0.657
'[10:42:01.168 08/05/1995]',-0.026,-0.038,73.892,18.289,-0.424,-0.655
'[10:42:01.170 08/05/1995]',-0.026,-0.038,73.892,18.289,-0.424,-0.655
'[10:42:01.172 08/05/1995]',-0.026,-0.038,73.892,18.289,-0.424,-0.655
'[10:42:01.174 08/05/1995]',-0.026,-0.038,73.892,18.289,-0.424,-0.655
'[10:42:01.176 08/05/1995]',-0.026,-0.038,73.592,18.164,-0.427,-0.653
'[10:42:01.178 08/05/1995]',-0.026,-0.038,73.592,18.164,-0.427,-0.653
'[10:42:01.180 08/05/1995]',-0.017,-0.038,73.592,18.164,-0.427,-0.653
'[10:42:01.182 08/05/1995]',-0.026,-0.038,73.592,18.164,-0.427,-0.653
'[10:42:01.184 08/05/1995]',-0.026,-0.038,73.216,18.065,-0.431,-0.651
'[10:42:01.186 08/05/1995]',-0.026,-0.038,73.216,18.065,-0.431,-0.651
'[10:42:01.188 08/05/1995]',-0.026,-0.038,73.216,18.065,-0.431,-0.651
'[10:42:01.190 08/05/1995]',-0.026,-0.038,73.216,18.065,-0.431,-0.651
'[10:42:01.192 08/05/1995]',-0.026,-0.025,72.841,17.940,-0.434,-0.649
'[10:42:01.194 08/05/1995]',-0.017,-0.038,72.841,17.940,-0.434,-0.649
'[10:42:01.196 08/05/1995]',-0.017,-0.038,72.841,17.940,-0.434,-0.649
'[10:42:01.198 08/05/1995]',-0.026,-0.038,72.841,17.940,-0.434,-0.649
'[10:42:01.200 08/05/1995]',-0.026,-0.038,72.540,17.816,-0.439,-0.647
'[10:42:01.202 08/05/1995]',-0.026,-0.038,72.540,17.816,-0.439,-0.647
'[10:42:01.204 08/05/1995]',-0.026,-0.025,72.540,17.816,-0.439,-0.647
'[10:42:01.206 08/05/1995]',-0.026,-0.025,72.540,17.816,-0.439,-0.647
'[10:42:01.208 08/05/1995]',-0.026,-0.025,72.090,17.716,-0.444,-0.645
'[10:42:01.210 08/05/1995]',-0.026,-0.012,72.090,17.716,-0.444,-0.645
'[10:42:01.212 08/05/1995]',-0.017,-0.012,72.090,17.716,-0.444,-0.645
'[10:42:01.214 08/05/1995]',-0.026,-0.025,72.090,17.716,-0.444,-0.645
'[10:42:01.216 08/05/1995]',-0.026,-0.025,71.714,17.591,-0.448,-0.642
'[10:42:01.218 08/05/1995]',-0.026,-0.025,71.714,17.591,-0.448,-0.642
'[10:42:01.220 08/05/1995]',-0.026,-0.025,71.714,17.591,-0.448,-0.642
'[10:42:01.222 08/05/1995]',-0.017,-0.012,71.714,17.591,-0.448,-0.642
'[10:42:01.224 08/05/1995]',-0.017,-0.012,71.414,17.467,-0.453,-0.640
'[10:42:01.226 08/05/1995]',-0.017,-0.012,71.414,17.467,-0.453,-0.640
'[10:42:01.228 08/05/1995]',-0.017,-0.012,71.414,17.467,-0.453,-0.640
'[10:42:01.230 08/05/1995]',-0.017,-0.012,71.414,17.467,-0.453,-0.640
'[10:42:01.232 08/05/1995]',-0.026,-0.012,71.114,17.292,-0.457,-0.637
'[10:42:01.234 08/05/1995]',-0.026,-0.025,71.114,17.292,-0.457,-0.637
'[10:42:01.236 08/05/1995]',-0.034,-0.025,71.114,17.292,-0.457,-0.637
'[10:42:01.238 08/05/1995]',-0.026,-0.025,71.114,17.292,-0.457,-0.637
'[10:42:01.240 08/05/1995]',-0.026,-0.025,70.738,17.118,-0.462,-0.634
'[10:42:01.242 08/05/1995]',-0.026,-0.012,70.738,17.118,-0.462,-0.634
'[10:42:01.244 08/05/1995]',-0.017,-0.012,70.738,17.118,-0.462,-0.634
'[10:42:01.246 08/05/1995]',-0.026,-0.012,70.738,17.118,-0.462,-0.634
'[10:42:01.248 08/05/1995]',-0.026,-0.025,70.438,17.018,-0.467,-0.632
'[10:42:01.250 08/05/1995]',-0.026,-0.025,70.438,17.018,-0.467,-0.632
'[10:42:01.252 08/05/1995]',-0.026,-0.025,70.438,17.018,-0.467,-0.632
'[10:42:01.254 08/05/1995]',-0.026,-0.025,70.438,17.018,-0.467,-0.632
'[10:42:01.256 08/05/1995]',-0.026,-0.012,70.137,16.894,-0.471,-0.629
'[10:42:01.258 08/05/1995]',-0.026,-0.025,70.137,16.894,-0.471,-0.629
'[10:42:01.260 08/05/1995]',-0.026,-0.012,70.137,16.894,-0.471,-0.629
'[10:42:01.262 08/05/1995]',-0.017,-0.012,70.137,16.894,-0.471,-0.629
'[10:42:01.264 08/05/1995]',-0.026,-0.012,69.837,16.769,-0.475,-0.627
'[10:42:01.266 08/05/1995]',-0.026,-0.025,69.837,16.769,-0.475,-0.627
'[10:42:01.268 08/05/1995]',-0.026,-0.025,69.837,16.769,-0.475,-0.627
'[10:42:01.270 08/05/1995]',-0.026,-0.025,69.837,16.769,-0.475,-0.627
'[10:42:01.272 08/05/1995]',-0.026,-0.025,69.537,16.719,-0.480,-0.625
'[10:42:01.274 08/05/1995]',-0.026,-0.012,69.537,16.719,-0.480,-0.625
'[10:42:01.276 08/05/1995]',-0.017,-0.012,69.537,16.719,-0.480,-0.625
'[10:42:01.278 08/05/1995]',-0.026,-0.012,69.537,16.719,-0.480,-0.625
'[10:42:01.280 08/05/1995]',-0.017,-0.012,69.236,16.595,-0.466,-0.622
'[10:42:01.282 08/05/1995]',-0.017,-0.025,69.236,16.595,-0.466,-0.622
'[10:42:01.284 08/05/1995]',-0.017,-0.025,69.236,16.595,-0.466,-0.622
'[10:42:01.286 08/05/1995]',-0.017,-0.012,69.236,16.595,-0.466,-0.622
'[10:42:01.288 08/05/1995]',-0.017,-0.012,68.936,16.545,-0.470,-0.619
'[10:42:01.290 08/05/1995]',-0.017,-0.012,68.936,16.545,-0.470,-0.619
'[10:42:01.292 08/05/1995]',-0.008,-0.012,68.936,16.545,-0.470,-0.619
'[10:42:01.294 08/05/1995]',-0.008,-0.012,68.936,16.545,-0.470,-0.619
'[10:42:01.296 08/05/1995]',-0.008,-0.012,68.636,16.420,-0.474,-0.615
'[10:42:01.298 08/05/1995]',-0.008,-0.012,68.636,16.420,-0.474,-0.615
'[10:42:01.300 08/05/1995]',-0.017,-0.012,68.636,16.420,-0.474,-0.615
'[10:42:01.302 08/05/1995]',-0.017,-0.012,68.636,16.420,-0.474,-0.615
'[10:42:01.304 08/05/1995]',-0.008,-0.012,68.335,16.296,-0.479,-0.611
'[10:42:01.306 08/05/1995]',-0.008,-0.012,68.335,16.296,-0.479,-0.611
'[10:42:01.308 08/05/1995]',-0.008,-0.012,68.335,16.296,-0.479,-0.611
'[10:42:01.310 08/05/1995]',-0.008,-0.012,68.335,16.296,-0.479,-0.611
'[10:42:01.312 08/05/1995]',-0.008,-0.012,68.110,16.246,-0.482,-0.607
'[10:42:01.314 08/05/1995]',-0.008,-0.012,68.110,16.246,-0.482,-0.607
'[10:42:01.316 08/05/1995]',-0.008,-0.025,68.110,16.246,-0.482,-0.607
'[10:42:01.318 08/05/1995]',-0.008,-0.012,68.110,16.246,-0.482,-0.607
'[10:42:01.320 08/05/1995]',-0.008,-0.012,67.960,16.196,-0.486,-0.602
'[10:42:01.322 08/05/1995]',-0.008,-0.012,67.960,16.196,-0.486,-0.602
'[10:42:01.324 08/05/1995]',-0.008,-0.012,67.960,16.196,-0.486,-0.602
'[10:42:01.326 08/05/1995]',-0.008,-0.012,67.960,16.196,-0.486,-0.602
'[10:42:01.328 08/05/1995]',-0.008,-0.012,67.659,16.121,-0.489,-0.596
'[10:42:01.330 08/05/1995]',-0.008,-0.012,67.659,16.121,-0.489,-0.596
'[10:42:01.332 08/05/1995]',-0.008,-0.012,67.659,16.121,-0.489,-0.596
'[10:42:01.334 08/05/1995]',-0.008,-0.012,67.659,16.121,-0.489,-0.596
'[10:42:01.336 08/05/1995]',-0.008,-0.012,67.509,16.071,-0.492,-0.590
'[10:42:01.338 08/05/1995]',-0.008,-0.012,67.509,16.071,-0.492,-0.590
'[10:42:01.340 08/05/1995]',0.001,-0.012,67.509,16.071,-0.492,-0.590
'[10:42:01.342 08/05/1995]',0.001,-0.012,67.509,16.071,-0.492,-0.590
'[10:42:01.344 08/05/1995]',0.001,-0.012,67.284,16.071,-0.495,-0.584
'[10:42:01.346 08/05/1995]',0.001,-0.012,67.284,16.071,-0.495,-0.584
'[10:42:01.348 08/05/1995]',0.001,-0.012,67.284,16.071,-0.495,-0.584
'[10:42:01.350 08/05/1995]',-0.008,-0.012,67.284,16.071,-0.495,-0.584
'[10:42:01.352 08/05/1995]',-0.008,-0.012,67.059,16.071,-0.498,-0.578
'[10:42:01.354 08/05/1995]',0.001,-0.012,67.059,16.071,-0.498,-0.578
'[10:42:01.356 08/05/1995]',0.001,-0.012,67.059,16.071,-0.498,-0.578
'[10:42:01.358 08/05/1995]',0.001,-0.012,67.059,16.071,-0.498,-0.578
'[10:42:01.360 08/05/1995]',0.001,-0.012,66.833,16.121,-0.501,-0.573
'[10:42:01.362 08/05/1995]',0.001,-0.012,66.833,16.121,-0.501,-0.573
'[10:42:01.364 08/05/1995]',0.001,-0.012,66.833,16.121,-0.501,-0.573
'[10:42:01.366 08/05/1995]',0.001,-0.012,66.833,16.121,-0.501,-0.573
'[10:42:01.368 08/05/1995]',0.001,-0.012,66.608,16.121,-0.502,-0.567
'[10:42:01.370 08/05/1995]',-0.008,-0.012,66.608,16.121,-0.502,-0.567
'[10:42:01.372 08/05/1995]',0.001,-0.012,66.608,16.121,-0.502,-0.567
'[10:42:01.374 08/05/1995]',0.001,-0.012,66.608,16.121,-0.502,-0.567
'[10:42:01.376 08/05/1995]',0.001,0.001,66.383,16.196,-0.504,-0.561
'[10:42:01.378 08/05/1995]',0.001,0.001,66.383,16.196,-0.504,-0.561
'[10:42:01.380 08/05/1995]',0.001,-0.012,66.383,16.196,-0.504,-0.561
'[10:42:01.382 08/05/1995]',-0.008,-0.012,66.383,16.196,-0.504,-0.561
'[10:42:01.384 08/05/1995]',-0.008,-0.012,66.082,16.246,-0.506,-0.555
'[10:42:01.386 08/05/1995]',0.001,-0.012,66.082,16.246,-0.506,-0.555
'[10:42:01.388 08/05/1995]',0.001,-0.012,66.082,16.246,-0.506,-0.555
'[10:42:01.390 08/05/1995]',0.001,-0.012,66.082,16.246,-0.506,-0.555
'[10:42:01.392 08/05/1995]',0.001,-0.012,65.857,16.246,-0.507,-0.549
'[10:42:01.394 08/05/1995]',0.001,0.001,65.857,16.246,-0.507,-0.549
'[10:42:01.396 08/05/1995]',-0.008,-0.012,65.857,16.246,-0.507,-0.549
'[10:42:01.398 08/05/1995]',-0.008,-0.012,65.857,16.246,-0.507,-0.549
'[10:42:01.400 08/05/1995]',-0.008,-0.012,65.632,16.246,-0.509,-0.543
'[10:42:01.402 08/05/1995]',-0.008,-0.012,65.632,16.246,-0.509,-0.543
'[10:42:01.404 08/05/1995]',-0.008,-0.012,65.632,16.246,-0.509,-0.543
'[10:42:01.406 08/05/1995]',0.001,-0.012,65.632,16.246,-0.509,-0.543
'[10:42:01.408 08/05/1995]',0.001,-0.012,65.407,16.246,-0.510,-0.536
'[10:42:01.410 08/05/1995]',0.001,-0.012,65.407,16.246,-0.510,-0.536
'[10:42:01.412 08/05/1995]',0.001,-0.012,65.407,16.246,-0.510,-0.536
'[10:42:01.414 08/05/1995]',-0.008,-0.012,65.407,16.246,-0.510,-0.536
'[10:42:01.416 08/05/1995]',0.001,-0.012,65.256,16.246,-0.510,-0.530
'[10:42:01.418 08/05/1995]',0.001,-0.012,65.256,16.246,-0.510,-0.530
'[10:42:01.420 08/05/1995]',-0.008,-0.012,65.256,16.246,-0.510,-0.530
'[10:42:01.422 08/05/1995]',0.001,-0.012,65.256,16.246,-0.510,-0.530
'[10:42:01.424 08/05/1995]',0.001,-0.012,65.031,16.246,-0.510,-0.524
'[10:42:01.426 08/05/1995]',0.001,-0.012,65.031,16.246,-0.510,-0.524
'[10:42:01.428 08/05/1995]',0.001,-0.012,65.031,16.246,-0.510,-0.524
'[10:42:01.430 08/05/1995]',0.001,-0.012,65.031,16.246,-0.510,-0.524
'[10:42:01.432 08/05/1995]',-0.008,-0.012,64.731,16.246,-0.511,-0.518
'[10:42:01.434 08/05/1995]',-0.008,-0.012,64.731,16.246,-0.511,-0.518
'[10:42:01.436 08/05/1995]',-0.008,-0.012,64.731,16.246,-0.511,-0.518
'[10:42:01.438 08/05/1995]',0.001,-0.012,64.731,16.246,-0.511,-0.518
'[10:42:01.440 08/05/1995]',0.001,-0.012,64.581,16.196,-0.510,-0.511
'[10:42:01.442 08/05/1995]',0.001,0.001,64.581,16.196,-0.510,-0.511
'[10:42:01.444 08/05/1995]',0.001,0.001,64.581,16.196,-0.510,-0.511
'[10:42:01.446 08/05/1995]',0.001,0.001,64.581,16.196,-0.510,-0.511
'[10:42:01.448 08/05/1995]',-0.008,-0.012,64.355,16.196,-0.511,-0.504
'[10:42:01.450 08/05/1995]',0.001,-0.012,64.355,16.196,-0.511,-0.504
'[10:42:01.452 08/05/1995]',0.001,-0.012,64.355,16.196,-0.511,-0.504
'[10:42:01.454 08/05/1995]',-0.008,-0.012,64.355,16.196,-0.511,-0.504
'[10:42:01.456 08/05/1995]',0.001,-0.012,64.130,16.196,-0.510,-0.497
'[10:42:01.458 08/05/1995]',0.001,0.001,64.130,16.196,-0.510,-0.497
'[10:42:01.460 08/05/1995]',0.001,-0.012,64.130,16.196,-0.510,-0.497
'[10:42:01.462 08/05/1995]',0.001,0.001,64.130,16.196,-0.510,-0.497
'[10:42:01.464 08/05/1995]',0.001,-0.012,63.905,16.196,-0.509,-0.490
'[10:42:01.466 08/05/1995]',-0.008,-0.012,63.905,16.196,-0.509,-0.490
'[10:42:01.468 08/05/1995]',0.001,-0.012,63.905,16.196,-0.509,-0.490
'[10:42:01.470 08/05/1995]',0.001,0.001,63.905,16.196,-0.509,-0.490
'[10:42:01.472 08/05/1995]',0.001,0.001,63.679,16.196,-0.509,-0.482
'[10:42:01.474 08/05/1995]',0.001,0.001,63.679,16.196,-0.509,-0.482
'[10:42:01.476 08/05/1995]',0.001,0.001,63.679,16.196,-0.509,-0.482
'[10:42:01.478 08/05/1995]',0.001,0.001,63.679,16.196,-0.509,-0.482
'[10:42:01.480 08/05/1995]',0.001,0.001,63.529,16.196,-0.508,-0.475
'[10:42:01.482 08/05/1995]',0.001,0.001,63.529,16.196,-0.508,-0.475
'[10:42:01.484 08/05/1995]',0.001,0.001,63.529,16.196,-0.508,-0.475
'[10:42:01.486 08/05/1995]',0.001,0.001,63.529,16.196,-0.508,-0.475
'[10:42:01.488 08/05/1995]',0.001,0.001,63.304,16.196,-0.507,-0.469
'[10:42:01.490 08/05/1995]',0.001,0.001,63.304,16.196,-0.507,-0.469
'[10:42:01.492 08/05/1995]',0.001,0.001,63.304,16.196,-0.507,-0.469
'[10:42:01.494 08/05/1995]',0.001,0.001,63.304,16.196,-0.507,-0.469
'[10:42:01.496 08/05/1995]',0.001,0.001,63.154,16.246,-0.505,-0.463
'[10:42:01.498 08/05/1995]',0.001,0.001,63.154,16.246,-0.505,-0.463
'[10:42:01.500 08/05/1995]',0.001,0.001,63.154,16.246,-0.505,-0.463
'[10:42:01.502 08/05/1995]',0.001,0.001,63.154,16.246,-0.505,-0.463
'[10:42:01.504 08/05/1995]',0.001,0.001,62.929,16.246,-0.504,-0.457
'[10:42:01.506 08/05/1995]',0.001,0.001,62.929,16.246,-0.504,-0.457
'[10:42:01.508 08/05/1995]',0.001,0.001,62.929,16.246,-0.504,-0.457
'[10:42:01.510 08/05/1995]',0.001,0.001,62.929,16.246,-0.504,-0.457
'[10:42:01.512 08/05/1995]',0.001,0.001,62.778,16.296,-0.503,-0.451
'[10:42:01.514 08/05/1995]',0.001,0.001,62.778,16.296,-0.503,-0.451
'[10:42:01.516 08/05/1995]',0.001,0.001,62.778,16.296,-0.503,-0.451
'[10:42:01.518 08/05/1995]',0.001,0.001,62.778,16.296,-0.503,-0.451
'[10:42:01.520 08/05/1995]',0.001,0.001,62.553,16.296,-0.501,-0.445
'[10:42:01.522 08/05/1995]',0.001,0.001,62.553,16.296,-0.501,-0.445
'[10:42:01.524 08/05/1995]',0.001,0.001,62.553,16.296,-0.501,-0.445
'[10:42:01.526 08/05/1995]',0.001,0.001,62.553,16.296,-0.501,-0.445
'[10:42:01.528 08/05/1995]',0.001,0.001,62.403,16.370,-0.498,-0.439
'[10:42:01.530 08/05/1995]',-0.008,0.001,62.403,16.370,-0.498,-0.439
'[10:42:01.532 08/05/1995]',0.001,0.001,62.403,16.370,-0.498,-0.439
'[10:42:01.534 08/05/1995]',0.001,0.001,62.403,16.370,-0.498,-0.439
'[10:42:01.536 08/05/1995]',0.001,0.001,62.253,16.370,-0.497,-0.432
'[10:42:01.538 08/05/1995]',-0.008,0.001,62.253,16.370,-0.497,-0.432
'[10:42:01.540 08/05/1995]',-0.008,-0.012,62.253,16.370,-0.497,-0.432
'[10:42:01.542 08/05/1995]',0.001,0.001,62.253,16.370,-0.497,-0.432
'[10:42:01.544 08/05/1995]',0.001,0.001,62.027,16.246,-0.495,-0.427
'[10:42:01.546 08/05/1995]',0.001,-0.012,62.027,16.246,-0.495,-0.427
'[10:42:01.548 08/05/1995]',0.001,-0.012,62.027,16.246,-0.495,-0.427
'[10:42:01.550 08/05/1995]',-0.008,-0.012,62.027,16.246,-0.495,-0.427
'[10:42:01.552 08/05/1995]',-0.017,-0.012,61.877,16.071,-0.492,-0.421
'[10:42:01.554 08/05/1995]',-0.008,-0.012,61.877,16.071,-0.492,-0.421
'[10:42:01.556 08/05/1995]',-0.008,-0.012,61.877,16.071,-0.492,-0.421
'[10:42:01.558 08/05/1995]',-0.008,-0.012,61.877,16.071,-0.492,-0.421
'[10:42:01.560 08/05/1995]',0.001,-0.012,61.727,15.897,-0.490,-0.416
'[10:42:01.562 08/05/1995]',-0.008,-0.012,61.727,15.897,-0.490,-0.416
'[10:42:01.564 08/05/1995]',-0.008,-0.012,61.727,15.897,-0.490,-0.416
'[10:42:01.566 08/05/1995]',-0.008,-0.012,61.727,15.897,-0.490,-0.416
'[10:42:01.568 08/05/1995]',-0.008,-0.012,61.577,15.723,-0.487,-0.411
'[10:42:01.570 08/05/1995]',-0.008,-0.012,61.577,15.723,-0.487,-0.411
'[10:42:01.572 08/05/1995]',-0.008,-0.012,61.577,15.723,-0.487,-0.411
'[10:42:01.574 08/05/1995]',0.001,-0.012,61.577,15.723,-0.487,-0.411
'[10:42:01.576 08/05/1995]',0.001,0.001,61.427,15.598,-0.484,-0.405
'[10:42:01.578 08/05/1995]',0.001,-0.012,61.427,15.598,-0.484,-0.405
'[10:42:01.580 08/05/1995]',0.001,-0.012,61.427,15.598,-0.484,-0.405
'[10:42:01.582 08/05/1995]',0.001,-0.012,61.427,15.598,-0.484,-0.405
'[10:42:01.584 08/05/1995]',-0.008,-0.012,61.276,15.424,-0.481,-0.399
'[10:42:01.586 08/05/1995]',-0.008,-0.012,61.276,15.424,-0.481,-0.399
'[10:42:01.588 08/05/1995]',0.001,-0.012,61.276,15.424,-0.481,-0.399
'[10:42:01.590 08/05/1995]',0.001,0.001,61.276,15.424,-0.481,-0.399
