'Time and date','MCL1','II','V','ABP','PAP','PLETH','RESP'
'[07:40:54.494 26/05/1995]',-0.342,0.461,-0.406,64.875,37.940,0.000,-0.414
'[07:40:54.496 26/05/1995]',-0.311,0.434,-0.369,64.500,38.141,0.000,-0.442
'[07:40:54.498 26/05/1995]',-0.270,0.434,-0.351,64.500,38.141,0.000,-0.442
'[07:40:54.500 26/05/1995]',-0.217,0.434,-0.313,64.500,38.141,0.000,-0.442
'[07:40:54.502 26/05/1995]',-0.155,0.434,-0.295,64.500,38.141,0.000,-0.442
'[07:40:54.504 26/05/1995]',-0.082,0.461,-0.276,64.125,38.241,0.000,-0.469
'[07:40:54.506 26/05/1995]',-0.020,0.461,-0.258,64.125,38.241,0.000,-0.469
'[07:40:54.508 26/05/1995]',0.021,0.488,-0.240,64.125,38.241,0.000,-0.469
'[07:40:54.510 26/05/1995]',0.073,0.515,-0.240,64.125,38.241,0.000,-0.469
'[07:40:54.512 26/05/1995]',0.126,0.543,-0.240,63.600,38.241,0.000,-0.496
'[07:40:54.514 26/05/1995]',0.156,0.488,-0.203,63.600,38.241,0.000,-0.496
'[07:40:54.516 26/05/1995]',0.188,0.434,-0.166,63.600,38.241,0.000,-0.496
'[07:40:54.518 26/05/1995]',0.229,0.354,-0.128,63.600,38.241,0.000,-0.496
'[07:40:54.520 26/05/1995]',0.271,0.300,-0.091,63.225,38.291,0.000,-0.523
'[07:40:54.522 26/05/1995]',0.312,0.245,-0.073,63.225,38.291,0.000,-0.523
'[07:40:54.524 26/05/1995]',0.333,0.218,-0.035,63.225,38.291,0.000,-0.523
'[07:40:54.526 26/05/1995]',0.364,0.191,-0.017,63.225,38.291,0.000,-0.523
'[07:40:54.528 26/05/1995]',0.385,0.164,0.002,62.850,38.342,0.000,-0.550
'[07:40:54.530 26/05/1995]',0.375,0.137,0.002,62.850,38.342,0.000,-0.550
'[07:40:54.532 26/05/1995]',0.364,0.110,0.002,62.850,38.342,0.000,-0.550
'[07:40:54.534 26/05/1995]',0.343,0.083,0.019,62.850,38.342,0.000,-0.550
'[07:40:54.536 26/05/1995]',0.312,0.083,0.019,62.475,38.543,0.000,-0.576
'[07:40:54.538 26/05/1995]',0.292,0.083,0.019,62.475,38.543,0.000,-0.576
'[07:40:54.540 26/05/1995]',0.271,0.055,0.038,62.475,38.543,0.000,-0.576
'[07:40:54.542 26/05/1995]',0.240,0.055,0.038,62.475,38.543,0.000,-0.576
'[07:40:54.544 26/05/1995]',0.198,0.002,0.057,62.025,38.693,0.000,-0.602
'[07:40:54.546 26/05/1995]',0.156,-0.025,0.075,62.025,38.693,0.000,-0.602
'[07:40:54.548 26/05/1995]',0.126,-0.079,0.075,62.025,38.693,0.000,-0.602
'[07:40:54.550 26/05/1995]',0.105,-0.106,0.094,62.025,38.693,0.000,-0.602
'[07:40:54.552 26/05/1995]',0.094,-0.133,0.094,61.575,38.995,0.000,-0.626
'[07:40:54.554 26/05/1995]',0.084,-0.133,0.112,61.575,38.995,0.000,-0.626
'[07:40:54.556 26/05/1995]',0.073,-0.160,0.112,61.575,38.995,0.000,-0.626
'[07:40:54.558 26/05/1995]',0.084,-0.160,0.112,61.575,38.995,0.000,-0.626
'[07:40:54.560 26/05/1995]',0.073,-0.160,0.112,61.200,39.246,0.000,-0.651
'[07:40:54.562 26/05/1995]',0.084,-0.187,0.131,61.200,39.246,0.000,-0.651
'[07:40:54.564 26/05/1995]',0.073,-0.187,0.131,61.200,39.246,0.000,-0.651
'[07:40:54.566 26/05/1995]',0.073,-0.187,0.131,61.200,39.246,0.000,-0.651
'[07:40:54.568 26/05/1995]',0.073,-0.187,0.131,60.825,39.447,0.000,-0.674
'[07:40:54.570 26/05/1995]',0.063,-0.187,0.131,60.825,39.447,0.000,-0.674
'[07:40:54.572 26/05/1995]',0.073,-0.187,0.131,60.825,39.447,0.000,-0.674
'[07:40:54.574 26/05/1995]',0.073,-0.187,0.112,60.825,39.447,0.000,-0.674
'[07:40:54.576 26/05/1995]',0.063,-0.187,0.112,60.525,39.648,0.000,-0.697
'[07:40:54.578 26/05/1995]',0.063,-0.187,0.112,60.525,39.648,0.000,-0.697
'[07:40:54.580 26/05/1995]',0.063,-0.187,0.131,60.525,39.648,0.000,-0.697
'[07:40:54.582 26/05/1995]',0.073,-0.187,0.112,60.525,39.648,0.000,-0.697
'[07:40:54.584 26/05/1995]',0.073,-0.187,0.112,60.375,39.698,0.000,-0.719
'[07:40:54.586 26/05/1995]',0.063,-0.187,0.112,60.375,39.698,0.000,-0.719
'[07:40:54.588 26/05/1995]',0.063,-0.187,0.112,60.375,39.698,0.000,-0.719
'[07:40:54.590 26/05/1995]',0.063,-0.187,0.112,60.375,39.698,0.000,-0.719
'[07:40:54.592 26/05/1995]',0.073,-0.187,0.112,60.075,39.749,0.000,-0.739
'[07:40:54.594 26/05/1995]',0.063,-0.187,0.112,60.075,39.749,0.000,-0.739
'[07:40:54.596 26/05/1995]',0.063,-0.215,0.112,60.075,39.749,0.000,-0.739
'[07:40:54.598 26/05/1995]',0.073,-0.187,0.131,60.075,39.749,0.000,-0.739
'[07:40:54.600 26/05/1995]',0.073,-0.215,0.112,59.850,39.950,0.000,-0.758
'[07:40:54.602 26/05/1995]',0.073,-0.215,0.112,59.850,39.950,0.000,-0.758
'[07:40:54.604 26/05/1995]',0.073,-0.215,0.131,59.850,39.950,0.000,-0.758
'[07:40:54.606 26/05/1995]',0.073,-0.215,0.112,59.850,39.950,0.000,-0.758
'[07:40:54.608 26/05/1995]',0.073,-0.215,0.112,59.775,40.352,0.000,-0.775
'[07:40:54.610 26/05/1995]',0.073,-0.215,0.112,59.775,40.352,0.000,-0.775
'[07:40:54.612 26/05/1995]',0.073,-0.215,0.131,59.775,40.352,0.000,-0.775
'[07:40:54.614 26/05/1995]',0.073,-0.215,0.112,59.775,40.352,0.000,-0.775
'[07:40:54.616 26/05/1995]',0.073,-0.215,0.112,59.700,41.106,0.000,-0.790
'[07:40:54.618 26/05/1995]',0.084,-0.215,0.131,59.700,41.106,0.000,-0.790
'[07:40:54.620 26/05/1995]',0.073,-0.215,0.131,59.700,41.106,0.000,-0.790
'[07:40:54.622 26/05/1995]',0.073,-0.215,0.112,59.700,41.106,0.000,-0.790
'[07:40:54.624 26/05/1995]',0.084,-0.215,0.131,59.625,42.161,0.000,-0.804
'[07:40:54.626 26/05/1995]',0.073,-0.215,0.131,59.625,42.161,0.000,-0.804
'[07:40:54.628 26/05/1995]',0.084,-0.215,0.131,59.625,42.161,0.000,-0.804
'[07:40:54.630 26/05/1995]',0.084,-0.215,0.112,59.625,42.161,0.000,-0.804
'[07:40:54.632 26/05/1995]',0.084,-0.215,0.131,59.775,43.467,0.000,-0.817
'[07:40:54.634 26/05/1995]',0.084,-0.215,0.131,59.775,43.467,0.000,-0.817
'[07:40:54.636 26/05/1995]',0.084,-0.215,0.131,59.775,43.467,0.000,-0.817
'[07:40:54.638 26/05/1995]',0.084,-0.215,0.131,59.775,43.467,0.000,-0.817
'[07:40:54.640 26/05/1995]',0.084,-0.215,0.131,60.150,45.075,0.000,-0.828
'[07:40:54.642 26/05/1995]',0.084,-0.215,0.131,60.150,45.075,0.000,-0.828
'[07:40:54.644 26/05/1995]',0.084,-0.215,0.131,60.150,45.075,0.000,-0.828
'[07:40:54.646 26/05/1995]',0.084,-0.215,0.131,60.150,45.075,0.000,-0.828
'[07:40:54.648 26/05/1995]',0.084,-0.215,0.131,61.050,47.136,0.000,-0.837
'[07:40:54.650 26/05/1995]',0.084,-0.215,0.131,61.050,47.136,0.000,-0.837
'[07:40:54.652 26/05/1995]',0.084,-0.215,0.131,61.050,47.136,0.000,-0.837
'[07:40:54.654 26/05/1995]',0.084,-0.215,0.131,61.050,47.136,0.000,-0.837
'[07:40:54.656 26/05/1995]',0.094,-0.215,0.131,62.475,49.598,0.000,-0.844
'[07:40:54.658 26/05/1995]',0.084,-0.242,0.131,62.475,49.598,0.000,-0.844
'[07:40:54.660 26/05/1995]',0.084,-0.215,0.131,62.475,49.598,0.000,-0.844
'[07:40:54.662 26/05/1995]',0.084,-0.215,0.131,62.475,49.598,0.000,-0.844
'[07:40:54.664 26/05/1995]',0.073,-0.242,0.131,64.800,52.412,0.000,-0.850
'[07:40:54.666 26/05/1995]',0.073,-0.242,0.131,64.800,52.412,0.000,-0.850
'[07:40:54.668 26/05/1995]',0.073,-0.242,0.149,64.800,52.412,0.000,-0.850
'[07:40:54.670 26/05/1995]',0.073,-0.242,0.131,64.800,52.412,0.000,-0.850
'[07:40:54.672 26/05/1995]',0.073,-0.242,0.131,67.875,55.427,0.000,-0.855
'[07:40:54.674 26/05/1995]',0.084,-0.215,0.149,67.875,55.427,0.000,-0.855
'[07:40:54.676 26/05/1995]',0.084,-0.242,0.131,67.875,55.427,0.000,-0.855
'[07:40:54.678 26/05/1995]',0.073,-0.215,0.131,67.875,55.427,0.000,-0.855
'[07:40:54.680 26/05/1995]',0.073,-0.215,0.131,71.700,58.543,0.000,-0.859
'[07:40:54.682 26/05/1995]',0.073,-0.215,0.131,71.700,58.543,0.000,-0.859
'[07:40:54.684 26/05/1995]',0.073,-0.215,0.131,71.700,58.543,0.000,-0.859
'[07:40:54.686 26/05/1995]',0.063,-0.215,0.131,71.700,58.543,0.000,-0.859
'[07:40:54.688 26/05/1995]',0.063,-0.215,0.131,76.125,61.709,0.000,-0.861
'[07:40:54.690 26/05/1995]',0.053,-0.215,0.131,76.125,61.709,0.000,-0.861
'[07:40:54.692 26/05/1995]',0.053,-0.215,0.131,76.125,61.709,0.000,-0.861
'[07:40:54.694 26/05/1995]',0.063,-0.215,0.131,76.125,61.709,0.000,-0.861
'[07:40:54.696 26/05/1995]',0.063,-0.215,0.131,81.000,64.874,0.000,-0.863
'[07:40:54.698 26/05/1995]',0.053,-0.215,0.131,81.000,64.874,0.000,-0.863
'[07:40:54.700 26/05/1995]',0.053,-0.215,0.131,81.000,64.874,0.000,-0.863
'[07:40:54.702 26/05/1995]',0.042,-0.215,0.131,81.000,64.874,0.000,-0.863
'[07:40:54.704 26/05/1995]',0.042,-0.215,0.112,86.175,67.789,0.000,-0.863
'[07:40:54.706 26/05/1995]',0.042,-0.215,0.112,86.175,67.789,0.000,-0.863
'[07:40:54.708 26/05/1995]',0.042,-0.215,0.112,86.175,67.789,0.000,-0.863
'[07:40:54.710 26/05/1995]',0.032,-0.215,0.112,86.175,67.789,0.000,-0.863
'[07:40:54.712 26/05/1995]',0.032,-0.215,0.112,91.200,70.553,0.000,-0.863
'[07:40:54.714 26/05/1995]',0.032,-0.187,0.112,91.200,70.553,0.000,-0.863
'[07:40:54.716 26/05/1995]',0.021,-0.187,0.094,91.200,70.553,0.000,-0.863
'[07:40:54.718 26/05/1995]',0.021,-0.187,0.094,91.200,70.553,0.000,-0.863
'[07:40:54.720 26/05/1995]',0.011,-0.187,0.094,96.000,73.015,0.000,-0.861
'[07:40:54.722 26/05/1995]',0.011,-0.187,0.094,96.000,73.015,0.000,-0.861
'[07:40:54.724 26/05/1995]',0.011,-0.160,0.094,96.000,73.015,0.000,-0.861
'[07:40:54.726 26/05/1995]',0.011,-0.160,0.094,96.000,73.015,0.000,-0.861
'[07:40:54.728 26/05/1995]',0.001,-0.160,0.094,100.275,75.226,0.000,-0.859
'[07:40:54.730 26/05/1995]',0.001,-0.160,0.075,100.275,75.226,0.000,-0.859
'[07:40:54.732 26/05/1995]',0.001,-0.160,0.075,100.275,75.226,0.000,-0.859
'[07:40:54.734 26/05/1995]',0.001,-0.133,0.075,100.275,75.226,0.000,-0.859
'[07:40:54.736 26/05/1995]',0.001,-0.133,0.075,103.875,77.085,0.000,-0.856
'[07:40:54.738 26/05/1995]',0.001,-0.133,0.075,103.875,77.085,0.000,-0.856
'[07:40:54.740 26/05/1995]',0.001,-0.133,0.075,103.875,77.085,0.000,-0.856
'[07:40:54.742 26/05/1995]',0.001,-0.133,0.075,103.875,77.085,0.000,-0.856
'[07:40:54.744 26/05/1995]',0.001,-0.133,0.075,106.800,78.643,0.000,-0.852
'[07:40:54.746 26/05/1995]',0.001,-0.133,0.075,106.800,78.643,0.000,-0.852
'[07:40:54.748 26/05/1995]',0.001,-0.133,0.057,106.800,78.643,0.000,-0.852
'[07:40:54.750 26/05/1995]',-0.009,-0.133,0.057,106.800,78.643,0.000,-0.852
'[07:40:54.752 26/05/1995]',-0.009,-0.106,0.057,108.975,79.950,0.000,-0.847
'[07:40:54.754 26/05/1995]',-0.009,-0.106,0.057,108.975,79.950,0.000,-0.847
'[07:40:54.756 26/05/1995]',-0.009,-0.106,0.057,108.975,79.950,0.000,-0.847
'[07:40:54.758 26/05/1995]',-0.009,-0.106,0.038,108.975,79.950,0.000,-0.847
'[07:40:54.760 26/05/1995]',-0.020,-0.106,0.038,110.625,80.905,0.000,-0.842
'[07:40:54.762 26/05/1995]',-0.009,-0.106,0.038,110.625,80.905,0.000,-0.842
'[07:40:54.764 26/05/1995]',-0.009,-0.106,0.038,110.625,80.905,0.000,-0.842
'[07:40:54.766 26/05/1995]',-0.020,-0.079,0.038,110.625,80.905,0.000,-0.842
'[07:40:54.768 26/05/1995]',-0.020,-0.079,0.038,111.525,81.709,0.000,-0.835
'[07:40:54.770 26/05/1995]',-0.020,-0.079,0.019,111.525,81.709,0.000,-0.835
'[07:40:54.772 26/05/1995]',-0.020,-0.079,0.019,111.525,81.709,0.000,-0.835
'[07:40:54.774 26/05/1995]',-0.020,-0.079,0.019,111.525,81.709,0.000,-0.835
'[07:40:54.776 26/05/1995]',-0.020,-0.079,0.019,111.975,82.111,0.000,-0.828
'[07:40:54.778 26/05/1995]',-0.030,-0.079,0.019,111.975,82.111,0.000,-0.828
'[07:40:54.780 26/05/1995]',-0.020,-0.079,0.019,111.975,82.111,0.000,-0.828
'[07:40:54.782 26/05/1995]',-0.020,-0.052,0.019,111.975,82.111,0.000,-0.828
'[07:40:54.784 26/05/1995]',-0.020,-0.052,0.002,112.125,82.261,0.000,-0.819
'[07:40:54.786 26/05/1995]',-0.020,-0.052,0.002,112.125,82.261,0.000,-0.819
'[07:40:54.788 26/05/1995]',-0.020,-0.052,0.002,112.125,82.261,0.000,-0.819
'[07:40:54.790 26/05/1995]',-0.020,-0.052,0.002,112.125,82.261,0.000,-0.819
'[07:40:54.792 26/05/1995]',-0.020,-0.052,0.002,111.975,82.211,0.000,-0.810
'[07:40:54.794 26/05/1995]',-0.009,-0.052,0.002,111.975,82.211,0.000,-0.810
'[07:40:54.796 26/05/1995]',-0.020,-0.052,0.002,111.975,82.211,0.000,-0.810
'[07:40:54.798 26/05/1995]',-0.009,-0.052,0.002,111.975,82.211,0.000,-0.810
'[07:40:54.800 26/05/1995]',-0.009,-0.052,0.002,111.525,81.910,0.000,-0.800
'[07:40:54.802 26/05/1995]',-0.009,-0.052,0.002,111.525,81.910,0.000,-0.800
'[07:40:54.804 26/05/1995]',-0.009,-0.052,0.002,111.525,81.910,0.000,-0.800
'[07:40:54.806 26/05/1995]',-0.009,-0.052,0.002,111.525,81.910,0.000,-0.800
'[07:40:54.808 26/05/1995]',-0.009,-0.052,0.002,110.925,81.457,0.000,-0.789
'[07:40:54.810 26/05/1995]',-0.009,-0.052,0.002,110.925,81.457,0.000,-0.789
'[07:40:54.812 26/05/1995]',-0.009,-0.052,0.002,110.925,81.457,0.000,-0.789
'[07:40:54.814 26/05/1995]',-0.009,-0.052,0.002,110.925,81.457,0.000,-0.789
'[07:40:54.816 26/05/1995]',0.001,-0.052,0.002,110.025,80.804,0.000,-0.778
'[07:40:54.818 26/05/1995]',0.001,-0.052,0.002,110.025,80.804,0.000,-0.778
'[07:40:54.820 26/05/1995]',0.001,-0.052,0.002,110.025,80.804,0.000,-0.778
'[07:40:54.822 26/05/1995]',0.001,-0.052,0.002,110.025,80.804,0.000,-0.778
'[07:40:54.824 26/05/1995]',0.001,-0.052,0.002,109.125,79.950,0.000,-0.767
'[07:40:54.826 26/05/1995]',0.001,-0.052,0.002,109.125,79.950,0.000,-0.767
'[07:40:54.828 26/05/1995]',0.001,-0.052,0.002,109.125,79.950,0.000,-0.767
'[07:40:54.830 26/05/1995]',0.001,-0.052,0.002,109.125,79.950,0.000,-0.767
'[07:40:54.832 26/05/1995]',0.001,-0.052,0.002,107.925,78.945,0.000,-0.757
'[07:40:54.834 26/05/1995]',0.001,-0.052,0.002,107.925,78.945,0.000,-0.757
'[07:40:54.836 26/05/1995]',0.001,-0.052,0.002,107.925,78.945,0.000,-0.757
'[07:40:54.838 26/05/1995]',0.001,-0.052,0.002,107.925,78.945,0.000,-0.757
'[07:40:54.840 26/05/1995]',0.001,-0.052,0.002,106.575,77.688,0.000,-0.747
'[07:40:54.842 26/05/1995]',0.001,-0.052,0.002,106.575,77.688,0.000,-0.747
'[07:40:54.844 26/05/1995]',0.001,-0.052,0.002,106.575,77.688,0.000,-0.747
'[07:40:54.846 26/05/1995]',0.001,-0.052,0.002,106.575,77.688,0.000,-0.747
'[07:40:54.848 26/05/1995]',0.001,-0.052,0.002,105.075,76.281,0.000,-0.738
'[07:40:54.850 26/05/1995]',0.001,-0.052,0.002,105.075,76.281,0.000,-0.738
'[07:40:54.852 26/05/1995]',0.001,-0.052,0.002,105.075,76.281,0.000,-0.738
'[07:40:54.854 26/05/1995]',0.001,-0.052,0.002,105.075,76.281,0.000,-0.738
'[07:40:54.856 26/05/1995]',0.001,-0.052,0.002,103.125,74.673,0.000,-0.728
'[07:40:54.858 26/05/1995]',0.001,-0.052,0.002,103.125,74.673,0.000,-0.728
'[07:40:54.860 26/05/1995]',0.011,-0.052,0.002,103.125,74.673,0.000,-0.728
'[07:40:54.862 26/05/1995]',0.001,-0.052,0.002,103.125,74.673,0.000,-0.728
'[07:40:54.864 26/05/1995]',0.001,-0.052,0.002,101.025,72.965,0.000,-0.719
'[07:40:54.866 26/05/1995]',0.001,-0.052,0.002,101.025,72.965,0.000,-0.719
'[07:40:54.868 26/05/1995]',0.001,-0.052,0.002,101.025,72.965,0.000,-0.719
'[07:40:54.870 26/05/1995]',0.011,-0.052,0.002,101.025,72.965,0.000,-0.719
'[07:40:54.872 26/05/1995]',0.001,-0.052,0.002,98.700,71.256,0.000,-0.709
'[07:40:54.874 26/05/1995]',0.011,-0.052,0.002,98.700,71.256,0.000,-0.709
'[07:40:54.876 26/05/1995]',0.011,-0.052,0.002,98.700,71.256,0.000,-0.709
'[07:40:54.878 26/05/1995]',0.011,-0.052,0.002,98.700,71.256,0.000,-0.709
'[07:40:54.880 26/05/1995]',0.011,-0.052,0.002,96.225,69.749,0.000,-0.700
'[07:40:54.882 26/05/1995]',0.011,-0.052,0.002,96.225,69.749,0.000,-0.700
'[07:40:54.884 26/05/1995]',0.011,-0.052,0.002,96.225,69.749,0.000,-0.700
'[07:40:54.886 26/05/1995]',0.021,-0.052,0.002,96.225,69.749,0.000,-0.700
'[07:40:54.888 26/05/1995]',0.011,-0.052,0.002,93.675,68.342,0.000,-0.691
'[07:40:54.890 26/05/1995]',0.021,-0.052,0.002,93.675,68.342,0.000,-0.691
'[07:40:54.892 26/05/1995]',0.021,-0.052,0.002,93.675,68.342,0.000,-0.691
'[07:40:54.894 26/05/1995]',0.021,-0.052,0.002,93.675,68.342,0.000,-0.691
'[07:40:54.896 26/05/1995]',0.021,-0.052,0.002,91.125,66.985,0.000,-0.682
'[07:40:54.898 26/05/1995]',0.021,-0.052,0.002,91.125,66.985,0.000,-0.682
'[07:40:54.900 26/05/1995]',0.021,-0.052,0.002,91.125,66.985,0.000,-0.682
'[07:40:54.902 26/05/1995]',0.021,-0.052,0.002,91.125,66.985,0.000,-0.682
'[07:40:54.904 26/05/1995]',0.021,-0.052,0.002,88.725,65.779,0.000,-0.675
'[07:40:54.906 26/05/1995]',0.021,-0.052,0.002,88.725,65.779,0.000,-0.675
'[07:40:54.908 26/05/1995]',0.021,-0.052,0.002,88.725,65.779,0.000,-0.675
'[07:40:54.910 26/05/1995]',0.032,-0.079,0.002,88.725,65.779,0.000,-0.675
'[07:40:54.912 26/05/1995]',0.032,-0.079,0.002,86.475,64.673,0.000,-0.668
'[07:40:54.914 26/05/1995]',0.032,-0.079,0.002,86.475,64.673,0.000,-0.668
'[07:40:54.916 26/05/1995]',0.032,-0.079,0.002,86.475,64.673,0.000,-0.668
'[07:40:54.918 26/05/1995]',0.032,-0.079,0.002,86.475,64.673,0.000,-0.668
'[07:40:54.920 26/05/1995]',0.042,-0.052,0.002,84.675,63.668,0.000,-0.661
'[07:40:54.922 26/05/1995]',0.032,-0.052,0.002,84.675,63.668,0.000,-0.661
'[07:40:54.924 26/05/1995]',0.032,-0.079,0.002,84.675,63.668,0.000,-0.661
'[07:40:54.926 26/05/1995]',0.032,-0.052,0.002,84.675,63.668,0.000,-0.661
'[07:40:54.928 26/05/1995]',0.032,-0.052,0.002,83.175,62.814,0.000,-0.654
'[07:40:54.930 26/05/1995]',0.032,-0.052,0.002,83.175,62.814,0.000,-0.654
'[07:40:54.932 26/05/1995]',0.032,-0.052,0.019,83.175,62.814,0.000,-0.654
'[07:40:54.934 26/05/1995]',0.042,-0.052,0.019,83.175,62.814,0.000,-0.654
'[07:40:54.936 26/05/1995]',0.053,-0.052,0.019,81.975,62.010,0.000,-0.647
'[07:40:54.938 26/05/1995]',0.053,-0.052,0.019,81.975,62.010,0.000,-0.647
'[07:40:54.940 26/05/1995]',0.053,-0.052,0.019,81.975,62.010,0.000,-0.647
'[07:40:54.942 26/05/1995]',0.053,-0.052,0.038,81.975,62.010,0.000,-0.647
'[07:40:54.944 26/05/1995]',0.063,-0.052,0.038,81.150,61.357,0.000,-0.639
'[07:40:54.946 26/05/1995]',0.063,-0.052,0.038,81.150,61.357,0.000,-0.639
'[07:40:54.948 26/05/1995]',0.073,-0.052,0.038,81.150,61.357,0.000,-0.639
'[07:40:54.950 26/05/1995]',0.063,-0.052,0.038,81.150,61.357,0.000,-0.639
'[07:40:54.952 26/05/1995]',0.063,-0.025,0.038,80.475,60.754,0.000,-0.631
'[07:40:54.954 26/05/1995]',0.042,-0.025,0.019,80.475,60.754,0.000,-0.631
'[07:40:54.956 26/05/1995]',0.021,0.002,0.002,80.475,60.754,0.000,-0.631
'[07:40:54.958 26/05/1995]',0.021,0.002,0.002,80.475,60.754,0.000,-0.631
'[07:40:54.960 26/05/1995]',0.021,0.002,0.002,79.950,60.101,0.000,-0.623
'[07:40:54.962 26/05/1995]',0.021,0.002,0.002,79.950,60.101,0.000,-0.623
'[07:40:54.964 26/05/1995]',0.021,0.002,0.002,79.950,60.101,0.000,-0.623
'[07:40:54.966 26/05/1995]',0.011,0.002,0.002,79.950,60.101,0.000,-0.623
'[07:40:54.968 26/05/1995]',0.011,0.002,0.002,79.575,59.397,0.000,-0.614
'[07:40:54.970 26/05/1995]',0.011,-0.025,0.002,79.575,59.397,0.000,-0.614
'[07:40:54.972 26/05/1995]',0.011,-0.025,0.002,79.575,59.397,0.000,-0.614
'[07:40:54.974 26/05/1995]',0.011,-0.025,0.002,79.575,59.397,0.000,-0.614
'[07:40:54.976 26/05/1995]',0.001,-0.025,0.002,79.275,58.543,0.000,-0.605
'[07:40:54.978 26/05/1995]',0.001,-0.052,0.002,79.275,58.543,0.000,-0.605
'[07:40:54.980 26/05/1995]',0.001,-0.025,-0.017,79.275,58.543,0.000,-0.605
'[07:40:54.982 26/05/1995]',0.001,-0.025,-0.017,79.275,58.543,0.000,-0.605
'[07:40:54.984 26/05/1995]',0.001,-0.025,-0.017,78.975,57.739,0.000,-0.595
'[07:40:54.986 26/05/1995]',0.001,0.002,-0.017,78.975,57.739,0.000,-0.595
'[07:40:54.988 26/05/1995]',0.001,0.002,-0.017,78.975,57.739,0.000,-0.595
'[07:40:54.990 26/05/1995]',0.001,-0.025,-0.017,78.975,57.739,0.000,-0.595
'[07:40:54.992 26/05/1995]',0.001,-0.025,-0.017,78.675,56.834,0.000,-0.584
'[07:40:54.994 26/05/1995]',0.001,-0.025,-0.017,78.675,56.834,0.000,-0.584
'[07:40:54.996 26/05/1995]',0.001,-0.025,-0.017,78.675,56.834,0.000,-0.584
'[07:40:54.998 26/05/1995]',0.001,-0.052,-0.017,78.675,56.834,0.000,-0.584
'[07:40:55.000 26/05/1995]',0.001,-0.052,0.002,78.225,55.829,0.000,-0.572
'[07:40:55.002 26/05/1995]',0.001,-0.052,0.002,78.225,55.829,0.000,-0.572
'[07:40:55.004 26/05/1995]',0.001,-0.052,-0.017,78.225,55.829,0.000,-0.572
'[07:40:55.006 26/05/1995]',0.001,-0.052,-0.017,78.225,55.829,0.000,-0.572
'[07:40:55.008 26/05/1995]',0.001,-0.052,-0.017,77.775,54.774,0.000,-0.559
'[07:40:55.010 26/05/1995]',0.001,-0.052,0.002,77.775,54.774,0.000,-0.559
'[07:40:55.012 26/05/1995]',0.001,-0.052,-0.017,77.775,54.774,0.000,-0.559
'[07:40:55.014 26/05/1995]',0.001,-0.052,-0.017,77.775,54.774,0.000,-0.559
'[07:40:55.016 26/05/1995]',0.001,-0.052,-0.017,77.175,53.668,0.000,-0.545
'[07:40:55.018 26/05/1995]',0.001,-0.052,-0.017,77.175,53.668,0.000,-0.545
'[07:40:55.020 26/05/1995]',0.001,-0.052,-0.017,77.175,53.668,0.000,-0.545
'[07:40:55.022 26/05/1995]',-0.009,-0.052,-0.017,77.175,53.668,0.000,-0.545
'[07:40:55.024 26/05/1995]',-0.009,-0.052,-0.017,76.575,52.412,0.000,-0.529
'[07:40:55.026 26/05/1995]',-0.009,-0.052,-0.017,76.575,52.412,0.000,-0.529
'[07:40:55.028 26/05/1995]',-0.009,-0.052,-0.017,76.575,52.412,0.000,-0.529
'[07:40:55.030 26/05/1995]',0.001,-0.079,0.002,76.575,52.412,0.000,-0.529
'[07:40:55.032 26/05/1995]',0.001,-0.079,0.002,75.975,51.106,0.000,-0.511
'[07:40:55.034 26/05/1995]',0.001,-0.079,0.002,75.975,51.106,0.000,-0.511
'[07:40:55.036 26/05/1995]',0.001,-0.079,0.002,75.975,51.106,0.000,-0.511
'[07:40:55.038 26/05/1995]',0.001,-0.079,0.002,75.975,51.106,0.000,-0.511
'[07:40:55.040 26/05/1995]',0.001,-0.079,0.002,75.375,49.849,0.000,-0.491
'[07:40:55.042 26/05/1995]',0.001,-0.079,0.002,75.375,49.849,0.000,-0.491
'[07:40:55.044 26/05/1995]',0.001,-0.079,0.002,75.375,49.849,0.000,-0.491
'[07:40:55.046 26/05/1995]',0.001,-0.106,0.002,75.375,49.849,0.000,-0.491
'[07:40:55.048 26/05/1995]',0.001,-0.106,0.002,74.775,48.492,0.000,-0.471
'[07:40:55.050 26/05/1995]',0.001,-0.106,0.002,74.775,48.492,0.000,-0.471
'[07:40:55.052 26/05/1995]',0.001,-0.106,0.002,74.775,48.492,0.000,-0.471
'[07:40:55.054 26/05/1995]',0.001,-0.106,0.002,74.775,48.492,0.000,-0.471
'[07:40:55.056 26/05/1995]',0.001,-0.106,0.002,74.175,47.085,0.000,-0.450
'[07:40:55.058 26/05/1995]',0.011,-0.106,0.002,74.175,47.085,0.000,-0.450
'[07:40:55.060 26/05/1995]',0.001,-0.106,0.002,74.175,47.085,0.000,-0.450
'[07:40:55.062 26/05/1995]',0.001,-0.079,0.002,74.175,47.085,0.000,-0.450
'[07:40:55.064 26/05/1995]',0.001,-0.106,0.002,73.650,45.578,0.000,-0.427
'[07:40:55.066 26/05/1995]',0.001,-0.079,0.002,73.650,45.578,0.000,-0.427
'[07:40:55.068 26/05/1995]',0.001,-0.079,0.002,73.650,45.578,0.000,-0.427
'[07:40:55.070 26/05/1995]',0.001,-0.079,0.002,73.650,45.578,0.000,-0.427
