'Time and date','II','I','V','ABP','PLETH','RESP'
'[16:10:25.466 12/11/1995]',0.051,0.024,0.023,54.962,0.183,0.111
'[16:10:25.468 12/11/1995]',0.051,0.012,0.012,54.962,0.183,0.111
'[16:10:25.470 12/11/1995]',0.059,0.012,0.006,54.962,0.183,0.111
'[16:10:25.472 12/11/1995]',0.068,0.024,0.006,54.812,0.149,0.106
'[16:10:25.474 12/11/1995]',0.068,0.024,0.001,54.812,0.149,0.106
'[16:10:25.476 12/11/1995]',0.076,0.029,0.001,54.812,0.149,0.106
'[16:10:25.478 12/11/1995]',0.084,0.029,0.001,54.812,0.149,0.106
'[16:10:25.480 12/11/1995]',0.076,0.024,0.001,54.662,0.116,0.100
'[16:10:25.482 12/11/1995]',0.076,0.024,-0.005,54.662,0.116,0.100
'[16:10:25.484 12/11/1995]',0.076,0.024,-0.011,54.662,0.116,0.100
'[16:10:25.486 12/11/1995]',0.076,0.024,-0.022,54.662,0.116,0.100
'[16:10:25.488 12/11/1995]',0.076,0.024,-0.022,54.436,0.081,0.095
'[16:10:25.490 12/11/1995]',0.076,0.029,-0.022,54.436,0.081,0.095
'[16:10:25.492 12/11/1995]',0.076,0.035,-0.022,54.436,0.081,0.095
'[16:10:25.494 12/11/1995]',0.068,0.035,-0.022,54.436,0.081,0.095
'[16:10:25.496 12/11/1995]',0.076,0.035,-0.011,54.211,0.049,0.090
'[16:10:25.498 12/11/1995]',0.068,0.029,-0.022,54.211,0.049,0.090
'[16:10:25.500 12/11/1995]',0.068,0.029,-0.022,54.211,0.049,0.090
'[16:10:25.502 12/11/1995]',0.051,0.024,-0.028,54.211,0.049,0.090
'[16:10:25.504 12/11/1995]',0.042,0.024,-0.022,53.985,0.020,0.085
'[16:10:25.506 12/11/1995]',0.042,0.024,-0.011,53.985,0.020,0.085
'[16:10:25.508 12/11/1995]',0.026,0.024,-0.005,53.985,0.020,0.085
'[16:10:25.510 12/11/1995]',0.026,0.024,0.001,53.985,0.020,0.085
'[16:10:25.512 12/11/1995]',0.009,0.024,0.006,53.759,-0.009,0.080
'[16:10:25.514 12/11/1995]',0.001,0.024,0.006,53.759,-0.009,0.080
'[16:10:25.516 12/11/1995]',-0.008,0.006,0.006,53.759,-0.009,0.080
'[16:10:25.518 12/11/1995]',-0.016,0.001,0.006,53.759,-0.009,0.080
'[16:10:25.520 12/11/1995]',-0.024,0.001,0.006,53.534,-0.038,0.075
'[16:10:25.522 12/11/1995]',-0.033,0.006,0.012,53.534,-0.038,0.075
'[16:10:25.524 12/11/1995]',-0.033,0.006,0.006,53.534,-0.038,0.075
'[16:10:25.526 12/11/1995]',-0.033,0.006,0.012,53.534,-0.038,0.075
'[16:10:25.528 12/11/1995]',-0.033,0.024,0.023,53.308,-0.065,0.070
'[16:10:25.530 12/11/1995]',-0.033,0.006,0.012,53.308,-0.065,0.070
'[16:10:25.532 12/11/1995]',-0.033,0.006,0.012,53.308,-0.065,0.070
'[16:10:25.534 12/11/1995]',-0.033,0.001,0.012,53.308,-0.065,0.070
'[16:10:25.536 12/11/1995]',-0.041,0.001,0.012,53.008,-0.091,0.066
'[16:10:25.538 12/11/1995]',-0.041,0.001,0.006,53.008,-0.091,0.066
'[16:10:25.540 12/11/1995]',-0.041,0.006,0.012,53.008,-0.091,0.066
'[16:10:25.542 12/11/1995]',-0.041,0.012,0.012,53.008,-0.091,0.066
'[16:10:25.544 12/11/1995]',-0.033,0.012,0.012,52.632,-0.117,0.061
'[16:10:25.546 12/11/1995]',-0.041,0.012,0.023,52.632,-0.117,0.061
'[16:10:25.548 12/11/1995]',-0.041,0.006,0.012,52.632,-0.117,0.061
'[16:10:25.550 12/11/1995]',-0.033,0.006,0.012,52.632,-0.117,0.061
'[16:10:25.552 12/11/1995]',-0.033,0.001,0.006,52.331,-0.137,0.056
'[16:10:25.554 12/11/1995]',-0.033,0.001,0.012,52.331,-0.137,0.056
'[16:10:25.556 12/11/1995]',-0.041,0.001,0.006,52.331,-0.137,0.056
'[16:10:25.558 12/11/1995]',-0.041,0.006,0.012,52.331,-0.137,0.056
'[16:10:25.560 12/11/1995]',-0.041,0.012,0.012,52.030,-0.161,0.052
'[16:10:25.562 12/11/1995]',-0.033,0.012,0.012,52.030,-0.161,0.052
'[16:10:25.564 12/11/1995]',-0.041,0.006,0.012,52.030,-0.161,0.052
'[16:10:25.566 12/11/1995]',-0.041,0.001,0.012,52.030,-0.161,0.052
'[16:10:25.568 12/11/1995]',-0.041,0.001,0.006,51.654,-0.181,0.048
'[16:10:25.570 12/11/1995]',-0.041,0.001,0.012,51.654,-0.181,0.048
'[16:10:25.572 12/11/1995]',-0.041,0.001,0.006,51.654,-0.181,0.048
'[16:10:25.574 12/11/1995]',-0.041,0.006,0.012,51.654,-0.181,0.048
'[16:10:25.576 12/11/1995]',-0.041,0.012,0.012,51.278,-0.203,0.043
'[16:10:25.578 12/11/1995]',-0.041,0.012,0.029,51.278,-0.203,0.043
'[16:10:25.580 12/11/1995]',-0.041,0.012,0.023,51.278,-0.203,0.043
'[16:10:25.582 12/11/1995]',-0.050,0.006,0.029,51.278,-0.203,0.043
'[16:10:25.584 12/11/1995]',-0.058,0.006,0.023,50.977,-0.222,0.039
'[16:10:25.586 12/11/1995]',-0.066,0.006,0.012,50.977,-0.222,0.039
'[16:10:25.588 12/11/1995]',-0.075,0.006,0.012,50.977,-0.222,0.039
'[16:10:25.590 12/11/1995]',-0.075,0.012,0.006,50.977,-0.222,0.039
'[16:10:25.592 12/11/1995]',-0.075,0.012,0.001,50.602,-0.239,0.035
'[16:10:25.594 12/11/1995]',-0.066,0.024,-0.011,50.602,-0.239,0.035
'[16:10:25.596 12/11/1995]',-0.066,0.024,-0.011,50.602,-0.239,0.035
'[16:10:25.598 12/11/1995]',-0.050,0.024,-0.028,50.602,-0.239,0.035
'[16:10:25.600 12/11/1995]',-0.033,0.024,-0.045,50.150,-0.262,0.030
'[16:10:25.602 12/11/1995]',-0.008,0.024,-0.062,50.150,-0.262,0.030
'[16:10:25.604 12/11/1995]',0.017,0.029,-0.085,50.150,-0.262,0.030
'[16:10:25.606 12/11/1995]',0.059,0.047,-0.113,50.150,-0.262,0.030
'[16:10:25.608 12/11/1995]',0.110,0.064,-0.159,49.850,-0.277,0.026
'[16:10:25.610 12/11/1995]',0.143,0.076,-0.198,49.850,-0.277,0.026
'[16:10:25.612 12/11/1995]',0.176,0.093,-0.255,49.850,-0.277,0.026
'[16:10:25.614 12/11/1995]',0.193,0.111,-0.312,49.850,-0.277,0.026
'[16:10:25.616 12/11/1995]',0.227,0.128,-0.346,49.398,-0.295,0.023
'[16:10:25.618 12/11/1995]',0.260,0.134,-0.408,49.398,-0.295,0.023
'[16:10:25.620 12/11/1995]',0.319,0.140,-0.459,49.398,-0.295,0.023
'[16:10:25.622 12/11/1995]',0.385,0.140,-0.522,49.398,-0.295,0.023
'[16:10:25.624 12/11/1995]',0.461,0.140,-,49.098,-0.310,0.019
'[16:10:25.626 12/11/1995]',0.528,0.140,-,49.098,-0.310,0.019
'[16:10:25.628 12/11/1995]',0.570,0.128,-,49.098,-0.310,0.019
'[16:10:25.630 12/11/1995]',0.570,0.111,-,49.098,-0.310,0.019
'[16:10:25.632 12/11/1995]',0.536,0.087,-0.505,48.722,-0.327,0.016
'[16:10:25.634 12/11/1995]',0.477,0.064,-0.437,48.722,-0.327,0.016
'[16:10:25.636 12/11/1995]',0.402,0.029,-0.374,48.722,-0.327,0.016
'[16:10:25.638 12/11/1995]',0.319,0.012,-0.300,48.722,-0.327,0.016
'[16:10:25.640 12/11/1995]',0.243,0.001,-0.249,48.346,-0.338,0.013
'[16:10:25.642 12/11/1995]',0.168,-0.011,-0.193,48.346,-0.338,0.013
'[16:10:25.644 12/11/1995]',0.101,-0.023,-0.153,48.346,-0.338,0.013
'[16:10:25.646 12/11/1995]',0.034,-0.034,-0.113,48.346,-0.338,0.013
'[16:10:25.648 12/11/1995]',-0.016,-0.046,-0.085,47.970,-0.353,0.010
'[16:10:25.650 12/11/1995]',-0.050,-0.046,-0.062,47.970,-0.353,0.010
'[16:10:25.652 12/11/1995]',-0.075,-0.052,-0.045,47.970,-0.353,0.010
'[16:10:25.654 12/11/1995]',-0.083,-0.046,-0.028,47.970,-0.353,0.010
'[16:10:25.656 12/11/1995]',-0.083,-0.046,-0.011,47.744,-0.369,0.006
'[16:10:25.658 12/11/1995]',-0.092,-0.029,0.006,47.744,-0.369,0.006
'[16:10:25.660 12/11/1995]',-0.092,-0.029,0.023,47.744,-0.369,0.006
'[16:10:25.662 12/11/1995]',-0.092,-0.023,0.034,47.744,-0.369,0.006
'[16:10:25.664 12/11/1995]',-0.092,-0.029,0.052,47.444,-0.382,0.001
'[16:10:25.666 12/11/1995]',-0.108,-0.029,0.063,47.444,-0.382,0.001
'[16:10:25.668 12/11/1995]',-0.108,-0.029,0.069,47.444,-0.382,0.001
'[16:10:25.670 12/11/1995]',-0.108,-0.029,0.069,47.444,-0.382,0.001
'[16:10:25.672 12/11/1995]',-0.108,-0.029,0.074,47.143,-0.400,-0.004
'[16:10:25.674 12/11/1995]',-0.117,-0.029,0.074,47.143,-0.400,-0.004
'[16:10:25.676 12/11/1995]',-0.108,-0.023,0.085,47.143,-0.400,-0.004
'[16:10:25.678 12/11/1995]',-0.100,-0.023,0.085,47.143,-0.400,-0.004
'[16:10:25.680 12/11/1995]',-0.108,-0.023,0.085,46.842,-0.411,-0.010
'[16:10:25.682 12/11/1995]',-0.108,-0.023,0.085,46.842,-0.411,-0.010
'[16:10:25.684 12/11/1995]',-0.108,-0.029,0.085,46.842,-0.411,-0.010
'[16:10:25.686 12/11/1995]',-0.117,-0.034,0.085,46.842,-0.411,-0.010
'[16:10:25.688 12/11/1995]',-0.117,-0.029,0.074,46.466,-0.427,-0.016
'[16:10:25.690 12/11/1995]',-0.108,-0.029,0.085,46.466,-0.427,-0.016
'[16:10:25.692 12/11/1995]',-0.117,-0.023,0.085,46.466,-0.427,-0.016
'[16:10:25.694 12/11/1995]',-0.108,-0.023,0.085,46.466,-0.427,-0.016
'[16:10:25.696 12/11/1995]',-0.108,-0.023,0.085,46.090,-0.436,-0.023
'[16:10:25.698 12/11/1995]',-0.108,-0.023,0.085,46.090,-0.436,-0.023
'[16:10:25.700 12/11/1995]',-0.108,-0.029,0.085,46.090,-0.436,-0.023
'[16:10:25.702 12/11/1995]',-0.108,-0.029,0.085,46.090,-0.436,-0.023
'[16:10:25.704 12/11/1995]',-0.117,-0.029,0.085,45.789,-0.449,-0.031
'[16:10:25.706 12/11/1995]',-0.117,-0.029,0.085,45.789,-0.449,-0.031
'[16:10:25.708 12/11/1995]',-0.117,-0.029,0.085,45.789,-0.449,-0.031
'[16:10:25.710 12/11/1995]',-0.108,-0.023,0.085,45.789,-0.449,-0.031
'[16:10:25.712 12/11/1995]',-0.108,-0.023,0.085,45.489,-0.458,-0.039
'[16:10:25.714 12/11/1995]',-0.108,-0.023,0.085,45.489,-0.458,-0.039
'[16:10:25.716 12/11/1995]',-0.108,-0.029,0.085,45.489,-0.458,-0.039
'[16:10:25.718 12/11/1995]',-0.108,-0.029,0.085,45.489,-0.458,-0.039
'[16:10:25.720 12/11/1995]',-0.108,-0.034,0.085,45.188,-0.471,-0.048
'[16:10:25.722 12/11/1995]',-0.108,-0.029,0.074,45.188,-0.471,-0.048
'[16:10:25.724 12/11/1995]',-0.117,-0.023,0.085,45.188,-0.471,-0.048
'[16:10:25.726 12/11/1995]',-0.108,-0.023,0.085,45.188,-0.471,-0.048
'[16:10:25.728 12/11/1995]',-0.108,-0.023,0.085,44.887,-0.480,-0.058
'[16:10:25.730 12/11/1995]',-0.108,-0.023,0.074,44.887,-0.480,-0.058
'[16:10:25.732 12/11/1995]',-0.100,-0.023,0.085,44.887,-0.480,-0.058
'[16:10:25.734 12/11/1995]',-0.108,-0.034,0.074,44.887,-0.480,-0.058
'[16:10:25.736 12/11/1995]',-0.108,-0.029,0.074,44.586,-0.489,-0.068
'[16:10:25.738 12/11/1995]',-0.100,-0.029,0.069,44.586,-0.489,-0.068
'[16:10:25.740 12/11/1995]',-0.108,-0.029,0.074,44.586,-0.489,-0.068
'[16:10:25.742 12/11/1995]',-0.108,-0.023,0.074,44.586,-0.489,-0.068
'[16:10:25.744 12/11/1995]',-0.100,-0.011,0.085,44.286,-0.500,-0.078
'[16:10:25.746 12/11/1995]',-0.100,-0.011,0.085,44.286,-0.500,-0.078
'[16:10:25.748 12/11/1995]',-0.100,-0.011,0.074,44.286,-0.500,-0.078
'[16:10:25.750 12/11/1995]',-0.100,-0.023,0.074,44.286,-0.500,-0.078
'[16:10:25.752 12/11/1995]',-0.100,-0.023,0.069,43.985,-0.507,-0.088
'[16:10:25.754 12/11/1995]',-0.100,-0.023,0.069,43.985,-0.507,-0.088
'[16:10:25.756 12/11/1995]',-0.092,-0.023,0.069,43.985,-0.507,-0.088
'[16:10:25.758 12/11/1995]',-0.100,-0.023,0.063,43.985,-0.507,-0.088
'[16:10:25.760 12/11/1995]',-0.092,-0.011,0.069,43.684,-0.514,-0.098
'[16:10:25.762 12/11/1995]',-0.092,-0.011,0.069,43.684,-0.514,-0.098
'[16:10:25.764 12/11/1995]',-0.092,-0.011,0.074,43.684,-0.514,-0.098
'[16:10:25.766 12/11/1995]',-0.083,-0.023,0.069,43.684,-0.514,-0.098
'[16:10:25.768 12/11/1995]',-0.092,-0.029,0.063,43.383,-0.523,-0.109
'[16:10:25.770 12/11/1995]',-0.100,-0.029,0.063,43.383,-0.523,-0.109
'[16:10:25.772 12/11/1995]',-0.092,-0.023,0.063,43.383,-0.523,-0.109
'[16:10:25.774 12/11/1995]',-0.092,-0.023,0.063,43.383,-0.523,-0.109
'[16:10:25.776 12/11/1995]',-0.092,-0.011,0.063,43.083,-0.529,-0.119
'[16:10:25.778 12/11/1995]',-0.083,-0.011,0.063,43.083,-0.529,-0.119
'[16:10:25.780 12/11/1995]',-0.083,-0.011,0.063,43.083,-0.529,-0.119
'[16:10:25.782 12/11/1995]',-0.083,-0.011,0.063,43.083,-0.529,-0.119
'[16:10:25.784 12/11/1995]',-0.083,-0.023,0.052,42.857,-0.536,-0.129
'[16:10:25.786 12/11/1995]',-0.083,-0.029,0.046,42.857,-0.536,-0.129
'[16:10:25.788 12/11/1995]',-0.083,-0.029,0.052,42.857,-0.536,-0.129
'[16:10:25.790 12/11/1995]',-0.083,-0.023,0.052,42.857,-0.536,-0.129
'[16:10:25.792 12/11/1995]',-0.083,-0.011,0.052,42.857,-0.541,-0.140
'[16:10:25.794 12/11/1995]',-0.058,-0.011,0.052,42.857,-0.541,-0.140
'[16:10:25.796 12/11/1995]',-0.066,-0.011,0.052,42.857,-0.541,-0.140
'[16:10:25.798 12/11/1995]',-0.058,-0.023,0.046,42.857,-0.541,-0.140
'[16:10:25.800 12/11/1995]',-0.058,-0.023,0.052,43.459,-0.545,-0.150
'[16:10:25.802 12/11/1995]',-0.058,-0.029,0.046,43.459,-0.545,-0.150
'[16:10:25.804 12/11/1995]',-0.058,-0.023,0.046,43.459,-0.545,-0.150
'[16:10:25.806 12/11/1995]',-0.058,-0.023,0.046,43.459,-0.545,-0.150
'[16:10:25.808 12/11/1995]',-0.050,-0.011,0.046,45.038,-0.552,-0.159
'[16:10:25.810 12/11/1995]',-0.050,-0.005,0.046,45.038,-0.552,-0.159
'[16:10:25.812 12/11/1995]',-0.050,-0.011,0.046,45.038,-0.552,-0.159
'[16:10:25.814 12/11/1995]',-0.050,-0.023,0.046,45.038,-0.552,-0.159
'[16:10:25.816 12/11/1995]',-0.041,-0.023,0.046,48.045,-0.552,-0.169
'[16:10:25.818 12/11/1995]',-0.050,-0.029,0.034,48.045,-0.552,-0.169
'[16:10:25.820 12/11/1995]',-0.050,-0.023,0.034,48.045,-0.552,-0.169
'[16:10:25.822 12/11/1995]',-0.041,-0.023,0.034,48.045,-0.552,-0.169
'[16:10:25.824 12/11/1995]',-0.041,-0.023,0.034,52.406,-0.556,-0.178
'[16:10:25.826 12/11/1995]',-0.041,-0.023,0.034,52.406,-0.556,-0.178
'[16:10:25.828 12/11/1995]',-0.033,-0.011,0.034,52.406,-0.556,-0.178
'[16:10:25.830 12/11/1995]',-0.033,-0.011,0.046,52.406,-0.556,-0.178
'[16:10:25.832 12/11/1995]',-0.033,-0.023,0.046,57.895,-0.556,-0.186
'[16:10:25.834 12/11/1995]',-0.033,-0.023,0.034,57.895,-0.556,-0.186
'[16:10:25.836 12/11/1995]',-0.041,-0.029,0.034,57.895,-0.556,-0.186
'[16:10:25.838 12/11/1995]',-0.033,-0.023,0.034,57.895,-0.556,-0.186
'[16:10:25.840 12/11/1995]',-0.033,-0.023,0.034,63.835,-0.554,-0.193
'[16:10:25.842 12/11/1995]',-0.033,-0.023,0.034,63.835,-0.554,-0.193
'[16:10:25.844 12/11/1995]',-0.024,-0.011,0.034,63.835,-0.554,-0.193
'[16:10:25.846 12/11/1995]',-0.024,-0.011,0.034,63.835,-0.554,-0.193
'[16:10:25.848 12/11/1995]',-0.016,-0.023,0.034,69.699,-0.547,-0.200
'[16:10:25.850 12/11/1995]',-0.016,-0.023,0.034,69.699,-0.547,-0.200
'[16:10:25.852 12/11/1995]',-0.024,-0.029,0.034,69.699,-0.547,-0.200
'[16:10:25.854 12/11/1995]',-0.024,-0.029,0.029,69.699,-0.547,-0.200
'[16:10:25.856 12/11/1995]',-0.024,-0.023,0.034,75.263,-0.536,-0.206
'[16:10:25.858 12/11/1995]',-0.024,-0.011,0.034,75.263,-0.536,-0.206
'[16:10:25.860 12/11/1995]',-0.016,-0.011,0.034,75.263,-0.536,-0.206
'[16:10:25.862 12/11/1995]',-0.016,-0.011,0.034,75.263,-0.536,-0.206
'[16:10:25.864 12/11/1995]',-0.016,-0.023,0.034,80.226,-0.520,-0.211
'[16:10:25.866 12/11/1995]',-0.008,-0.023,0.034,80.226,-0.520,-0.211
'[16:10:25.868 12/11/1995]',-0.016,-0.029,0.029,80.226,-0.520,-0.211
'[16:10:25.870 12/11/1995]',-0.016,-0.034,0.029,80.226,-0.520,-0.211
'[16:10:25.872 12/11/1995]',-0.008,-0.023,0.023,84.511,-0.496,-0.217
'[16:10:25.874 12/11/1995]',-0.016,-0.023,0.029,84.511,-0.496,-0.217
'[16:10:25.876 12/11/1995]',-0.008,-0.011,0.029,84.511,-0.496,-0.217
'[16:10:25.878 12/11/1995]',-0.008,-0.011,0.029,84.511,-0.496,-0.217
'[16:10:25.880 12/11/1995]',0.001,-0.011,0.029,88.271,-0.465,-0.222
'[16:10:25.882 12/11/1995]',0.001,-0.023,0.023,88.271,-0.465,-0.222
'[16:10:25.884 12/11/1995]',0.001,-0.023,0.023,88.271,-0.465,-0.222
'[16:10:25.886 12/11/1995]',-0.008,-0.023,0.012,88.271,-0.465,-0.222
'[16:10:25.888 12/11/1995]',0.001,-0.023,0.012,91.353,-0.424,-0.228
'[16:10:25.890 12/11/1995]',0.001,-0.023,0.012,91.353,-0.424,-0.228
'[16:10:25.892 12/11/1995]',0.001,-0.005,0.012,91.353,-0.424,-0.228
'[16:10:25.894 12/11/1995]',0.009,-0.005,0.012,91.353,-0.424,-0.228
'[16:10:25.896 12/11/1995]',0.009,-0.011,0.012,93.910,-0.380,-0.234
'[16:10:25.898 12/11/1995]',0.009,-0.023,0.012,93.910,-0.380,-0.234
'[16:10:25.900 12/11/1995]',0.009,-0.023,0.006,93.910,-0.380,-0.234
'[16:10:25.902 12/11/1995]',0.009,-0.023,0.006,93.910,-0.380,-0.234
'[16:10:25.904 12/11/1995]',0.009,-0.011,0.006,96.015,-0.329,-0.240
'[16:10:25.906 12/11/1995]',0.009,-0.011,0.006,96.015,-0.329,-0.240
'[16:10:25.908 12/11/1995]',0.009,-0.011,0.006,96.015,-0.329,-0.240
'[16:10:25.910 12/11/1995]',0.017,-0.005,0.006,96.015,-0.329,-0.240
'[16:10:25.912 12/11/1995]',0.017,0.001,0.006,97.669,-0.271,-0.245
'[16:10:25.914 12/11/1995]',0.017,0.001,0.001,97.669,-0.271,-0.245
'[16:10:25.916 12/11/1995]',0.017,-0.011,0.001,97.669,-0.271,-0.245
'[16:10:25.918 12/11/1995]',0.017,-0.011,0.001,97.669,-0.271,-0.245
'[16:10:25.920 12/11/1995]',0.017,-0.011,0.001,99.023,-0.212,-0.250
'[16:10:25.922 12/11/1995]',0.009,-0.005,0.001,99.023,-0.212,-0.250
'[16:10:25.924 12/11/1995]',0.017,-0.005,0.006,99.023,-0.212,-0.250
'[16:10:25.926 12/11/1995]',0.017,-0.005,0.006,99.023,-0.212,-0.250
'[16:10:25.928 12/11/1995]',0.017,0.001,0.006,100.000,-0.147,-0.256
'[16:10:25.930 12/11/1995]',0.017,0.001,0.006,100.000,-0.147,-0.256
'[16:10:25.932 12/11/1995]',0.017,0.001,0.006,100.000,-0.147,-0.256
'[16:10:25.934 12/11/1995]',0.017,-0.005,0.006,100.000,-0.147,-0.256
'[16:10:25.936 12/11/1995]',0.017,-0.011,0.006,100.526,-0.085,-0.263
'[16:10:25.938 12/11/1995]',0.017,-0.005,0.006,100.526,-0.085,-0.263
'[16:10:25.940 12/11/1995]',0.009,-0.005,0.012,100.526,-0.085,-0.263
'[16:10:25.942 12/11/1995]',0.009,0.001,0.012,100.526,-0.085,-0.263
'[16:10:25.944 12/11/1995]',0.017,0.001,0.023,100.526,-0.022,-0.270
'[16:10:25.946 12/11/1995]',0.009,0.001,0.023,100.526,-0.022,-0.270
'[16:10:25.948 12/11/1995]',0.009,-0.005,0.023,100.526,-0.022,-0.270
'[16:10:25.950 12/11/1995]',0.009,-0.005,0.029,100.526,-0.022,-0.270
'[16:10:25.952 12/11/1995]',0.009,-0.011,0.029,100.075,0.040,-0.278
'[16:10:25.954 12/11/1995]',0.001,-0.023,0.023,100.075,0.040,-0.278
'[16:10:25.956 12/11/1995]',0.001,-0.005,0.029,100.075,0.040,-0.278
'[16:10:25.958 12/11/1995]',0.001,0.001,0.029,100.075,0.040,-0.278
'[16:10:25.960 12/11/1995]',0.009,0.001,0.034,99.248,0.101,-0.286
'[16:10:25.962 12/11/1995]',0.009,0.001,0.034,99.248,0.101,-0.286
'[16:10:25.964 12/11/1995]',0.009,0.001,0.034,99.248,0.101,-0.286
'[16:10:25.966 12/11/1995]',0.009,-0.005,0.034,99.248,0.101,-0.286
'[16:10:25.968 12/11/1995]',0.001,-0.011,0.034,97.970,0.157,-0.293
'[16:10:25.970 12/11/1995]',0.001,-0.005,0.034,97.970,0.157,-0.293
'[16:10:25.972 12/11/1995]',0.001,-0.005,0.034,97.970,0.157,-0.293
'[16:10:25.974 12/11/1995]',0.001,-0.005,0.046,97.970,0.157,-0.293
'[16:10:25.976 12/11/1995]',0.001,0.001,0.034,96.391,0.210,-0.299
'[16:10:25.978 12/11/1995]',0.001,0.001,0.046,96.391,0.210,-0.299
'[16:10:25.980 12/11/1995]',0.009,0.001,0.046,96.391,0.210,-0.299
'[16:10:25.982 12/11/1995]',0.001,-0.005,0.034,96.391,0.210,-0.299
'[16:10:25.984 12/11/1995]',0.001,-0.005,0.034,94.511,0.262,-0.305
'[16:10:25.986 12/11/1995]',-0.008,-0.011,0.034,94.511,0.262,-0.305
'[16:10:25.988 12/11/1995]',0.001,-0.005,0.034,94.511,0.262,-0.305
'[16:10:25.990 12/11/1995]',-0.008,-0.005,0.029,94.511,0.262,-0.305
'[16:10:25.992 12/11/1995]',-0.008,0.001,0.034,92.331,0.303,-0.310
'[16:10:25.994 12/11/1995]',0.001,0.001,0.034,92.331,0.303,-0.310
'[16:10:25.996 12/11/1995]',0.001,0.006,0.034,92.331,0.303,-0.310
'[16:10:25.998 12/11/1995]',0.009,0.001,0.034,92.331,0.303,-0.310
'[16:10:26.000 12/11/1995]',0.001,-0.005,0.029,89.699,0.344,-0.314
'[16:10:26.002 12/11/1995]',0.001,-0.005,0.029,89.699,0.344,-0.314
'[16:10:26.004 12/11/1995]',0.001,-0.005,0.029,89.699,0.344,-0.314
'[16:10:26.006 12/11/1995]',0.001,0.001,0.029,89.699,0.344,-0.314
'[16:10:26.008 12/11/1995]',0.001,0.001,0.029,86.767,0.382,-0.319
'[16:10:26.010 12/11/1995]',0.001,0.006,0.029,86.767,0.382,-0.319
'[16:10:26.012 12/11/1995]',0.001,0.006,0.029,86.767,0.382,-0.319
'[16:10:26.014 12/11/1995]',0.001,0.001,0.029,86.767,0.382,-0.319
'[16:10:26.016 12/11/1995]',0.009,0.001,0.029,83.684,0.411,-0.323
'[16:10:26.018 12/11/1995]',0.009,-0.005,0.023,83.684,0.411,-0.323
'[16:10:26.020 12/11/1995]',0.001,-0.005,0.023,83.684,0.411,-0.323
'[16:10:26.022 12/11/1995]',0.001,0.001,0.023,83.684,0.411,-0.323
'[16:10:26.024 12/11/1995]',0.001,0.006,0.023,80.301,0.435,-0.328
'[16:10:26.026 12/11/1995]',0.009,0.006,0.023,80.301,0.435,-0.328
'[16:10:26.028 12/11/1995]',0.009,0.006,0.023,80.301,0.435,-0.328
'[16:10:26.030 12/11/1995]',0.009,0.012,0.023,80.301,0.435,-0.328
'[16:10:26.032 12/11/1995]',0.009,0.001,0.012,76.992,0.456,-0.332
'[16:10:26.034 12/11/1995]',0.001,0.001,0.012,76.992,0.456,-0.332
'[16:10:26.036 12/11/1995]',0.001,0.001,0.012,76.992,0.456,-0.332
'[16:10:26.038 12/11/1995]',0.001,0.006,0.012,76.992,0.456,-0.332
'[16:10:26.040 12/11/1995]',0.001,0.001,0.006,73.684,0.469,-0.336
'[16:10:26.042 12/11/1995]',0.001,0.012,0.012,73.684,0.469,-0.336
'[16:10:26.044 12/11/1995]',0.001,0.006,0.012,73.684,0.469,-0.336
'[16:10:26.046 12/11/1995]',0.001,0.006,0.012,73.684,0.469,-0.336
'[16:10:26.048 12/11/1995]',0.001,0.006,0.012,70.526,0.478,-0.339
'[16:10:26.050 12/11/1995]',0.009,0.001,0.012,70.526,0.478,-0.339
'[16:10:26.052 12/11/1995]',0.001,0.001,0.012,70.526,0.478,-0.339
'[16:10:26.054 12/11/1995]',0.001,0.001,0.006,70.526,0.478,-0.339
'[16:10:26.056 12/11/1995]',0.001,0.006,0.012,67.744,0.482,-0.343
'[16:10:26.058 12/11/1995]',0.001,0.012,0.012,67.744,0.482,-0.343
'[16:10:26.060 12/11/1995]',0.001,0.006,0.012,67.744,0.482,-0.343
'[16:10:26.062 12/11/1995]',0.001,0.012,0.012,67.744,0.482,-0.343
'[16:10:26.064 12/11/1995]',0.001,0.006,0.006,65.188,0.476,-0.346
'[16:10:26.066 12/11/1995]',0.001,0.006,0.006,65.188,0.476,-0.346
'[16:10:26.068 12/11/1995]',0.001,0.001,0.001,65.188,0.476,-0.346
'[16:10:26.070 12/11/1995]',-0.008,0.001,0.001,65.188,0.476,-0.346
'[16:10:26.072 12/11/1995]',-0.008,0.006,0.001,63.008,0.467,-0.348
'[16:10:26.074 12/11/1995]',-0.008,0.006,0.001,63.008,0.467,-0.348
'[16:10:26.076 12/11/1995]',-0.008,0.006,0.006,63.008,0.467,-0.348
'[16:10:26.078 12/11/1995]',0.001,0.012,0.006,63.008,0.467,-0.348
'[16:10:26.080 12/11/1995]',0.001,0.012,0.006,61.128,0.451,-0.351
'[16:10:26.082 12/11/1995]',0.001,0.006,0.006,61.128,0.451,-0.351
'[16:10:26.084 12/11/1995]',0.001,0.001,0.006,61.128,0.451,-0.351
'[16:10:26.086 12/11/1995]',-0.008,0.001,0.001,61.128,0.451,-0.351
'[16:10:26.088 12/11/1995]',-0.008,0.001,0.001,59.549,0.431,-0.352
'[16:10:26.090 12/11/1995]',0.001,0.006,0.001,59.549,0.431,-0.352
