'Time and date','MCL1','II','V','ABP','PAP','PLETH','RESP'
'[07:16:19.130 22/11/1995]',0.058,0.013,0.068,99.600,37.354,-0.482,0.247
'[07:16:19.132 22/11/1995]',0.059,0.017,0.068,99.600,37.354,-0.482,0.247
'[07:16:19.134 22/11/1995]',0.060,0.022,0.077,99.600,37.354,-0.482,0.247
'[07:16:19.136 22/11/1995]',0.061,0.029,0.087,107.300,38.244,-0.474,0.235
'[07:16:19.138 22/11/1995]',0.062,0.035,0.087,107.300,38.244,-0.474,0.235
'[07:16:19.140 22/11/1995]',0.063,0.035,0.087,107.300,38.244,-0.474,0.235
'[07:16:19.142 22/11/1995]',0.064,0.035,0.077,107.300,38.244,-0.474,0.235
'[07:16:19.144 22/11/1995]',0.065,0.035,0.068,114.800,39.491,-0.459,0.225
'[07:16:19.146 22/11/1995]',0.066,0.035,0.058,114.800,39.491,-0.459,0.225
'[07:16:19.148 22/11/1995]',0.066,0.036,0.068,114.800,39.491,-0.459,0.225
'[07:16:19.150 22/11/1995]',0.066,0.038,0.068,114.800,39.491,-0.459,0.225
'[07:16:19.152 22/11/1995]',0.067,0.041,0.087,121.800,41.043,-0.438,0.215
'[07:16:19.154 22/11/1995]',0.067,0.044,0.087,121.800,41.043,-0.438,0.215
'[07:16:19.156 22/11/1995]',0.067,0.046,0.087,121.800,41.043,-0.438,0.215
'[07:16:19.158 22/11/1995]',0.067,0.048,0.077,121.800,41.043,-0.438,0.215
'[07:16:19.160 22/11/1995]',0.068,0.046,0.068,127.600,42.901,-0.409,0.206
'[07:16:19.162 22/11/1995]',0.068,0.044,0.049,127.600,42.901,-0.409,0.206
'[07:16:19.164 22/11/1995]',0.069,0.044,0.049,127.600,42.901,-0.409,0.206
'[07:16:19.166 22/11/1995]',0.070,0.044,0.058,127.600,42.901,-0.409,0.206
'[07:16:19.168 22/11/1995]',0.072,0.044,0.068,132.000,44.860,-0.374,0.199
'[07:16:19.170 22/11/1995]',0.074,0.044,0.087,132.000,44.860,-0.374,0.199
'[07:16:19.172 22/11/1995]',0.075,0.044,0.087,132.000,44.860,-0.374,0.199
'[07:16:19.174 22/11/1995]',0.077,0.044,0.087,132.000,44.860,-0.374,0.199
'[07:16:19.176 22/11/1995]',0.078,0.044,0.087,134.900,46.768,-0.331,0.191
'[07:16:19.178 22/11/1995]',0.078,0.044,0.077,134.900,46.768,-0.331,0.191
'[07:16:19.180 22/11/1995]',0.078,0.044,0.068,134.900,46.768,-0.331,0.191
'[07:16:19.182 22/11/1995]',0.077,0.044,0.068,134.900,46.768,-0.331,0.191
'[07:16:19.184 22/11/1995]',0.077,0.044,0.077,136.500,48.550,-0.280,0.182
'[07:16:19.186 22/11/1995]',0.076,0.044,0.077,136.500,48.550,-0.280,0.182
'[07:16:19.188 22/11/1995]',0.075,0.046,0.077,136.500,48.550,-0.280,0.182
'[07:16:19.190 22/11/1995]',0.074,0.048,0.077,136.500,48.550,-0.280,0.182
'[07:16:19.192 22/11/1995]',0.074,0.051,0.068,136.800,50.102,-0.216,0.172
'[07:16:19.194 22/11/1995]',0.073,0.054,0.058,136.800,50.102,-0.216,0.172
'[07:16:19.196 22/11/1995]',0.072,0.057,0.049,136.800,50.102,-0.216,0.172
'[07:16:19.198 22/11/1995]',0.071,0.060,0.049,136.800,50.102,-0.216,0.172
'[07:16:19.200 22/11/1995]',0.072,0.060,0.058,136.100,51.349,-0.149,0.162
'[07:16:19.202 22/11/1995]',0.072,0.060,0.058,136.100,51.349,-0.149,0.162
'[07:16:19.204 22/11/1995]',0.072,0.065,0.068,136.100,51.349,-0.149,0.162
'[07:16:19.206 22/11/1995]',0.072,0.070,0.068,136.100,51.349,-0.149,0.162
'[07:16:19.208 22/11/1995]',0.072,0.074,0.068,134.900,52.316,-0.078,0.150
'[07:16:19.210 22/11/1995]',0.072,0.079,0.049,134.900,52.316,-0.078,0.150
'[07:16:19.212 22/11/1995]',0.072,0.082,0.049,134.900,52.316,-0.078,0.150
'[07:16:19.214 22/11/1995]',0.072,0.086,0.049,134.900,52.316,-0.078,0.150
'[07:16:19.216 22/11/1995]',0.072,0.086,0.049,133.200,52.977,-0.004,0.140
'[07:16:19.218 22/11/1995]',0.071,0.086,0.058,133.200,52.977,-0.004,0.140
'[07:16:19.220 22/11/1995]',0.071,0.084,0.058,133.200,52.977,-0.004,0.140
'[07:16:19.222 22/11/1995]',0.070,0.082,0.058,133.200,52.977,-0.004,0.140
'[07:16:19.224 22/11/1995]',0.069,0.081,0.049,131.400,53.384,0.071,0.129
'[07:16:19.226 22/11/1995]',0.069,0.079,0.049,131.400,53.384,0.071,0.129
'[07:16:19.228 22/11/1995]',0.068,0.079,0.039,131.400,53.384,0.071,0.129
'[07:16:19.230 22/11/1995]',0.067,0.079,0.039,131.400,53.384,0.071,0.129
'[07:16:19.232 22/11/1995]',0.066,0.078,0.049,129.600,53.511,0.139,0.117
'[07:16:19.234 22/11/1995]',0.065,0.076,0.049,129.600,53.511,0.139,0.117
'[07:16:19.236 22/11/1995]',0.064,0.073,0.068,129.600,53.511,0.139,0.117
'[07:16:19.238 22/11/1995]',0.062,0.070,0.068,129.600,53.511,0.139,0.117
'[07:16:19.240 22/11/1995]',0.060,0.070,0.058,127.900,53.384,0.203,0.107
'[07:16:19.242 22/11/1995]',0.059,0.070,0.049,127.900,53.384,0.203,0.107
'[07:16:19.244 22/11/1995]',0.057,0.070,0.039,127.900,53.384,0.203,0.107
'[07:16:19.246 22/11/1995]',0.056,0.070,0.039,127.900,53.384,0.203,0.107
'[07:16:19.248 22/11/1995]',0.055,0.068,0.039,126.300,53.079,0.262,0.099
'[07:16:19.250 22/11/1995]',0.054,0.067,0.049,126.300,53.079,0.262,0.099
'[07:16:19.252 22/11/1995]',0.052,0.063,0.049,126.300,53.079,0.262,0.099
'[07:16:19.254 22/11/1995]',0.051,0.060,0.049,126.300,53.079,0.262,0.099
'[07:16:19.256 22/11/1995]',0.049,0.055,0.049,125.000,52.621,0.314,0.091
'[07:16:19.258 22/11/1995]',0.048,0.051,0.049,125.000,52.621,0.314,0.091
'[07:16:19.260 22/11/1995]',0.046,0.049,0.049,125.000,52.621,0.314,0.091
'[07:16:19.262 22/11/1995]',0.045,0.048,0.039,125.000,52.621,0.314,0.091
'[07:16:19.264 22/11/1995]',0.041,0.044,0.039,123.800,52.010,0.355,0.086
'[07:16:19.266 22/11/1995]',0.037,0.041,0.049,123.800,52.010,0.355,0.086
'[07:16:19.268 22/11/1995]',0.033,0.038,0.049,123.800,52.010,0.355,0.086
'[07:16:19.270 22/11/1995]',0.029,0.035,0.049,123.800,52.010,0.355,0.086
'[07:16:19.272 22/11/1995]',0.026,0.032,0.049,122.800,51.298,0.390,0.081
'[07:16:19.274 22/11/1995]',0.023,0.029,0.039,122.800,51.298,0.390,0.081
'[07:16:19.276 22/11/1995]',0.021,0.025,0.020,122.800,51.298,0.390,0.081
'[07:16:19.278 22/11/1995]',0.020,0.022,0.010,122.800,51.298,0.390,0.081
'[07:16:19.280 22/11/1995]',0.020,0.014,0.001,121.800,50.356,0.415,0.074
'[07:16:19.282 22/11/1995]',0.021,0.006,0.020,121.800,50.356,0.415,0.074
'[07:16:19.284 22/11/1995]',0.020,0.003,0.029,121.800,50.356,0.415,0.074
'[07:16:19.286 22/11/1995]',0.020,0.000,0.039,121.800,50.356,0.415,0.074
'[07:16:19.288 22/11/1995]',0.019,-0.003,0.039,120.900,49.262,0.437,0.068
'[07:16:19.290 22/11/1995]',0.018,-0.006,0.039,120.900,49.262,0.437,0.068
'[07:16:19.292 22/11/1995]',0.016,-0.008,0.029,120.900,49.262,0.437,0.068
'[07:16:19.294 22/11/1995]',0.015,-0.010,0.010,120.900,49.262,0.437,0.068
'[07:16:19.296 22/11/1995]',0.013,-0.011,0.020,119.900,47.964,0.448,0.060
'[07:16:19.298 22/11/1995]',0.012,-0.013,0.020,119.900,47.964,0.448,0.060
'[07:16:19.300 22/11/1995]',0.011,-0.014,0.029,119.900,47.964,0.448,0.060
'[07:16:19.302 22/11/1995]',0.009,-0.016,0.029,119.900,47.964,0.448,0.060
'[07:16:19.304 22/11/1995]',0.008,-0.019,0.029,118.900,46.463,0.457,0.052
'[07:16:19.306 22/11/1995]',0.007,-0.022,0.029,118.900,46.463,0.457,0.052
'[07:16:19.308 22/11/1995]',0.006,-0.024,0.020,118.900,46.463,0.457,0.052
'[07:16:19.310 22/11/1995]',0.004,-0.025,0.001,118.900,46.463,0.457,0.052
'[07:16:19.312 22/11/1995]',0.003,-0.025,0.001,117.600,44.860,0.459,0.043
'[07:16:19.314 22/11/1995]',0.002,-0.025,0.001,117.600,44.860,0.459,0.043
'[07:16:19.316 22/11/1995]',0.002,-0.024,0.010,117.600,44.860,0.459,0.043
'[07:16:19.318 22/11/1995]',0.002,-0.022,0.010,117.600,44.860,0.459,0.043
'[07:16:19.320 22/11/1995]',0.002,-0.022,0.020,115.900,43.181,0.457,0.034
'[07:16:19.322 22/11/1995]',0.001,-0.022,0.020,115.900,43.181,0.457,0.034
'[07:16:19.324 22/11/1995]',0.001,-0.022,0.020,115.900,43.181,0.457,0.034
'[07:16:19.326 22/11/1995]',0.001,-0.022,0.010,115.900,43.181,0.457,0.034
'[07:16:19.328 22/11/1995]',0.001,-0.017,0.001,113.700,41.450,0.452,0.022
'[07:16:19.330 22/11/1995]',0.001,-0.013,0.001,113.700,41.450,0.452,0.022
'[07:16:19.332 22/11/1995]',0.002,-0.008,0.001,113.700,41.450,0.452,0.022
'[07:16:19.334 22/11/1995]',0.003,-0.003,0.010,113.700,41.450,0.452,0.022
'[07:16:19.336 22/11/1995]',0.004,-0.002,0.020,111.000,39.796,0.442,0.011
'[07:16:19.338 22/11/1995]',0.005,0.000,0.020,111.000,39.796,0.442,0.011
'[07:16:19.340 22/11/1995]',0.007,0.000,0.010,111.000,39.796,0.442,0.011
'[07:16:19.342 22/11/1995]',0.008,0.000,0.010,111.000,39.796,0.442,0.011
'[07:16:19.344 22/11/1995]',0.009,0.000,0.001,107.900,38.422,0.428,-0.001
'[07:16:19.346 22/11/1995]',0.010,0.000,0.001,107.900,38.422,0.428,-0.001
'[07:16:19.348 22/11/1995]',0.010,0.002,0.010,107.900,38.422,0.428,-0.001
'[07:16:19.350 22/11/1995]',0.010,0.003,0.020,107.900,38.422,0.428,-0.001
'[07:16:19.352 22/11/1995]',0.009,0.006,0.020,104.500,37.226,0.413,-0.013
'[07:16:19.354 22/11/1995]',0.008,0.010,0.020,104.500,37.226,0.413,-0.013
'[07:16:19.356 22/11/1995]',0.007,0.010,0.020,104.500,37.226,0.413,-0.013
'[07:16:19.358 22/11/1995]',0.006,0.010,0.010,104.500,37.226,0.413,-0.013
'[07:16:19.360 22/11/1995]',0.006,0.010,0.001,101.200,36.260,0.394,-0.026
'[07:16:19.362 22/11/1995]',0.006,0.010,0.001,101.200,36.260,0.394,-0.026
'[07:16:19.364 22/11/1995]',0.005,0.010,0.001,101.200,36.260,0.394,-0.026
'[07:16:19.366 22/11/1995]',0.004,0.010,0.001,101.200,36.260,0.394,-0.026
'[07:16:19.368 22/11/1995]',0.005,0.010,0.010,98.100,35.496,0.372,-0.040
'[07:16:19.370 22/11/1995]',0.005,0.010,0.020,98.100,35.496,0.372,-0.040
'[07:16:19.372 22/11/1995]',0.005,0.010,0.010,98.100,35.496,0.372,-0.040
'[07:16:19.374 22/11/1995]',0.006,0.010,0.001,98.100,35.496,0.372,-0.040
'[07:16:19.376 22/11/1995]',0.007,0.010,0.001,95.600,34.835,0.348,-0.051
'[07:16:19.378 22/11/1995]',0.008,0.010,0.001,95.600,34.835,0.348,-0.051
'[07:16:19.380 22/11/1995]',0.009,0.011,0.001,95.600,34.835,0.348,-0.051
'[07:16:19.382 22/11/1995]',0.011,0.013,0.001,95.600,34.835,0.348,-0.051
'[07:16:19.384 22/11/1995]',0.012,0.014,0.001,93.700,34.300,0.316,-0.062
'[07:16:19.386 22/11/1995]',0.013,0.016,0.020,93.700,34.300,0.316,-0.062
'[07:16:19.388 22/11/1995]',0.013,0.016,0.029,93.700,34.300,0.316,-0.062
'[07:16:19.390 22/11/1995]',0.013,0.016,0.020,93.700,34.300,0.316,-0.062
'[07:16:19.392 22/11/1995]',0.013,0.013,0.020,92.500,33.766,0.283,-0.073
'[07:16:19.394 22/11/1995]',0.012,0.010,0.010,92.500,33.766,0.283,-0.073
'[07:16:19.396 22/11/1995]',0.011,0.010,0.001,92.500,33.766,0.283,-0.073
'[07:16:19.398 22/11/1995]',0.010,0.010,0.010,92.500,33.766,0.283,-0.073
'[07:16:19.400 22/11/1995]',0.009,0.010,0.010,91.800,33.410,0.246,-0.083
'[07:16:19.402 22/11/1995]',0.008,0.010,0.010,91.800,33.410,0.246,-0.083
'[07:16:19.404 22/11/1995]',0.009,0.008,0.001,91.800,33.410,0.246,-0.083
'[07:16:19.406 22/11/1995]',0.009,0.006,0.010,91.800,33.410,0.246,-0.083
'[07:16:19.408 22/11/1995]',0.010,0.005,0.001,91.800,33.181,0.205,-0.092
'[07:16:19.410 22/11/1995]',0.011,0.003,0.001,91.800,33.181,0.205,-0.092
'[07:16:19.412 22/11/1995]',0.011,0.005,0.001,91.800,33.181,0.205,-0.092
'[07:16:19.414 22/11/1995]',0.011,0.006,0.010,91.800,33.181,0.205,-0.092
'[07:16:19.416 22/11/1995]',0.011,0.008,0.020,92.100,33.053,0.165,-0.102
'[07:16:19.418 22/11/1995]',0.011,0.010,0.020,92.100,33.053,0.165,-0.102
'[07:16:19.420 22/11/1995]',0.010,0.010,0.020,92.100,33.053,0.165,-0.102
'[07:16:19.422 22/11/1995]',0.009,0.010,0.020,92.100,33.053,0.165,-0.102
'[07:16:19.424 22/11/1995]',0.008,0.010,0.020,92.700,33.104,0.119,-0.110
'[07:16:19.426 22/11/1995]',0.008,0.010,0.010,92.700,33.104,0.119,-0.110
'[07:16:19.428 22/11/1995]',0.007,0.010,0.001,92.700,33.104,0.119,-0.110
'[07:16:19.430 22/11/1995]',0.007,0.010,0.001,92.700,33.104,0.119,-0.110
'[07:16:19.432 22/11/1995]',0.008,0.008,0.001,93.500,33.359,0.071,-0.118
'[07:16:19.434 22/11/1995]',0.008,0.006,0.010,93.500,33.359,0.071,-0.118
'[07:16:19.436 22/11/1995]',0.009,0.003,0.020,93.500,33.359,0.071,-0.118
'[07:16:19.438 22/11/1995]',0.010,0.000,0.020,93.500,33.359,0.071,-0.118
'[07:16:19.440 22/11/1995]',0.010,-0.002,0.020,94.200,33.715,0.026,-0.127
'[07:16:19.442 22/11/1995]',0.010,-0.003,0.010,94.200,33.715,0.026,-0.127
'[07:16:19.444 22/11/1995]',0.008,-0.002,0.001,94.200,33.715,0.026,-0.127
'[07:16:19.446 22/11/1995]',0.007,0.000,0.001,94.200,33.715,0.026,-0.127
'[07:16:19.448 22/11/1995]',0.006,0.000,0.001,94.900,34.173,-0.019,-0.136
'[07:16:19.450 22/11/1995]',0.004,0.000,0.001,94.900,34.173,-0.019,-0.136
'[07:16:19.452 22/11/1995]',0.003,0.000,0.010,94.900,34.173,-0.019,-0.136
'[07:16:19.454 22/11/1995]',0.002,0.000,0.010,94.900,34.173,-0.019,-0.136
'[07:16:19.456 22/11/1995]',0.002,0.000,0.010,95.500,34.784,-0.063,-0.145
'[07:16:19.458 22/11/1995]',0.001,0.000,0.001,95.500,34.784,-0.063,-0.145
'[07:16:19.460 22/11/1995]',0.001,0.000,0.001,95.500,34.784,-0.063,-0.145
'[07:16:19.462 22/11/1995]',0.000,0.000,0.001,95.500,34.784,-0.063,-0.145
'[07:16:19.464 22/11/1995]',-0.001,0.000,0.001,95.900,35.547,-0.102,-0.154
'[07:16:19.466 22/11/1995]',-0.001,0.000,0.001,95.900,35.547,-0.102,-0.154
'[07:16:19.468 22/11/1995]',-0.002,-0.002,0.001,95.900,35.547,-0.102,-0.154
'[07:16:19.470 22/11/1995]',-0.003,-0.003,0.001,95.900,35.547,-0.102,-0.154
'[07:16:19.472 22/11/1995]',-0.004,-0.006,0.001,96.200,36.336,-0.139,-0.162
'[07:16:19.474 22/11/1995]',-0.006,-0.010,0.001,96.200,36.336,-0.139,-0.162
'[07:16:19.476 22/11/1995]',-0.006,-0.011,0.001,96.200,36.336,-0.139,-0.162
'[07:16:19.478 22/11/1995]',-0.007,-0.013,0.001,96.200,36.336,-0.139,-0.162
'[07:16:19.480 22/11/1995]',-0.006,-0.013,0.001,96.200,36.921,-0.173,-0.169
'[07:16:19.482 22/11/1995]',-0.006,-0.013,0.001,96.200,36.921,-0.173,-0.169
'[07:16:19.484 22/11/1995]',-0.005,-0.013,0.001,96.200,36.921,-0.173,-0.169
'[07:16:19.486 22/11/1995]',-0.004,-0.013,0.001,96.200,36.921,-0.173,-0.169
'[07:16:19.488 22/11/1995]',-0.004,-0.013,0.001,96.000,37.176,-0.199,-0.174
'[07:16:19.490 22/11/1995]',-0.003,-0.013,0.001,96.000,37.176,-0.199,-0.174
'[07:16:19.492 22/11/1995]',-0.003,-0.013,0.001,96.000,37.176,-0.199,-0.174
'[07:16:19.494 22/11/1995]',-0.003,-0.013,0.001,96.000,37.176,-0.199,-0.174
'[07:16:19.496 22/11/1995]',-0.003,-0.013,0.001,95.600,37.099,-0.225,-0.180
'[07:16:19.498 22/11/1995]',-0.004,-0.013,0.001,95.600,37.099,-0.225,-0.180
'[07:16:19.500 22/11/1995]',-0.004,-0.013,0.001,95.600,37.099,-0.225,-0.180
'[07:16:19.502 22/11/1995]',-0.005,-0.013,0.001,95.600,37.099,-0.225,-0.180
'[07:16:19.504 22/11/1995]',-0.006,-0.013,0.001,95.000,36.743,-0.247,-0.187
'[07:16:19.506 22/11/1995]',-0.006,-0.013,0.001,95.000,36.743,-0.247,-0.187
'[07:16:19.508 22/11/1995]',-0.007,-0.014,0.001,95.000,36.743,-0.247,-0.187
'[07:16:19.510 22/11/1995]',-0.008,-0.016,-0.009,95.000,36.743,-0.247,-0.187
'[07:16:19.512 22/11/1995]',-0.008,-0.019,0.001,94.400,36.209,-0.262,-0.194
'[07:16:19.514 22/11/1995]',-0.008,-0.022,0.001,94.400,36.209,-0.262,-0.194
'[07:16:19.516 22/11/1995]',-0.008,-0.024,0.001,94.400,36.209,-0.262,-0.194
'[07:16:19.518 22/11/1995]',-0.008,-0.025,0.001,94.400,36.209,-0.262,-0.194
'[07:16:19.520 22/11/1995]',-0.008,-0.024,0.010,93.600,35.547,-0.277,-0.202
'[07:16:19.522 22/11/1995]',-0.008,-0.022,0.001,93.600,35.547,-0.277,-0.202
'[07:16:19.524 22/11/1995]',-0.007,-0.017,0.001,93.600,35.547,-0.277,-0.202
'[07:16:19.526 22/11/1995]',-0.007,-0.013,0.001,93.600,35.547,-0.277,-0.202
'[07:16:19.528 22/11/1995]',-0.006,-0.011,0.001,92.800,34.784,-0.294,-0.209
'[07:16:19.530 22/11/1995]',-0.005,-0.010,-0.009,92.800,34.784,-0.294,-0.209
'[07:16:19.532 22/11/1995]',-0.003,-0.006,0.001,92.800,34.784,-0.294,-0.209
'[07:16:19.534 22/11/1995]',-0.001,-0.003,0.001,92.800,34.784,-0.294,-0.209
'[07:16:19.536 22/11/1995]',0.000,-0.002,0.001,91.900,33.944,-0.305,-0.216
'[07:16:19.538 22/11/1995]',0.002,0.000,0.010,91.900,33.944,-0.305,-0.216
'[07:16:19.540 22/11/1995]',0.004,-0.002,0.001,91.900,33.944,-0.305,-0.216
'[07:16:19.542 22/11/1995]',0.005,-0.003,0.001,91.900,33.944,-0.305,-0.216
'[07:16:19.544 22/11/1995]',0.005,-0.006,0.001,90.900,33.181,-0.318,-0.224
'[07:16:19.546 22/11/1995]',0.005,-0.010,0.001,90.900,33.181,-0.318,-0.224
'[07:16:19.548 22/11/1995]',0.004,-0.011,0.001,90.900,33.181,-0.318,-0.224
'[07:16:19.550 22/11/1995]',0.003,-0.013,0.001,90.900,33.181,-0.318,-0.224
'[07:16:19.552 22/11/1995]',0.002,-0.013,0.010,89.900,32.392,-0.329,-0.231
'[07:16:19.554 22/11/1995]',0.001,-0.013,0.010,89.900,32.392,-0.329,-0.231
'[07:16:19.556 22/11/1995]',0.001,-0.014,0.010,89.900,32.392,-0.329,-0.231
'[07:16:19.558 22/11/1995]',0.000,-0.016,0.001,89.900,32.392,-0.329,-0.231
'[07:16:19.560 22/11/1995]',-0.000,-0.019,0.001,88.900,31.679,-0.352,-0.237
'[07:16:19.562 22/11/1995]',-0.001,-0.022,0.001,88.900,31.679,-0.352,-0.237
'[07:16:19.564 22/11/1995]',0.000,-0.024,0.001,88.900,31.679,-0.352,-0.237
'[07:16:19.566 22/11/1995]',0.001,-0.025,0.001,88.900,31.679,-0.352,-0.237
'[07:16:19.568 22/11/1995]',0.001,-0.025,0.001,88.000,31.094,-0.363,-0.245
'[07:16:19.570 22/11/1995]',0.001,-0.025,0.001,88.000,31.094,-0.363,-0.245
'[07:16:19.572 22/11/1995]',0.001,-0.024,0.010,88.000,31.094,-0.363,-0.245
'[07:16:19.574 22/11/1995]',0.000,-0.022,0.001,88.000,31.094,-0.363,-0.245
'[07:16:19.576 22/11/1995]',-0.000,-0.022,0.001,87.100,30.534,-0.374,-0.253
'[07:16:19.578 22/11/1995]',-0.001,-0.022,0.001,87.100,30.534,-0.374,-0.253
'[07:16:19.580 22/11/1995]',-0.001,-0.022,0.001,87.100,30.534,-0.374,-0.253
'[07:16:19.582 22/11/1995]',-0.001,-0.022,0.001,87.100,30.534,-0.374,-0.253
'[07:16:19.584 22/11/1995]',-0.001,-0.019,0.001,86.200,30.127,-0.387,-0.262
'[07:16:19.586 22/11/1995]',-0.002,-0.016,0.001,86.200,30.127,-0.387,-0.262
'[07:16:19.588 22/11/1995]',-0.002,-0.014,0.001,86.200,30.127,-0.387,-0.262
'[07:16:19.590 22/11/1995]',-0.002,-0.013,0.001,86.200,30.127,-0.387,-0.262
'[07:16:19.592 22/11/1995]',-0.001,-0.011,0.001,85.400,29.771,-0.398,-0.270
'[07:16:19.594 22/11/1995]',0.000,-0.010,-0.009,85.400,29.771,-0.398,-0.270
'[07:16:19.596 22/11/1995]',0.001,-0.006,-0.009,85.400,29.771,-0.398,-0.270
'[07:16:19.598 22/11/1995]',0.003,-0.003,0.001,85.400,29.771,-0.398,-0.270
'[07:16:19.600 22/11/1995]',0.004,-0.002,0.001,84.600,29.466,-0.409,-0.279
'[07:16:19.602 22/11/1995]',0.005,0.000,0.001,84.600,29.466,-0.409,-0.279
'[07:16:19.604 22/11/1995]',0.005,0.000,0.010,84.600,29.466,-0.409,-0.279
'[07:16:19.606 22/11/1995]',0.006,0.000,0.010,84.600,29.466,-0.409,-0.279
'[07:16:19.608 22/11/1995]',0.005,0.000,0.001,83.900,29.237,-0.420,-0.288
'[07:16:19.610 22/11/1995]',0.005,0.000,0.001,83.900,29.237,-0.420,-0.288
'[07:16:19.612 22/11/1995]',0.005,0.000,0.001,83.900,29.237,-0.420,-0.288
'[07:16:19.614 22/11/1995]',0.006,0.000,0.001,83.900,29.237,-0.420,-0.288
'[07:16:19.616 22/11/1995]',0.007,0.002,0.001,83.200,29.059,-0.433,-0.297
'[07:16:19.618 22/11/1995]',0.008,0.003,0.010,83.200,29.059,-0.433,-0.297
'[07:16:19.620 22/11/1995]',0.010,0.008,0.020,83.200,29.059,-0.433,-0.297
'[07:16:19.622 22/11/1995]',0.011,0.013,0.020,83.200,29.059,-0.433,-0.297
'[07:16:19.624 22/11/1995]',0.013,0.017,0.010,82.600,28.880,-0.444,-0.306
'[07:16:19.626 22/11/1995]',0.016,0.022,0.010,82.600,28.880,-0.444,-0.306
'[07:16:19.628 22/11/1995]',0.017,0.029,0.010,82.600,28.880,-0.444,-0.306
'[07:16:19.630 22/11/1995]',0.019,0.035,0.001,82.600,28.880,-0.444,-0.306
'[07:16:19.632 22/11/1995]',0.020,0.036,0.010,82.100,28.753,-0.457,-0.315
'[07:16:19.634 22/11/1995]',0.021,0.038,0.020,82.100,28.753,-0.457,-0.315
'[07:16:19.636 22/11/1995]',0.023,0.041,0.039,82.100,28.753,-0.457,-0.315
'[07:16:19.638 22/11/1995]',0.024,0.044,0.039,82.100,28.753,-0.457,-0.315
'[07:16:19.640 22/11/1995]',0.028,0.048,0.049,81.600,28.626,-0.468,-0.324
'[07:16:19.642 22/11/1995]',0.031,0.051,0.029,81.600,28.626,-0.468,-0.324
'[07:16:19.644 22/11/1995]',0.037,0.052,0.020,81.600,28.626,-0.468,-0.324
'[07:16:19.646 22/11/1995]',0.043,0.054,0.010,81.600,28.626,-0.468,-0.324
'[07:16:19.648 22/11/1995]',0.050,0.057,0.029,81.100,28.524,-0.479,-0.332
'[07:16:19.650 22/11/1995]',0.057,0.060,0.039,81.100,28.524,-0.479,-0.332
'[07:16:19.652 22/11/1995]',0.063,0.059,0.049,81.100,28.524,-0.479,-0.332
'[07:16:19.654 22/11/1995]',0.068,0.057,0.068,81.100,28.524,-0.479,-0.332
'[07:16:19.656 22/11/1995]',0.070,0.059,0.077,80.700,28.397,-0.490,-0.339
'[07:16:19.658 22/11/1995]',0.072,0.060,0.058,80.700,28.397,-0.490,-0.339
'[07:16:19.660 22/11/1995]',0.071,0.063,0.049,80.700,28.397,-0.490,-0.339
'[07:16:19.662 22/11/1995]',0.069,0.067,0.039,80.700,28.397,-0.490,-0.339
'[07:16:19.664 22/11/1995]',0.066,0.068,0.020,80.300,28.270,-0.501,-0.346
'[07:16:19.666 22/11/1995]',0.063,0.070,0.020,80.300,28.270,-0.501,-0.346
'[07:16:19.668 22/11/1995]',0.059,0.071,0.020,80.300,28.270,-0.501,-0.346
'[07:16:19.670 22/11/1995]',0.055,0.073,0.020,80.300,28.270,-0.501,-0.346
'[07:16:19.672 22/11/1995]',0.052,0.076,0.020,79.900,28.219,-0.509,-0.353
'[07:16:19.674 22/11/1995]',0.048,0.079,0.010,79.900,28.219,-0.509,-0.353
'[07:16:19.676 22/11/1995]',0.046,0.081,0.001,79.900,28.219,-0.509,-0.353
'[07:16:19.678 22/11/1995]',0.045,0.082,0.001,79.900,28.219,-0.509,-0.353
'[07:16:19.680 22/11/1995]',0.042,0.079,0.001,79.600,28.092,-0.520,-0.360
'[07:16:19.682 22/11/1995]',0.040,0.076,0.001,79.600,28.092,-0.520,-0.360
'[07:16:19.684 22/11/1995]',0.038,0.071,0.001,79.600,28.092,-0.520,-0.360
'[07:16:19.686 22/11/1995]',0.035,0.067,0.010,79.600,28.092,-0.520,-0.360
'[07:16:19.688 22/11/1995]',0.033,0.063,0.010,79.400,28.041,-0.531,-0.367
'[07:16:19.690 22/11/1995]',0.030,0.060,0.001,79.400,28.041,-0.531,-0.367
'[07:16:19.692 22/11/1995]',0.027,0.055,0.001,79.400,28.041,-0.531,-0.367
'[07:16:19.694 22/11/1995]',0.024,0.051,0.001,79.400,28.041,-0.531,-0.367
'[07:16:19.696 22/11/1995]',0.021,0.048,-0.009,79.200,28.041,-0.538,-0.375
'[07:16:19.698 22/11/1995]',0.018,0.044,-0.009,79.200,28.041,-0.538,-0.375
'[07:16:19.700 22/11/1995]',0.015,0.038,0.001,79.200,28.041,-0.538,-0.375
'[07:16:19.702 22/11/1995]',0.012,0.032,0.001,79.200,28.041,-0.538,-0.375
'[07:16:19.704 22/11/1995]',0.009,0.025,0.001,78.900,28.041,-0.547,-0.383
'[07:16:19.706 22/11/1995]',0.006,0.019,0.001,78.900,28.041,-0.547,-0.383
'[07:16:19.708 22/11/1995]',0.001,0.011,0.001,78.900,28.041,-0.547,-0.383
'[07:16:19.710 22/11/1995]',-0.003,0.003,-0.009,78.900,28.041,-0.547,-0.383
'[07:16:19.712 22/11/1995]',-0.007,-0.005,-0.009,78.700,28.041,-0.551,-0.391
