'Time and date','II ','V ','ABP ','PLETH ','RESP '
'[14:20:29.988 26/01/1995]',-0.055,0.022,67.920,-0.370,-0.530
'[14:20:29.990 26/01/1995]',-0.054,0.023,67.920,-0.370,-0.530
'[14:20:29.992 26/01/1995]',-0.055,0.024,67.419,-0.379,-0.527
'[14:20:29.994 26/01/1995]',-0.057,0.025,67.419,-0.379,-0.527
'[14:20:29.996 26/01/1995]',-0.057,0.026,67.419,-0.379,-0.527
'[14:20:29.998 26/01/1995]',-0.057,0.027,67.419,-0.379,-0.527
'[14:20:30.000 26/01/1995]',-0.053,0.033,67.018,-0.390,-0.524
'[14:20:30.002 26/01/1995]',-0.049,0.040,67.018,-0.390,-0.524
'[14:20:30.004 26/01/1995]',-0.036,0.054,67.018,-0.390,-0.524
'[14:20:30.006 26/01/1995]',-0.024,0.068,67.018,-0.390,-0.524
'[14:20:30.008 26/01/1995]',-0.004,0.087,66.566,-0.398,-0.521
'[14:20:30.010 26/01/1995]',0.016,0.107,66.566,-0.398,-0.521
'[14:20:30.012 26/01/1995]',0.042,0.127,66.566,-0.398,-0.521
'[14:20:30.014 26/01/1995]',0.068,0.147,66.566,-0.398,-0.521
'[14:20:30.016 26/01/1995]',0.096,0.163,66.165,-0.406,-0.517
'[14:20:30.018 26/01/1995]',0.125,0.180,66.165,-0.406,-0.517
'[14:20:30.020 26/01/1995]',0.155,0.188,66.165,-0.406,-0.517
'[14:20:30.022 26/01/1995]',0.186,0.195,66.165,-0.406,-0.517
'[14:20:30.024 26/01/1995]',0.218,0.188,65.815,-0.412,-0.513
'[14:20:30.026 26/01/1995]',0.250,0.182,65.815,-0.412,-0.513
'[14:20:30.028 26/01/1995]',0.287,0.162,65.815,-0.412,-0.513
'[14:20:30.030 26/01/1995]',0.324,0.142,65.815,-0.412,-0.513
'[14:20:30.032 26/01/1995]',0.365,0.110,65.363,-0.420,-0.509
'[14:20:30.034 26/01/1995]',0.406,0.078,65.363,-0.420,-0.509
'[14:20:30.036 26/01/1995]',0.444,0.035,65.363,-0.420,-0.509
'[14:20:30.038 26/01/1995]',0.483,-0.008,65.363,-0.420,-0.509
'[14:20:30.040 26/01/1995]',0.504,-0.058,64.962,-0.426,-0.504
'[14:20:30.042 26/01/1995]',0.526,-0.107,64.962,-0.426,-0.504
'[14:20:30.044 26/01/1995]',0.520,-0.154,64.962,-0.426,-0.504
'[14:20:30.046 26/01/1995]',0.513,-0.202,64.962,-0.426,-0.504
'[14:20:30.048 26/01/1995]',0.479,-0.236,64.561,-0.433,-0.500
'[14:20:30.050 26/01/1995]',0.444,-0.270,64.561,-0.433,-0.500
'[14:20:30.052 26/01/1995]',0.395,-0.279,64.561,-0.433,-0.500
'[14:20:30.054 26/01/1995]',0.345,-0.288,64.561,-0.433,-0.500
'[14:20:30.056 26/01/1995]',0.296,-0.269,64.211,-0.439,-0.495
'[14:20:30.058 26/01/1995]',0.248,-0.250,64.211,-0.439,-0.495
'[14:20:30.060 26/01/1995]',0.214,-0.204,64.211,-0.439,-0.495
'[14:20:30.062 26/01/1995]',0.180,-0.158,64.211,-0.439,-0.495
'[14:20:30.064 26/01/1995]',0.163,-0.092,63.860,-0.444,-0.491
'[14:20:30.066 26/01/1995]',0.147,-0.027,63.860,-0.444,-0.491
'[14:20:30.068 26/01/1995]',0.145,0.048,63.860,-0.444,-0.491
'[14:20:30.070 26/01/1995]',0.143,0.123,63.860,-0.444,-0.491
'[14:20:30.072 26/01/1995]',0.149,0.202,63.509,-0.450,-0.488
'[14:20:30.074 26/01/1995]',0.155,0.280,63.509,-0.450,-0.488
'[14:20:30.076 26/01/1995]',0.160,0.357,63.509,-0.450,-0.488
'[14:20:30.078 26/01/1995]',0.166,0.433,63.509,-0.450,-0.488
'[14:20:30.080 26/01/1995]',0.163,0.507,63.158,-0.453,-0.485
'[14:20:30.082 26/01/1995]',0.160,0.580,63.158,-0.453,-0.485
'[14:20:30.084 26/01/1995]',0.146,0.646,63.158,-0.453,-0.485
'[14:20:30.086 26/01/1995]',0.131,0.712,63.158,-0.453,-0.485
'[14:20:30.088 26/01/1995]',0.108,0.770,62.807,-0.458,-0.482
'[14:20:30.090 26/01/1995]',0.085,0.828,62.807,-0.458,-0.482
'[14:20:30.092 26/01/1995]',0.061,0.875,62.807,-0.458,-0.482
'[14:20:30.094 26/01/1995]',0.037,0.922,62.807,-0.458,-0.482
'[14:20:30.096 26/01/1995]',0.019,0.948,62.456,-0.461,-0.480
'[14:20:30.098 26/01/1995]',0.001,0.973,62.456,-0.461,-0.480
'[14:20:30.100 26/01/1995]',-0.008,0.972,62.456,-0.461,-0.480
'[14:20:30.102 26/01/1995]',-0.016,0.970,62.456,-0.461,-0.480
'[14:20:30.104 26/01/1995]',-0.018,0.935,62.155,-0.466,-0.478
'[14:20:30.106 26/01/1995]',-0.019,0.900,62.155,-0.466,-0.478
'[14:20:30.108 26/01/1995]',-0.017,0.828,62.155,-0.466,-0.478
'[14:20:30.110 26/01/1995]',-0.015,0.757,62.155,-0.466,-0.478
'[14:20:30.112 26/01/1995]',-0.016,0.663,61.805,-0.470,-0.477
'[14:20:30.114 26/01/1995]',-0.017,0.570,61.805,-0.470,-0.477
'[14:20:30.116 26/01/1995]',-0.024,0.472,61.805,-0.470,-0.477
'[14:20:30.118 26/01/1995]',-0.032,0.375,61.805,-0.470,-0.477
'[14:20:30.120 26/01/1995]',-0.043,0.290,61.504,-0.472,-0.476
'[14:20:30.122 26/01/1995]',-0.054,0.205,61.504,-0.472,-0.476
'[14:20:30.124 26/01/1995]',-0.064,0.143,61.504,-0.472,-0.476
'[14:20:30.126 26/01/1995]',-0.074,0.082,61.504,-0.472,-0.476
'[14:20:30.128 26/01/1995]',-0.080,0.045,61.203,-0.475,-0.475
'[14:20:30.130 26/01/1995]',-0.086,0.008,61.203,-0.475,-0.475
'[14:20:30.132 26/01/1995]',-0.090,-0.013,61.203,-0.475,-0.475
'[14:20:30.134 26/01/1995]',-0.093,-0.033,61.203,-0.475,-0.475
'[14:20:30.136 26/01/1995]',-0.094,-0.045,60.852,-0.478,-0.475
'[14:20:30.138 26/01/1995]',-0.096,-0.057,60.852,-0.478,-0.475
'[14:20:30.140 26/01/1995]',-0.097,-0.063,60.852,-0.478,-0.475
'[14:20:30.142 26/01/1995]',-0.098,-0.070,60.852,-0.478,-0.475
'[14:20:30.144 26/01/1995]',-0.098,-0.076,60.551,-0.481,-0.476
'[14:20:30.146 26/01/1995]',-0.099,-0.082,60.551,-0.481,-0.476
'[14:20:30.148 26/01/1995]',-0.098,-0.085,60.551,-0.481,-0.476
'[14:20:30.150 26/01/1995]',-0.098,-0.088,60.551,-0.481,-0.476
'[14:20:30.152 26/01/1995]',-0.097,-0.090,60.301,-0.483,-0.477
'[14:20:30.154 26/01/1995]',-0.096,-0.092,60.301,-0.483,-0.477
'[14:20:30.156 26/01/1995]',-0.095,-0.092,60.301,-0.483,-0.477
'[14:20:30.158 26/01/1995]',-0.095,-0.093,60.301,-0.483,-0.477
'[14:20:30.160 26/01/1995]',-0.094,-0.096,60.000,-0.485,-0.480
'[14:20:30.162 26/01/1995]',-0.094,-0.098,60.000,-0.485,-0.480
'[14:20:30.164 26/01/1995]',-0.092,-0.098,60.000,-0.485,-0.480
'[14:20:30.166 26/01/1995]',-0.091,-0.097,60.000,-0.485,-0.480
'[14:20:30.168 26/01/1995]',-0.088,-0.095,59.649,-0.488,-0.483
'[14:20:30.170 26/01/1995]',-0.085,-0.093,59.649,-0.488,-0.483
'[14:20:30.172 26/01/1995]',-0.081,-0.092,59.649,-0.488,-0.483
'[14:20:30.174 26/01/1995]',-0.078,-0.090,59.649,-0.488,-0.483
'[14:20:30.176 26/01/1995]',-0.075,-0.088,59.348,-0.489,-0.487
'[14:20:30.178 26/01/1995]',-0.072,-0.087,59.348,-0.489,-0.487
'[14:20:30.180 26/01/1995]',-0.071,-0.086,59.348,-0.489,-0.487
'[14:20:30.182 26/01/1995]',-0.070,-0.085,59.348,-0.489,-0.487
'[14:20:30.184 26/01/1995]',-0.070,-0.085,59.048,-0.491,-0.492
'[14:20:30.186 26/01/1995]',-0.070,-0.085,59.048,-0.491,-0.492
'[14:20:30.188 26/01/1995]',-0.070,-0.086,59.048,-0.491,-0.492
'[14:20:30.190 26/01/1995]',-0.070,-0.087,59.048,-0.491,-0.492
'[14:20:30.192 26/01/1995]',-0.069,-0.087,58.847,-0.490,-0.497
'[14:20:30.194 26/01/1995]',-0.069,-0.087,58.847,-0.490,-0.497
'[14:20:30.196 26/01/1995]',-0.068,-0.086,58.847,-0.490,-0.497
'[14:20:30.198 26/01/1995]',-0.066,-0.085,58.847,-0.490,-0.497
'[14:20:30.200 26/01/1995]',-0.064,-0.085,58.947,-0.491,-0.502
'[14:20:30.202 26/01/1995]',-0.062,-0.085,58.947,-0.491,-0.502
'[14:20:30.204 26/01/1995]',-0.061,-0.086,58.947,-0.491,-0.502
'[14:20:30.206 26/01/1995]',-0.059,-0.087,58.947,-0.491,-0.502
'[14:20:30.208 26/01/1995]',-0.057,-0.087,59.499,-0.491,-0.507
'[14:20:30.210 26/01/1995]',-0.056,-0.087,59.499,-0.491,-0.507
'[14:20:30.212 26/01/1995]',-0.054,-0.087,59.499,-0.491,-0.507
'[14:20:30.214 26/01/1995]',-0.053,-0.087,59.499,-0.491,-0.507
'[14:20:30.216 26/01/1995]',-0.052,-0.088,61.003,-0.494,-0.511
'[14:20:30.218 26/01/1995]',-0.051,-0.090,61.003,-0.494,-0.511
'[14:20:30.220 26/01/1995]',-0.048,-0.092,61.003,-0.494,-0.511
'[14:20:30.222 26/01/1995]',-0.045,-0.093,61.003,-0.494,-0.511
'[14:20:30.224 26/01/1995]',-0.041,-0.096,63.559,-0.494,-0.515
'[14:20:30.226 26/01/1995]',-0.036,-0.098,63.559,-0.494,-0.515
'[14:20:30.228 26/01/1995]',-0.033,-0.099,63.559,-0.494,-0.515
'[14:20:30.230 26/01/1995]',-0.030,-0.100,63.559,-0.494,-0.515
'[14:20:30.232 26/01/1995]',-0.028,-0.102,67.419,-0.492,-0.519
'[14:20:30.234 26/01/1995]',-0.026,-0.103,67.419,-0.492,-0.519
'[14:20:30.236 26/01/1995]',-0.026,-0.104,67.419,-0.492,-0.519
'[14:20:30.238 26/01/1995]',-0.026,-0.105,67.419,-0.492,-0.519
'[14:20:30.240 26/01/1995]',-0.027,-0.105,72.431,-0.490,-0.522
'[14:20:30.242 26/01/1995]',-0.028,-0.105,72.431,-0.490,-0.522
'[14:20:30.244 26/01/1995]',-0.028,-0.106,72.431,-0.490,-0.522
'[14:20:30.246 26/01/1995]',-0.029,-0.107,72.431,-0.490,-0.522
'[14:20:30.248 26/01/1995]',-0.028,-0.108,78.095,-0.489,-0.524
'[14:20:30.250 26/01/1995]',-0.028,-0.110,78.095,-0.489,-0.524
'[14:20:30.252 26/01/1995]',-0.026,-0.111,78.095,-0.489,-0.524
'[14:20:30.254 26/01/1995]',-0.025,-0.112,78.095,-0.489,-0.524
'[14:20:30.256 26/01/1995]',-0.023,-0.114,84.110,-0.484,-0.527
'[14:20:30.258 26/01/1995]',-0.020,-0.117,84.110,-0.484,-0.527
'[14:20:30.260 26/01/1995]',-0.019,-0.120,84.110,-0.484,-0.527
'[14:20:30.262 26/01/1995]',-0.018,-0.123,84.110,-0.484,-0.527
'[14:20:30.264 26/01/1995]',-0.017,-0.126,90.175,-0.475,-0.529
'[14:20:30.266 26/01/1995]',-0.016,-0.128,90.175,-0.475,-0.529
'[14:20:30.268 26/01/1995]',-0.015,-0.130,90.175,-0.475,-0.529
'[14:20:30.270 26/01/1995]',-0.013,-0.132,90.175,-0.475,-0.529
'[14:20:30.272 26/01/1995]',-0.010,-0.133,95.940,-0.465,-0.531
'[14:20:30.274 26/01/1995]',-0.007,-0.135,95.940,-0.465,-0.531
'[14:20:30.276 26/01/1995]',-0.005,-0.138,95.940,-0.465,-0.531
'[14:20:30.278 26/01/1995]',-0.003,-0.142,95.940,-0.465,-0.531
'[14:20:30.280 26/01/1995]',-0.002,-0.145,101.203,-0.448,-0.533
'[14:20:30.282 26/01/1995]',-0.001,-0.148,101.203,-0.448,-0.533
'[14:20:30.284 26/01/1995]',-0.000,-0.152,101.203,-0.448,-0.533
'[14:20:30.286 26/01/1995]',0.000,-0.155,101.203,-0.448,-0.533
'[14:20:30.288 26/01/1995]',0.000,-0.158,105.764,-0.425,-0.536
'[14:20:30.290 26/01/1995]',0.000,-0.160,105.764,-0.425,-0.536
'[14:20:30.292 26/01/1995]',-0.000,-0.163,105.764,-0.425,-0.536
'[14:20:30.294 26/01/1995]',-0.001,-0.167,105.764,-0.425,-0.536
'[14:20:30.296 26/01/1995]',-0.001,-0.168,109.524,-0.396,-0.538
'[14:20:30.298 26/01/1995]',-0.002,-0.170,109.524,-0.396,-0.538
'[14:20:30.300 26/01/1995]',-0.002,-0.172,109.524,-0.396,-0.538
'[14:20:30.302 26/01/1995]',-0.002,-0.173,109.524,-0.396,-0.538
'[14:20:30.304 26/01/1995]',-0.002,-0.175,112.481,-0.358,-0.541
'[14:20:30.306 26/01/1995]',-0.002,-0.177,112.481,-0.358,-0.541
'[14:20:30.308 26/01/1995]',-0.001,-0.177,112.481,-0.358,-0.541
'[14:20:30.310 26/01/1995]',-0.001,-0.177,112.481,-0.358,-0.541
'[14:20:30.312 26/01/1995]',0.000,-0.176,114.837,-0.314,-0.543
'[14:20:30.314 26/01/1995]',0.001,-0.175,114.837,-0.314,-0.543
'[14:20:30.316 26/01/1995]',0.001,-0.173,114.837,-0.314,-0.543
'[14:20:30.318 26/01/1995]',0.002,-0.172,114.837,-0.314,-0.543
'[14:20:30.320 26/01/1995]',0.001,-0.170,116.692,-0.262,-0.545
'[14:20:30.322 26/01/1995]',0.000,-0.168,116.692,-0.262,-0.545
'[14:20:30.324 26/01/1995]',-0.001,-0.168,116.692,-0.262,-0.545
'[14:20:30.326 26/01/1995]',-0.003,-0.167,116.692,-0.262,-0.545
'[14:20:30.328 26/01/1995]',-0.005,-0.165,117.995,-0.204,-0.547
'[14:20:30.330 26/01/1995]',-0.007,-0.163,117.995,-0.204,-0.547
'[14:20:30.332 26/01/1995]',-0.009,-0.160,117.995,-0.204,-0.547
'[14:20:30.334 26/01/1995]',-0.011,-0.157,117.995,-0.204,-0.547
'[14:20:30.336 26/01/1995]',-0.013,-0.151,118.997,-0.142,-0.548
'[14:20:30.338 26/01/1995]',-0.015,-0.145,118.997,-0.142,-0.548
'[14:20:30.340 26/01/1995]',-0.016,-0.138,118.997,-0.142,-0.548
'[14:20:30.342 26/01/1995]',-0.016,-0.132,118.997,-0.142,-0.548
'[14:20:30.344 26/01/1995]',-0.016,-0.126,119.850,-0.079,-0.549
'[14:20:30.346 26/01/1995]',-0.016,-0.120,119.850,-0.079,-0.549
'[14:20:30.348 26/01/1995]',-0.017,-0.115,119.850,-0.079,-0.549
'[14:20:30.350 26/01/1995]',-0.017,-0.110,119.850,-0.079,-0.549
'[14:20:30.352 26/01/1995]',-0.018,-0.104,120.451,-0.017,-0.550
'[14:20:30.354 26/01/1995]',-0.019,-0.098,120.451,-0.017,-0.550
'[14:20:30.356 26/01/1995]',-0.020,-0.092,120.451,-0.017,-0.550
'[14:20:30.358 26/01/1995]',-0.021,-0.087,120.451,-0.017,-0.550
'[14:20:30.360 26/01/1995]',-0.021,-0.081,120.852,0.048,-0.551
'[14:20:30.362 26/01/1995]',-0.020,-0.075,120.852,0.048,-0.551
'[14:20:30.364 26/01/1995]',-0.018,-0.067,120.852,0.048,-0.551
'[14:20:30.366 26/01/1995]',-0.016,-0.058,120.852,0.048,-0.551
'[14:20:30.368 26/01/1995]',-0.013,-0.049,121.053,0.108,-0.552
'[14:20:30.370 26/01/1995]',-0.011,-0.040,121.053,0.108,-0.552
'[14:20:30.372 26/01/1995]',-0.008,-0.033,121.053,0.108,-0.552
'[14:20:30.374 26/01/1995]',-0.006,-0.027,121.053,0.108,-0.552
'[14:20:30.376 26/01/1995]',-0.005,-0.018,121.153,0.165,-0.553
'[14:20:30.378 26/01/1995]',-0.004,-0.010,121.153,0.165,-0.553
'[14:20:30.380 26/01/1995]',-0.003,-0.003,121.153,0.165,-0.553
'[14:20:30.382 26/01/1995]',-0.003,0.003,121.153,0.165,-0.553
'[14:20:30.384 26/01/1995]',-0.002,0.008,121.053,0.218,-0.554
'[14:20:30.386 26/01/1995]',-0.001,0.013,121.053,0.218,-0.554
'[14:20:30.388 26/01/1995]',0.000,0.017,121.053,0.218,-0.554
'[14:20:30.390 26/01/1995]',0.001,0.020,121.053,0.218,-0.554
'[14:20:30.392 26/01/1995]',0.002,0.022,120.852,0.266,-0.554
'[14:20:30.394 26/01/1995]',0.003,0.023,120.852,0.266,-0.554
'[14:20:30.396 26/01/1995]',0.003,0.024,120.852,0.266,-0.554
'[14:20:30.398 26/01/1995]',0.004,0.025,120.852,0.266,-0.554
'[14:20:30.400 26/01/1995]',0.005,0.024,120.501,0.310,-0.554
'[14:20:30.402 26/01/1995]',0.006,0.023,120.501,0.310,-0.554
'[14:20:30.404 26/01/1995]',0.007,0.024,120.501,0.310,-0.554
'[14:20:30.406 26/01/1995]',0.009,0.025,120.501,0.310,-0.554
'[14:20:30.408 26/01/1995]',0.009,0.027,119.900,0.350,-0.553
'[14:20:30.410 26/01/1995]',0.009,0.028,119.900,0.350,-0.553
'[14:20:30.412 26/01/1995]',0.008,0.030,119.900,0.350,-0.553
'[14:20:30.414 26/01/1995]',0.008,0.032,119.900,0.350,-0.553
'[14:20:30.416 26/01/1995]',0.006,0.031,119.148,0.387,-0.553
'[14:20:30.418 26/01/1995]',0.005,0.030,119.148,0.387,-0.553
'[14:20:30.420 26/01/1995]',0.003,0.030,119.148,0.387,-0.553
'[14:20:30.422 26/01/1995]',0.002,0.030,119.148,0.387,-0.553
'[14:20:30.424 26/01/1995]',-0.001,0.029,118.246,0.418,-0.552
'[14:20:30.426 26/01/1995]',-0.004,0.028,118.246,0.418,-0.552
'[14:20:30.428 26/01/1995]',-0.006,0.027,118.246,0.418,-0.552
'[14:20:30.430 26/01/1995]',-0.009,0.025,118.246,0.418,-0.552
'[14:20:30.432 26/01/1995]',-0.010,0.024,117.193,0.446,-0.552
'[14:20:30.434 26/01/1995]',-0.011,0.023,117.193,0.446,-0.552
'[14:20:30.436 26/01/1995]',-0.011,0.023,117.193,0.446,-0.552
'[14:20:30.438 26/01/1995]',-0.012,0.023,117.193,0.446,-0.552
'[14:20:30.440 26/01/1995]',-0.015,0.023,115.940,0.469,-0.551
'[14:20:30.442 26/01/1995]',-0.018,0.023,115.940,0.469,-0.551
'[14:20:30.444 26/01/1995]',-0.021,0.023,115.940,0.469,-0.551
'[14:20:30.446 26/01/1995]',-0.023,0.023,115.940,0.469,-0.551
'[14:20:30.448 26/01/1995]',-0.026,0.023,114.687,0.490,-0.551
'[14:20:30.450 26/01/1995]',-0.029,0.023,114.687,0.490,-0.551
'[14:20:30.452 26/01/1995]',-0.031,0.023,114.687,0.490,-0.551
'[14:20:30.454 26/01/1995]',-0.033,0.023,114.687,0.490,-0.551
'[14:20:30.456 26/01/1995]',-0.034,0.023,113.183,0.505,-0.550
'[14:20:30.458 26/01/1995]',-0.035,0.023,113.183,0.505,-0.550
'[14:20:30.460 26/01/1995]',-0.036,0.023,113.183,0.505,-0.550
'[14:20:30.462 26/01/1995]',-0.036,0.023,113.183,0.505,-0.550
'[14:20:30.464 26/01/1995]',-0.037,0.023,111.629,0.516,-0.550
'[14:20:30.466 26/01/1995]',-0.038,0.023,111.629,0.516,-0.550
'[14:20:30.468 26/01/1995]',-0.039,0.023,111.629,0.516,-0.550
'[14:20:30.470 26/01/1995]',-0.039,0.023,111.629,0.516,-0.550
'[14:20:30.472 26/01/1995]',-0.039,0.023,109.875,0.524,-0.549
'[14:20:30.474 26/01/1995]',-0.038,0.023,109.875,0.524,-0.549
'[14:20:30.476 26/01/1995]',-0.038,0.023,109.875,0.524,-0.549
'[14:20:30.478 26/01/1995]',-0.037,0.023,109.875,0.524,-0.549
'[14:20:30.480 26/01/1995]',-0.036,0.023,107.820,0.528,-0.549
'[14:20:30.482 26/01/1995]',-0.034,0.023,107.820,0.528,-0.549
'[14:20:30.484 26/01/1995]',-0.034,0.023,107.820,0.528,-0.549
'[14:20:30.486 26/01/1995]',-0.033,0.023,107.820,0.528,-0.549
'[14:20:30.488 26/01/1995]',-0.033,0.023,105.564,0.527,-0.550
'[14:20:30.490 26/01/1995]',-0.033,0.023,105.564,0.527,-0.550
'[14:20:30.492 26/01/1995]',-0.034,0.023,105.564,0.527,-0.550
'[14:20:30.494 26/01/1995]',-0.034,0.023,105.564,0.527,-0.550
'[14:20:30.496 26/01/1995]',-0.035,0.023,103.108,0.522,-0.551
'[14:20:30.498 26/01/1995]',-0.035,0.023,103.108,0.522,-0.551
'[14:20:30.500 26/01/1995]',-0.034,0.023,103.108,0.522,-0.551
'[14:20:30.502 26/01/1995]',-0.034,0.023,103.108,0.522,-0.551
'[14:20:30.504 26/01/1995]',-0.031,0.024,100.351,0.515,-0.552
'[14:20:30.506 26/01/1995]',-0.029,0.025,100.351,0.515,-0.552
'[14:20:30.508 26/01/1995]',-0.026,0.027,100.351,0.515,-0.552
'[14:20:30.510 26/01/1995]',-0.023,0.028,100.351,0.515,-0.552
'[14:20:30.512 26/01/1995]',-0.021,0.030,97.393,0.502,-0.552
'[14:20:30.514 26/01/1995]',-0.018,0.032,97.393,0.502,-0.552
'[14:20:30.516 26/01/1995]',-0.017,0.031,97.393,0.502,-0.552
'[14:20:30.518 26/01/1995]',-0.015,0.030,97.393,0.502,-0.552
'[14:20:30.520 26/01/1995]',-0.016,0.030,94.386,0.487,-0.551
'[14:20:30.522 26/01/1995]',-0.017,0.030,94.386,0.487,-0.551
'[14:20:30.524 26/01/1995]',-0.019,0.030,94.386,0.487,-0.551
'[14:20:30.526 26/01/1995]',-0.020,0.030,94.386,0.487,-0.551
'[14:20:30.528 26/01/1995]',-0.022,0.030,91.529,0.469,-0.550
'[14:20:30.530 26/01/1995]',-0.023,0.030,91.529,0.469,-0.550
'[14:20:30.532 26/01/1995]',-0.023,0.030,91.529,0.469,-0.550
'[14:20:30.534 26/01/1995]',-0.024,0.030,91.529,0.469,-0.550
'[14:20:30.536 26/01/1995]',-0.023,0.030,88.872,0.448,-0.549
'[14:20:30.538 26/01/1995]',-0.021,0.030,88.872,0.448,-0.549
'[14:20:30.540 26/01/1995]',-0.019,0.030,88.872,0.448,-0.549
'[14:20:30.542 26/01/1995]',-0.017,0.030,88.872,0.448,-0.549
'[14:20:30.544 26/01/1995]',-0.016,0.029,86.516,0.422,-0.548
'[14:20:30.546 26/01/1995]',-0.014,0.028,86.516,0.422,-0.548
'[14:20:30.548 26/01/1995]',-0.014,0.027,86.516,0.422,-0.548
'[14:20:30.550 26/01/1995]',-0.013,0.025,86.516,0.422,-0.548
'[14:20:30.552 26/01/1995]',-0.014,0.024,84.612,0.394,-0.547
'[14:20:30.554 26/01/1995]',-0.014,0.023,84.612,0.394,-0.547
'[14:20:30.556 26/01/1995]',-0.014,0.023,84.612,0.394,-0.547
'[14:20:30.558 26/01/1995]',-0.013,0.023,84.612,0.394,-0.547
'[14:20:30.560 26/01/1995]',-0.012,0.023,83.008,0.362,-0.546
'[14:20:30.562 26/01/1995]',-0.011,0.023,83.008,0.362,-0.546
'[14:20:30.564 26/01/1995]',-0.008,0.023,83.008,0.362,-0.546
'[14:20:30.566 26/01/1995]',-0.006,0.023,83.008,0.362,-0.546
'[14:20:30.568 26/01/1995]',-0.003,0.023,81.704,0.330,-0.545
'[14:20:30.570 26/01/1995]',-0.001,0.023,81.704,0.330,-0.545
'[14:20:30.572 26/01/1995]',-0.000,0.023,81.704,0.330,-0.545
'[14:20:30.574 26/01/1995]',0.000,0.023,81.704,0.330,-0.545
'[14:20:30.576 26/01/1995]',-0.000,0.023,80.702,0.295,-0.544
'[14:20:30.578 26/01/1995]',-0.001,0.023,80.702,0.295,-0.544
'[14:20:30.580 26/01/1995]',-0.002,0.023,80.702,0.295,-0.544
'[14:20:30.582 26/01/1995]',-0.003,0.023,80.702,0.295,-0.544
'[14:20:30.584 26/01/1995]',-0.003,0.023,79.900,0.257,-0.543
'[14:20:30.586 26/01/1995]',-0.004,0.023,79.900,0.257,-0.543
'[14:20:30.588 26/01/1995]',-0.004,0.023,79.900,0.257,-0.543
'[14:20:30.590 26/01/1995]',-0.004,0.023,79.900,0.257,-0.543
'[14:20:30.592 26/01/1995]',-0.003,0.023,79.298,0.216,-0.543
'[14:20:30.594 26/01/1995]',-0.003,0.023,79.298,0.216,-0.543
'[14:20:30.596 26/01/1995]',-0.001,0.024,79.298,0.216,-0.543
'[14:20:30.598 26/01/1995]',0.000,0.025,79.298,0.216,-0.543
'[14:20:30.600 26/01/1995]',0.002,0.027,78.897,0.174,-0.542
'[14:20:30.602 26/01/1995]',0.004,0.028,78.897,0.174,-0.542
'[14:20:30.604 26/01/1995]',0.005,0.030,78.897,0.174,-0.542
'[14:20:30.606 26/01/1995]',0.007,0.032,78.897,0.174,-0.542
'[14:20:30.608 26/01/1995]',0.007,0.031,78.546,0.134,-0.542
'[14:20:30.610 26/01/1995]',0.008,0.030,78.546,0.134,-0.542
'[14:20:30.612 26/01/1995]',0.007,0.030,78.546,0.134,-0.542
'[14:20:30.614 26/01/1995]',0.006,0.030,78.546,0.134,-0.542
'[14:20:30.616 26/01/1995]',0.004,0.029,78.246,0.093,-0.543
'[14:20:30.618 26/01/1995]',0.002,0.028,78.246,0.093,-0.543
'[14:20:30.620 26/01/1995]',-0.001,0.027,78.246,0.093,-0.543
'[14:20:30.622 26/01/1995]',-0.004,0.025,78.246,0.093,-0.543
'[14:20:30.624 26/01/1995]',-0.006,0.024,77.945,0.053,-0.544
'[14:20:30.626 26/01/1995]',-0.008,0.023,77.945,0.053,-0.544
'[14:20:30.628 26/01/1995]',-0.008,0.023,77.945,0.053,-0.544
'[14:20:30.630 26/01/1995]',-0.008,0.023,77.945,0.053,-0.544
'[14:20:30.632 26/01/1995]',-0.007,0.023,77.744,0.015,-0.545
'[14:20:30.634 26/01/1995]',-0.006,0.023,77.744,0.015,-0.545
'[14:20:30.636 26/01/1995]',-0.004,0.023,77.744,0.015,-0.545
'[14:20:30.638 26/01/1995]',-0.003,0.023,77.744,0.015,-0.545
'[14:20:30.640 26/01/1995]',-0.001,0.023,77.393,-0.021,-0.546
'[14:20:30.642 26/01/1995]',0.000,0.023,77.393,-0.021,-0.546
'[14:20:30.644 26/01/1995]',0.001,0.023,77.393,-0.021,-0.546
'[14:20:30.646 26/01/1995]',0.003,0.023,77.393,-0.021,-0.546
'[14:20:30.648 26/01/1995]',0.003,0.023,76.992,-0.057,-0.548
'[14:20:30.650 26/01/1995]',0.004,0.023,76.992,-0.057,-0.548
'[14:20:30.652 26/01/1995]',0.004,0.023,76.992,-0.057,-0.548
'[14:20:30.654 26/01/1995]',0.004,0.023,76.992,-0.057,-0.548
'[14:20:30.656 26/01/1995]',0.006,0.024,76.642,-0.088,-0.551
'[14:20:30.658 26/01/1995]',0.008,0.025,76.642,-0.088,-0.551
'[14:20:30.660 26/01/1995]',0.012,0.028,76.642,-0.088,-0.551
'[14:20:30.662 26/01/1995]',0.017,0.030,76.642,-0.088,-0.551
'[14:20:30.664 26/01/1995]',0.025,0.034,76.241,-0.116,-0.553
'[14:20:30.666 26/01/1995]',0.033,0.038,76.241,-0.116,-0.553
'[14:20:30.668 26/01/1995]',0.043,0.041,76.241,-0.116,-0.553
'[14:20:30.670 26/01/1995]',0.054,0.043,76.241,-0.116,-0.553
'[14:20:30.672 26/01/1995]',0.065,0.047,75.789,-0.145,-0.555
