'Time and date','II ','V ','PLETH ','RESP '
'[08:22:22.370 24/01/1995]',-0.030,0.003,-0.678,-0.565
'[08:22:22.372 24/01/1995]',-0.030,0.003,-0.678,-0.565
'[08:22:22.374 24/01/1995]',-0.062,0.003,-0.678,-0.565
'[08:22:22.376 24/01/1995]',-0.062,0.003,-0.678,-0.592
'[08:22:22.378 24/01/1995]',-0.062,0.003,-0.678,-0.592
'[08:22:22.380 24/01/1995]',-0.062,0.003,-0.678,-0.592
'[08:22:22.382 24/01/1995]',-0.062,0.003,-0.678,-0.592
'[08:22:22.384 24/01/1995]',-0.062,0.003,-0.670,-0.626
'[08:22:22.386 24/01/1995]',-0.062,0.003,-0.670,-0.626
'[08:22:22.388 24/01/1995]',-0.095,0.003,-0.670,-0.626
'[08:22:22.390 24/01/1995]',-0.095,0.035,-0.670,-0.626
'[08:22:22.392 24/01/1995]',-0.095,0.035,-0.670,-0.667
'[08:22:22.394 24/01/1995]',-0.095,0.003,-0.670,-0.667
'[08:22:22.396 24/01/1995]',-0.062,0.003,-0.670,-0.667
'[08:22:22.398 24/01/1995]',-0.062,0.003,-0.670,-0.667
'[08:22:22.400 24/01/1995]',-0.062,0.003,-0.670,-0.715
'[08:22:22.402 24/01/1995]',-0.095,0.035,-0.670,-0.715
'[08:22:22.404 24/01/1995]',-0.095,0.035,-0.670,-0.715
'[08:22:22.406 24/01/1995]',-0.095,0.035,-0.670,-0.715
'[08:22:22.408 24/01/1995]',-0.095,0.035,-0.661,-0.769
'[08:22:22.410 24/01/1995]',-0.095,0.035,-0.661,-0.769
'[08:22:22.412 24/01/1995]',-0.095,0.035,-0.661,-0.769
'[08:22:22.414 24/01/1995]',-0.095,0.035,-0.661,-0.769
'[08:22:22.416 24/01/1995]',-0.095,0.035,-0.661,-0.830
'[08:22:22.418 24/01/1995]',-0.095,0.035,-0.661,-0.830
'[08:22:22.420 24/01/1995]',-0.095,0.035,-0.661,-0.830
'[08:22:22.422 24/01/1995]',-0.095,0.035,-0.661,-0.830
'[08:22:22.424 24/01/1995]',-0.095,0.035,-0.661,-0.895
'[08:22:22.426 24/01/1995]',-0.095,0.068,-0.661,-0.895
'[08:22:22.428 24/01/1995]',-0.095,0.068,-0.661,-0.895
'[08:22:22.430 24/01/1995]',-0.095,0.068,-0.661,-0.895
'[08:22:22.432 24/01/1995]',-0.095,0.068,-0.661,-0.966
'[08:22:22.434 24/01/1995]',-0.095,0.035,-0.661,-0.966
'[08:22:22.436 24/01/1995]',-0.095,0.035,-0.661,-0.966
'[08:22:22.438 24/01/1995]',-0.095,0.035,-0.661,-0.966
'[08:22:22.440 24/01/1995]',-0.095,0.035,-0.645,-
'[08:22:22.442 24/01/1995]',-0.062,0.035,-0.645,-
'[08:22:22.444 24/01/1995]',-0.062,0.035,-0.645,-
'[08:22:22.446 24/01/1995]',-0.062,0.035,-0.645,-
'[08:22:22.448 24/01/1995]',-0.062,0.035,-0.645,-
'[08:22:22.450 24/01/1995]',-0.062,0.035,-0.645,-
'[08:22:22.452 24/01/1995]',-0.030,0.035,-0.645,-
'[08:22:22.454 24/01/1995]',-0.030,0.035,-0.645,-
'[08:22:22.456 24/01/1995]',-0.030,0.035,-0.653,-
'[08:22:22.458 24/01/1995]',-0.030,0.035,-0.653,-
'[08:22:22.460 24/01/1995]',-0.030,0.035,-0.653,-
'[08:22:22.462 24/01/1995]',-0.030,0.035,-0.653,-
'[08:22:22.464 24/01/1995]',-0.030,0.035,-0.614,-
'[08:22:22.466 24/01/1995]',-0.030,0.035,-0.614,-
'[08:22:22.468 24/01/1995]',-0.030,0.035,-0.614,-
'[08:22:22.470 24/01/1995]',0.003,0.035,-0.614,-
'[08:22:22.472 24/01/1995]',0.003,0.035,-0.614,-
'[08:22:22.474 24/01/1995]',0.003,0.035,-0.614,-
'[08:22:22.476 24/01/1995]',0.003,0.035,-0.614,-
'[08:22:22.478 24/01/1995]',0.003,0.035,-0.614,-
'[08:22:22.480 24/01/1995]',0.003,0.035,-0.622,-
'[08:22:22.482 24/01/1995]',0.003,0.035,-0.622,-
'[08:22:22.484 24/01/1995]',0.034,0.035,-0.622,-
'[08:22:22.486 24/01/1995]',0.034,0.003,-0.622,-
'[08:22:22.488 24/01/1995]',0.067,0.035,-0.614,-
'[08:22:22.490 24/01/1995]',0.067,0.003,-0.614,-
'[08:22:22.492 24/01/1995]',0.099,0.003,-0.614,-
'[08:22:22.494 24/01/1995]',0.099,0.003,-0.614,-
'[08:22:22.496 24/01/1995]',0.132,0.003,-0.614,-
'[08:22:22.498 24/01/1995]',0.132,0.003,-0.614,-
'[08:22:22.500 24/01/1995]',0.165,0.003,-0.614,-
'[08:22:22.502 24/01/1995]',0.165,-0.030,-0.614,-
'[08:22:22.504 24/01/1995]',0.197,-0.030,-0.614,-
'[08:22:22.506 24/01/1995]',0.197,-0.030,-0.614,-
'[08:22:22.508 24/01/1995]',0.197,-0.030,-0.614,-
'[08:22:22.510 24/01/1995]',0.197,-0.030,-0.614,-
'[08:22:22.512 24/01/1995]',0.197,0.003,-0.606,-
'[08:22:22.514 24/01/1995]',0.165,0.003,-0.606,-
'[08:22:22.516 24/01/1995]',0.165,0.003,-0.606,-
'[08:22:22.518 24/01/1995]',0.165,0.003,-0.606,-
'[08:22:22.520 24/01/1995]',0.197,0.003,-0.598,-
'[08:22:22.522 24/01/1995]',0.197,-0.030,-0.598,-
'[08:22:22.524 24/01/1995]',0.230,0.003,-0.598,-
'[08:22:22.526 24/01/1995]',0.230,0.003,-0.598,-
'[08:22:22.528 24/01/1995]',0.230,0.003,-0.573,-
'[08:22:22.530 24/01/1995]',0.263,0.003,-0.573,-
'[08:22:22.532 24/01/1995]',0.263,-0.030,-0.573,-
'[08:22:22.534 24/01/1995]',0.263,0.003,-0.573,-
'[08:22:22.536 24/01/1995]',0.230,0.003,-0.540,-
'[08:22:22.538 24/01/1995]',0.230,0.003,-0.540,-
'[08:22:22.540 24/01/1995]',0.230,0.003,-0.540,-
'[08:22:22.542 24/01/1995]',0.197,0.003,-0.540,-
'[08:22:22.544 24/01/1995]',0.197,0.003,-0.499,-
'[08:22:22.546 24/01/1995]',0.197,0.003,-0.499,-
'[08:22:22.548 24/01/1995]',0.197,0.003,-0.499,-
'[08:22:22.550 24/01/1995]',0.230,0.003,-0.499,-
'[08:22:22.552 24/01/1995]',0.230,0.003,-0.442,-
'[08:22:22.554 24/01/1995]',0.230,0.003,-0.442,-
'[08:22:22.556 24/01/1995]',0.230,0.003,-0.442,-
'[08:22:22.558 24/01/1995]',0.197,0.003,-0.442,-
'[08:22:22.560 24/01/1995]',0.197,0.003,-0.377,-
'[08:22:22.562 24/01/1995]',0.197,0.003,-0.377,-
'[08:22:22.564 24/01/1995]',0.165,0.003,-0.377,-
'[08:22:22.566 24/01/1995]',0.165,0.003,-0.377,-
'[08:22:22.568 24/01/1995]',0.165,0.003,-0.286,-
'[08:22:22.570 24/01/1995]',0.132,0.003,-0.286,-
'[08:22:22.572 24/01/1995]',0.132,0.003,-0.286,-
'[08:22:22.574 24/01/1995]',0.099,0.003,-0.286,-
'[08:22:22.576 24/01/1995]',0.099,0.003,-0.172,-
'[08:22:22.578 24/01/1995]',0.067,0.003,-0.172,-
'[08:22:22.580 24/01/1995]',0.067,0.003,-0.172,-
'[08:22:22.582 24/01/1995]',0.034,0.003,-0.172,-
'[08:22:22.584 24/01/1995]',0.067,0.003,-0.049,-
'[08:22:22.586 24/01/1995]',0.034,0.003,-0.049,-
'[08:22:22.588 24/01/1995]',0.034,0.003,-0.049,-
'[08:22:22.590 24/01/1995]',0.034,0.003,-0.049,-
'[08:22:22.592 24/01/1995]',0.034,0.003,0.090,-
'[08:22:22.594 24/01/1995]',0.003,0.003,0.090,-
'[08:22:22.596 24/01/1995]',0.003,0.003,0.090,-
'[08:22:22.598 24/01/1995]',0.003,0.003,0.090,-
'[08:22:22.600 24/01/1995]',0.003,0.003,0.221,-
'[08:22:22.602 24/01/1995]',0.003,0.003,0.221,-
'[08:22:22.604 24/01/1995]',0.003,0.003,0.221,-
'[08:22:22.606 24/01/1995]',0.003,0.003,0.221,-
'[08:22:22.608 24/01/1995]',-0.030,0.003,0.360,-
'[08:22:22.610 24/01/1995]',-0.030,0.003,0.360,-
'[08:22:22.612 24/01/1995]',-0.030,0.003,0.360,-
'[08:22:22.614 24/01/1995]',-0.030,0.003,0.360,-
'[08:22:22.616 24/01/1995]',-0.030,0.003,0.483,-
'[08:22:22.618 24/01/1995]',-0.030,0.003,0.483,-
'[08:22:22.620 24/01/1995]',-0.030,0.003,0.483,-
'[08:22:22.622 24/01/1995]',-0.030,0.035,0.483,-
'[08:22:22.624 24/01/1995]',-0.030,0.035,0.606,-
'[08:22:22.626 24/01/1995]',-0.030,0.035,0.606,-
'[08:22:22.628 24/01/1995]',-0.030,0.035,0.606,-
'[08:22:22.630 24/01/1995]',-0.030,0.035,0.606,-
'[08:22:22.632 24/01/1995]',-0.030,0.003,0.696,-
'[08:22:22.634 24/01/1995]',0.003,0.003,0.696,-
'[08:22:22.636 24/01/1995]',0.003,0.003,0.696,-
'[08:22:22.638 24/01/1995]',0.003,0.003,0.696,-
'[08:22:22.640 24/01/1995]',0.003,0.003,0.778,-
'[08:22:22.642 24/01/1995]',-0.030,0.003,0.778,-
'[08:22:22.644 24/01/1995]',-0.030,0.003,0.778,-
'[08:22:22.646 24/01/1995]',-0.030,0.003,0.778,-
'[08:22:22.648 24/01/1995]',-0.030,0.003,0.852,-
'[08:22:22.650 24/01/1995]',-0.062,0.003,0.852,-
'[08:22:22.652 24/01/1995]',-0.030,0.003,0.852,-
'[08:22:22.654 24/01/1995]',-0.030,0.003,0.852,-
'[08:22:22.656 24/01/1995]',-0.030,0.003,0.909,-
'[08:22:22.658 24/01/1995]',-0.030,0.003,0.909,-
'[08:22:22.660 24/01/1995]',-0.030,0.003,0.909,-
'[08:22:22.662 24/01/1995]',-0.030,0.003,0.909,-
'[08:22:22.664 24/01/1995]',-0.030,0.003,0.950,-
'[08:22:22.666 24/01/1995]',-0.030,0.003,0.950,-
'[08:22:22.668 24/01/1995]',-0.030,0.003,0.950,-
'[08:22:22.670 24/01/1995]',-0.030,0.003,0.950,-
'[08:22:22.672 24/01/1995]',-0.030,0.003,0.975,-
'[08:22:22.674 24/01/1995]',-0.030,0.003,0.975,-
'[08:22:22.676 24/01/1995]',-0.030,0.003,0.975,-
'[08:22:22.678 24/01/1995]',-0.030,0.003,0.975,-
'[08:22:22.680 24/01/1995]',-0.030,0.003,0.983,-
'[08:22:22.682 24/01/1995]',-0.062,0.003,0.983,-
'[08:22:22.684 24/01/1995]',-0.062,0.003,0.983,-
'[08:22:22.686 24/01/1995]',-0.062,0.003,0.983,-
'[08:22:22.688 24/01/1995]',-0.062,0.003,0.991,-
'[08:22:22.690 24/01/1995]',-0.062,0.003,0.991,-
'[08:22:22.692 24/01/1995]',-0.030,0.003,0.991,-
'[08:22:22.694 24/01/1995]',-0.062,0.003,0.991,-
'[08:22:22.696 24/01/1995]',-0.062,0.003,0.983,-
'[08:22:22.698 24/01/1995]',-0.062,0.003,0.983,-
'[08:22:22.700 24/01/1995]',-0.095,0.003,0.983,-
'[08:22:22.702 24/01/1995]',-0.095,0.003,0.983,-
'[08:22:22.704 24/01/1995]',-0.095,0.035,0.966,-
'[08:22:22.706 24/01/1995]',-0.128,0.035,0.966,-
'[08:22:22.708 24/01/1995]',-0.128,0.035,0.966,-
'[08:22:22.710 24/01/1995]',-0.128,0.035,0.966,-
'[08:22:22.712 24/01/1995]',-0.128,0.035,0.958,-
'[08:22:22.714 24/01/1995]',-0.128,0.035,0.958,-
'[08:22:22.716 24/01/1995]',-0.095,0.035,0.958,-
'[08:22:22.718 24/01/1995]',-0.095,0.035,0.958,-
'[08:22:22.720 24/01/1995]',-0.095,0.035,0.933,-
'[08:22:22.722 24/01/1995]',-0.062,0.035,0.933,-
'[08:22:22.724 24/01/1995]',-0.062,0.035,0.933,-
'[08:22:22.726 24/01/1995]',-0.062,0.035,0.933,-
'[08:22:22.728 24/01/1995]',-0.062,0.035,0.892,-
'[08:22:22.730 24/01/1995]',-0.062,0.035,0.892,-
'[08:22:22.732 24/01/1995]',-0.062,0.035,0.892,-
'[08:22:22.734 24/01/1995]',-0.095,0.035,0.892,-
'[08:22:22.736 24/01/1995]',-0.095,0.035,0.860,-
'[08:22:22.738 24/01/1995]',-0.062,0.035,0.860,-
'[08:22:22.740 24/01/1995]',-0.062,0.035,0.860,-
'[08:22:22.742 24/01/1995]',-0.062,0.035,0.860,-
'[08:22:22.744 24/01/1995]',-0.062,0.035,0.810,-
'[08:22:22.746 24/01/1995]',-0.062,0.035,0.810,-
'[08:22:22.748 24/01/1995]',-0.062,0.035,0.810,-
'[08:22:22.750 24/01/1995]',-0.095,0.035,0.810,-
'[08:22:22.752 24/01/1995]',-0.062,0.035,0.753,-
'[08:22:22.754 24/01/1995]',-0.062,0.035,0.753,-
'[08:22:22.756 24/01/1995]',-0.062,0.068,0.753,-
'[08:22:22.758 24/01/1995]',-0.062,0.068,0.753,-
'[08:22:22.760 24/01/1995]',-0.062,0.035,0.713,-
'[08:22:22.762 24/01/1995]',-0.062,0.068,0.713,-
'[08:22:22.764 24/01/1995]',-0.030,0.035,0.713,-
'[08:22:22.766 24/01/1995]',-0.030,0.035,0.713,-
'[08:22:22.768 24/01/1995]',-0.030,0.035,0.647,-
'[08:22:22.770 24/01/1995]',-0.030,0.035,0.647,-
'[08:22:22.772 24/01/1995]',-0.030,0.035,0.647,-
'[08:22:22.774 24/01/1995]',-0.030,0.003,0.647,-
'[08:22:22.776 24/01/1995]',-0.030,0.003,0.590,-
'[08:22:22.778 24/01/1995]',-0.030,0.003,0.590,-
'[08:22:22.780 24/01/1995]',0.003,0.003,0.590,-
'[08:22:22.782 24/01/1995]',-0.030,0.003,0.590,-
'[08:22:22.784 24/01/1995]',-0.030,0.003,0.524,-
'[08:22:22.786 24/01/1995]',-0.030,0.003,0.524,-
'[08:22:22.788 24/01/1995]',-0.030,0.003,0.524,-
'[08:22:22.790 24/01/1995]',-0.030,0.003,0.524,-
'[08:22:22.792 24/01/1995]',-0.030,0.003,0.459,-
'[08:22:22.794 24/01/1995]',-0.030,0.003,0.459,-
'[08:22:22.796 24/01/1995]',-0.062,0.003,0.459,-
'[08:22:22.798 24/01/1995]',-0.062,0.003,0.459,-
'[08:22:22.800 24/01/1995]',-0.062,0.003,0.409,-
'[08:22:22.802 24/01/1995]',-0.062,0.003,0.409,-
'[08:22:22.804 24/01/1995]',-0.062,0.003,0.409,-
'[08:22:22.806 24/01/1995]',-0.062,0.003,0.409,-
'[08:22:22.808 24/01/1995]',-0.062,0.003,0.352,-
'[08:22:22.810 24/01/1995]',-0.062,0.003,0.352,-
'[08:22:22.812 24/01/1995]',-0.062,0.003,0.352,-
'[08:22:22.814 24/01/1995]',-0.062,0.003,0.352,-
'[08:22:22.816 24/01/1995]',-0.030,0.003,0.311,-
'[08:22:22.818 24/01/1995]',-0.030,0.003,0.311,-
'[08:22:22.820 24/01/1995]',-0.030,0.003,0.311,-
'[08:22:22.822 24/01/1995]',-0.030,0.003,0.311,-
'[08:22:22.824 24/01/1995]',0.003,0.003,0.270,-
'[08:22:22.826 24/01/1995]',0.003,0.003,0.270,-
'[08:22:22.828 24/01/1995]',0.003,0.003,0.270,-
'[08:22:22.830 24/01/1995]',0.003,0.003,0.270,-
'[08:22:22.832 24/01/1995]',0.003,0.003,0.230,-
'[08:22:22.834 24/01/1995]',0.003,0.003,0.230,-
'[08:22:22.836 24/01/1995]',0.003,0.003,0.230,-
'[08:22:22.838 24/01/1995]',0.003,0.003,0.230,-
'[08:22:22.840 24/01/1995]',0.034,0.003,0.197,-
'[08:22:22.842 24/01/1995]',0.034,0.003,0.197,-
'[08:22:22.844 24/01/1995]',0.003,0.003,0.197,-
'[08:22:22.846 24/01/1995]',0.003,0.003,0.197,-
'[08:22:22.848 24/01/1995]',0.003,0.035,0.155,-
'[08:22:22.850 24/01/1995]',0.003,0.035,0.155,-
'[08:22:22.852 24/01/1995]',-0.030,0.068,0.155,-
'[08:22:22.854 24/01/1995]',-0.030,0.068,0.155,-
'[08:22:22.856 24/01/1995]',-0.062,0.102,0.131,-
'[08:22:22.858 24/01/1995]',-0.128,0.169,0.131,-
'[08:22:22.860 24/01/1995]',-0.193,0.202,0.131,-
'[08:22:22.862 24/01/1995]',-0.291,0.269,0.131,-
'[08:22:22.864 24/01/1995]',-0.323,0.336,0.106,-
'[08:22:22.866 24/01/1995]',-0.389,0.403,0.106,-
'[08:22:22.868 24/01/1995]',-0.454,0.436,0.106,-
'[08:22:22.870 24/01/1995]',-0.518,0.502,0.106,-
'[08:22:22.872 24/01/1995]',-0.616,0.602,0.082,-
'[08:22:22.874 24/01/1995]',-0.812,0.736,0.082,-
'[08:22:22.876 24/01/1995]',-1.006,0.869,0.082,-
'[08:22:22.878 24/01/1995]',-1.169,0.968,0.082,-
'[08:22:22.880 24/01/1995]',-1.300,1.035,0.049,-
'[08:22:22.882 24/01/1995]',-1.396,1.102,0.049,-
'[08:22:22.884 24/01/1995]',-1.429,1.169,0.049,-
'[08:22:22.886 24/01/1995]',-1.461,1.202,0.049,-
'[08:22:22.888 24/01/1995]',-1.527,1.236,0.033,-
'[08:22:22.890 24/01/1995]',-1.527,1.236,0.033,-
'[08:22:22.892 24/01/1995]',-1.527,1.269,0.033,-
'[08:22:22.894 24/01/1995]',-1.494,1.236,0.033,-
'[08:22:22.896 24/01/1995]',-1.494,1.236,0.008,-
'[08:22:22.898 24/01/1995]',-1.461,1.202,0.008,-
'[08:22:22.900 24/01/1995]',-1.429,1.135,0.008,-
'[08:22:22.902 24/01/1995]',-1.365,1.068,0.008,-
'[08:22:22.904 24/01/1995]',-1.267,1.002,-0.017,-
'[08:22:22.906 24/01/1995]',-1.202,0.903,-0.017,-
'[08:22:22.908 24/01/1995]',-1.104,0.836,-0.017,-
'[08:22:22.910 24/01/1995]',-1.006,0.769,-0.017,-
'[08:22:22.912 24/01/1995]',-0.909,0.702,-0.041,-
'[08:22:22.914 24/01/1995]',-0.844,0.635,-0.041,-
'[08:22:22.916 24/01/1995]',-0.746,0.602,-0.041,-
'[08:22:22.918 24/01/1995]',-0.681,0.568,-0.041,-
'[08:22:22.920 24/01/1995]',-0.616,0.568,-0.058,-
'[08:22:22.922 24/01/1995]',-0.550,0.535,-0.058,-
'[08:22:22.924 24/01/1995]',-0.485,0.502,-0.058,-
'[08:22:22.926 24/01/1995]',-0.454,0.470,-0.058,-
'[08:22:22.928 24/01/1995]',-0.389,0.436,-0.082,-
'[08:22:22.930 24/01/1995]',-0.323,0.369,-0.082,-
'[08:22:22.932 24/01/1995]',-0.291,0.336,-0.082,-
'[08:22:22.934 24/01/1995]',-0.258,0.336,-0.082,-
'[08:22:22.936 24/01/1995]',-0.226,0.302,-0.098,-
'[08:22:22.938 24/01/1995]',-0.193,0.302,-0.098,-
'[08:22:22.940 24/01/1995]',-0.160,0.269,-0.098,-
'[08:22:22.942 24/01/1995]',-0.160,0.236,-0.098,-
'[08:22:22.944 24/01/1995]',-0.095,0.202,-0.123,-
'[08:22:22.946 24/01/1995]',-0.095,0.202,-0.123,-
'[08:22:22.948 24/01/1995]',-0.095,0.169,-0.123,-
'[08:22:22.950 24/01/1995]',-0.062,0.135,-0.123,-
'[08:22:22.952 24/01/1995]',-0.062,0.102,-0.147,-
'[08:22:22.954 24/01/1995]',-0.030,0.068,-0.147,-
'[08:22:22.956 24/01/1995]',0.003,0.035,-0.147,-
'[08:22:22.958 24/01/1995]',0.003,0.035,-0.147,-
'[08:22:22.960 24/01/1995]',0.034,0.003,-0.180,-
'[08:22:22.962 24/01/1995]',0.067,0.003,-0.180,-
'[08:22:22.964 24/01/1995]',0.099,-0.030,-0.180,-
'[08:22:22.966 24/01/1995]',0.132,-0.064,-0.180,-
'[08:22:22.968 24/01/1995]',0.165,-0.097,-0.197,-
'[08:22:22.970 24/01/1995]',0.165,-0.131,-0.197,-
'[08:22:22.972 24/01/1995]',0.197,-0.164,-0.197,-
'[08:22:22.974 24/01/1995]',0.197,-0.198,-0.197,-
'[08:22:22.976 24/01/1995]',0.197,-0.198,-0.197,-
'[08:22:22.978 24/01/1995]',0.197,-0.231,-0.197,-
'[08:22:22.980 24/01/1995]',0.197,-0.264,-0.197,-
'[08:22:22.982 24/01/1995]',0.230,-0.264,-0.197,-
'[08:22:22.984 24/01/1995]',0.230,-0.298,-0.221,-
'[08:22:22.986 24/01/1995]',0.230,-0.298,-0.221,-
'[08:22:22.988 24/01/1995]',0.263,-0.298,-0.221,-
'[08:22:22.990 24/01/1995]',0.263,-0.298,-0.221,-
'[08:22:22.992 24/01/1995]',0.263,-0.298,-0.237,-
'[08:22:22.994 24/01/1995]',0.263,-0.331,-0.237,-
'[08:22:22.996 24/01/1995]',0.295,-0.331,-0.237,-
'[08:22:22.998 24/01/1995]',0.295,-0.331,-0.237,-
'[08:22:23.000 24/01/1995]',0.295,-0.331,-0.262,-
'[08:22:23.002 24/01/1995]',0.295,-0.331,-0.262,-
'[08:22:23.004 24/01/1995]',0.295,-0.331,-0.262,-
'[08:22:23.006 24/01/1995]',0.295,-0.365,-0.262,-
'[08:22:23.008 24/01/1995]',0.295,-0.365,-0.286,-
'[08:22:23.010 24/01/1995]',0.295,-0.365,-0.286,-
'[08:22:23.012 24/01/1995]',0.295,-0.365,-0.286,-
'[08:22:23.014 24/01/1995]',0.328,-0.365,-0.286,-
'[08:22:23.016 24/01/1995]',0.328,-0.365,-0.295,-
'[08:22:23.018 24/01/1995]',0.328,-0.398,-0.295,-
'[08:22:23.020 24/01/1995]',0.328,-0.398,-0.295,-
'[08:22:23.022 24/01/1995]',0.361,-0.432,-0.295,-
'[08:22:23.024 24/01/1995]',0.393,-0.432,-0.328,-
'[08:22:23.026 24/01/1995]',0.393,-0.432,-0.328,-
'[08:22:23.028 24/01/1995]',0.426,-0.432,-0.328,-
'[08:22:23.030 24/01/1995]',0.426,-0.465,-0.328,-
'[08:22:23.032 24/01/1995]',0.458,-0.465,-0.352,-
'[08:22:23.034 24/01/1995]',0.458,-0.497,-0.352,-
'[08:22:23.036 24/01/1995]',0.490,-0.497,-0.352,-
'[08:22:23.038 24/01/1995]',0.522,-0.497,-0.352,-
'[08:22:23.040 24/01/1995]',0.555,-0.530,-0.360,-
'[08:22:23.042 24/01/1995]',0.555,-0.530,-0.360,-
'[08:22:23.044 24/01/1995]',0.588,-0.564,-0.360,-
'[08:22:23.046 24/01/1995]',0.588,-0.564,-0.360,-
'[08:22:23.048 24/01/1995]',0.620,-0.597,-0.385,-
'[08:22:23.050 24/01/1995]',0.653,-0.597,-0.385,-
'[08:22:23.052 24/01/1995]',0.685,-0.631,-0.385,-
'[08:22:23.054 24/01/1995]',0.685,-0.631,-0.385,-
'[08:22:23.056 24/01/1995]',0.718,-0.631,-0.393,-
'[08:22:23.058 24/01/1995]',0.751,-0.664,-0.393,-
'[08:22:23.060 24/01/1995]',0.783,-0.664,-0.393,-
'[08:22:23.062 24/01/1995]',0.783,-0.698,-0.393,-
'[08:22:23.064 24/01/1995]',0.849,-0.698,-0.417,-
'[08:22:23.066 24/01/1995]',0.849,-0.731,-0.417,-
'[08:22:23.068 24/01/1995]',0.881,-0.731,-0.417,-
'[08:22:23.070 24/01/1995]',0.914,-0.731,-0.417,-
'[08:22:23.072 24/01/1995]',0.914,-0.764,-0.434,-
'[08:22:23.074 24/01/1995]',0.945,-0.764,-0.434,-
'[08:22:23.076 24/01/1995]',0.945,-0.764,-0.434,-
'[08:22:23.078 24/01/1995]',0.945,-0.764,-0.434,-
'[08:22:23.080 24/01/1995]',0.945,-0.798,-0.434,-
'[08:22:23.082 24/01/1995]',0.945,-0.798,-0.434,-
'[08:22:23.084 24/01/1995]',0.945,-0.798,-0.434,-
'[08:22:23.086 24/01/1995]',0.945,-0.798,-0.434,-
'[08:22:23.088 24/01/1995]',0.945,-0.798,-0.451,-
'[08:22:23.090 24/01/1995]',0.914,-0.798,-0.451,-
'[08:22:23.092 24/01/1995]',0.914,-0.764,-0.451,-
'[08:22:23.094 24/01/1995]',0.914,-0.764,-0.451,-
'[08:22:23.096 24/01/1995]',0.881,-0.764,-0.467,-
'[08:22:23.098 24/01/1995]',0.881,-0.731,-0.467,-
'[08:22:23.100 24/01/1995]',0.881,-0.731,-0.467,-
'[08:22:23.102 24/01/1995]',0.849,-0.698,-0.467,-
'[08:22:23.104 24/01/1995]',0.816,-0.664,-0.475,-
'[08:22:23.106 24/01/1995]',0.783,-0.664,-0.475,-
'[08:22:23.108 24/01/1995]',0.751,-0.631,-0.475,-
'[08:22:23.110 24/01/1995]',0.718,-0.631,-0.475,-
'[08:22:23.112 24/01/1995]',0.685,-0.597,-0.483,-
'[08:22:23.114 24/01/1995]',0.653,-0.564,-0.483,-
'[08:22:23.116 24/01/1995]',0.620,-0.530,-0.483,-
'[08:22:23.118 24/01/1995]',0.588,-0.497,-0.483,-
'[08:22:23.120 24/01/1995]',0.588,-0.465,-0.467,-
'[08:22:23.122 24/01/1995]',0.555,-0.465,-0.467,-
'[08:22:23.124 24/01/1995]',0.522,-0.432,-0.467,-
'[08:22:23.126 24/01/1995]',0.490,-0.398,-0.467,-
'[08:22:23.128 24/01/1995]',0.458,-0.365,-0.467,-
'[08:22:23.130 24/01/1995]',0.426,-0.365,-0.467,-
'[08:22:23.132 24/01/1995]',0.426,-0.331,-0.467,-
'[08:22:23.134 24/01/1995]',0.393,-0.298,-0.467,-
'[08:22:23.136 24/01/1995]',0.361,-0.298,-0.451,-
'[08:22:23.138 24/01/1995]',0.328,-0.264,-0.451,-
'[08:22:23.140 24/01/1995]',0.295,-0.231,-0.451,-
'[08:22:23.142 24/01/1995]',0.295,-0.231,-0.451,-
'[08:22:23.144 24/01/1995]',0.230,-0.198,-0.409,-
'[08:22:23.146 24/01/1995]',0.197,-0.198,-0.409,-
'[08:22:23.148 24/01/1995]',0.197,-0.198,-0.409,-
'[08:22:23.150 24/01/1995]',0.165,-0.164,-0.409,-
'[08:22:23.152 24/01/1995]',0.132,-0.164,-0.368,-
'[08:22:23.154 24/01/1995]',0.099,-0.131,-0.368,-
'[08:22:23.156 24/01/1995]',0.099,-0.131,-0.368,-
'[08:22:23.158 24/01/1995]',0.067,-0.097,-0.368,-
'[08:22:23.160 24/01/1995]',0.034,-0.064,-0.311,-
'[08:22:23.162 24/01/1995]',0.003,-0.064,-0.311,-
'[08:22:23.164 24/01/1995]',0.003,-0.064,-0.311,-
'[08:22:23.166 24/01/1995]',0.003,-0.030,-0.311,-
'[08:22:23.168 24/01/1995]',-0.030,-0.030,-0.245,-
'[08:22:23.170 24/01/1995]',-0.030,0.003,-0.245,-
'[08:22:23.172 24/01/1995]',-0.062,0.003,-0.245,-
'[08:22:23.174 24/01/1995]',-0.062,0.003,-0.245,-
'[08:22:23.176 24/01/1995]',-0.062,0.003,-0.172,-
'[08:22:23.178 24/01/1995]',-0.095,0.003,-0.172,-
'[08:22:23.180 24/01/1995]',-0.095,0.003,-0.172,-
'[08:22:23.182 24/01/1995]',-0.128,0.003,-0.172,-
'[08:22:23.184 24/01/1995]',-0.128,0.003,-0.090,-
'[08:22:23.186 24/01/1995]',-0.160,0.035,-0.090,-
'[08:22:23.188 24/01/1995]',-0.160,0.035,-0.090,-
'[08:22:23.190 24/01/1995]',-0.160,0.035,-0.090,-
'[08:22:23.192 24/01/1995]',-0.160,0.035,-0.017,-
'[08:22:23.194 24/01/1995]',-0.193,0.035,-0.017,-
'[08:22:23.196 24/01/1995]',-0.160,0.068,-0.017,-
'[08:22:23.198 24/01/1995]',-0.193,0.068,-0.017,-
