'Time and date','II','V','ABP','PLETH','RESP'
'[07:46:45.976 05/06/1995]',-0.140,0.062,73.228,0.213,-0.626
'[07:46:45.978 05/06/1995]',-0.140,0.032,73.228,0.213,-0.626
'[07:46:45.980 05/06/1995]',-0.140,0.032,73.228,0.213,-0.626
'[07:46:45.982 05/06/1995]',-0.140,0.032,73.228,0.213,-0.626
'[07:46:45.984 05/06/1995]',-0.140,0.032,72.393,0.197,-0.625
'[07:46:45.986 05/06/1995]',-0.176,0.032,72.393,0.197,-0.625
'[07:46:45.988 05/06/1995]',-0.140,0.032,72.393,0.197,-0.625
'[07:46:45.990 05/06/1995]',-0.140,0.032,72.393,0.197,-0.625
'[07:46:45.992 05/06/1995]',-0.140,0.032,71.557,0.185,-0.624
'[07:46:45.994 05/06/1995]',-0.140,0.032,71.557,0.185,-0.624
'[07:46:45.996 05/06/1995]',-0.140,0.032,71.557,0.185,-0.624
'[07:46:45.998 05/06/1995]',-0.176,0.032,71.557,0.185,-0.624
'[07:46:46.000 05/06/1995]',-0.176,0.032,70.798,0.173,-0.622
'[07:46:46.002 05/06/1995]',-0.140,0.032,70.798,0.173,-0.622
'[07:46:46.004 05/06/1995]',-0.140,0.032,70.798,0.173,-0.622
'[07:46:46.006 05/06/1995]',-0.140,0.032,70.798,0.173,-0.622
'[07:46:46.008 05/06/1995]',-0.140,0.032,69.962,0.156,-0.618
'[07:46:46.010 05/06/1995]',-0.140,0.032,69.962,0.156,-0.618
'[07:46:46.012 05/06/1995]',-0.140,0.032,69.962,0.156,-0.618
'[07:46:46.014 05/06/1995]',-0.140,0.032,69.962,0.156,-0.618
'[07:46:46.016 05/06/1995]',-0.140,0.032,69.278,0.144,-0.614
'[07:46:46.018 05/06/1995]',-0.176,0.032,69.278,0.144,-0.614
'[07:46:46.020 05/06/1995]',-0.176,0.032,69.278,0.144,-0.614
'[07:46:46.022 05/06/1995]',-0.176,0.032,69.278,0.144,-0.614
'[07:46:46.024 05/06/1995]',-0.176,0.032,68.595,0.127,-0.609
'[07:46:46.026 05/06/1995]',-0.140,0.032,68.595,0.127,-0.609
'[07:46:46.028 05/06/1995]',-0.140,0.032,68.595,0.127,-0.609
'[07:46:46.030 05/06/1995]',-0.140,0.032,68.595,0.127,-0.609
'[07:46:46.032 05/06/1995]',-0.140,0.032,68.063,0.116,-0.603
'[07:46:46.034 05/06/1995]',-0.176,0.032,68.063,0.116,-0.603
'[07:46:46.036 05/06/1995]',-0.176,0.032,68.063,0.116,-0.603
'[07:46:46.038 05/06/1995]',-0.140,0.032,68.063,0.116,-0.603
'[07:46:46.040 05/06/1995]',-0.140,0.032,67.683,0.092,-0.595
'[07:46:46.042 05/06/1995]',-0.140,0.032,67.683,0.092,-0.595
'[07:46:46.044 05/06/1995]',-0.140,0.032,67.683,0.092,-0.595
'[07:46:46.046 05/06/1995]',-0.140,0.032,67.683,0.092,-0.595
'[07:46:46.048 05/06/1995]',-0.140,0.032,67.379,0.081,-0.587
'[07:46:46.050 05/06/1995]',-0.176,0.032,67.379,0.081,-0.587
'[07:46:46.052 05/06/1995]',-0.176,0.003,67.379,0.081,-0.587
'[07:46:46.054 05/06/1995]',-0.176,0.003,67.379,0.081,-0.587
'[07:46:46.056 05/06/1995]',-0.176,0.003,67.151,0.064,-0.578
'[07:46:46.058 05/06/1995]',-0.176,0.032,67.151,0.064,-0.578
'[07:46:46.060 05/06/1995]',-0.140,0.032,67.151,0.064,-0.578
'[07:46:46.062 05/06/1995]',-0.140,0.032,67.151,0.064,-0.578
'[07:46:46.064 05/06/1995]',-0.104,0.032,66.999,0.058,-0.569
'[07:46:46.066 05/06/1995]',-0.104,0.032,66.999,0.058,-0.569
'[07:46:46.068 05/06/1995]',-0.140,0.032,66.999,0.058,-0.569
'[07:46:46.070 05/06/1995]',-0.140,0.032,66.999,0.058,-0.569
'[07:46:46.072 05/06/1995]',-0.176,0.003,66.999,0.046,-0.560
'[07:46:46.074 05/06/1995]',-0.176,0.003,66.999,0.046,-0.560
'[07:46:46.076 05/06/1995]',-0.140,0.003,66.999,0.046,-0.560
'[07:46:46.078 05/06/1995]',-0.176,0.003,66.999,0.046,-0.560
'[07:46:46.080 05/06/1995]',-0.140,0.032,66.999,0.040,-0.552
'[07:46:46.082 05/06/1995]',-0.140,0.032,66.999,0.040,-0.552
'[07:46:46.084 05/06/1995]',-0.140,0.032,66.999,0.040,-0.552
'[07:46:46.086 05/06/1995]',-0.140,0.003,66.999,0.040,-0.552
'[07:46:46.088 05/06/1995]',-0.140,0.032,67.151,0.040,-0.544
'[07:46:46.090 05/06/1995]',-0.140,0.003,67.151,0.040,-0.544
'[07:46:46.092 05/06/1995]',-0.140,0.032,67.151,0.040,-0.544
'[07:46:46.094 05/06/1995]',-0.104,0.032,67.151,0.040,-0.544
'[07:46:46.096 05/06/1995]',-0.140,0.032,67.227,0.052,-0.537
'[07:46:46.098 05/06/1995]',-0.140,0.032,67.227,0.052,-0.537
'[07:46:46.100 05/06/1995]',-0.140,0.032,67.227,0.052,-0.537
'[07:46:46.102 05/06/1995]',-0.140,0.032,67.227,0.052,-0.537
'[07:46:46.104 05/06/1995]',-0.140,0.032,67.455,0.069,-0.530
'[07:46:46.106 05/06/1995]',-0.140,0.032,67.455,0.069,-0.530
'[07:46:46.108 05/06/1995]',-0.140,0.003,67.455,0.069,-0.530
'[07:46:46.110 05/06/1995]',-0.140,0.032,67.455,0.069,-0.530
'[07:46:46.112 05/06/1995]',-0.140,0.003,67.683,0.104,-0.525
'[07:46:46.114 05/06/1995]',-0.140,0.032,67.683,0.104,-0.525
'[07:46:46.116 05/06/1995]',-0.140,0.032,67.683,0.104,-0.525
'[07:46:46.118 05/06/1995]',-0.140,0.032,67.683,0.104,-0.525
'[07:46:46.120 05/06/1995]',-0.104,0.032,67.835,0.133,-0.520
'[07:46:46.122 05/06/1995]',-0.104,0.032,67.835,0.133,-0.520
'[07:46:46.124 05/06/1995]',-0.104,0.032,67.835,0.133,-0.520
'[07:46:46.126 05/06/1995]',-0.104,0.032,67.835,0.133,-0.520
'[07:46:46.128 05/06/1995]',-0.068,0.062,67.987,0.173,-0.516
'[07:46:46.130 05/06/1995]',-0.068,0.062,67.987,0.173,-0.516
'[07:46:46.132 05/06/1995]',-0.068,0.062,67.987,0.173,-0.516
'[07:46:46.134 05/06/1995]',-0.068,0.062,67.987,0.173,-0.516
'[07:46:46.136 05/06/1995]',-0.068,0.062,67.987,0.213,-0.513
'[07:46:46.138 05/06/1995]',-0.068,0.062,67.987,0.213,-0.513
'[07:46:46.140 05/06/1995]',-0.068,0.062,67.987,0.213,-0.513
'[07:46:46.142 05/06/1995]',-0.068,0.062,67.987,0.213,-0.513
'[07:46:46.144 05/06/1995]',-0.068,0.032,67.911,0.248,-0.510
'[07:46:46.146 05/06/1995]',-0.033,0.032,67.911,0.248,-0.510
'[07:46:46.148 05/06/1995]',-0.033,0.032,67.911,0.248,-0.510
'[07:46:46.150 05/06/1995]',-0.033,0.032,67.911,0.248,-0.510
'[07:46:46.152 05/06/1995]',-0.033,0.003,67.759,0.289,-0.507
'[07:46:46.154 05/06/1995]',-0.033,0.003,67.759,0.289,-0.507
'[07:46:46.156 05/06/1995]',-0.033,0.003,67.759,0.289,-0.507
'[07:46:46.158 05/06/1995]',-0.033,0.003,67.759,0.289,-0.507
'[07:46:46.160 05/06/1995]',-0.033,0.003,67.455,0.318,-0.504
'[07:46:46.162 05/06/1995]',-0.033,0.003,67.455,0.318,-0.504
'[07:46:46.164 05/06/1995]',-0.033,0.003,67.455,0.318,-0.504
'[07:46:46.166 05/06/1995]',-0.033,0.003,67.455,0.318,-0.504
'[07:46:46.168 05/06/1995]',-0.033,0.003,67.151,0.346,-0.500
'[07:46:46.170 05/06/1995]',-0.068,0.003,67.151,0.346,-0.500
'[07:46:46.172 05/06/1995]',-0.068,0.003,67.151,0.346,-0.500
'[07:46:46.174 05/06/1995]',-0.068,0.003,67.151,0.346,-0.500
'[07:46:46.176 05/06/1995]',-0.068,0.003,66.696,0.370,-0.495
'[07:46:46.178 05/06/1995]',-0.068,0.003,66.696,0.370,-0.495
'[07:46:46.180 05/06/1995]',-0.068,0.003,66.696,0.370,-0.495
'[07:46:46.182 05/06/1995]',-0.104,0.003,66.696,0.370,-0.495
'[07:46:46.184 05/06/1995]',-0.068,0.003,66.240,0.387,-0.490
'[07:46:46.186 05/06/1995]',-0.104,0.003,66.240,0.387,-0.490
'[07:46:46.188 05/06/1995]',-0.104,0.003,66.240,0.387,-0.490
'[07:46:46.190 05/06/1995]',-0.104,0.003,66.240,0.387,-0.490
'[07:46:46.192 05/06/1995]',-0.104,0.003,65.784,0.399,-0.484
'[07:46:46.194 05/06/1995]',-0.104,0.003,65.784,0.399,-0.484
'[07:46:46.196 05/06/1995]',-0.104,0.003,65.784,0.399,-0.484
'[07:46:46.198 05/06/1995]',-0.140,0.003,65.784,0.399,-0.484
'[07:46:46.200 05/06/1995]',-0.140,0.003,65.252,0.422,-0.479
'[07:46:46.202 05/06/1995]',-0.140,0.003,65.252,0.422,-0.479
'[07:46:46.204 05/06/1995]',-0.140,0.003,65.252,0.422,-0.479
'[07:46:46.206 05/06/1995]',-0.140,0.003,65.252,0.422,-0.479
'[07:46:46.208 05/06/1995]',-0.140,0.003,64.720,0.433,-0.473
'[07:46:46.210 05/06/1995]',-0.140,0.003,64.720,0.433,-0.473
'[07:46:46.212 05/06/1995]',-0.140,0.003,64.720,0.433,-0.473
'[07:46:46.214 05/06/1995]',-0.140,0.003,64.720,0.433,-0.473
'[07:46:46.216 05/06/1995]',-0.140,0.003,64.189,0.445,-0.469
'[07:46:46.218 05/06/1995]',-0.140,0.003,64.189,0.445,-0.469
'[07:46:46.220 05/06/1995]',-0.140,0.003,64.189,0.445,-0.469
'[07:46:46.222 05/06/1995]',-0.140,0.003,64.189,0.445,-0.469
'[07:46:46.224 05/06/1995]',-0.140,0.003,63.657,0.457,-0.463
'[07:46:46.226 05/06/1995]',-0.140,0.003,63.657,0.457,-0.463
'[07:46:46.228 05/06/1995]',-0.140,0.003,63.657,0.457,-0.463
'[07:46:46.230 05/06/1995]',-0.140,0.003,63.657,0.457,-0.463
'[07:46:46.232 05/06/1995]',-0.140,0.003,63.125,0.468,-0.456
'[07:46:46.234 05/06/1995]',-0.140,0.003,63.125,0.468,-0.456
'[07:46:46.236 05/06/1995]',-0.140,0.032,63.125,0.468,-0.456
'[07:46:46.238 05/06/1995]',-0.140,0.032,63.125,0.468,-0.456
'[07:46:46.240 05/06/1995]',-0.140,0.032,62.669,0.474,-0.448
'[07:46:46.242 05/06/1995]',-0.176,0.062,62.669,0.474,-0.448
'[07:46:46.244 05/06/1995]',-0.140,0.062,62.669,0.474,-0.448
'[07:46:46.246 05/06/1995]',-0.104,0.062,62.669,0.474,-0.448
'[07:46:46.248 05/06/1995]',-0.068,0.062,62.290,0.474,-0.439
'[07:46:46.250 05/06/1995]',-0.033,0.062,62.290,0.474,-0.439
'[07:46:46.252 05/06/1995]',0.037,0.093,62.290,0.474,-0.439
'[07:46:46.254 05/06/1995]',0.145,0.093,62.290,0.474,-0.439
'[07:46:46.256 05/06/1995]',0.288,0.093,61.834,0.479,-0.430
'[07:46:46.258 05/06/1995]',0.432,0.032,61.834,0.479,-0.430
'[07:46:46.260 05/06/1995]',0.609,-0.058,61.834,0.479,-0.430
'[07:46:46.262 05/06/1995]',0.824,-0.210,61.834,0.479,-0.430
'[07:46:46.264 05/06/1995]',1.003,-0.362,61.454,0.491,-0.422
'[07:46:46.266 05/06/1995]',1.181,-0.513,61.454,0.491,-0.422
'[07:46:46.268 05/06/1995]',1.288,-0.665,61.454,0.491,-0.422
'[07:46:46.270 05/06/1995]',1.360,-0.787,61.454,0.491,-0.422
'[07:46:46.272 05/06/1995]',1.324,-0.877,60.998,0.497,-0.416
'[07:46:46.274 05/06/1995]',1.181,-0.907,60.998,0.497,-0.416
'[07:46:46.276 05/06/1995]',0.967,-0.938,60.998,0.497,-0.416
'[07:46:46.278 05/06/1995]',0.752,-0.968,60.998,0.497,-0.416
'[07:46:46.280 05/06/1995]',0.503,-0.907,60.694,0.497,-0.410
'[07:46:46.282 05/06/1995]',0.288,-0.848,60.694,0.497,-0.410
'[07:46:46.284 05/06/1995]',0.145,-0.787,60.694,0.497,-0.410
'[07:46:46.286 05/06/1995]',0.037,-0.726,60.694,0.497,-0.410
'[07:46:46.288 05/06/1995]',0.003,-0.635,60.391,0.514,-0.406
'[07:46:46.290 05/06/1995]',-0.033,-0.574,60.391,0.514,-0.406
'[07:46:46.292 05/06/1995]',-0.033,-0.544,60.391,0.514,-0.406
'[07:46:46.294 05/06/1995]',-0.068,-0.483,60.391,0.514,-0.406
'[07:46:46.296 05/06/1995]',-0.104,-0.393,60.163,0.531,-0.401
'[07:46:46.298 05/06/1995]',-0.104,-0.302,60.163,0.531,-0.401
'[07:46:46.300 05/06/1995]',-0.140,-0.241,60.163,0.531,-0.401
'[07:46:46.302 05/06/1995]',-0.140,-0.149,60.163,0.531,-0.401
'[07:46:46.304 05/06/1995]',-0.140,-0.089,60.011,0.555,-0.398
'[07:46:46.306 05/06/1995]',-0.140,-0.058,60.011,0.555,-0.398
'[07:46:46.308 05/06/1995]',-0.140,-0.028,60.011,0.555,-0.398
'[07:46:46.310 05/06/1995]',-0.140,0.003,60.011,0.555,-0.398
'[07:46:46.312 05/06/1995]',-0.140,0.003,59.935,0.572,-0.395
'[07:46:46.314 05/06/1995]',-0.176,0.032,59.935,0.572,-0.395
'[07:46:46.316 05/06/1995]',-0.176,0.032,59.935,0.572,-0.395
'[07:46:46.318 05/06/1995]',-0.176,0.032,59.935,0.572,-0.395
'[07:46:46.320 05/06/1995]',-0.176,0.062,59.935,0.584,-0.393
'[07:46:46.322 05/06/1995]',-0.176,0.062,59.935,0.584,-0.393
'[07:46:46.324 05/06/1995]',-0.176,0.062,59.935,0.584,-0.393
'[07:46:46.326 05/06/1995]',-0.176,0.093,59.935,0.584,-0.393
'[07:46:46.328 05/06/1995]',-0.176,0.062,60.011,0.595,-0.395
'[07:46:46.330 05/06/1995]',-0.176,0.093,60.011,0.595,-0.395
'[07:46:46.332 05/06/1995]',-0.176,0.093,60.011,0.595,-0.395
'[07:46:46.334 05/06/1995]',-0.176,0.093,60.011,0.595,-0.395
'[07:46:46.336 05/06/1995]',-0.176,0.093,60.087,0.601,-0.398
'[07:46:46.338 05/06/1995]',-0.176,0.093,60.087,0.601,-0.398
'[07:46:46.340 05/06/1995]',-0.176,0.093,60.087,0.601,-0.398
'[07:46:46.342 05/06/1995]',-0.176,0.093,60.087,0.601,-0.398
'[07:46:46.344 05/06/1995]',-0.176,0.093,60.087,0.595,-0.404
'[07:46:46.346 05/06/1995]',-0.176,0.093,60.087,0.595,-0.404
'[07:46:46.348 05/06/1995]',-0.176,0.093,60.087,0.595,-0.404
'[07:46:46.350 05/06/1995]',-0.176,0.093,60.087,0.595,-0.404
'[07:46:46.352 05/06/1995]',-0.176,0.123,59.935,0.584,-0.410
'[07:46:46.354 05/06/1995]',-0.176,0.123,59.935,0.584,-0.410
'[07:46:46.356 05/06/1995]',-0.176,0.093,59.935,0.584,-0.410
'[07:46:46.358 05/06/1995]',-0.140,0.093,59.935,0.584,-0.410
'[07:46:46.360 05/06/1995]',-0.140,0.123,59.631,0.549,-0.415
'[07:46:46.362 05/06/1995]',-0.140,0.123,59.631,0.549,-0.415
'[07:46:46.364 05/06/1995]',-0.140,0.123,59.631,0.549,-0.415
'[07:46:46.366 05/06/1995]',-0.140,0.123,59.631,0.549,-0.415
'[07:46:46.368 05/06/1995]',-0.140,0.123,59.403,0.508,-0.418
'[07:46:46.370 05/06/1995]',-0.104,0.123,59.403,0.508,-0.418
'[07:46:46.372 05/06/1995]',-0.140,0.123,59.403,0.508,-0.418
'[07:46:46.374 05/06/1995]',-0.104,0.123,59.403,0.508,-0.418
'[07:46:46.376 05/06/1995]',-0.140,0.123,59.327,0.468,-0.421
'[07:46:46.378 05/06/1995]',-0.104,0.123,59.327,0.468,-0.421
'[07:46:46.380 05/06/1995]',-0.104,0.123,59.327,0.468,-0.421
'[07:46:46.382 05/06/1995]',-0.104,0.123,59.327,0.468,-0.421
'[07:46:46.384 05/06/1995]',-0.104,0.154,59.099,0.410,-0.423
'[07:46:46.386 05/06/1995]',-0.068,0.154,59.099,0.410,-0.423
'[07:46:46.388 05/06/1995]',-0.068,0.154,59.099,0.410,-0.423
'[07:46:46.390 05/06/1995]',-0.068,0.154,59.099,0.410,-0.423
'[07:46:46.392 05/06/1995]',-0.068,0.154,59.023,0.364,-0.425
'[07:46:46.394 05/06/1995]',-0.068,0.123,59.023,0.364,-0.425
'[07:46:46.396 05/06/1995]',-0.068,0.154,59.023,0.364,-0.425
'[07:46:46.398 05/06/1995]',-0.068,0.154,59.023,0.364,-0.425
'[07:46:46.400 05/06/1995]',-0.068,0.154,58.795,0.312,-0.428
'[07:46:46.402 05/06/1995]',-0.033,0.154,58.795,0.312,-0.428
'[07:46:46.404 05/06/1995]',-0.033,0.154,58.795,0.312,-0.428
'[07:46:46.406 05/06/1995]',0.003,0.154,58.795,0.312,-0.428
'[07:46:46.408 05/06/1995]',0.003,0.154,58.719,0.260,-0.431
'[07:46:46.410 05/06/1995]',0.003,0.154,58.719,0.260,-0.431
'[07:46:46.412 05/06/1995]',0.003,0.184,58.719,0.260,-0.431
'[07:46:46.414 05/06/1995]',0.003,0.184,58.719,0.260,-0.431
'[07:46:46.416 05/06/1995]',0.003,0.184,58.871,0.220,-0.437
'[07:46:46.418 05/06/1995]',0.003,0.184,58.871,0.220,-0.437
'[07:46:46.420 05/06/1995]',0.037,0.184,58.871,0.220,-0.437
'[07:46:46.422 05/06/1995]',0.037,0.184,58.871,0.220,-0.437
'[07:46:46.424 05/06/1995]',0.037,0.214,59.859,0.179,-0.446
'[07:46:46.426 05/06/1995]',0.073,0.214,59.859,0.179,-0.446
'[07:46:46.428 05/06/1995]',0.073,0.214,59.859,0.179,-0.446
'[07:46:46.430 05/06/1995]',0.073,0.214,59.859,0.179,-0.446
'[07:46:46.432 05/06/1995]',0.073,0.214,62.442,0.144,-0.459
'[07:46:46.434 05/06/1995]',0.073,0.214,62.442,0.144,-0.459
'[07:46:46.436 05/06/1995]',0.073,0.214,62.442,0.144,-0.459
'[07:46:46.438 05/06/1995]',0.109,0.214,62.442,0.144,-0.459
'[07:46:46.440 05/06/1995]',0.109,0.184,67.303,0.110,-0.474
'[07:46:46.442 05/06/1995]',0.109,0.214,67.303,0.110,-0.474
'[07:46:46.444 05/06/1995]',0.109,0.184,67.303,0.110,-0.474
'[07:46:46.446 05/06/1995]',0.109,0.184,67.303,0.110,-0.474
'[07:46:46.448 05/06/1995]',0.109,0.184,74.976,0.064,-0.492
'[07:46:46.450 05/06/1995]',0.109,0.184,74.976,0.064,-0.492
'[07:46:46.452 05/06/1995]',0.109,0.184,74.976,0.064,-0.492
'[07:46:46.454 05/06/1995]',0.073,0.154,74.976,0.064,-0.492
'[07:46:46.456 05/06/1995]',0.109,0.154,85.155,0.023,-0.513
'[07:46:46.458 05/06/1995]',0.073,0.154,85.155,0.023,-0.513
'[07:46:46.460 05/06/1995]',0.109,0.154,85.155,0.023,-0.513
'[07:46:46.462 05/06/1995]',0.109,0.154,85.155,0.023,-0.513
'[07:46:46.464 05/06/1995]',0.073,0.154,96.853,-0.041,-0.536
'[07:46:46.466 05/06/1995]',0.073,0.123,96.853,-0.041,-0.536
'[07:46:46.468 05/06/1995]',0.073,0.123,96.853,-0.041,-0.536
'[07:46:46.470 05/06/1995]',0.073,0.123,96.853,-0.041,-0.536
'[07:46:46.472 05/06/1995]',0.037,0.123,108.855,-0.104,-0.562
'[07:46:46.474 05/06/1995]',0.037,0.093,108.855,-0.104,-0.562
'[07:46:46.476 05/06/1995]',0.073,0.093,108.855,-0.104,-0.562
'[07:46:46.478 05/06/1995]',0.073,0.093,108.855,-0.104,-0.562
'[07:46:46.480 05/06/1995]',0.037,0.093,120.098,-0.168,-0.591
'[07:46:46.482 05/06/1995]',0.037,0.093,120.098,-0.168,-0.591
'[07:46:46.484 05/06/1995]',0.037,0.093,120.098,-0.168,-0.591
'[07:46:46.486 05/06/1995]',0.003,0.062,120.098,-0.168,-0.591
'[07:46:46.488 05/06/1995]',0.003,0.062,129.821,-0.249,-0.622
'[07:46:46.490 05/06/1995]',0.003,0.062,129.821,-0.249,-0.622
'[07:46:46.492 05/06/1995]',0.003,0.062,129.821,-0.249,-0.622
'[07:46:46.494 05/06/1995]',0.003,0.032,129.821,-0.249,-0.622
'[07:46:46.496 05/06/1995]',0.003,0.062,137.417,-0.324,-0.655
'[07:46:46.498 05/06/1995]',0.003,0.062,137.417,-0.324,-0.655
'[07:46:46.500 05/06/1995]',0.003,0.032,137.417,-0.324,-0.655
'[07:46:46.502 05/06/1995]',0.003,0.032,137.417,-0.324,-0.655
'[07:46:46.504 05/06/1995]',0.003,0.032,142.659,-0.410,-0.690
'[07:46:46.506 05/06/1995]',0.003,0.032,142.659,-0.410,-0.690
'[07:46:46.508 05/06/1995]',0.003,0.032,142.659,-0.410,-0.690
'[07:46:46.510 05/06/1995]',0.003,0.032,142.659,-0.410,-0.690
'[07:46:46.512 05/06/1995]',0.003,0.032,145.621,-0.486,-0.726
'[07:46:46.514 05/06/1995]',-0.033,0.032,145.621,-0.486,-0.726
'[07:46:46.516 05/06/1995]',-0.033,0.032,145.621,-0.486,-0.726
'[07:46:46.518 05/06/1995]',-0.033,0.032,145.621,-0.486,-0.726
'[07:46:46.520 05/06/1995]',-0.033,0.032,146.685,-0.549,-0.762
'[07:46:46.522 05/06/1995]',-0.033,0.032,146.685,-0.549,-0.762
'[07:46:46.524 05/06/1995]',-0.068,0.032,146.685,-0.549,-0.762
'[07:46:46.526 05/06/1995]',-0.033,0.032,146.685,-0.549,-0.762
'[07:46:46.528 05/06/1995]',-0.033,0.032,146.153,-0.602,-0.798
'[07:46:46.530 05/06/1995]',-0.033,0.032,146.153,-0.602,-0.798
'[07:46:46.532 05/06/1995]',-0.033,0.032,146.153,-0.602,-0.798
'[07:46:46.534 05/06/1995]',-0.068,0.032,146.153,-0.602,-0.798
'[07:46:46.536 05/06/1995]',-0.068,0.032,144.254,-0.653,-0.834
'[07:46:46.538 05/06/1995]',-0.068,0.032,144.254,-0.653,-0.834
'[07:46:46.540 05/06/1995]',-0.068,0.032,144.254,-0.653,-0.834
'[07:46:46.542 05/06/1995]',-0.068,0.032,144.254,-0.653,-0.834
'[07:46:46.544 05/06/1995]',-0.068,0.032,141.519,-0.694,-0.869
'[07:46:46.546 05/06/1995]',-0.068,0.032,141.519,-0.694,-0.869
'[07:46:46.548 05/06/1995]',-0.068,0.032,141.519,-0.694,-0.869
'[07:46:46.550 05/06/1995]',-0.068,0.032,141.519,-0.694,-0.869
'[07:46:46.552 05/06/1995]',-0.068,0.032,138.025,-0.717,-0.900
'[07:46:46.554 05/06/1995]',-0.068,0.032,138.025,-0.717,-0.900
'[07:46:46.556 05/06/1995]',-0.068,0.032,138.025,-0.717,-0.900
'[07:46:46.558 05/06/1995]',-0.068,0.032,138.025,-0.717,-0.900
'[07:46:46.560 05/06/1995]',-0.068,0.032,134.151,-0.746,-0.928
'[07:46:46.562 05/06/1995]',-0.068,0.032,134.151,-0.746,-0.928
'[07:46:46.564 05/06/1995]',-0.033,0.032,134.151,-0.746,-0.928
'[07:46:46.566 05/06/1995]',-0.033,0.032,134.151,-0.746,-0.928
'[07:46:46.568 05/06/1995]',-0.033,0.032,129.897,-0.752,-0.955
'[07:46:46.570 05/06/1995]',-0.033,0.032,129.897,-0.752,-0.955
'[07:46:46.572 05/06/1995]',-0.033,0.032,129.897,-0.752,-0.955
'[07:46:46.574 05/06/1995]',0.003,0.032,129.897,-0.752,-0.955
'[07:46:46.576 05/06/1995]',0.003,0.032,125.263,-0.763,-0.978
'[07:46:46.578 05/06/1995]',0.003,0.032,125.263,-0.763,-0.978
'[07:46:46.580 05/06/1995]',-0.033,0.062,125.263,-0.763,-0.978
'[07:46:46.582 05/06/1995]',-0.033,0.062,125.263,-0.763,-0.978
'[07:46:46.584 05/06/1995]',-0.033,0.062,120.173,-0.757,-0.997
'[07:46:46.586 05/06/1995]',-0.033,0.062,120.173,-0.757,-0.997
'[07:46:46.588 05/06/1995]',0.003,0.062,120.173,-0.757,-0.997
'[07:46:46.590 05/06/1995]',0.003,0.062,120.173,-0.757,-0.997
'[07:46:46.592 05/06/1995]',0.037,0.062,114.856,-0.763,-1.012
'[07:46:46.594 05/06/1995]',0.037,0.062,114.856,-0.763,-1.012
'[07:46:46.596 05/06/1995]',0.037,0.062,114.856,-0.763,-1.012
'[07:46:46.598 05/06/1995]',0.003,0.032,114.856,-0.763,-1.012
'[07:46:46.600 05/06/1995]',0.003,0.032,109.463,-0.752,-
'[07:46:46.602 05/06/1995]',0.003,0.032,109.463,-0.752,-
'[07:46:46.604 05/06/1995]',0.003,0.003,109.463,-0.752,-
'[07:46:46.606 05/06/1995]',0.003,0.003,109.463,-0.752,-
'[07:46:46.608 05/06/1995]',0.003,0.003,104.297,-0.740,-
'[07:46:46.610 05/06/1995]',0.003,0.003,104.297,-0.740,-
'[07:46:46.612 05/06/1995]',0.003,0.003,104.297,-0.740,-
'[07:46:46.614 05/06/1995]',0.003,0.003,104.297,-0.740,-
'[07:46:46.616 05/06/1995]',0.003,0.003,99.512,-0.735,-
'[07:46:46.618 05/06/1995]',0.003,0.003,99.512,-0.735,-
'[07:46:46.620 05/06/1995]',0.003,0.003,99.512,-0.735,-
'[07:46:46.622 05/06/1995]',0.003,0.032,99.512,-0.735,-
'[07:46:46.624 05/06/1995]',0.003,0.032,95.258,-0.729,-
'[07:46:46.626 05/06/1995]',0.003,0.032,95.258,-0.729,-
'[07:46:46.628 05/06/1995]',0.003,0.032,95.258,-0.729,-
'[07:46:46.630 05/06/1995]',0.003,0.003,95.258,-0.729,-
'[07:46:46.632 05/06/1995]',-0.033,0.003,91.535,-0.729,-
'[07:46:46.634 05/06/1995]',-0.068,0.003,91.535,-0.729,-
'[07:46:46.636 05/06/1995]',-0.068,0.003,91.535,-0.729,-
'[07:46:46.638 05/06/1995]',-0.068,0.003,91.535,-0.729,-
'[07:46:46.640 05/06/1995]',-0.068,0.003,88.345,-0.740,-
'[07:46:46.642 05/06/1995]',-0.068,0.003,88.345,-0.740,-
'[07:46:46.644 05/06/1995]',-0.068,0.003,88.345,-0.740,-
'[07:46:46.646 05/06/1995]',-0.104,0.003,88.345,-0.740,-
'[07:46:46.648 05/06/1995]',-0.104,0.003,85.838,-0.752,-
'[07:46:46.650 05/06/1995]',-0.104,0.003,85.838,-0.752,-
'[07:46:46.652 05/06/1995]',-0.140,0.003,85.838,-0.752,-
'[07:46:46.654 05/06/1995]',-0.140,0.003,85.838,-0.752,-
'[07:46:46.656 05/06/1995]',-0.104,0.003,83.787,-0.792,-
'[07:46:46.658 05/06/1995]',-0.140,0.003,83.787,-0.792,-
'[07:46:46.660 05/06/1995]',-0.140,0.003,83.787,-0.792,-
'[07:46:46.662 05/06/1995]',-0.140,0.003,83.787,-0.792,-
'[07:46:46.664 05/06/1995]',-0.140,0.003,82.268,-0.833,-
'[07:46:46.666 05/06/1995]',-0.140,0.003,82.268,-0.833,-
'[07:46:46.668 05/06/1995]',-0.140,0.003,82.268,-0.833,-
'[07:46:46.670 05/06/1995]',-0.140,0.003,82.268,-0.833,-
'[07:46:46.672 05/06/1995]',-0.140,0.003,81.053,-0.885,-
'[07:46:46.674 05/06/1995]',-0.140,0.003,81.053,-0.885,-
'[07:46:46.676 05/06/1995]',-0.140,0.003,81.053,-0.885,-
