'Time and date','II','V','ABP','PLETH','RESP'
'[11:50:39.446 18/05/1995]',-0.043,0.034,92.315,-0.083,-0.366
'[11:50:39.448 18/05/1995]',-0.043,0.034,91.711,-0.092,-0.346
'[11:50:39.450 18/05/1995]',-0.043,0.034,91.711,-0.092,-0.346
'[11:50:39.452 18/05/1995]',-0.043,0.034,91.711,-0.092,-0.346
'[11:50:39.454 18/05/1995]',-0.043,0.034,91.711,-0.092,-0.346
'[11:50:39.456 18/05/1995]',-0.043,0.034,91.007,-0.107,-0.325
'[11:50:39.458 18/05/1995]',-0.043,0.034,91.007,-0.107,-0.325
'[11:50:39.460 18/05/1995]',-0.043,0.034,91.007,-0.107,-0.325
'[11:50:39.462 18/05/1995]',-0.043,0.034,91.007,-0.107,-0.325
'[11:50:39.464 18/05/1995]',-0.043,0.034,90.403,-0.117,-0.301
'[11:50:39.466 18/05/1995]',-0.043,0.034,90.403,-0.117,-0.301
'[11:50:39.468 18/05/1995]',-0.043,0.034,90.403,-0.117,-0.301
'[11:50:39.470 18/05/1995]',-0.043,0.034,90.403,-0.117,-0.301
'[11:50:39.472 18/05/1995]',-0.043,0.034,89.799,-0.127,-0.277
'[11:50:39.474 18/05/1995]',-0.091,0.034,89.799,-0.127,-0.277
'[11:50:39.476 18/05/1995]',-0.091,0.034,89.799,-0.127,-0.277
'[11:50:39.478 18/05/1995]',-0.091,0.034,89.799,-0.127,-0.277
'[11:50:39.480 18/05/1995]',-0.043,0.034,89.295,-0.127,-0.251
'[11:50:39.482 18/05/1995]',0.004,0.034,89.295,-0.127,-0.251
'[11:50:39.484 18/05/1995]',0.050,0.003,89.295,-0.127,-0.251
'[11:50:39.486 18/05/1995]',0.193,-0.030,89.295,-0.127,-0.251
'[11:50:39.488 18/05/1995]',0.385,-0.095,88.893,-0.137,-0.225
'[11:50:39.490 18/05/1995]',0.672,-0.226,88.893,-0.137,-0.225
'[11:50:39.492 18/05/1995]',0.957,-0.323,88.893,-0.137,-0.225
'[11:50:39.494 18/05/1995]',1.291,-0.485,88.893,-0.137,-0.225
'[11:50:39.496 18/05/1995]',1.672,-0.648,88.490,-0.146,-0.200
'[11:50:39.498 18/05/1995]',2.052,-0.812,88.490,-0.146,-0.200
'[11:50:39.500 18/05/1995]',2.435,-0.973,88.490,-0.146,-0.200
'[11:50:39.502 18/05/1995]',2.674,-1.071,88.490,-0.146,-0.200
'[11:50:39.504 18/05/1995]',2.720,-1.136,88.188,-0.156,-0.175
'[11:50:39.506 18/05/1995]',2.626,-1.104,88.188,-0.156,-0.175
'[11:50:39.508 18/05/1995]',2.291,-1.006,88.188,-0.156,-0.175
'[11:50:39.510 18/05/1995]',1.863,-0.844,88.188,-0.156,-0.175
'[11:50:39.512 18/05/1995]',1.339,-0.648,87.785,-0.161,-0.151
'[11:50:39.514 18/05/1995]',0.765,-0.454,87.785,-0.161,-0.151
'[11:50:39.516 18/05/1995]',0.241,-0.226,87.785,-0.161,-0.151
'[11:50:39.518 18/05/1995]',-0.043,-0.062,87.785,-0.161,-0.151
'[11:50:39.520 18/05/1995]',-0.235,0.003,87.181,-0.166,-0.129
'[11:50:39.522 18/05/1995]',-0.330,0.067,87.181,-0.166,-0.129
'[11:50:39.524 18/05/1995]',-0.378,0.099,87.181,-0.166,-0.129
'[11:50:39.526 18/05/1995]',-0.378,0.132,87.181,-0.166,-0.129
'[11:50:39.528 18/05/1995]',-0.330,0.132,86.779,-0.175,-0.108
'[11:50:39.530 18/05/1995]',-0.330,0.132,86.779,-0.175,-0.108
'[11:50:39.532 18/05/1995]',-0.330,0.132,86.779,-0.175,-0.108
'[11:50:39.534 18/05/1995]',-0.330,0.165,86.779,-0.175,-0.108
'[11:50:39.536 18/05/1995]',-0.330,0.165,86.175,-0.190,-0.088
'[11:50:39.538 18/05/1995]',-0.330,0.165,86.175,-0.190,-0.088
'[11:50:39.540 18/05/1995]',-0.283,0.165,86.175,-0.190,-0.088
'[11:50:39.542 18/05/1995]',-0.283,0.132,86.175,-0.190,-0.088
'[11:50:39.544 18/05/1995]',-0.235,0.132,85.772,-0.195,-0.070
'[11:50:39.546 18/05/1995]',-0.235,0.132,85.772,-0.195,-0.070
'[11:50:39.548 18/05/1995]',-0.235,0.099,85.772,-0.195,-0.070
'[11:50:39.550 18/05/1995]',-0.235,0.099,85.772,-0.195,-0.070
'[11:50:39.552 18/05/1995]',-0.187,0.099,85.268,-0.200,-0.054
'[11:50:39.554 18/05/1995]',-0.187,0.099,85.268,-0.200,-0.054
'[11:50:39.556 18/05/1995]',-0.187,0.099,85.268,-0.200,-0.054
'[11:50:39.558 18/05/1995]',-0.187,0.099,85.268,-0.200,-0.054
'[11:50:39.560 18/05/1995]',-0.187,0.099,84.765,-0.200,-0.041
'[11:50:39.562 18/05/1995]',-0.187,0.099,84.765,-0.200,-0.041
'[11:50:39.564 18/05/1995]',-0.187,0.099,84.765,-0.200,-0.041
'[11:50:39.566 18/05/1995]',-0.187,0.099,84.765,-0.200,-0.041
'[11:50:39.568 18/05/1995]',-0.187,0.099,84.463,-0.205,-0.030
'[11:50:39.570 18/05/1995]',-0.187,0.099,84.463,-0.205,-0.030
'[11:50:39.572 18/05/1995]',-0.187,0.099,84.463,-0.205,-0.030
'[11:50:39.574 18/05/1995]',-0.187,0.067,84.463,-0.205,-0.030
'[11:50:39.576 18/05/1995]',-0.139,0.099,84.060,-0.205,-0.021
'[11:50:39.578 18/05/1995]',-0.187,0.067,84.060,-0.205,-0.021
'[11:50:39.580 18/05/1995]',-0.187,0.099,84.060,-0.205,-0.021
'[11:50:39.582 18/05/1995]',-0.139,0.067,84.060,-0.205,-0.021
'[11:50:39.584 18/05/1995]',-0.139,0.067,83.658,-0.205,-0.016
'[11:50:39.586 18/05/1995]',-0.139,0.067,83.658,-0.205,-0.016
'[11:50:39.588 18/05/1995]',-0.139,0.067,83.658,-0.205,-0.016
'[11:50:39.590 18/05/1995]',-0.139,0.067,83.658,-0.205,-0.016
'[11:50:39.592 18/05/1995]',-0.139,0.067,83.154,-0.214,-0.015
'[11:50:39.594 18/05/1995]',-0.139,0.067,83.154,-0.214,-0.015
'[11:50:39.596 18/05/1995]',-0.139,0.067,83.154,-0.214,-0.015
'[11:50:39.598 18/05/1995]',-0.139,0.067,83.154,-0.214,-0.015
'[11:50:39.600 18/05/1995]',-0.139,0.067,82.651,-0.214,-0.017
'[11:50:39.602 18/05/1995]',-0.139,0.067,82.651,-0.214,-0.017
'[11:50:39.604 18/05/1995]',-0.139,0.067,82.651,-0.214,-0.017
'[11:50:39.606 18/05/1995]',-0.139,0.067,82.651,-0.214,-0.017
'[11:50:39.608 18/05/1995]',-0.139,0.067,82.047,-0.214,-0.021
'[11:50:39.610 18/05/1995]',-0.139,0.067,82.047,-0.214,-0.021
'[11:50:39.612 18/05/1995]',-0.139,0.067,82.047,-0.214,-0.021
'[11:50:39.614 18/05/1995]',-0.139,0.067,82.047,-0.214,-0.021
'[11:50:39.616 18/05/1995]',-0.139,0.067,81.544,-0.220,-0.029
'[11:50:39.618 18/05/1995]',-0.139,0.067,81.544,-0.220,-0.029
'[11:50:39.620 18/05/1995]',-0.139,0.067,81.544,-0.220,-0.029
'[11:50:39.622 18/05/1995]',-0.091,0.067,81.544,-0.220,-0.029
'[11:50:39.624 18/05/1995]',-0.091,0.067,80.940,-0.225,-0.038
'[11:50:39.626 18/05/1995]',-0.139,0.067,80.940,-0.225,-0.038
'[11:50:39.628 18/05/1995]',-0.091,0.067,80.940,-0.225,-0.038
'[11:50:39.630 18/05/1995]',-0.139,0.067,80.940,-0.225,-0.038
'[11:50:39.632 18/05/1995]',-0.091,0.067,80.336,-0.229,-0.049
'[11:50:39.634 18/05/1995]',-0.091,0.067,80.336,-0.229,-0.049
'[11:50:39.636 18/05/1995]',-0.091,0.067,80.336,-0.229,-0.049
'[11:50:39.638 18/05/1995]',-0.091,0.067,80.336,-0.229,-0.049
'[11:50:39.640 18/05/1995]',-0.091,0.067,79.933,-0.239,-0.060
'[11:50:39.642 18/05/1995]',-0.091,0.067,79.933,-0.239,-0.060
'[11:50:39.644 18/05/1995]',-0.091,0.067,79.933,-0.239,-0.060
'[11:50:39.646 18/05/1995]',-0.091,0.067,79.933,-0.239,-0.060
'[11:50:39.648 18/05/1995]',-0.091,0.067,79.933,-0.234,-0.073
'[11:50:39.650 18/05/1995]',-0.091,0.067,79.933,-0.234,-0.073
'[11:50:39.652 18/05/1995]',-0.091,0.067,79.933,-0.234,-0.073
'[11:50:39.654 18/05/1995]',-0.091,0.067,79.933,-0.234,-0.073
'[11:50:39.656 18/05/1995]',-0.091,0.067,80.738,-0.244,-0.085
'[11:50:39.658 18/05/1995]',-0.091,0.067,80.738,-0.244,-0.085
'[11:50:39.660 18/05/1995]',-0.091,0.034,80.738,-0.244,-0.085
'[11:50:39.662 18/05/1995]',-0.091,0.034,80.738,-0.244,-0.085
'[11:50:39.664 18/05/1995]',-0.091,0.034,83.255,-0.248,-0.097
'[11:50:39.666 18/05/1995]',-0.091,0.034,83.255,-0.248,-0.097
'[11:50:39.668 18/05/1995]',-0.091,0.034,83.255,-0.248,-0.097
'[11:50:39.670 18/05/1995]',-0.091,0.034,83.255,-0.248,-0.097
'[11:50:39.672 18/05/1995]',-0.091,0.034,88.087,-0.254,-0.109
'[11:50:39.674 18/05/1995]',-0.091,0.034,88.087,-0.254,-0.109
'[11:50:39.676 18/05/1995]',-0.091,0.034,88.087,-0.254,-0.109
'[11:50:39.678 18/05/1995]',-0.091,0.034,88.087,-0.254,-0.109
'[11:50:39.680 18/05/1995]',-0.091,0.034,95.436,-0.259,-0.120
'[11:50:39.682 18/05/1995]',-0.091,0.034,95.436,-0.259,-0.120
'[11:50:39.684 18/05/1995]',-0.091,0.034,95.436,-0.259,-0.120
'[11:50:39.686 18/05/1995]',-0.043,0.034,95.436,-0.259,-0.120
'[11:50:39.688 18/05/1995]',-0.043,0.034,105.000,-0.259,-0.130
'[11:50:39.690 18/05/1995]',-0.043,0.034,105.000,-0.259,-0.130
'[11:50:39.692 18/05/1995]',-0.043,0.034,105.000,-0.259,-0.130
'[11:50:39.694 18/05/1995]',-0.043,0.034,105.000,-0.259,-0.130
'[11:50:39.696 18/05/1995]',-0.043,0.034,116.074,-0.264,-0.139
'[11:50:39.698 18/05/1995]',-0.043,0.034,116.074,-0.264,-0.139
'[11:50:39.700 18/05/1995]',-0.043,0.034,116.074,-0.264,-0.139
'[11:50:39.702 18/05/1995]',-0.043,0.034,116.074,-0.264,-0.139
'[11:50:39.704 18/05/1995]',-0.043,0.034,127.752,-0.264,-0.146
'[11:50:39.706 18/05/1995]',-0.043,0.034,127.752,-0.264,-0.146
'[11:50:39.708 18/05/1995]',0.004,0.034,127.752,-0.264,-0.146
'[11:50:39.710 18/05/1995]',0.004,0.034,127.752,-0.264,-0.146
'[11:50:39.712 18/05/1995]',0.004,0.003,139.329,-0.259,-0.152
'[11:50:39.714 18/05/1995]',0.004,0.003,139.329,-0.259,-0.152
'[11:50:39.716 18/05/1995]',0.004,0.003,139.329,-0.259,-0.152
'[11:50:39.718 18/05/1995]',0.004,0.003,139.329,-0.259,-0.152
'[11:50:39.720 18/05/1995]',0.004,0.003,149.899,-0.264,-0.157
'[11:50:39.722 18/05/1995]',0.004,0.003,149.899,-0.264,-0.157
'[11:50:39.724 18/05/1995]',0.004,0.003,149.899,-0.264,-0.157
'[11:50:39.726 18/05/1995]',0.004,0.003,149.899,-0.264,-0.157
'[11:50:39.728 18/05/1995]',0.004,0.003,158.960,-0.254,-0.159
'[11:50:39.730 18/05/1995]',0.004,0.003,158.960,-0.254,-0.159
'[11:50:39.732 18/05/1995]',0.004,0.003,158.960,-0.254,-0.159
'[11:50:39.734 18/05/1995]',0.004,0.003,158.960,-0.254,-0.159
'[11:50:39.736 18/05/1995]',0.004,0.003,166.309,-0.244,-0.160
'[11:50:39.738 18/05/1995]',0.004,0.003,166.309,-0.244,-0.160
'[11:50:39.740 18/05/1995]',0.004,0.003,166.309,-0.244,-0.160
'[11:50:39.742 18/05/1995]',0.004,0.003,166.309,-0.244,-0.160
'[11:50:39.744 18/05/1995]',0.004,0.003,171.946,-0.234,-0.159
'[11:50:39.746 18/05/1995]',0.004,0.003,171.946,-0.234,-0.159
'[11:50:39.748 18/05/1995]',0.004,0.003,171.946,-0.234,-0.159
'[11:50:39.750 18/05/1995]',0.004,0.003,171.946,-0.234,-0.159
'[11:50:39.752 18/05/1995]',0.050,0.003,175.973,-0.225,-0.156
'[11:50:39.754 18/05/1995]',0.050,0.003,175.973,-0.225,-0.156
'[11:50:39.756 18/05/1995]',0.050,0.003,175.973,-0.225,-0.156
'[11:50:39.758 18/05/1995]',0.050,0.003,175.973,-0.225,-0.156
'[11:50:39.760 18/05/1995]',0.050,0.003,178.893,-0.200,-0.150
'[11:50:39.762 18/05/1995]',0.050,0.003,178.893,-0.200,-0.150
'[11:50:39.764 18/05/1995]',0.050,0.003,178.893,-0.200,-0.150
'[11:50:39.766 18/05/1995]',0.050,0.003,178.893,-0.200,-0.150
'[11:50:39.768 18/05/1995]',0.050,0.003,180.805,-0.180,-0.143
'[11:50:39.770 18/05/1995]',0.050,0.003,180.805,-0.180,-0.143
'[11:50:39.772 18/05/1995]',0.050,0.003,180.805,-0.180,-0.143
'[11:50:39.774 18/05/1995]',0.050,0.003,180.805,-0.180,-0.143
'[11:50:39.776 18/05/1995]',0.050,0.003,182.114,-0.161,-0.135
'[11:50:39.778 18/05/1995]',0.050,0.003,182.114,-0.161,-0.135
'[11:50:39.780 18/05/1995]',0.004,0.003,182.114,-0.161,-0.135
'[11:50:39.782 18/05/1995]',0.004,0.003,182.114,-0.161,-0.135
'[11:50:39.784 18/05/1995]',0.004,0.003,182.920,-0.132,-0.126
'[11:50:39.786 18/05/1995]',0.004,0.003,182.920,-0.132,-0.126
'[11:50:39.788 18/05/1995]',0.004,0.003,182.920,-0.132,-0.126
'[11:50:39.790 18/05/1995]',0.004,0.003,182.920,-0.132,-0.126
'[11:50:39.792 18/05/1995]',0.004,0.003,183.524,-0.107,-0.117
'[11:50:39.794 18/05/1995]',0.004,0.003,183.524,-0.107,-0.117
'[11:50:39.796 18/05/1995]',0.004,0.003,183.524,-0.107,-0.117
'[11:50:39.798 18/05/1995]',0.004,0.003,183.524,-0.107,-0.117
'[11:50:39.800 18/05/1995]',0.004,0.003,184.027,-0.078,-0.106
'[11:50:39.802 18/05/1995]',0.004,0.003,184.027,-0.078,-0.106
'[11:50:39.804 18/05/1995]',0.004,0.003,184.027,-0.078,-0.106
'[11:50:39.806 18/05/1995]',0.004,0.003,184.027,-0.078,-0.106
'[11:50:39.808 18/05/1995]',0.004,0.003,184.329,-0.049,-0.095
'[11:50:39.810 18/05/1995]',0.004,0.003,184.329,-0.049,-0.095
'[11:50:39.812 18/05/1995]',0.004,0.003,184.329,-0.049,-0.095
'[11:50:39.814 18/05/1995]',-0.043,0.003,184.329,-0.049,-0.095
'[11:50:39.816 18/05/1995]',0.004,0.003,184.430,-0.029,-0.081
'[11:50:39.818 18/05/1995]',0.004,0.003,184.430,-0.029,-0.081
'[11:50:39.820 18/05/1995]',-0.043,0.003,184.430,-0.029,-0.081
'[11:50:39.822 18/05/1995]',-0.043,0.003,184.430,-0.029,-0.081
'[11:50:39.824 18/05/1995]',-0.043,0.003,184.430,0.000,-0.065
'[11:50:39.826 18/05/1995]',-0.043,0.003,184.430,0.000,-0.065
'[11:50:39.828 18/05/1995]',-0.043,0.003,184.430,0.000,-0.065
'[11:50:39.830 18/05/1995]',-0.043,0.003,184.430,0.000,-0.065
'[11:50:39.832 18/05/1995]',-0.043,0.003,184.329,0.029,-0.047
'[11:50:39.834 18/05/1995]',-0.043,0.003,184.329,0.029,-0.047
'[11:50:39.836 18/05/1995]',-0.043,0.003,184.329,0.029,-0.047
'[11:50:39.838 18/05/1995]',-0.043,0.034,184.329,0.029,-0.047
'[11:50:39.840 18/05/1995]',-0.043,0.034,184.027,0.049,-0.029
'[11:50:39.842 18/05/1995]',-0.043,0.034,184.027,0.049,-0.029
'[11:50:39.844 18/05/1995]',-0.043,0.034,184.027,0.049,-0.029
'[11:50:39.846 18/05/1995]',-0.043,0.034,184.027,0.049,-0.029
'[11:50:39.848 18/05/1995]',-0.043,0.034,183.322,0.073,-0.009
'[11:50:39.850 18/05/1995]',-0.043,0.034,183.322,0.073,-0.009
'[11:50:39.852 18/05/1995]',-0.043,0.034,183.322,0.073,-0.009
'[11:50:39.854 18/05/1995]',-0.043,0.034,183.322,0.073,-0.009
'[11:50:39.856 18/05/1995]',-0.043,0.034,182.215,0.098,0.011
'[11:50:39.858 18/05/1995]',-0.043,0.034,182.215,0.098,0.011
'[11:50:39.860 18/05/1995]',-0.091,0.034,182.215,0.098,0.011
'[11:50:39.862 18/05/1995]',-0.091,0.034,182.215,0.098,0.011
'[11:50:39.864 18/05/1995]',-0.091,0.034,180.604,0.122,0.032
'[11:50:39.866 18/05/1995]',-0.091,0.034,180.604,0.122,0.032
'[11:50:39.868 18/05/1995]',-0.091,0.034,180.604,0.122,0.032
'[11:50:39.870 18/05/1995]',-0.091,0.034,180.604,0.122,0.032
'[11:50:39.872 18/05/1995]',-0.091,0.034,178.188,0.141,0.052
'[11:50:39.874 18/05/1995]',-0.091,0.034,178.188,0.141,0.052
'[11:50:39.876 18/05/1995]',-0.091,0.034,178.188,0.141,0.052
'[11:50:39.878 18/05/1995]',-0.091,0.034,178.188,0.141,0.052
'[11:50:39.880 18/05/1995]',-0.091,0.034,175.269,0.151,0.072
'[11:50:39.882 18/05/1995]',-0.091,0.034,175.269,0.151,0.072
'[11:50:39.884 18/05/1995]',-0.091,0.034,175.269,0.151,0.072
'[11:50:39.886 18/05/1995]',-0.091,0.034,175.269,0.151,0.072
'[11:50:39.888 18/05/1995]',-0.091,0.034,171.342,0.171,0.092
'[11:50:39.890 18/05/1995]',-0.091,0.034,171.342,0.171,0.092
'[11:50:39.892 18/05/1995]',-0.091,0.034,171.342,0.171,0.092
'[11:50:39.894 18/05/1995]',-0.091,0.034,171.342,0.171,0.092
'[11:50:39.896 18/05/1995]',-0.091,0.034,166.611,0.185,0.112
'[11:50:39.898 18/05/1995]',-0.091,0.034,166.611,0.185,0.112
'[11:50:39.900 18/05/1995]',-0.091,0.034,166.611,0.185,0.112
'[11:50:39.902 18/05/1995]',-0.091,0.034,166.611,0.185,0.112
'[11:50:39.904 18/05/1995]',-0.091,0.034,161.074,0.200,0.134
'[11:50:39.906 18/05/1995]',-0.091,0.067,161.074,0.200,0.134
'[11:50:39.908 18/05/1995]',-0.091,0.034,161.074,0.200,0.134
'[11:50:39.910 18/05/1995]',-0.091,0.034,161.074,0.200,0.134
'[11:50:39.912 18/05/1995]',-0.091,0.034,154.732,0.209,0.158
'[11:50:39.914 18/05/1995]',-0.091,0.034,154.732,0.209,0.158
'[11:50:39.916 18/05/1995]',-0.091,0.034,154.732,0.209,0.158
'[11:50:39.918 18/05/1995]',-0.091,0.034,154.732,0.209,0.158
'[11:50:39.920 18/05/1995]',-0.091,0.034,147.886,0.224,0.184
'[11:50:39.922 18/05/1995]',-0.091,0.034,147.886,0.224,0.184
'[11:50:39.924 18/05/1995]',-0.091,0.034,147.886,0.224,0.184
'[11:50:39.926 18/05/1995]',-0.091,0.034,147.886,0.224,0.184
'[11:50:39.928 18/05/1995]',-0.091,0.034,141.040,0.224,0.213
'[11:50:39.930 18/05/1995]',-0.091,0.034,141.040,0.224,0.213
'[11:50:39.932 18/05/1995]',-0.043,0.034,141.040,0.224,0.213
'[11:50:39.934 18/05/1995]',-0.043,0.034,141.040,0.224,0.213
'[11:50:39.936 18/05/1995]',-0.043,0.034,134.597,0.234,0.242
'[11:50:39.938 18/05/1995]',-0.043,0.034,134.597,0.234,0.242
'[11:50:39.940 18/05/1995]',-0.043,0.034,134.597,0.234,0.242
'[11:50:39.942 18/05/1995]',-0.043,0.034,134.597,0.234,0.242
'[11:50:39.944 18/05/1995]',-0.043,0.034,129.060,0.234,0.270
'[11:50:39.946 18/05/1995]',-0.043,0.034,129.060,0.234,0.270
'[11:50:39.948 18/05/1995]',-0.043,0.034,129.060,0.234,0.270
'[11:50:39.950 18/05/1995]',-0.043,0.003,129.060,0.234,0.270
'[11:50:39.952 18/05/1995]',0.004,0.003,124.832,0.234,0.296
'[11:50:39.954 18/05/1995]',0.004,0.003,124.832,0.234,0.296
'[11:50:39.956 18/05/1995]',0.004,0.003,124.832,0.234,0.296
'[11:50:39.958 18/05/1995]',0.004,0.003,124.832,0.234,0.296
'[11:50:39.960 18/05/1995]',0.004,0.003,121.611,0.229,0.322
'[11:50:39.962 18/05/1995]',0.004,0.003,121.611,0.229,0.322
'[11:50:39.964 18/05/1995]',0.004,0.003,121.611,0.229,0.322
'[11:50:39.966 18/05/1995]',0.004,0.003,121.611,0.229,0.322
'[11:50:39.968 18/05/1995]',0.004,0.003,119.497,0.229,0.346
'[11:50:39.970 18/05/1995]',0.004,0.003,119.497,0.229,0.346
'[11:50:39.972 18/05/1995]',0.004,0.003,119.497,0.229,0.346
'[11:50:39.974 18/05/1995]',0.004,0.003,119.497,0.229,0.346
'[11:50:39.976 18/05/1995]',0.004,0.003,118.289,0.214,0.369
'[11:50:39.978 18/05/1995]',0.004,0.003,118.289,0.214,0.369
'[11:50:39.980 18/05/1995]',0.004,0.003,118.289,0.214,0.369
'[11:50:39.982 18/05/1995]',0.004,0.003,118.289,0.214,0.369
'[11:50:39.984 18/05/1995]',0.004,0.003,117.785,0.209,0.391
'[11:50:39.986 18/05/1995]',0.004,0.003,117.785,0.209,0.391
'[11:50:39.988 18/05/1995]',0.004,0.003,117.785,0.209,0.391
'[11:50:39.990 18/05/1995]',0.004,0.003,117.785,0.209,0.391
'[11:50:39.992 18/05/1995]',0.004,0.003,117.685,0.204,0.411
'[11:50:39.994 18/05/1995]',0.004,0.003,117.685,0.204,0.411
'[11:50:39.996 18/05/1995]',0.004,0.003,117.685,0.204,0.411
'[11:50:39.998 18/05/1995]',0.004,0.003,117.685,0.204,0.411
'[11:50:40.000 18/05/1995]',0.004,0.003,117.785,0.195,0.431
'[11:50:40.002 18/05/1995]',0.004,0.003,117.785,0.195,0.431
'[11:50:40.004 18/05/1995]',0.004,0.003,117.785,0.195,0.431
'[11:50:40.006 18/05/1995]',0.004,0.003,117.785,0.195,0.431
'[11:50:40.008 18/05/1995]',0.004,0.003,117.886,0.185,0.449
'[11:50:40.010 18/05/1995]',0.004,0.003,117.886,0.185,0.449
'[11:50:40.012 18/05/1995]',0.004,0.003,117.886,0.185,0.449
'[11:50:40.014 18/05/1995]',0.004,0.003,117.886,0.185,0.449
'[11:50:40.016 18/05/1995]',0.004,0.003,117.987,0.175,0.466
'[11:50:40.018 18/05/1995]',0.004,0.003,117.987,0.175,0.466
'[11:50:40.020 18/05/1995]',0.004,0.003,117.987,0.175,0.466
'[11:50:40.022 18/05/1995]',0.004,0.003,117.987,0.175,0.466
'[11:50:40.024 18/05/1995]',0.004,0.003,117.785,0.161,0.481
'[11:50:40.026 18/05/1995]',0.004,0.003,117.785,0.161,0.481
'[11:50:40.028 18/05/1995]',0.004,0.003,117.785,0.161,0.481
'[11:50:40.030 18/05/1995]',0.004,0.003,117.785,0.161,0.481
'[11:50:40.032 18/05/1995]',0.004,0.003,117.282,0.146,0.496
'[11:50:40.034 18/05/1995]',0.004,0.003,117.282,0.146,0.496
'[11:50:40.036 18/05/1995]',0.004,0.003,117.282,0.146,0.496
'[11:50:40.038 18/05/1995]',0.004,0.003,117.282,0.146,0.496
'[11:50:40.040 18/05/1995]',0.004,0.003,116.678,0.137,0.512
'[11:50:40.042 18/05/1995]',0.004,0.003,116.678,0.137,0.512
'[11:50:40.044 18/05/1995]',0.004,0.003,116.678,0.137,0.512
'[11:50:40.046 18/05/1995]',0.004,0.003,116.678,0.137,0.512
'[11:50:40.048 18/05/1995]',0.004,0.003,115.772,0.122,0.528
'[11:50:40.050 18/05/1995]',0.004,0.003,115.772,0.122,0.528
'[11:50:40.052 18/05/1995]',0.004,0.003,115.772,0.122,0.528
'[11:50:40.054 18/05/1995]',0.004,0.003,115.772,0.122,0.528
'[11:50:40.056 18/05/1995]',0.004,0.003,114.664,0.117,0.544
'[11:50:40.058 18/05/1995]',0.004,0.003,114.664,0.117,0.544
'[11:50:40.060 18/05/1995]',0.004,0.003,114.664,0.117,0.544
'[11:50:40.062 18/05/1995]',0.004,0.003,114.664,0.117,0.544
'[11:50:40.064 18/05/1995]',0.004,0.003,113.557,0.102,0.560
'[11:50:40.066 18/05/1995]',0.004,0.003,113.557,0.102,0.560
'[11:50:40.068 18/05/1995]',0.004,0.003,113.557,0.102,0.560
'[11:50:40.070 18/05/1995]',0.004,0.003,113.557,0.102,0.560
'[11:50:40.072 18/05/1995]',0.004,0.003,112.349,0.087,0.576
'[11:50:40.074 18/05/1995]',0.004,0.003,112.349,0.087,0.576
'[11:50:40.076 18/05/1995]',0.004,0.003,112.349,0.087,0.576
'[11:50:40.078 18/05/1995]',0.004,0.003,112.349,0.087,0.576
'[11:50:40.080 18/05/1995]',0.004,0.003,111.040,0.078,0.591
'[11:50:40.082 18/05/1995]',0.004,0.003,111.040,0.078,0.591
'[11:50:40.084 18/05/1995]',0.004,0.003,111.040,0.078,0.591
'[11:50:40.086 18/05/1995]',0.004,0.003,111.040,0.078,0.591
'[11:50:40.088 18/05/1995]',0.004,0.003,109.832,0.064,0.606
'[11:50:40.090 18/05/1995]',0.004,0.003,109.832,0.064,0.606
'[11:50:40.092 18/05/1995]',0.004,0.003,109.832,0.064,0.606
'[11:50:40.094 18/05/1995]',0.004,0.003,109.832,0.064,0.606
'[11:50:40.096 18/05/1995]',0.004,0.003,108.725,0.059,0.622
'[11:50:40.098 18/05/1995]',0.004,0.003,108.725,0.059,0.622
'[11:50:40.100 18/05/1995]',0.004,0.003,108.725,0.059,0.622
'[11:50:40.102 18/05/1995]',0.004,0.003,108.725,0.059,0.622
'[11:50:40.104 18/05/1995]',0.004,0.003,107.617,0.044,0.637
'[11:50:40.106 18/05/1995]',0.004,0.003,107.617,0.044,0.637
'[11:50:40.108 18/05/1995]',0.004,0.003,107.617,0.044,0.637
'[11:50:40.110 18/05/1995]',0.004,0.003,107.617,0.044,0.637
'[11:50:40.112 18/05/1995]',0.004,0.003,106.611,0.039,0.654
'[11:50:40.114 18/05/1995]',0.004,0.003,106.611,0.039,0.654
'[11:50:40.116 18/05/1995]',0.004,0.003,106.611,0.039,0.654
'[11:50:40.118 18/05/1995]',0.004,0.003,106.611,0.039,0.654
'[11:50:40.120 18/05/1995]',0.004,0.003,105.403,0.025,0.672
'[11:50:40.122 18/05/1995]',0.004,0.003,105.403,0.025,0.672
'[11:50:40.124 18/05/1995]',0.004,0.003,105.403,0.025,0.672
'[11:50:40.126 18/05/1995]',0.004,0.003,105.403,0.025,0.672
'[11:50:40.128 18/05/1995]',0.004,0.003,104.195,0.019,0.690
'[11:50:40.130 18/05/1995]',0.004,0.003,104.195,0.019,0.690
'[11:50:40.132 18/05/1995]',0.004,0.003,104.195,0.019,0.690
'[11:50:40.134 18/05/1995]',0.004,0.003,104.195,0.019,0.690
'[11:50:40.136 18/05/1995]',0.004,-0.030,102.987,0.005,0.706
'[11:50:40.138 18/05/1995]',0.050,-0.030,102.987,0.005,0.706
'[11:50:40.140 18/05/1995]',0.050,-0.030,102.987,0.005,0.706
'[11:50:40.142 18/05/1995]',0.050,-0.030,102.987,0.005,0.706
'[11:50:40.144 18/05/1995]',0.098,-0.030,101.779,-0.005,0.721
'[11:50:40.146 18/05/1995]',0.098,-0.030,101.779,-0.005,0.721
