'Time and date','II','MCL1','V','ABP','PLETH','RESP'
'[11:35:37.222 05/05/1995]',-0.144,-0.016,-0.030,98.497,-0.371,-0.240
'[11:35:37.224 05/05/1995]',-0.139,0.002,0.003,97.971,-0.351,-0.238
'[11:35:37.226 05/05/1995]',-0.134,0.002,0.003,97.971,-0.351,-0.238
'[11:35:37.228 05/05/1995]',-0.127,0.002,0.003,97.971,-0.351,-0.238
'[11:35:37.230 05/05/1995]',-0.121,0.002,0.003,97.971,-0.351,-0.238
'[11:35:37.232 05/05/1995]',-0.113,0.002,0.003,97.295,-0.332,-0.237
'[11:35:37.234 05/05/1995]',-0.105,0.002,0.003,97.295,-0.332,-0.237
'[11:35:37.236 05/05/1995]',-0.097,0.002,0.003,97.295,-0.332,-0.237
'[11:35:37.238 05/05/1995]',-0.088,0.002,0.003,97.295,-0.332,-0.237
'[11:35:37.240 05/05/1995]',-0.081,0.002,0.003,96.694,-0.314,-0.236
'[11:35:37.242 05/05/1995]',-0.074,0.002,0.003,96.694,-0.314,-0.236
'[11:35:37.244 05/05/1995]',-0.068,0.019,0.003,96.694,-0.314,-0.236
'[11:35:37.246 05/05/1995]',-0.061,0.037,0.003,96.694,-0.314,-0.236
'[11:35:37.248 05/05/1995]',-0.056,0.037,0.003,96.093,-0.297,-0.237
'[11:35:37.250 05/05/1995]',-0.051,0.019,0.003,96.093,-0.297,-0.237
'[11:35:37.252 05/05/1995]',-0.048,0.019,0.003,96.093,-0.297,-0.237
'[11:35:37.254 05/05/1995]',-0.044,0.019,0.003,96.093,-0.297,-0.237
'[11:35:37.256 05/05/1995]',-0.041,0.037,0.003,95.492,-0.285,-0.238
'[11:35:37.258 05/05/1995]',-0.037,0.055,0.035,95.492,-0.285,-0.238
'[11:35:37.260 05/05/1995]',-0.035,0.072,0.035,95.492,-0.285,-0.238
'[11:35:37.262 05/05/1995]',-0.033,0.072,0.035,95.492,-0.285,-0.238
'[11:35:37.264 05/05/1995]',-0.030,0.090,0.035,95.041,-0.274,-0.239
'[11:35:37.266 05/05/1995]',-0.027,0.072,0.035,95.041,-0.274,-0.239
'[11:35:37.268 05/05/1995]',-0.023,0.090,0.035,95.041,-0.274,-0.239
'[11:35:37.270 05/05/1995]',-0.019,0.090,0.068,95.041,-0.274,-0.239
'[11:35:37.272 05/05/1995]',-0.014,0.090,0.068,94.741,-0.268,-0.241
'[11:35:37.274 05/05/1995]',-0.009,0.108,0.068,94.741,-0.268,-0.241
'[11:35:37.276 05/05/1995]',-0.004,0.126,0.102,94.741,-0.268,-0.241
'[11:35:37.278 05/05/1995]',0.000,0.126,0.102,94.741,-0.268,-0.241
'[11:35:37.280 05/05/1995]',0.002,0.144,0.102,95.041,-0.264,-0.245
'[11:35:37.282 05/05/1995]',0.004,0.162,0.135,95.041,-0.264,-0.245
'[11:35:37.284 05/05/1995]',0.006,0.162,0.135,95.041,-0.264,-0.245
'[11:35:37.286 05/05/1995]',0.007,0.162,0.135,95.041,-0.264,-0.245
'[11:35:37.288 05/05/1995]',0.011,0.180,0.169,96.544,-0.262,-0.249
'[11:35:37.290 05/05/1995]',0.014,0.198,0.169,96.544,-0.262,-0.249
'[11:35:37.292 05/05/1995]',0.021,0.216,0.202,96.544,-0.262,-0.249
'[11:35:37.294 05/05/1995]',0.027,0.252,0.202,96.544,-0.262,-0.249
'[11:35:37.296 05/05/1995]',0.037,0.269,0.236,100.451,-0.262,-0.254
'[11:35:37.298 05/05/1995]',0.047,0.269,0.236,100.451,-0.262,-0.254
'[11:35:37.300 05/05/1995]',0.059,0.269,0.236,100.451,-0.262,-0.254
'[11:35:37.302 05/05/1995]',0.071,0.287,0.269,100.451,-0.262,-0.254
'[11:35:37.304 05/05/1995]',0.082,0.305,0.269,107.438,-0.267,-0.259
'[11:35:37.306 05/05/1995]',0.093,0.322,0.302,107.438,-0.267,-0.259
'[11:35:37.308 05/05/1995]',0.102,0.340,0.302,107.438,-0.267,-0.259
'[11:35:37.310 05/05/1995]',0.112,0.358,0.336,107.438,-0.267,-0.259
'[11:35:37.312 05/05/1995]',0.120,0.376,0.369,117.431,-0.272,-0.263
'[11:35:37.314 05/05/1995]',0.128,0.376,0.369,117.431,-0.272,-0.263
'[11:35:37.316 05/05/1995]',0.135,0.376,0.369,117.431,-0.272,-0.263
'[11:35:37.318 05/05/1995]',0.142,0.394,0.369,117.431,-0.272,-0.263
'[11:35:37.320 05/05/1995]',0.147,0.376,0.369,128.926,-0.278,-0.267
'[11:35:37.322 05/05/1995]',0.152,0.376,0.369,128.926,-0.278,-0.267
'[11:35:37.324 05/05/1995]',0.154,0.376,0.369,128.926,-0.278,-0.267
'[11:35:37.326 05/05/1995]',0.157,0.376,0.369,128.926,-0.278,-0.267
'[11:35:37.328 05/05/1995]',0.155,0.376,0.369,139.970,-0.281,-0.271
'[11:35:37.330 05/05/1995]',0.154,0.358,0.336,139.970,-0.281,-0.271
'[11:35:37.332 05/05/1995]',0.148,0.358,0.336,139.970,-0.281,-0.271
'[11:35:37.334 05/05/1995]',0.142,0.340,0.302,139.970,-0.281,-0.271
'[11:35:37.336 05/05/1995]',0.135,0.305,0.302,148.835,-0.278,-0.276
'[11:35:37.338 05/05/1995]',0.128,0.287,0.302,148.835,-0.278,-0.276
'[11:35:37.340 05/05/1995]',0.121,0.287,0.302,148.835,-0.278,-0.276
'[11:35:37.342 05/05/1995]',0.114,0.269,0.269,148.835,-0.278,-0.276
'[11:35:37.344 05/05/1995]',0.106,0.269,0.269,154.846,-0.267,-0.281
'[11:35:37.346 05/05/1995]',0.098,0.269,0.236,154.846,-0.267,-0.281
'[11:35:37.348 05/05/1995]',0.093,0.252,0.236,154.846,-0.267,-0.281
'[11:35:37.350 05/05/1995]',0.088,0.234,0.236,154.846,-0.267,-0.281
'[11:35:37.352 05/05/1995]',0.083,0.216,0.202,158.227,-0.246,-0.286
'[11:35:37.354 05/05/1995]',0.078,0.198,0.169,158.227,-0.246,-0.286
'[11:35:37.356 05/05/1995]',0.073,0.162,0.169,158.227,-0.246,-0.286
'[11:35:37.358 05/05/1995]',0.067,0.162,0.135,158.227,-0.246,-0.286
'[11:35:37.360 05/05/1995]',0.061,0.162,0.135,159.730,-0.210,-0.293
'[11:35:37.362 05/05/1995]',0.056,0.162,0.102,159.730,-0.210,-0.293
'[11:35:37.364 05/05/1995]',0.049,0.144,0.102,159.730,-0.210,-0.293
'[11:35:37.366 05/05/1995]',0.043,0.126,0.102,159.730,-0.210,-0.293
'[11:35:37.368 05/05/1995]',0.037,0.126,0.068,159.730,-0.161,-0.299
'[11:35:37.370 05/05/1995]',0.031,0.108,0.068,159.730,-0.161,-0.299
'[11:35:37.372 05/05/1995]',0.026,0.090,0.035,159.730,-0.161,-0.299
'[11:35:37.374 05/05/1995]',0.021,0.090,0.068,159.730,-0.161,-0.299
'[11:35:37.376 05/05/1995]',0.019,0.090,0.035,158.603,-0.096,-0.303
'[11:35:37.378 05/05/1995]',0.016,0.090,0.068,158.603,-0.096,-0.303
'[11:35:37.380 05/05/1995]',0.014,0.090,0.035,158.603,-0.096,-0.303
'[11:35:37.382 05/05/1995]',0.013,0.072,0.035,158.603,-0.096,-0.303
'[11:35:37.384 05/05/1995]',0.011,0.055,0.003,156.349,-0.022,-0.306
'[11:35:37.386 05/05/1995]',0.010,0.055,0.003,156.349,-0.022,-0.306
'[11:35:37.388 05/05/1995]',0.006,0.037,0.003,156.349,-0.022,-0.306
'[11:35:37.390 05/05/1995]',0.003,0.037,0.003,156.349,-0.022,-0.306
'[11:35:37.392 05/05/1995]',0.001,0.037,0.003,153.118,0.064,-0.308
'[11:35:37.394 05/05/1995]',0.000,0.055,0.035,153.118,0.064,-0.308
'[11:35:37.396 05/05/1995]',-0.001,0.055,0.003,153.118,0.064,-0.308
'[11:35:37.398 05/05/1995]',-0.001,0.037,0.003,153.118,0.064,-0.308
'[11:35:37.400 05/05/1995]',-0.001,0.037,0.003,149.136,0.175,-0.309
'[11:35:37.402 05/05/1995]',0.000,0.019,0.003,149.136,0.175,-0.309
'[11:35:37.404 05/05/1995]',0.001,0.019,0.003,149.136,0.175,-0.309
'[11:35:37.406 05/05/1995]',0.001,0.037,0.003,149.136,0.175,-0.309
'[11:35:37.408 05/05/1995]',0.003,0.037,0.003,144.553,0.266,-0.308
'[11:35:37.410 05/05/1995]',0.004,0.055,0.003,144.553,0.266,-0.308
'[11:35:37.412 05/05/1995]',0.005,0.055,0.003,144.553,0.266,-0.308
'[11:35:37.414 05/05/1995]',0.006,0.055,0.003,144.553,0.266,-0.308
'[11:35:37.416 05/05/1995]',0.007,0.055,0.003,139.669,0.350,-0.306
'[11:35:37.418 05/05/1995]',0.009,0.037,0.003,139.669,0.350,-0.306
'[11:35:37.420 05/05/1995]',0.010,0.037,0.003,139.669,0.350,-0.306
'[11:35:37.422 05/05/1995]',0.011,0.037,0.003,139.669,0.350,-0.306
'[11:35:37.424 05/05/1995]',0.011,0.037,0.003,134.485,0.422,-0.303
'[11:35:37.426 05/05/1995]',0.011,0.055,0.003,134.485,0.422,-0.303
'[11:35:37.428 05/05/1995]',0.013,0.055,0.003,134.485,0.422,-0.303
'[11:35:37.430 05/05/1995]',0.014,0.055,0.003,134.485,0.422,-0.303
'[11:35:37.432 05/05/1995]',0.016,0.055,0.003,129.151,0.479,-0.300
'[11:35:37.434 05/05/1995]',0.017,0.037,0.003,129.151,0.479,-0.300
'[11:35:37.436 05/05/1995]',0.019,0.037,0.003,129.151,0.479,-0.300
'[11:35:37.438 05/05/1995]',0.020,0.037,0.003,129.151,0.479,-0.300
'[11:35:37.440 05/05/1995]',0.021,0.037,0.003,123.892,0.519,-0.296
'[11:35:37.442 05/05/1995]',0.021,0.037,0.003,123.892,0.519,-0.296
'[11:35:37.444 05/05/1995]',0.021,0.037,0.003,123.892,0.519,-0.296
'[11:35:37.446 05/05/1995]',0.020,0.037,0.003,123.892,0.519,-0.296
'[11:35:37.448 05/05/1995]',0.020,0.019,0.003,118.708,0.540,-0.292
'[11:35:37.450 05/05/1995]',0.020,0.002,0.003,118.708,0.540,-0.292
'[11:35:37.452 05/05/1995]',0.020,0.002,0.003,118.708,0.540,-0.292
'[11:35:37.454 05/05/1995]',0.020,0.002,-0.030,118.708,0.540,-0.292
'[11:35:37.456 05/05/1995]',0.020,0.002,-0.030,113.599,0.548,-0.288
'[11:35:37.458 05/05/1995]',0.020,0.002,-0.030,113.599,0.548,-0.288
'[11:35:37.460 05/05/1995]',0.020,0.002,-0.030,113.599,0.548,-0.288
'[11:35:37.462 05/05/1995]',0.020,-0.016,-0.030,113.599,0.548,-0.288
'[11:35:37.464 05/05/1995]',0.020,-0.016,-0.030,108.790,0.537,-0.284
'[11:35:37.466 05/05/1995]',0.020,-0.034,-0.030,108.790,0.537,-0.284
'[11:35:37.468 05/05/1995]',0.020,-0.052,-0.064,108.790,0.537,-0.284
'[11:35:37.470 05/05/1995]',0.020,-0.052,-0.064,108.790,0.537,-0.284
'[11:35:37.472 05/05/1995]',0.019,-0.052,-0.030,104.508,0.515,-0.281
'[11:35:37.474 05/05/1995]',0.019,-0.052,-0.030,104.508,0.515,-0.281
'[11:35:37.476 05/05/1995]',0.016,-0.052,-0.030,104.508,0.515,-0.281
'[11:35:37.478 05/05/1995]',0.014,-0.034,-0.030,104.508,0.515,-0.281
'[11:35:37.480 05/05/1995]',0.009,-0.034,-0.030,101.052,0.479,-0.279
'[11:35:37.482 05/05/1995]',0.004,-0.052,-0.030,101.052,0.479,-0.279
'[11:35:37.484 05/05/1995]',-0.005,-0.052,-0.030,101.052,0.479,-0.279
'[11:35:37.486 05/05/1995]',-0.014,-0.070,-0.064,101.052,0.479,-0.279
'[11:35:37.488 05/05/1995]',-0.024,-0.070,-0.064,98.497,0.434,-0.278
'[11:35:37.490 05/05/1995]',-0.034,-0.070,-0.064,98.497,0.434,-0.278
'[11:35:37.492 05/05/1995]',-0.043,-0.052,-0.030,98.497,0.434,-0.278
'[11:35:37.494 05/05/1995]',-0.053,-0.052,-0.030,98.497,0.434,-0.278
'[11:35:37.496 05/05/1995]',-0.063,-0.052,-0.030,96.769,0.381,-0.277
'[11:35:37.498 05/05/1995]',-0.073,-0.052,-0.064,96.769,0.381,-0.277
'[11:35:37.500 05/05/1995]',-0.082,-0.070,-0.064,96.769,0.381,-0.277
'[11:35:37.502 05/05/1995]',-0.091,-0.088,-0.064,96.769,0.381,-0.277
'[11:35:37.504 05/05/1995]',-0.098,-0.088,-0.064,95.868,0.321,-0.276
'[11:35:37.506 05/05/1995]',-0.104,-0.088,-0.064,95.868,0.321,-0.276
'[11:35:37.508 05/05/1995]',-0.107,-0.088,-0.064,95.868,0.321,-0.276
'[11:35:37.510 05/05/1995]',-0.111,-0.088,-0.064,95.868,0.321,-0.276
'[11:35:37.512 05/05/1995]',-0.112,-0.088,-0.064,95.567,0.255,-0.276
'[11:35:37.514 05/05/1995]',-0.114,-0.088,-0.064,95.567,0.255,-0.276
'[11:35:37.516 05/05/1995]',-0.113,-0.106,-0.097,95.567,0.255,-0.276
'[11:35:37.518 05/05/1995]',-0.112,-0.106,-0.097,95.567,0.255,-0.276
'[11:35:37.520 05/05/1995]',-0.112,-0.106,-0.097,95.793,0.185,-0.277
'[11:35:37.522 05/05/1995]',-0.111,-0.124,-0.097,95.793,0.185,-0.277
'[11:35:37.524 05/05/1995]',-0.112,-0.106,-0.064,95.793,0.185,-0.277
'[11:35:37.526 05/05/1995]',-0.112,-0.088,-0.064,95.793,0.185,-0.277
'[11:35:37.528 05/05/1995]',-0.113,-0.088,-0.064,96.168,0.112,-0.278
'[11:35:37.530 05/05/1995]',-0.114,-0.088,-0.064,96.168,0.112,-0.278
'[11:35:37.532 05/05/1995]',-0.115,-0.088,-0.064,96.168,0.112,-0.278
'[11:35:37.534 05/05/1995]',-0.117,-0.106,-0.064,96.168,0.112,-0.278
'[11:35:37.536 05/05/1995]',-0.120,-0.106,-0.064,96.694,0.040,-0.278
'[11:35:37.538 05/05/1995]',-0.124,-0.088,-0.064,96.694,0.040,-0.278
'[11:35:37.540 05/05/1995]',-0.131,-0.070,-0.064,96.694,0.040,-0.278
'[11:35:37.542 05/05/1995]',-0.138,-0.052,-0.064,96.694,0.040,-0.278
'[11:35:37.544 05/05/1995]',-0.147,-0.034,-0.064,97.145,-0.034,-0.278
'[11:35:37.546 05/05/1995]',-0.157,-0.016,-0.064,97.145,-0.034,-0.278
'[11:35:37.548 05/05/1995]',-0.165,-0.016,-0.097,97.145,-0.034,-0.278
'[11:35:37.550 05/05/1995]',-0.174,-0.052,-0.097,97.145,-0.034,-0.278
'[11:35:37.552 05/05/1995]',-0.177,-0.070,-0.131,97.521,-0.105,-0.278
'[11:35:37.554 05/05/1995]',-0.179,-0.088,-0.131,97.521,-0.105,-0.278
'[11:35:37.556 05/05/1995]',-0.169,-0.088,-0.097,97.521,-0.105,-0.278
'[11:35:37.558 05/05/1995]',-0.159,-0.070,-0.064,97.521,-0.105,-0.278
'[11:35:37.560 05/05/1995]',-0.135,-0.034,-0.030,98.047,-0.172,-0.277
'[11:35:37.562 05/05/1995]',-0.110,0.002,0.003,98.047,-0.172,-0.277
'[11:35:37.564 05/05/1995]',-0.069,0.019,0.035,98.047,-0.172,-0.277
'[11:35:37.566 05/05/1995]',-0.028,0.037,0.068,98.047,-0.172,-0.277
'[11:35:37.568 05/05/1995]',0.021,0.072,0.102,98.497,-0.233,-0.276
'[11:35:37.570 05/05/1995]',0.070,0.072,0.169,98.497,-0.233,-0.276
'[11:35:37.572 05/05/1995]',0.122,0.090,0.202,98.497,-0.233,-0.276
'[11:35:37.574 05/05/1995]',0.175,0.126,0.236,98.497,-0.233,-0.276
'[11:35:37.576 05/05/1995]',0.221,0.162,0.269,99.023,-0.287,-0.274
'[11:35:37.578 05/05/1995]',0.266,0.198,0.302,99.023,-0.287,-0.274
'[11:35:37.580 05/05/1995]',0.298,0.198,0.336,99.023,-0.287,-0.274
'[11:35:37.582 05/05/1995]',0.329,0.162,0.302,99.023,-0.287,-0.274
'[11:35:37.584 05/05/1995]',0.340,0.126,0.302,99.474,-0.336,-0.272
'[11:35:37.586 05/05/1995]',0.350,0.055,0.269,99.474,-0.336,-0.272
'[11:35:37.588 05/05/1995]',0.340,0.037,0.236,99.474,-0.336,-0.272
'[11:35:37.590 05/05/1995]',0.329,0.037,0.169,99.474,-0.336,-0.272
'[11:35:37.592 05/05/1995]',0.301,0.037,0.102,99.925,-0.374,-0.269
'[11:35:37.594 05/05/1995]',0.273,-0.052,-0.030,99.925,-0.374,-0.269
'[11:35:37.596 05/05/1995]',0.236,-0.249,-0.231,99.925,-0.374,-0.269
'[11:35:37.598 05/05/1995]',0.198,-0.463,-0.465,99.925,-0.374,-0.269
'[11:35:37.600 05/05/1995]',0.159,-0.642,-0.631,100.150,-0.403,-0.266
'[11:35:37.602 05/05/1995]',0.120,-0.695,-0.731,100.150,-0.403,-0.266
'[11:35:37.604 05/05/1995]',0.085,-0.713,-0.698,100.150,-0.403,-0.266
'[11:35:37.606 05/05/1995]',0.050,-0.678,-0.664,100.150,-0.403,-0.266
'[11:35:37.608 05/05/1995]',0.025,-0.624,-0.597,100.225,-0.424,-0.262
'[11:35:37.610 05/05/1995]',0.000,-0.552,-0.497,100.225,-0.424,-0.262
'[11:35:37.612 05/05/1995]',-0.018,-0.481,-0.432,100.225,-0.424,-0.262
'[11:35:37.614 05/05/1995]',-0.036,-0.410,-0.365,100.225,-0.424,-0.262
'[11:35:37.616 05/05/1995]',-0.050,-0.356,-0.331,100.225,-0.434,-0.258
'[11:35:37.618 05/05/1995]',-0.064,-0.320,-0.298,100.225,-0.434,-0.258
'[11:35:37.620 05/05/1995]',-0.077,-0.266,-0.231,100.225,-0.434,-0.258
'[11:35:37.622 05/05/1995]',-0.090,-0.231,-0.198,100.225,-0.434,-0.258
'[11:35:37.624 05/05/1995]',-0.101,-0.178,-0.164,100.075,-0.439,-0.253
'[11:35:37.626 05/05/1995]',-0.112,-0.142,-0.131,100.075,-0.439,-0.253
'[11:35:37.628 05/05/1995]',-0.122,-0.124,-0.097,100.075,-0.439,-0.253
'[11:35:37.630 05/05/1995]',-0.131,-0.124,-0.097,100.075,-0.439,-0.253
'[11:35:37.632 05/05/1995]',-0.137,-0.106,-0.097,99.775,-0.434,-0.249
'[11:35:37.634 05/05/1995]',-0.142,-0.106,-0.097,99.775,-0.434,-0.249
'[11:35:37.636 05/05/1995]',-0.144,-0.106,-0.097,99.775,-0.434,-0.249
'[11:35:37.638 05/05/1995]',-0.147,-0.106,-0.097,99.775,-0.434,-0.249
'[11:35:37.640 05/05/1995]',-0.146,-0.088,-0.064,99.399,-0.426,-0.246
'[11:35:37.642 05/05/1995]',-0.145,-0.088,-0.064,99.399,-0.426,-0.246
'[11:35:37.644 05/05/1995]',-0.143,-0.070,-0.064,99.399,-0.426,-0.246
'[11:35:37.646 05/05/1995]',-0.141,-0.070,-0.064,99.399,-0.426,-0.246
'[11:35:37.648 05/05/1995]',-0.138,-0.070,-0.030,98.948,-0.410,-0.243
'[11:35:37.650 05/05/1995]',-0.135,-0.070,-0.064,98.948,-0.410,-0.243
'[11:35:37.652 05/05/1995]',-0.132,-0.070,-0.064,98.948,-0.410,-0.243
'[11:35:37.654 05/05/1995]',-0.128,-0.070,-0.064,98.948,-0.410,-0.243
'[11:35:37.656 05/05/1995]',-0.123,-0.070,-0.030,98.422,-0.393,-0.241
'[11:35:37.658 05/05/1995]',-0.118,-0.052,-0.030,98.422,-0.393,-0.241
'[11:35:37.660 05/05/1995]',-0.113,-0.052,-0.030,98.422,-0.393,-0.241
'[11:35:37.662 05/05/1995]',-0.108,-0.034,0.003,98.422,-0.393,-0.241
'[11:35:37.664 05/05/1995]',-0.105,-0.016,0.003,97.896,-0.374,-0.239
'[11:35:37.666 05/05/1995]',-0.102,-0.034,0.003,97.896,-0.374,-0.239
'[11:35:37.668 05/05/1995]',-0.100,-0.016,-0.030,97.896,-0.374,-0.239
'[11:35:37.670 05/05/1995]',-0.098,-0.034,-0.030,97.896,-0.374,-0.239
'[11:35:37.672 05/05/1995]',-0.096,-0.034,-0.030,97.370,-0.353,-0.237
'[11:35:37.674 05/05/1995]',-0.094,-0.016,0.003,97.370,-0.353,-0.237
'[11:35:37.676 05/05/1995]',-0.094,-0.016,0.003,97.370,-0.353,-0.237
'[11:35:37.678 05/05/1995]',-0.094,0.002,0.003,97.370,-0.353,-0.237
'[11:35:37.680 05/05/1995]',-0.094,0.002,0.003,96.769,-0.334,-0.235
'[11:35:37.682 05/05/1995]',-0.094,0.002,0.003,96.769,-0.334,-0.235
'[11:35:37.684 05/05/1995]',-0.093,0.002,0.003,96.769,-0.334,-0.235
'[11:35:37.686 05/05/1995]',-0.093,0.002,0.003,96.769,-0.334,-0.235
'[11:35:37.688 05/05/1995]',-0.090,0.002,0.003,96.168,-0.316,-0.234
'[11:35:37.690 05/05/1995]',-0.088,0.002,0.003,96.168,-0.316,-0.234
'[11:35:37.692 05/05/1995]',-0.085,0.002,0.003,96.168,-0.316,-0.234
'[11:35:37.694 05/05/1995]',-0.081,0.019,0.035,96.168,-0.316,-0.234
'[11:35:37.696 05/05/1995]',-0.075,0.019,0.035,95.642,-0.300,-0.235
'[11:35:37.698 05/05/1995]',-0.068,0.019,0.035,95.642,-0.300,-0.235
'[11:35:37.700 05/05/1995]',-0.059,0.019,0.035,95.642,-0.300,-0.235
'[11:35:37.702 05/05/1995]',-0.050,0.019,0.003,95.642,-0.300,-0.235
'[11:35:37.704 05/05/1995]',-0.041,0.019,0.035,95.192,-0.287,-0.236
'[11:35:37.706 05/05/1995]',-0.033,0.037,0.035,95.192,-0.287,-0.236
'[11:35:37.708 05/05/1995]',-0.026,0.055,0.035,95.192,-0.287,-0.236
'[11:35:37.710 05/05/1995]',-0.020,0.055,0.035,95.192,-0.287,-0.236
'[11:35:37.712 05/05/1995]',-0.017,0.072,0.068,94.966,-0.276,-0.238
'[11:35:37.714 05/05/1995]',-0.014,0.072,0.068,94.966,-0.276,-0.238
'[11:35:37.716 05/05/1995]',-0.012,0.072,0.068,94.966,-0.276,-0.238
'[11:35:37.718 05/05/1995]',-0.010,0.072,0.068,94.966,-0.276,-0.238
'[11:35:37.720 05/05/1995]',-0.006,0.090,0.068,95.041,-0.270,-0.240
'[11:35:37.722 05/05/1995]',-0.003,0.090,0.102,95.041,-0.270,-0.240
'[11:35:37.724 05/05/1995]',0.002,0.126,0.102,95.041,-0.270,-0.240
'[11:35:37.726 05/05/1995]',0.007,0.126,0.135,95.041,-0.270,-0.240
'[11:35:37.728 05/05/1995]',0.014,0.144,0.135,95.793,-0.265,-0.243
'[11:35:37.730 05/05/1995]',0.021,0.162,0.169,95.793,-0.265,-0.243
'[11:35:37.732 05/05/1995]',0.028,0.180,0.169,95.793,-0.265,-0.243
'[11:35:37.734 05/05/1995]',0.036,0.180,0.169,95.793,-0.265,-0.243
'[11:35:37.736 05/05/1995]',0.043,0.198,0.169,98.197,-0.267,-0.246
'[11:35:37.738 05/05/1995]',0.050,0.216,0.202,98.197,-0.267,-0.246
'[11:35:37.740 05/05/1995]',0.058,0.216,0.202,98.197,-0.267,-0.246
'[11:35:37.742 05/05/1995]',0.067,0.252,0.236,98.197,-0.267,-0.246
'[11:35:37.744 05/05/1995]',0.076,0.269,0.269,103.231,-0.269,-0.249
'[11:35:37.746 05/05/1995]',0.085,0.269,0.269,103.231,-0.269,-0.249
'[11:35:37.748 05/05/1995]',0.094,0.287,0.302,103.231,-0.269,-0.249
'[11:35:37.750 05/05/1995]',0.102,0.305,0.302,103.231,-0.269,-0.249
'[11:35:37.752 05/05/1995]',0.110,0.305,0.302,111.570,-0.273,-0.253
'[11:35:37.754 05/05/1995]',0.118,0.322,0.302,111.570,-0.273,-0.253
'[11:35:37.756 05/05/1995]',0.125,0.322,0.336,111.570,-0.273,-0.253
'[11:35:37.758 05/05/1995]',0.132,0.340,0.336,111.570,-0.273,-0.253
'[11:35:37.760 05/05/1995]',0.138,0.358,0.369,122.464,-0.280,-0.257
'[11:35:37.762 05/05/1995]',0.144,0.376,0.369,122.464,-0.280,-0.257
'[11:35:37.764 05/05/1995]',0.147,0.376,0.369,122.464,-0.280,-0.257
'[11:35:37.766 05/05/1995]',0.151,0.376,0.369,122.464,-0.280,-0.257
'[11:35:37.768 05/05/1995]',0.154,0.358,0.369,133.959,-0.283,-0.262
'[11:35:37.770 05/05/1995]',0.157,0.358,0.369,133.959,-0.283,-0.262
'[11:35:37.772 05/05/1995]',0.158,0.340,0.336,133.959,-0.283,-0.262
'[11:35:37.774 05/05/1995]',0.159,0.322,0.336,133.959,-0.283,-0.262
'[11:35:37.776 05/05/1995]',0.157,0.322,0.336,144.102,-0.283,-0.266
'[11:35:37.778 05/05/1995]',0.155,0.322,0.336,144.102,-0.283,-0.266
'[11:35:37.780 05/05/1995]',0.151,0.305,0.302,144.102,-0.283,-0.266
'[11:35:37.782 05/05/1995]',0.147,0.287,0.302,144.102,-0.283,-0.266
'[11:35:37.784 05/05/1995]',0.140,0.269,0.236,151.615,-0.276,-0.271
'[11:35:37.786 05/05/1995]',0.134,0.252,0.236,151.615,-0.276,-0.271
'[11:35:37.788 05/05/1995]',0.127,0.234,0.236,151.615,-0.276,-0.271
'[11:35:37.790 05/05/1995]',0.121,0.216,0.202,151.615,-0.276,-0.271
'[11:35:37.792 05/05/1995]',0.114,0.216,0.202,156.273,-0.259,-0.277
'[11:35:37.794 05/05/1995]',0.107,0.198,0.202,156.273,-0.259,-0.277
'[11:35:37.796 05/05/1995]',0.100,0.180,0.169,156.273,-0.259,-0.277
'[11:35:37.798 05/05/1995]',0.094,0.162,0.169,156.273,-0.259,-0.277
'[11:35:37.800 05/05/1995]',0.088,0.144,0.135,158.603,-0.231,-0.283
'[11:35:37.802 05/05/1995]',0.081,0.126,0.135,158.603,-0.231,-0.283
'[11:35:37.804 05/05/1995]',0.075,0.108,0.102,158.603,-0.231,-0.283
'[11:35:37.806 05/05/1995]',0.068,0.108,0.102,158.603,-0.231,-0.283
'[11:35:37.808 05/05/1995]',0.060,0.108,0.102,159.204,-0.185,-0.289
'[11:35:37.810 05/05/1995]',0.053,0.090,0.068,159.204,-0.185,-0.289
'[11:35:37.812 05/05/1995]',0.047,0.090,0.068,159.204,-0.185,-0.289
'[11:35:37.814 05/05/1995]',0.041,0.090,0.068,159.204,-0.185,-0.289
'[11:35:37.816 05/05/1995]',0.037,0.072,0.035,158.452,-0.125,-0.295
'[11:35:37.818 05/05/1995]',0.033,0.055,0.035,158.452,-0.125,-0.295
'[11:35:37.820 05/05/1995]',0.028,0.037,0.003,158.452,-0.125,-0.295
'[11:35:37.822 05/05/1995]',0.024,0.037,0.003,158.452,-0.125,-0.295
'[11:35:37.824 05/05/1995]',0.021,0.037,0.035,156.649,-0.052,-0.299
'[11:35:37.826 05/05/1995]',0.019,0.037,0.035,156.649,-0.052,-0.299
'[11:35:37.828 05/05/1995]',0.016,0.037,0.035,156.649,-0.052,-0.299
'[11:35:37.830 05/05/1995]',0.014,0.037,0.003,156.649,-0.052,-0.299
'[11:35:37.832 05/05/1995]',0.012,0.019,0.003,153.869,0.032,-0.303
'[11:35:37.834 05/05/1995]',0.010,0.019,0.003,153.869,0.032,-0.303
'[11:35:37.836 05/05/1995]',0.009,0.002,0.003,153.869,0.032,-0.303
'[11:35:37.838 05/05/1995]',0.009,0.002,0.003,153.869,0.032,-0.303
'[11:35:37.840 05/05/1995]',0.010,0.002,0.003,150.113,0.123,-0.306
'[11:35:37.842 05/05/1995]',0.011,0.002,0.003,150.113,0.123,-0.306
'[11:35:37.844 05/05/1995]',0.013,0.002,0.003,150.113,0.123,-0.306
