'Time and date','II ','V ','ABP ','PLETH ','RESP '
'[12:42:02.778 25/01/1995]',0.022,0.001,92.629,0.553,-0.512
'[12:42:02.780 25/01/1995]',0.022,0.001,92.629,0.553,-0.512
'[12:42:02.782 25/01/1995]',0.022,0.001,92.629,0.553,-0.512
'[12:42:02.784 25/01/1995]',0.022,0.001,90.961,0.577,-0.512
'[12:42:02.786 25/01/1995]',0.022,0.001,90.961,0.577,-0.512
'[12:42:02.788 25/01/1995]',0.022,0.001,90.961,0.577,-0.512
'[12:42:02.790 25/01/1995]',0.022,0.001,90.961,0.577,-0.512
'[12:42:02.792 25/01/1995]',0.022,0.001,89.191,0.553,-0.512
'[12:42:02.794 25/01/1995]',0.022,0.001,89.191,0.553,-0.512
'[12:42:02.796 25/01/1995]',0.022,0.001,89.191,0.553,-0.512
'[12:42:02.798 25/01/1995]',0.022,0.001,89.191,0.553,-0.512
'[12:42:02.800 25/01/1995]',0.022,0.001,87.320,0.553,-0.512
'[12:42:02.802 25/01/1995]',0.022,0.001,87.320,0.553,-0.512
'[12:42:02.804 25/01/1995]',0.022,0.001,87.320,0.553,-0.512
'[12:42:02.806 25/01/1995]',0.022,0.001,87.320,0.553,-0.512
'[12:42:02.808 25/01/1995]',0.022,0.001,85.399,0.553,-0.512
'[12:42:02.810 25/01/1995]',0.022,0.001,85.399,0.553,-0.512
'[12:42:02.812 25/01/1995]',0.022,0.001,85.399,0.553,-0.512
'[12:42:02.814 25/01/1995]',0.022,0.001,85.399,0.553,-0.512
'[12:42:02.816 25/01/1995]',0.022,0.001,83.225,0.530,-0.512
'[12:42:02.818 25/01/1995]',0.022,0.001,83.225,0.530,-0.512
'[12:42:02.820 25/01/1995]',0.022,0.001,83.225,0.530,-0.512
'[12:42:02.822 25/01/1995]',0.022,0.001,83.225,0.530,-0.512
'[12:42:02.824 25/01/1995]',0.022,0.001,81.000,0.507,-0.512
'[12:42:02.826 25/01/1995]',0.022,0.001,81.000,0.507,-0.512
'[12:42:02.828 25/01/1995]',0.022,0.001,81.000,0.507,-0.512
'[12:42:02.830 25/01/1995]',0.022,0.001,81.000,0.507,-0.512
'[12:42:02.832 25/01/1995]',0.022,0.001,78.270,0.507,-0.512
'[12:42:02.834 25/01/1995]',0.022,0.001,78.270,0.507,-0.512
'[12:42:02.836 25/01/1995]',0.022,0.001,78.270,0.507,-0.512
'[12:42:02.838 25/01/1995]',0.022,0.001,78.270,0.507,-0.512
'[12:42:02.840 25/01/1995]',0.022,0.001,75.084,0.484,-0.512
'[12:42:02.842 25/01/1995]',0.022,0.001,75.084,0.484,-0.512
'[12:42:02.844 25/01/1995]',0.022,0.001,75.084,0.484,-0.512
'[12:42:02.846 25/01/1995]',0.022,0.001,75.084,0.484,-0.512
'[12:42:02.848 25/01/1995]',0.022,0.001,71.697,0.439,-0.512
'[12:42:02.850 25/01/1995]',0.022,0.001,71.697,0.439,-0.512
'[12:42:02.852 25/01/1995]',0.022,0.001,71.697,0.439,-0.512
'[12:42:02.854 25/01/1995]',0.022,0.001,71.697,0.439,-0.512
'[12:42:02.856 25/01/1995]',0.022,0.001,68.865,0.392,-0.512
'[12:42:02.858 25/01/1995]',0.022,0.001,68.865,0.392,-0.512
'[12:42:02.860 25/01/1995]',0.022,0.001,68.865,0.392,-0.512
'[12:42:02.862 25/01/1995]',0.022,0.001,68.865,0.392,-0.512
'[12:42:02.864 25/01/1995]',0.022,0.001,66.944,0.346,-0.512
'[12:42:02.866 25/01/1995]',0.022,0.001,66.944,0.346,-0.512
'[12:42:02.868 25/01/1995]',0.022,0.001,66.944,0.346,-0.512
'[12:42:02.870 25/01/1995]',0.022,0.001,66.944,0.346,-0.512
'[12:42:02.872 25/01/1995]',0.022,0.001,65.629,0.346,-0.512
'[12:42:02.874 25/01/1995]',0.022,0.001,65.629,0.346,-0.512
'[12:42:02.876 25/01/1995]',0.022,0.001,65.629,0.346,-0.512
'[12:42:02.878 25/01/1995]',0.022,0.001,65.629,0.346,-0.512
'[12:42:02.880 25/01/1995]',0.022,0.001,64.770,0.300,-0.512
'[12:42:02.882 25/01/1995]',0.022,0.001,64.770,0.300,-0.512
'[12:42:02.884 25/01/1995]',0.022,0.001,64.770,0.300,-0.512
'[12:42:02.886 25/01/1995]',0.022,0.001,64.770,0.300,-0.512
'[12:42:02.888 25/01/1995]',0.022,0.001,64.112,0.254,-0.512
'[12:42:02.890 25/01/1995]',0.022,0.001,64.112,0.254,-0.512
'[12:42:02.892 25/01/1995]',0.022,0.001,64.112,0.254,-0.512
'[12:42:02.894 25/01/1995]',0.022,0.001,64.112,0.254,-0.512
'[12:42:02.896 25/01/1995]',0.022,0.001,63.708,0.254,-0.512
'[12:42:02.898 25/01/1995]',0.022,0.001,63.708,0.254,-0.512
'[12:42:02.900 25/01/1995]',0.022,0.001,63.708,0.254,-0.512
'[12:42:02.902 25/01/1995]',0.022,0.001,63.708,0.254,-0.512
'[12:42:02.904 25/01/1995]',0.022,0.001,63.506,0.207,-0.512
'[12:42:02.906 25/01/1995]',0.022,0.001,63.506,0.207,-0.512
'[12:42:02.908 25/01/1995]',0.022,0.001,63.506,0.207,-0.512
'[12:42:02.910 25/01/1995]',0.022,0.001,63.506,0.207,-0.512
'[12:42:02.912 25/01/1995]',0.022,0.001,63.556,0.184,-0.512
'[12:42:02.914 25/01/1995]',0.022,0.001,63.556,0.184,-0.512
'[12:42:02.916 25/01/1995]',0.022,0.001,63.556,0.184,-0.512
'[12:42:02.918 25/01/1995]',0.022,0.001,63.556,0.184,-0.512
'[12:42:02.920 25/01/1995]',0.022,0.001,63.758,0.139,-0.512
'[12:42:02.922 25/01/1995]',0.022,0.001,63.758,0.139,-0.512
'[12:42:02.924 25/01/1995]',0.022,0.001,63.758,0.139,-0.512
'[12:42:02.926 25/01/1995]',0.022,0.001,63.758,0.139,-0.512
'[12:42:02.928 25/01/1995]',0.022,0.001,64.062,0.092,-0.512
'[12:42:02.930 25/01/1995]',0.022,0.001,64.062,0.092,-0.512
'[12:42:02.932 25/01/1995]',0.022,0.001,64.062,0.092,-0.512
'[12:42:02.934 25/01/1995]',0.022,0.001,64.062,0.092,-0.512
'[12:42:02.936 25/01/1995]',0.022,0.001,64.365,0.092,-0.512
'[12:42:02.938 25/01/1995]',0.022,0.001,64.365,0.092,-0.512
'[12:42:02.940 25/01/1995]',0.022,0.001,64.365,0.092,-0.512
'[12:42:02.942 25/01/1995]',0.022,0.001,64.365,0.092,-0.512
'[12:42:02.944 25/01/1995]',0.022,0.001,64.719,0.046,-0.512
'[12:42:02.946 25/01/1995]',0.022,0.001,64.719,0.046,-0.512
'[12:42:02.948 25/01/1995]',0.022,0.001,64.719,0.046,-0.512
'[12:42:02.950 25/01/1995]',0.022,0.001,64.719,0.046,-0.512
'[12:42:02.952 25/01/1995]',0.022,0.001,65.073,0.046,-0.512
'[12:42:02.954 25/01/1995]',0.022,0.001,65.073,0.046,-0.512
'[12:42:02.956 25/01/1995]',0.022,0.001,65.073,0.046,-0.512
'[12:42:02.958 25/01/1995]',0.022,0.001,65.073,0.046,-0.512
'[12:42:02.960 25/01/1995]',0.022,0.001,65.376,0.000,-0.512
'[12:42:02.962 25/01/1995]',0.022,0.001,65.376,0.000,-0.512
'[12:42:02.964 25/01/1995]',0.022,0.001,65.376,0.000,-0.512
'[12:42:02.966 25/01/1995]',0.022,0.001,65.376,0.000,-0.512
'[12:42:02.968 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:02.970 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:02.972 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:02.974 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:02.976 25/01/1995]',0.022,0.001,65.629,-0.023,-0.512
'[12:42:02.978 25/01/1995]',0.022,0.001,65.629,-0.023,-0.512
'[12:42:02.980 25/01/1995]',0.022,0.001,65.629,-0.023,-0.512
'[12:42:02.982 25/01/1995]',0.022,0.001,65.629,-0.023,-0.512
'[12:42:02.984 25/01/1995]',0.022,0.001,65.629,-0.046,-0.512
'[12:42:02.986 25/01/1995]',0.022,0.001,65.629,-0.046,-0.512
'[12:42:02.988 25/01/1995]',0.022,0.001,65.629,-0.046,-0.512
'[12:42:02.990 25/01/1995]',0.022,0.001,65.629,-0.046,-0.512
'[12:42:02.992 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:02.994 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:02.996 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:02.998 25/01/1995]',0.022,0.001,65.528,-0.046,-0.512
'[12:42:03.000 25/01/1995]',0.022,0.001,65.275,-0.092,-0.512
'[12:42:03.002 25/01/1995]',0.022,0.001,65.275,-0.092,-0.512
'[12:42:03.004 25/01/1995]',0.022,0.001,65.275,-0.092,-0.512
'[12:42:03.006 25/01/1995]',0.022,0.001,65.275,-0.092,-0.512
'[12:42:03.008 25/01/1995]',0.022,0.001,64.921,-0.092,-0.512
'[12:42:03.010 25/01/1995]',0.022,0.001,64.921,-0.092,-0.512
'[12:42:03.012 25/01/1995]',0.022,0.001,64.921,-0.092,-0.512
'[12:42:03.014 25/01/1995]',0.022,0.001,64.921,-0.092,-0.512
'[12:42:03.016 25/01/1995]',0.022,0.001,64.517,-0.069,-0.512
'[12:42:03.018 25/01/1995]',0.022,0.001,64.517,-0.069,-0.512
'[12:42:03.020 25/01/1995]',0.022,0.001,64.517,-0.069,-0.512
'[12:42:03.022 25/01/1995]',0.022,0.001,64.517,-0.069,-0.512
'[12:42:03.024 25/01/1995]',0.022,0.001,64.011,-0.069,-0.512
'[12:42:03.026 25/01/1995]',0.022,0.001,64.011,-0.069,-0.512
'[12:42:03.028 25/01/1995]',0.022,0.001,64.011,-0.069,-0.512
'[12:42:03.030 25/01/1995]',0.022,0.001,64.011,-0.069,-0.512
'[12:42:03.032 25/01/1995]',0.022,0.001,63.404,-0.092,-0.512
'[12:42:03.034 25/01/1995]',0.022,0.001,63.404,-0.092,-0.512
'[12:42:03.036 25/01/1995]',0.022,0.001,63.404,-0.092,-0.512
'[12:42:03.038 25/01/1995]',0.022,0.001,63.404,-0.092,-0.512
'[12:42:03.040 25/01/1995]',0.022,0.001,62.747,-0.092,-0.512
'[12:42:03.042 25/01/1995]',0.022,0.001,62.747,-0.092,-0.512
'[12:42:03.044 25/01/1995]',0.022,0.001,62.747,-0.092,-0.512
'[12:42:03.046 25/01/1995]',0.022,0.001,62.747,-0.092,-0.512
'[12:42:03.048 25/01/1995]',0.022,0.001,62.090,-0.115,-0.512
'[12:42:03.050 25/01/1995]',0.022,0.001,62.090,-0.115,-0.512
'[12:42:03.052 25/01/1995]',0.022,0.001,62.090,-0.115,-0.512
'[12:42:03.054 25/01/1995]',0.022,0.001,62.090,-0.115,-0.512
'[12:42:03.056 25/01/1995]',0.022,0.001,60.472,-0.138,-0.512
'[12:42:03.058 25/01/1995]',0.022,0.001,60.472,-0.138,-0.512
'[12:42:03.060 25/01/1995]',0.022,0.001,60.472,-0.138,-0.512
'[12:42:03.062 25/01/1995]',0.022,0.001,60.472,-0.138,-0.512
'[12:42:03.064 25/01/1995]',0.022,0.001,54.354,-0.138,-0.512
'[12:42:03.066 25/01/1995]',0.022,0.001,54.354,-0.138,-0.512
'[12:42:03.068 25/01/1995]',0.022,0.001,54.354,-0.138,-0.512
'[12:42:03.070 25/01/1995]',0.022,0.001,54.354,-0.138,-0.512
'[12:42:03.072 25/01/1995]',0.022,0.001,39.792,-0.162,-0.512
'[12:42:03.074 25/01/1995]',0.022,0.001,39.792,-0.162,-0.512
'[12:42:03.076 25/01/1995]',0.022,0.001,39.792,-0.162,-0.512
'[12:42:03.078 25/01/1995]',0.022,0.001,39.792,-0.162,-0.512
'[12:42:03.080 25/01/1995]',0.022,0.001,20.730,-0.138,-0.512
'[12:42:03.082 25/01/1995]',0.022,0.001,20.730,-0.138,-0.512
'[12:42:03.084 25/01/1995]',0.022,0.001,20.730,-0.138,-0.512
'[12:42:03.086 25/01/1995]',0.022,0.001,20.730,-0.138,-0.512
'[12:42:03.088 25/01/1995]',0.022,0.001,6.573,-0.162,-0.512
'[12:42:03.090 25/01/1995]',0.022,0.001,6.573,-0.162,-0.512
'[12:42:03.092 25/01/1995]',0.022,0.001,6.573,-0.162,-0.512
'[12:42:03.094 25/01/1995]',0.022,0.001,6.573,-0.162,-0.512
'[12:42:03.096 25/01/1995]',0.022,0.001,0.910,-0.184,-0.512
'[12:42:03.098 25/01/1995]',0.022,0.001,0.910,-0.184,-0.512
'[12:42:03.100 25/01/1995]',0.022,0.001,0.910,-0.184,-0.512
'[12:42:03.102 25/01/1995]',0.022,0.001,0.910,-0.184,-0.512
'[12:42:03.104 25/01/1995]',0.022,0.001,0.000,-0.207,-0.512
'[12:42:03.106 25/01/1995]',0.022,0.001,0.000,-0.207,-0.512
'[12:42:03.108 25/01/1995]',0.022,0.001,0.000,-0.207,-0.512
'[12:42:03.110 25/01/1995]',0.022,0.001,0.000,-0.207,-0.512
'[12:42:03.112 25/01/1995]',0.022,0.001,0.051,-0.207,-0.512
'[12:42:03.114 25/01/1995]',0.022,0.001,0.051,-0.207,-0.512
'[12:42:03.116 25/01/1995]',0.022,0.001,0.051,-0.207,-0.512
'[12:42:03.118 25/01/1995]',0.022,0.001,0.051,-0.207,-0.512
'[12:42:03.120 25/01/1995]',0.022,0.001,0.051,-0.231,-0.512
'[12:42:03.122 25/01/1995]',0.022,0.001,0.051,-0.231,-0.512
'[12:42:03.124 25/01/1995]',0.022,0.001,0.051,-0.231,-0.512
'[12:42:03.126 25/01/1995]',0.022,0.001,0.051,-0.231,-0.512
'[12:42:03.128 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.130 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.132 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.134 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.136 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.138 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.140 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.142 25/01/1995]',0.022,0.001,0.051,-0.254,-0.512
'[12:42:03.144 25/01/1995]',0.022,0.001,0.051,-0.277,-0.512
'[12:42:03.146 25/01/1995]',0.022,0.001,0.051,-0.277,-0.512
'[12:42:03.148 25/01/1995]',0.022,0.001,0.051,-0.277,-0.512
'[12:42:03.150 25/01/1995]',0.022,0.001,0.051,-0.277,-0.512
'[12:42:03.152 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.154 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.156 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.158 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.160 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.162 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.164 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.166 25/01/1995]',0.022,0.001,0.051,-0.299,-0.512
'[12:42:03.168 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.170 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.172 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.174 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.176 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.178 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.180 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.182 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.184 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.186 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.188 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.190 25/01/1995]',0.022,0.001,0.051,-0.323,-0.512
'[12:42:03.192 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.194 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.196 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.198 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.200 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.202 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.204 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.206 25/01/1995]',0.022,0.001,0.051,-0.346,-0.512
'[12:42:03.208 25/01/1995]',0.018,0.001,0.051,-0.346,-0.512
'[12:42:03.210 25/01/1995]',0.014,0.001,0.051,-0.346,-0.512
'[12:42:03.212 25/01/1995]',0.002,0.001,0.051,-0.346,-0.512
'[12:42:03.214 25/01/1995]',-0.009,0.001,0.051,-0.346,-0.512
'[12:42:03.216 25/01/1995]',-0.029,0.001,0.051,-0.323,-0.512
'[12:42:03.218 25/01/1995]',-0.048,0.001,0.051,-0.323,-0.512
'[12:42:03.220 25/01/1995]',-0.071,0.001,0.051,-0.323,-0.512
'[12:42:03.222 25/01/1995]',-0.094,0.001,0.051,-0.323,-0.512
'[12:42:03.224 25/01/1995]',-0.113,0.091,0.051,-0.346,-0.512
'[12:42:03.226 25/01/1995]',-0.131,0.091,0.051,-0.346,-0.512
'[12:42:03.228 25/01/1995]',-0.140,0.091,0.051,-0.346,-0.512
'[12:42:03.230 25/01/1995]',-0.149,0.076,0.051,-0.346,-0.512
'[12:42:03.232 25/01/1995]',-0.150,0.091,0.051,-0.369,-0.512
'[12:42:03.234 25/01/1995]',-0.152,0.091,0.051,-0.369,-0.512
'[12:42:03.236 25/01/1995]',-0.151,0.091,0.051,-0.369,-0.512
'[12:42:03.238 25/01/1995]',-0.150,0.091,0.051,-0.369,-0.512
'[12:42:03.240 25/01/1995]',-0.149,0.091,0.051,-0.346,-0.512
'[12:42:03.242 25/01/1995]',-0.149,0.091,0.051,-0.346,-0.512
'[12:42:03.244 25/01/1995]',-0.149,0.091,0.051,-0.346,-0.512
'[12:42:03.246 25/01/1995]',-0.149,0.076,0.051,-0.346,-0.512
'[12:42:03.248 25/01/1995]',-0.149,0.076,0.051,-0.369,-0.512
'[12:42:03.250 25/01/1995]',-0.150,0.076,0.051,-0.369,-0.512
'[12:42:03.252 25/01/1995]',-0.150,0.076,0.051,-0.369,-0.512
'[12:42:03.254 25/01/1995]',-0.150,0.076,0.051,-0.369,-0.512
'[12:42:03.256 25/01/1995]',-0.149,0.076,0.051,-0.392,-0.512
'[12:42:03.258 25/01/1995]',-0.149,0.076,0.051,-0.392,-0.512
'[12:42:03.260 25/01/1995]',-0.149,0.076,0.051,-0.392,-0.512
'[12:42:03.262 25/01/1995]',-0.149,0.061,0.051,-0.392,-0.512
'[12:42:03.264 25/01/1995]',-0.149,0.076,0.051,-0.392,-0.512
'[12:42:03.266 25/01/1995]',-0.150,0.061,0.051,-0.392,-0.512
'[12:42:03.268 25/01/1995]',-0.150,0.076,0.051,-0.392,-0.512
'[12:42:03.270 25/01/1995]',-0.150,0.076,0.051,-0.392,-0.512
'[12:42:03.272 25/01/1995]',-0.149,0.076,0.051,-0.431,-0.512
'[12:42:03.274 25/01/1995]',-0.147,0.076,0.051,-0.431,-0.512
'[12:42:03.276 25/01/1995]',-0.145,0.061,0.051,-0.431,-0.512
'[12:42:03.278 25/01/1995]',-0.144,0.076,0.051,-0.431,-0.512
'[12:42:03.280 25/01/1995]',-0.143,0.061,0.657,-0.431,-0.512
'[12:42:03.282 25/01/1995]',-0.142,0.061,0.657,-0.431,-0.512
'[12:42:03.284 25/01/1995]',-0.140,0.061,0.657,-0.431,-0.512
'[12:42:03.286 25/01/1995]',-0.138,0.061,0.657,-0.431,-0.512
'[12:42:03.288 25/01/1995]',-0.137,0.061,4.904,-0.407,-0.512
'[12:42:03.290 25/01/1995]',-0.136,0.061,4.904,-0.407,-0.512
'[12:42:03.292 25/01/1995]',-0.134,0.061,4.904,-0.407,-0.512
'[12:42:03.294 25/01/1995]',-0.133,0.061,4.904,-0.407,-0.512
'[12:42:03.296 25/01/1995]',-0.132,0.061,15.472,-0.431,-0.512
'[12:42:03.298 25/01/1995]',-0.131,0.046,15.472,-0.431,-0.512
'[12:42:03.300 25/01/1995]',-0.131,0.061,15.472,-0.431,-0.512
'[12:42:03.302 25/01/1995]',-0.131,0.061,15.472,-0.431,-0.512
'[12:42:03.304 25/01/1995]',-0.131,0.061,29.528,-0.431,-0.512
'[12:42:03.306 25/01/1995]',-0.130,0.061,29.528,-0.431,-0.512
'[12:42:03.308 25/01/1995]',-0.128,0.061,29.528,-0.431,-0.512
'[12:42:03.310 25/01/1995]',-0.127,0.061,29.528,-0.431,-0.512
'[12:42:03.312 25/01/1995]',-0.126,0.046,40.045,-0.431,-0.512
'[12:42:03.314 25/01/1995]',-0.125,0.061,40.045,-0.431,-0.512
'[12:42:03.316 25/01/1995]',-0.124,0.061,40.045,-0.431,-0.512
'[12:42:03.318 25/01/1995]',-0.122,0.046,40.045,-0.431,-0.512
'[12:42:03.320 25/01/1995]',-0.120,0.046,44.343,-0.455,-0.512
'[12:42:03.322 25/01/1995]',-0.117,0.061,44.343,-0.455,-0.512
'[12:42:03.324 25/01/1995]',-0.116,0.046,44.343,-0.455,-0.512
'[12:42:03.326 25/01/1995]',-0.116,0.046,44.343,-0.455,-0.512
'[12:42:03.328 25/01/1995]',-0.115,0.046,45.051,-0.431,-0.512
'[12:42:03.330 25/01/1995]',-0.114,0.046,45.051,-0.431,-0.512
'[12:42:03.332 25/01/1995]',-0.114,0.046,45.051,-0.431,-0.512
'[12:42:03.334 25/01/1995]',-0.114,0.046,45.051,-0.431,-0.512
'[12:42:03.336 25/01/1995]',-0.114,0.046,45.051,-0.455,-0.512
'[12:42:03.338 25/01/1995]',-0.114,0.046,45.051,-0.455,-0.512
'[12:42:03.340 25/01/1995]',-0.114,0.046,45.051,-0.455,-0.512
'[12:42:03.342 25/01/1995]',-0.114,0.046,45.051,-0.455,-0.512
'[12:42:03.344 25/01/1995]',-0.114,0.046,45.051,-0.431,-0.512
'[12:42:03.346 25/01/1995]',-0.114,0.046,45.051,-0.431,-0.512
'[12:42:03.348 25/01/1995]',-0.114,0.046,45.051,-0.431,-0.512
'[12:42:03.350 25/01/1995]',-0.114,0.046,45.051,-0.431,-0.512
'[12:42:03.352 25/01/1995]',-0.113,0.046,45.051,-0.455,-0.512
'[12:42:03.354 25/01/1995]',-0.113,0.046,45.051,-0.455,-0.512
'[12:42:03.356 25/01/1995]',-0.111,0.046,45.051,-0.455,-0.512
'[12:42:03.358 25/01/1995]',-0.109,0.046,45.051,-0.455,-0.512
'[12:42:03.360 25/01/1995]',-0.108,0.046,45.051,-0.455,-0.512
'[12:42:03.362 25/01/1995]',-0.106,0.046,45.051,-0.455,-0.512
'[12:42:03.364 25/01/1995]',-0.106,0.046,45.051,-0.455,-0.512
'[12:42:03.366 25/01/1995]',-0.105,0.046,45.051,-0.455,-0.512
'[12:42:03.368 25/01/1995]',-0.103,0.046,45.051,-0.455,-0.512
'[12:42:03.370 25/01/1995]',-0.102,0.046,45.051,-0.455,-0.512
'[12:42:03.372 25/01/1995]',-0.100,0.046,45.051,-0.455,-0.512
'[12:42:03.374 25/01/1995]',-0.099,0.046,45.051,-0.455,-0.512
'[12:42:03.376 25/01/1995]',-0.098,0.046,45.051,-0.431,-0.512
'[12:42:03.378 25/01/1995]',-0.097,0.046,45.051,-0.431,-0.512
'[12:42:03.380 25/01/1995]',-0.098,0.046,45.051,-0.431,-0.512
'[12:42:03.382 25/01/1995]',-0.099,0.046,45.051,-0.431,-0.512
'[12:42:03.384 25/01/1995]',-0.099,0.046,45.051,-0.431,-0.512
'[12:42:03.386 25/01/1995]',-0.099,0.046,45.051,-0.431,-0.512
'[12:42:03.388 25/01/1995]',-0.099,0.046,45.051,-0.431,-0.512
'[12:42:03.390 25/01/1995]',-0.099,0.046,45.051,-0.431,-0.512
'[12:42:03.392 25/01/1995]',-0.099,0.046,45.051,-0.455,-0.512
'[12:42:03.394 25/01/1995]',-0.099,0.046,45.051,-0.455,-0.512
'[12:42:03.396 25/01/1995]',-0.098,0.031,45.051,-0.455,-0.512
'[12:42:03.398 25/01/1995]',-0.097,0.046,45.051,-0.455,-0.512
'[12:42:03.400 25/01/1995]',-0.095,0.046,45.051,-0.455,-0.512
'[12:42:03.402 25/01/1995]',-0.094,0.046,45.051,-0.455,-0.512
'[12:42:03.404 25/01/1995]',-0.092,0.046,45.051,-0.455,-0.512
'[12:42:03.406 25/01/1995]',-0.091,0.046,45.051,-0.455,-0.512
'[12:42:03.408 25/01/1995]',-0.088,0.046,45.051,-0.455,-0.512
'[12:42:03.410 25/01/1995]',-0.086,0.046,45.051,-0.455,-0.512
'[12:42:03.412 25/01/1995]',-0.085,0.046,45.051,-0.455,-0.512
'[12:42:03.414 25/01/1995]',-0.084,0.031,45.051,-0.455,-0.512
'[12:42:03.416 25/01/1995]',-0.083,0.046,45.051,-0.431,-0.512
'[12:42:03.418 25/01/1995]',-0.081,0.046,45.051,-0.431,-0.512
'[12:42:03.420 25/01/1995]',-0.081,0.046,45.051,-0.431,-0.512
'[12:42:03.422 25/01/1995]',-0.080,0.031,45.051,-0.431,-0.512
'[12:42:03.424 25/01/1995]',-0.080,0.046,45.051,-0.455,-0.512
'[12:42:03.426 25/01/1995]',-0.080,0.046,45.051,-0.455,-0.512
'[12:42:03.428 25/01/1995]',-0.081,0.031,45.051,-0.455,-0.512
'[12:42:03.430 25/01/1995]',-0.081,0.046,45.051,-0.455,-0.512
'[12:42:03.432 25/01/1995]',-0.081,0.031,45.051,-0.455,-0.512
'[12:42:03.434 25/01/1995]',-0.081,0.046,45.051,-0.455,-0.512
'[12:42:03.436 25/01/1995]',-0.081,0.046,45.051,-0.455,-0.512
'[12:42:03.438 25/01/1995]',-0.080,0.046,45.051,-0.455,-0.512
'[12:42:03.440 25/01/1995]',-0.080,0.031,45.051,-0.455,-0.512
'[12:42:03.442 25/01/1995]',-0.080,0.031,45.051,-0.455,-0.512
'[12:42:03.444 25/01/1995]',-0.081,0.031,45.051,-0.455,-0.512
'[12:42:03.446 25/01/1995]',-0.081,0.031,45.051,-0.455,-0.512
'[12:42:03.448 25/01/1995]',-0.081,0.031,45.051,-0.407,-0.512
'[12:42:03.450 25/01/1995]',-0.081,0.046,45.051,-0.407,-0.512
'[12:42:03.452 25/01/1995]',-0.081,0.031,45.051,-0.407,-0.512
'[12:42:03.454 25/01/1995]',-0.080,0.046,45.051,-0.407,-0.512
'[12:42:03.456 25/01/1995]',-0.080,0.046,45.051,-0.407,-0.512
'[12:42:03.458 25/01/1995]',-0.080,0.031,45.051,-0.407,-0.512
'[12:42:03.460 25/01/1995]',-0.080,0.046,45.051,-0.407,-0.512
'[12:42:03.462 25/01/1995]',-0.080,0.031,45.051,-0.407,-0.512
'[12:42:03.464 25/01/1995]',-0.078,0.031,45.051,-0.359,-0.512
'[12:42:03.466 25/01/1995]',-0.077,0.031,45.051,-0.359,-0.512
'[12:42:03.468 25/01/1995]',-0.076,0.031,45.051,-0.359,-0.512
'[12:42:03.470 25/01/1995]',-0.075,0.031,45.051,-0.359,-0.512
'[12:42:03.472 25/01/1995]',-0.074,0.046,45.051,-0.359,-0.512
