'Time and date','I','I','V','ABP','PLETH','RESP'
'[05:20:03.310 03/05/1995]',0.005,0.001,-0.501,80.925,-0.281,0.231
'[05:20:03.312 03/05/1995]',-0.009,-0.034,-0.501,80.625,-0.273,0.245
'[05:20:03.314 03/05/1995]',-0.023,-0.046,-0.466,80.625,-0.273,0.245
'[05:20:03.316 03/05/1995]',-0.025,-0.046,-0.431,80.625,-0.273,0.245
'[05:20:03.318 03/05/1995]',-0.028,-0.046,-0.384,80.625,-0.273,0.245
'[05:20:03.320 03/05/1995]',-0.026,-0.022,-0.326,80.175,-0.264,0.259
'[05:20:03.322 03/05/1995]',-0.025,-0.022,-0.291,80.175,-0.264,0.259
'[05:20:03.324 03/05/1995]',-0.024,-0.022,-0.244,80.175,-0.264,0.259
'[05:20:03.326 03/05/1995]',-0.024,-0.022,-0.209,80.175,-0.264,0.259
'[05:20:03.328 03/05/1995]',-0.025,-0.022,-0.174,79.800,-0.262,0.274
'[05:20:03.330 03/05/1995]',-0.027,-0.022,-0.139,79.800,-0.262,0.274
'[05:20:03.332 03/05/1995]',-0.030,-0.022,-0.116,79.800,-0.262,0.274
'[05:20:03.334 03/05/1995]',-0.032,-0.022,-0.081,79.800,-0.262,0.274
'[05:20:03.336 03/05/1995]',-0.033,-0.034,-0.069,79.425,-0.255,0.287
'[05:20:03.338 03/05/1995]',-0.034,-0.046,-0.057,79.425,-0.255,0.287
'[05:20:03.340 03/05/1995]',-0.035,-0.058,-0.046,79.425,-0.255,0.287
'[05:20:03.342 03/05/1995]',-0.036,-0.058,-0.046,79.425,-0.255,0.287
'[05:20:03.344 03/05/1995]',-0.037,-0.058,-0.034,78.975,-0.257,0.300
'[05:20:03.346 03/05/1995]',-0.038,-0.058,-0.022,78.975,-0.257,0.300
'[05:20:03.348 03/05/1995]',-0.040,-0.058,-0.022,78.975,-0.257,0.300
'[05:20:03.350 03/05/1995]',-0.042,-0.058,-0.022,78.975,-0.257,0.300
'[05:20:03.352 03/05/1995]',-0.045,-0.058,-0.022,78.525,-0.255,0.312
'[05:20:03.354 03/05/1995]',-0.047,-0.058,-0.022,78.525,-0.255,0.312
'[05:20:03.356 03/05/1995]',-0.048,-0.058,-0.022,78.525,-0.255,0.312
'[05:20:03.358 03/05/1995]',-0.049,-0.058,-0.022,78.525,-0.255,0.312
'[05:20:03.360 03/05/1995]',-0.048,-0.058,-0.011,78.150,-0.257,0.323
'[05:20:03.362 03/05/1995]',-0.047,-0.058,-0.022,78.150,-0.257,0.323
'[05:20:03.364 03/05/1995]',-0.045,-0.058,0.001,78.150,-0.257,0.323
'[05:20:03.366 03/05/1995]',-0.044,-0.058,0.001,78.150,-0.257,0.323
'[05:20:03.368 03/05/1995]',-0.041,-0.058,0.001,77.775,-0.260,0.334
'[05:20:03.370 03/05/1995]',-0.039,-0.058,0.001,77.775,-0.260,0.334
'[05:20:03.372 03/05/1995]',-0.038,-0.058,0.001,77.775,-0.260,0.334
'[05:20:03.374 03/05/1995]',-0.036,-0.058,0.001,77.775,-0.260,0.334
'[05:20:03.376 03/05/1995]',-0.036,-0.046,0.001,77.325,-0.262,0.344
'[05:20:03.378 03/05/1995]',-0.035,-0.046,0.001,77.325,-0.262,0.344
'[05:20:03.380 03/05/1995]',-0.035,-0.046,0.001,77.325,-0.262,0.344
'[05:20:03.382 03/05/1995]',-0.034,-0.046,0.001,77.325,-0.262,0.344
'[05:20:03.384 03/05/1995]',-0.034,-0.046,0.001,76.875,-0.271,0.354
'[05:20:03.386 03/05/1995]',-0.033,-0.046,0.001,76.875,-0.271,0.354
'[05:20:03.388 03/05/1995]',-0.032,-0.046,0.001,76.875,-0.271,0.354
'[05:20:03.390 03/05/1995]',-0.031,-0.046,0.001,76.875,-0.271,0.354
'[05:20:03.392 03/05/1995]',-0.031,-0.046,0.001,76.575,-0.273,0.364
'[05:20:03.394 03/05/1995]',-0.030,-0.046,0.001,76.575,-0.273,0.364
'[05:20:03.396 03/05/1995]',-0.031,-0.034,0.001,76.575,-0.273,0.364
'[05:20:03.398 03/05/1995]',-0.031,-0.046,0.012,76.575,-0.273,0.364
'[05:20:03.400 03/05/1995]',-0.031,-0.046,0.012,76.275,-0.280,0.374
'[05:20:03.402 03/05/1995]',-0.030,-0.034,0.012,76.275,-0.280,0.374
'[05:20:03.404 03/05/1995]',-0.029,-0.034,0.012,76.275,-0.280,0.374
'[05:20:03.406 03/05/1995]',-0.028,-0.034,0.001,76.275,-0.280,0.374
'[05:20:03.408 03/05/1995]',-0.026,-0.034,0.001,75.975,-0.288,0.383
'[05:20:03.410 03/05/1995]',-0.025,-0.034,0.001,75.975,-0.288,0.383
'[05:20:03.412 03/05/1995]',-0.024,-0.022,0.012,75.975,-0.288,0.383
'[05:20:03.414 03/05/1995]',-0.024,-0.022,0.012,75.975,-0.288,0.383
'[05:20:03.416 03/05/1995]',-0.022,-0.022,0.024,75.750,-0.295,0.391
'[05:20:03.418 03/05/1995]',-0.021,-0.022,0.024,75.750,-0.295,0.391
'[05:20:03.420 03/05/1995]',-0.019,-0.034,0.012,75.750,-0.295,0.391
'[05:20:03.422 03/05/1995]',-0.017,-0.022,0.012,75.750,-0.295,0.391
'[05:20:03.424 03/05/1995]',-0.015,-0.022,0.012,75.600,-0.301,0.399
'[05:20:03.426 03/05/1995]',-0.012,-0.022,0.012,75.600,-0.301,0.399
'[05:20:03.428 03/05/1995]',-0.010,-0.022,0.024,75.600,-0.301,0.399
'[05:20:03.430 03/05/1995]',-0.008,-0.022,0.024,75.600,-0.301,0.399
'[05:20:03.432 03/05/1995]',-0.007,-0.022,0.024,75.675,-0.310,0.405
'[05:20:03.434 03/05/1995]',-0.005,-0.011,0.024,75.675,-0.310,0.405
'[05:20:03.436 03/05/1995]',-0.003,-0.022,0.024,75.675,-0.310,0.405
'[05:20:03.438 03/05/1995]',0.000,-0.022,0.024,75.675,-0.310,0.405
'[05:20:03.440 03/05/1995]',0.002,-0.022,0.024,76.200,-0.320,0.410
'[05:20:03.442 03/05/1995]',0.003,-0.022,0.012,76.200,-0.320,0.410
'[05:20:03.444 03/05/1995]',0.004,-0.011,0.024,76.200,-0.320,0.410
'[05:20:03.446 03/05/1995]',0.005,-0.011,0.024,76.200,-0.320,0.410
'[05:20:03.448 03/05/1995]',0.006,-0.011,0.024,77.475,-0.329,0.412
'[05:20:03.450 03/05/1995]',0.007,-0.011,0.024,77.475,-0.329,0.412
'[05:20:03.452 03/05/1995]',0.008,-0.011,0.024,77.475,-0.329,0.412
'[05:20:03.454 03/05/1995]',0.008,-0.011,0.024,77.475,-0.329,0.412
'[05:20:03.456 03/05/1995]',0.009,-0.011,0.024,79.425,-0.335,0.414
'[05:20:03.458 03/05/1995]',0.010,-0.011,0.024,79.425,-0.335,0.414
'[05:20:03.460 03/05/1995]',0.011,0.001,0.036,79.425,-0.335,0.414
'[05:20:03.462 03/05/1995]',0.012,0.001,0.036,79.425,-0.335,0.414
'[05:20:03.464 03/05/1995]',0.014,0.001,0.047,81.900,-0.342,0.414
'[05:20:03.466 03/05/1995]',0.016,0.001,0.047,81.900,-0.342,0.414
'[05:20:03.468 03/05/1995]',0.017,0.001,0.047,81.900,-0.342,0.414
'[05:20:03.470 03/05/1995]',0.019,0.001,0.047,81.900,-0.342,0.414
'[05:20:03.472 03/05/1995]',0.020,0.001,0.047,84.525,-0.342,0.413
'[05:20:03.474 03/05/1995]',0.022,0.001,0.047,84.525,-0.342,0.413
'[05:20:03.476 03/05/1995]',0.024,0.001,0.047,84.525,-0.342,0.413
'[05:20:03.478 03/05/1995]',0.026,0.012,0.059,84.525,-0.342,0.413
'[05:20:03.480 03/05/1995]',0.030,0.012,0.059,87.075,-0.340,0.412
'[05:20:03.482 03/05/1995]',0.033,0.012,0.071,87.075,-0.340,0.412
'[05:20:03.484 03/05/1995]',0.037,0.012,0.059,87.075,-0.340,0.412
'[05:20:03.486 03/05/1995]',0.041,0.012,0.059,87.075,-0.340,0.412
'[05:20:03.488 03/05/1995]',0.046,0.024,0.071,89.325,-0.329,0.410
'[05:20:03.490 03/05/1995]',0.051,0.024,0.059,89.325,-0.329,0.410
'[05:20:03.492 03/05/1995]',0.055,0.024,0.082,89.325,-0.329,0.410
'[05:20:03.494 03/05/1995]',0.059,0.024,0.071,89.325,-0.329,0.410
'[05:20:03.496 03/05/1995]',0.062,0.036,0.082,91.725,-0.310,0.408
'[05:20:03.498 03/05/1995]',0.065,0.036,0.082,91.725,-0.310,0.408
'[05:20:03.500 03/05/1995]',0.069,0.048,0.082,91.725,-0.310,0.408
'[05:20:03.502 03/05/1995]',0.073,0.048,0.094,91.725,-0.310,0.408
'[05:20:03.504 03/05/1995]',0.077,0.048,0.082,94.200,-0.277,0.406
'[05:20:03.506 03/05/1995]',0.081,0.059,0.094,94.200,-0.277,0.406
'[05:20:03.508 03/05/1995]',0.085,0.059,0.094,94.200,-0.277,0.406
'[05:20:03.510 03/05/1995]',0.090,0.059,0.106,94.200,-0.277,0.406
'[05:20:03.512 03/05/1995]',0.095,0.071,0.118,96.675,-0.234,0.404
'[05:20:03.514 03/05/1995]',0.099,0.083,0.118,96.675,-0.234,0.404
'[05:20:03.516 03/05/1995]',0.103,0.071,0.118,96.675,-0.234,0.404
'[05:20:03.518 03/05/1995]',0.107,0.083,0.118,96.675,-0.234,0.404
'[05:20:03.520 03/05/1995]',0.110,0.083,0.118,98.925,-0.181,0.402
'[05:20:03.522 03/05/1995]',0.113,0.083,0.118,98.925,-0.181,0.402
'[05:20:03.524 03/05/1995]',0.117,0.083,0.118,98.925,-0.181,0.402
'[05:20:03.526 03/05/1995]',0.121,0.095,0.118,98.925,-0.181,0.402
'[05:20:03.528 03/05/1995]',0.124,0.106,0.118,100.875,-0.114,0.400
'[05:20:03.530 03/05/1995]',0.126,0.106,0.118,100.875,-0.114,0.400
'[05:20:03.532 03/05/1995]',0.127,0.095,0.129,100.875,-0.114,0.400
'[05:20:03.534 03/05/1995]',0.128,0.095,0.129,100.875,-0.114,0.400
'[05:20:03.536 03/05/1995]',0.128,0.095,0.118,102.225,-0.041,0.398
'[05:20:03.538 03/05/1995]',0.127,0.095,0.118,102.225,-0.041,0.398
'[05:20:03.540 03/05/1995]',0.126,0.095,0.118,102.225,-0.041,0.398
'[05:20:03.542 03/05/1995]',0.124,0.106,0.118,102.225,-0.041,0.398
'[05:20:03.544 03/05/1995]',0.121,0.095,0.106,102.975,0.040,0.397
'[05:20:03.546 03/05/1995]',0.118,0.095,0.106,102.975,0.040,0.397
'[05:20:03.548 03/05/1995]',0.113,0.095,0.106,102.975,0.040,0.397
'[05:20:03.550 03/05/1995]',0.109,0.083,0.094,102.975,0.040,0.397
'[05:20:03.552 03/05/1995]',0.104,0.083,0.094,103.125,0.128,0.395
'[05:20:03.554 03/05/1995]',0.099,0.083,0.082,103.125,0.128,0.395
'[05:20:03.556 03/05/1995]',0.096,0.083,0.082,103.125,0.128,0.395
'[05:20:03.558 03/05/1995]',0.092,0.083,0.082,103.125,0.128,0.395
'[05:20:03.560 03/05/1995]',0.088,0.083,0.071,102.975,0.210,0.394
'[05:20:03.562 03/05/1995]',0.084,0.083,0.071,102.975,0.210,0.394
'[05:20:03.564 03/05/1995]',0.077,0.071,0.071,102.975,0.210,0.394
'[05:20:03.566 03/05/1995]',0.070,0.071,0.059,102.975,0.210,0.394
'[05:20:03.568 03/05/1995]',0.064,0.059,0.059,102.450,0.290,0.394
'[05:20:03.570 03/05/1995]',0.057,0.059,0.047,102.450,0.290,0.394
'[05:20:03.572 03/05/1995]',0.051,0.048,0.036,102.450,0.290,0.394
'[05:20:03.574 03/05/1995]',0.046,0.036,0.024,102.450,0.290,0.394
'[05:20:03.576 03/05/1995]',0.039,0.024,0.024,101.775,0.362,0.395
'[05:20:03.578 03/05/1995]',0.033,0.024,0.024,101.775,0.362,0.395
'[05:20:03.580 03/05/1995]',0.028,0.024,0.024,101.775,0.362,0.395
'[05:20:03.582 03/05/1995]',0.023,0.024,0.012,101.775,0.362,0.395
'[05:20:03.584 03/05/1995]',0.018,0.012,0.012,100.950,0.424,0.398
'[05:20:03.586 03/05/1995]',0.013,0.001,0.001,100.950,0.424,0.398
'[05:20:03.588 03/05/1995]',0.009,0.001,0.001,100.950,0.424,0.398
'[05:20:03.590 03/05/1995]',0.005,0.001,0.001,100.950,0.424,0.398
'[05:20:03.592 03/05/1995]',0.002,0.001,0.001,100.050,0.476,0.401
'[05:20:03.594 03/05/1995]',-0.002,0.001,0.001,100.050,0.476,0.401
'[05:20:03.596 03/05/1995]',-0.006,-0.011,0.001,100.050,0.476,0.401
'[05:20:03.598 03/05/1995]',-0.010,-0.011,0.001,100.050,0.476,0.401
'[05:20:03.600 03/05/1995]',-0.015,-0.022,0.001,99.225,0.514,0.406
'[05:20:03.602 03/05/1995]',-0.020,-0.022,-0.011,99.225,0.514,0.406
'[05:20:03.604 03/05/1995]',-0.023,-0.022,-0.011,99.225,0.514,0.406
'[05:20:03.606 03/05/1995]',-0.026,-0.022,-0.011,99.225,0.514,0.406
'[05:20:03.608 03/05/1995]',-0.028,-0.022,-0.022,98.250,0.538,0.412
'[05:20:03.610 03/05/1995]',-0.030,-0.022,-0.022,98.250,0.538,0.412
'[05:20:03.612 03/05/1995]',-0.031,-0.034,-0.022,98.250,0.538,0.412
'[05:20:03.614 03/05/1995]',-0.032,-0.046,-0.022,98.250,0.538,0.412
'[05:20:03.616 03/05/1995]',-0.033,-0.034,-0.022,97.350,0.549,0.420
'[05:20:03.618 03/05/1995]',-0.034,-0.046,-0.022,97.350,0.549,0.420
'[05:20:03.620 03/05/1995]',-0.035,-0.046,-0.022,97.350,0.549,0.420
'[05:20:03.622 03/05/1995]',-0.035,-0.046,-0.022,97.350,0.549,0.420
'[05:20:03.624 03/05/1995]',-0.035,-0.046,-0.022,96.525,0.547,0.429
'[05:20:03.626 03/05/1995]',-0.034,-0.046,-0.022,96.525,0.547,0.429
'[05:20:03.628 03/05/1995]',-0.034,-0.046,-0.022,96.525,0.547,0.429
'[05:20:03.630 03/05/1995]',-0.033,-0.046,-0.022,96.525,0.547,0.429
'[05:20:03.632 03/05/1995]',-0.032,-0.046,-0.022,95.775,0.540,0.441
'[05:20:03.634 03/05/1995]',-0.031,-0.046,-0.022,95.775,0.540,0.441
'[05:20:03.636 03/05/1995]',-0.031,-0.046,-0.022,95.775,0.540,0.441
'[05:20:03.638 03/05/1995]',-0.030,-0.046,-0.022,95.775,0.540,0.441
'[05:20:03.640 03/05/1995]',-0.031,-0.046,-0.022,94.950,0.518,0.454
'[05:20:03.642 03/05/1995]',-0.031,-0.046,-0.022,94.950,0.518,0.454
'[05:20:03.644 03/05/1995]',-0.031,-0.058,-0.022,94.950,0.518,0.454
'[05:20:03.646 03/05/1995]',-0.031,-0.046,-0.022,94.950,0.518,0.454
'[05:20:03.648 03/05/1995]',-0.031,-0.046,-0.022,94.200,0.489,0.468
'[05:20:03.650 03/05/1995]',-0.031,-0.058,-0.022,94.200,0.489,0.468
'[05:20:03.652 03/05/1995]',-0.031,-0.058,-0.022,94.200,0.489,0.468
'[05:20:03.654 03/05/1995]',-0.031,-0.046,-0.022,94.200,0.489,0.468
'[05:20:03.656 03/05/1995]',-0.031,-0.046,-0.022,93.375,0.454,0.482
'[05:20:03.658 03/05/1995]',-0.031,-0.046,-0.022,93.375,0.454,0.482
'[05:20:03.660 03/05/1995]',-0.031,-0.046,-0.022,93.375,0.454,0.482
'[05:20:03.662 03/05/1995]',-0.031,-0.046,-0.022,93.375,0.454,0.482
'[05:20:03.664 03/05/1995]',-0.031,-0.034,-0.011,92.400,0.409,0.497
'[05:20:03.666 03/05/1995]',-0.030,-0.046,-0.011,92.400,0.409,0.497
'[05:20:03.668 03/05/1995]',-0.029,-0.034,-0.011,92.400,0.409,0.497
'[05:20:03.670 03/05/1995]',-0.028,-0.046,-0.011,92.400,0.409,0.497
'[05:20:03.672 03/05/1995]',-0.027,-0.034,-0.011,91.200,0.364,0.512
'[05:20:03.674 03/05/1995]',-0.026,-0.034,-0.011,91.200,0.364,0.512
'[05:20:03.676 03/05/1995]',-0.026,-0.046,-0.011,91.200,0.364,0.512
'[05:20:03.678 03/05/1995]',-0.026,-0.046,-0.022,91.200,0.364,0.512
'[05:20:03.680 03/05/1995]',-0.025,-0.034,-0.011,89.925,0.310,0.512
'[05:20:03.682 03/05/1995]',-0.024,-0.022,-0.011,89.925,0.310,0.512
'[05:20:03.684 03/05/1995]',-0.023,-0.022,0.001,89.925,0.310,0.512
'[05:20:03.686 03/05/1995]',-0.023,-0.022,0.001,89.925,0.310,0.512
'[05:20:03.688 03/05/1995]',-0.023,-0.022,-0.011,88.575,0.248,0.512
'[05:20:03.690 03/05/1995]',-0.023,-0.022,-0.011,88.575,0.248,0.512
'[05:20:03.692 03/05/1995]',-0.023,-0.022,-0.011,88.575,0.248,0.512
'[05:20:03.694 03/05/1995]',-0.023,-0.022,-0.011,88.575,0.248,0.512
'[05:20:03.696 03/05/1995]',-0.022,-0.022,0.001,87.375,0.190,0.512
'[05:20:03.698 03/05/1995]',-0.022,-0.022,0.001,87.375,0.190,0.512
'[05:20:03.700 03/05/1995]',-0.021,-0.022,0.001,87.375,0.190,0.512
'[05:20:03.702 03/05/1995]',-0.020,-0.022,0.001,87.375,0.190,0.512
'[05:20:03.704 03/05/1995]',-0.019,-0.022,0.001,86.400,0.129,0.512
'[05:20:03.706 03/05/1995]',-0.019,-0.022,0.001,86.400,0.129,0.512
'[05:20:03.708 03/05/1995]',-0.019,-0.022,-0.011,86.400,0.129,0.512
'[05:20:03.710 03/05/1995]',-0.019,-0.022,-0.011,86.400,0.129,0.512
'[05:20:03.712 03/05/1995]',-0.018,-0.022,0.001,85.650,0.070,0.512
'[05:20:03.714 03/05/1995]',-0.017,-0.022,0.001,85.650,0.070,0.512
'[05:20:03.716 03/05/1995]',-0.016,-0.022,0.001,85.650,0.070,0.512
'[05:20:03.718 03/05/1995]',-0.016,-0.022,0.001,85.650,0.070,0.512
'[05:20:03.720 03/05/1995]',-0.015,-0.022,0.001,85.050,0.011,0.512
'[05:20:03.722 03/05/1995]',-0.015,-0.022,0.001,85.050,0.011,0.512
'[05:20:03.724 03/05/1995]',-0.016,-0.022,-0.011,85.050,0.011,0.512
'[05:20:03.726 03/05/1995]',-0.017,-0.022,-0.011,85.050,0.011,0.512
'[05:20:03.728 03/05/1995]',-0.017,-0.022,-0.011,84.675,-0.050,0.512
'[05:20:03.730 03/05/1995]',-0.018,-0.022,0.001,84.675,-0.050,0.512
'[05:20:03.732 03/05/1995]',-0.017,-0.022,0.001,84.675,-0.050,0.512
'[05:20:03.734 03/05/1995]',-0.017,-0.022,0.001,84.675,-0.050,0.512
'[05:20:03.736 03/05/1995]',-0.016,-0.022,0.001,84.375,-0.106,0.512
'[05:20:03.738 03/05/1995]',-0.016,-0.022,0.001,84.375,-0.106,0.512
'[05:20:03.740 03/05/1995]',-0.015,-0.022,-0.011,84.375,-0.106,0.512
'[05:20:03.742 03/05/1995]',-0.015,-0.022,-0.011,84.375,-0.106,0.512
'[05:20:03.744 03/05/1995]',-0.015,-0.022,-0.011,84.225,-0.165,0.512
'[05:20:03.746 03/05/1995]',-0.016,-0.022,-0.011,84.225,-0.165,0.512
'[05:20:03.748 03/05/1995]',-0.016,-0.022,0.001,84.225,-0.165,0.512
'[05:20:03.750 03/05/1995]',-0.017,-0.022,0.001,84.225,-0.165,0.512
'[05:20:03.752 03/05/1995]',-0.017,-0.022,0.001,84.150,-0.214,0.512
'[05:20:03.754 03/05/1995]',-0.018,-0.022,0.001,84.150,-0.214,0.512
'[05:20:03.756 03/05/1995]',-0.017,-0.022,0.001,84.150,-0.214,0.512
'[05:20:03.758 03/05/1995]',-0.017,-0.022,0.001,84.150,-0.214,0.512
'[05:20:03.760 03/05/1995]',-0.016,-0.022,0.001,84.225,-0.267,0.512
'[05:20:03.762 03/05/1995]',-0.015,-0.022,0.001,84.225,-0.267,0.512
'[05:20:03.764 03/05/1995]',-0.012,-0.022,0.001,84.225,-0.267,0.512
'[05:20:03.766 03/05/1995]',-0.010,-0.022,0.001,84.225,-0.267,0.512
'[05:20:03.768 03/05/1995]',-0.009,-0.022,0.001,84.525,-0.311,0.512
'[05:20:03.770 03/05/1995]',-0.007,-0.011,0.001,84.525,-0.311,0.512
'[05:20:03.772 03/05/1995]',-0.006,-0.022,0.001,84.525,-0.311,0.512
'[05:20:03.774 03/05/1995]',-0.004,-0.022,-0.011,84.525,-0.311,0.512
'[05:20:03.776 03/05/1995]',-0.004,-0.011,0.001,84.825,-0.350,0.512
'[05:20:03.778 03/05/1995]',-0.004,-0.022,0.001,84.825,-0.350,0.512
'[05:20:03.780 03/05/1995]',-0.005,-0.011,0.001,84.825,-0.350,0.512
'[05:20:03.782 03/05/1995]',-0.005,-0.011,0.001,84.825,-0.350,0.512
'[05:20:03.784 03/05/1995]',-0.007,-0.011,-0.011,85.050,-0.387,0.512
'[05:20:03.786 03/05/1995]',-0.008,-0.011,-0.011,85.050,-0.387,0.512
'[05:20:03.788 03/05/1995]',-0.010,-0.022,-0.022,85.050,-0.387,0.512
'[05:20:03.790 03/05/1995]',-0.012,-0.022,-0.022,85.050,-0.387,0.512
'[05:20:03.792 03/05/1995]',-0.013,-0.022,-0.022,85.350,-0.418,0.512
'[05:20:03.794 03/05/1995]',-0.015,-0.022,-0.022,85.350,-0.418,0.512
'[05:20:03.796 03/05/1995]',-0.012,-0.034,-0.022,85.350,-0.418,0.512
'[05:20:03.798 03/05/1995]',-0.010,-0.022,-0.022,85.350,-0.418,0.512
'[05:20:03.800 03/05/1995]',-0.007,-0.022,-0.022,85.575,-0.445,0.512
'[05:20:03.802 03/05/1995]',-0.003,-0.022,-0.022,85.575,-0.445,0.512
'[05:20:03.804 03/05/1995]',0.001,-0.022,-0.022,85.575,-0.445,0.512
'[05:20:03.806 03/05/1995]',0.005,-0.022,-0.022,85.575,-0.445,0.512
'[05:20:03.808 03/05/1995]',0.008,-0.011,-0.022,85.725,-0.461,0.512
'[05:20:03.810 03/05/1995]',0.011,-0.011,-0.022,85.725,-0.461,0.512
'[05:20:03.812 03/05/1995]',0.013,0.001,-0.011,85.725,-0.461,0.512
'[05:20:03.814 03/05/1995]',0.015,0.001,-0.011,85.725,-0.461,0.512
'[05:20:03.816 03/05/1995]',0.014,0.001,-0.011,85.875,-0.479,0.512
'[05:20:03.818 03/05/1995]',0.013,0.001,-0.011,85.875,-0.479,0.512
'[05:20:03.820 03/05/1995]',0.010,0.001,-0.011,85.875,-0.479,0.512
'[05:20:03.822 03/05/1995]',0.006,0.001,-0.022,85.875,-0.479,0.512
'[05:20:03.824 03/05/1995]',0.002,0.001,-0.022,86.025,-0.485,0.512
'[05:20:03.826 03/05/1995]',-0.003,0.001,-0.011,86.025,-0.485,0.512
'[05:20:03.828 03/05/1995]',-0.008,-0.011,-0.011,86.025,-0.485,0.512
'[05:20:03.830 03/05/1995]',-0.012,-0.011,-0.022,86.025,-0.485,0.512
'[05:20:03.832 03/05/1995]',-0.017,-0.022,-0.011,86.025,-0.485,0.512
'[05:20:03.834 03/05/1995]',-0.022,-0.022,-0.011,86.025,-0.485,0.512
'[05:20:03.836 03/05/1995]',-0.024,-0.022,-0.022,86.025,-0.485,0.512
'[05:20:03.838 03/05/1995]',-0.027,-0.034,-0.022,86.025,-0.485,0.512
'[05:20:03.840 03/05/1995]',-0.028,-0.022,-0.022,86.100,-0.485,0.512
'[05:20:03.842 03/05/1995]',-0.029,-0.034,-0.022,86.100,-0.485,0.512
'[05:20:03.844 03/05/1995]',-0.030,-0.034,-0.022,86.100,-0.485,0.512
'[05:20:03.846 03/05/1995]',-0.030,-0.034,-0.022,86.100,-0.485,0.512
'[05:20:03.848 03/05/1995]',-0.031,-0.034,-0.022,86.025,-0.479,0.512
'[05:20:03.850 03/05/1995]',-0.031,-0.034,-0.022,86.025,-0.479,0.512
'[05:20:03.852 03/05/1995]',-0.031,-0.034,-0.022,86.025,-0.479,0.512
'[05:20:03.854 03/05/1995]',-0.031,-0.034,-0.022,86.025,-0.479,0.512
'[05:20:03.856 03/05/1995]',-0.031,-0.034,-0.022,86.025,-0.468,0.512
'[05:20:03.858 03/05/1995]',-0.031,-0.034,-0.034,86.025,-0.468,0.512
'[05:20:03.860 03/05/1995]',-0.031,-0.034,-0.022,86.025,-0.468,0.512
'[05:20:03.862 03/05/1995]',-0.031,-0.034,-0.022,86.025,-0.468,0.512
'[05:20:03.864 03/05/1995]',-0.031,-0.034,-0.022,85.875,-0.454,0.512
'[05:20:03.866 03/05/1995]',-0.031,-0.034,-0.022,85.875,-0.454,0.512
'[05:20:03.868 03/05/1995]',-0.032,-0.034,-0.022,85.875,-0.454,0.512
'[05:20:03.870 03/05/1995]',-0.032,-0.034,-0.022,85.875,-0.454,0.512
'[05:20:03.872 03/05/1995]',-0.035,-0.034,-0.022,85.725,-0.438,0.512
'[05:20:03.874 03/05/1995]',-0.037,-0.046,-0.034,85.725,-0.438,0.512
'[05:20:03.876 03/05/1995]',-0.043,-0.046,-0.022,85.725,-0.438,0.512
'[05:20:03.878 03/05/1995]',-0.049,-0.034,-0.022,85.725,-0.438,0.512
'[05:20:03.880 03/05/1995]',-0.055,-0.046,-0.022,85.500,-0.422,0.512
'[05:20:03.882 03/05/1995]',-0.062,-0.058,-0.022,85.500,-0.422,0.512
'[05:20:03.884 03/05/1995]',-0.067,-0.058,-0.022,85.500,-0.422,0.512
'[05:20:03.886 03/05/1995]',-0.073,-0.070,-0.011,85.500,-0.422,0.512
'[05:20:03.888 03/05/1995]',-0.071,-0.081,0.001,85.275,-0.405,0.512
'[05:20:03.890 03/05/1995]',-0.069,-0.093,0.001,85.275,-0.405,0.512
'[05:20:03.892 03/05/1995]',-0.060,-0.105,0.024,85.275,-0.405,0.512
'[05:20:03.894 03/05/1995]',-0.050,-0.093,0.047,85.275,-0.405,0.512
'[05:20:03.896 03/05/1995]',-0.028,-0.081,0.082,85.050,-0.384,0.512
'[05:20:03.898 03/05/1995]',-0.007,-0.081,0.094,85.050,-0.384,0.512
'[05:20:03.900 03/05/1995]',0.025,-0.058,0.141,85.050,-0.384,0.512
'[05:20:03.902 03/05/1995]',0.057,-0.022,0.164,85.050,-0.384,0.512
'[05:20:03.904 03/05/1995]',0.096,0.001,0.199,84.825,-0.368,0.512
'[05:20:03.906 03/05/1995]',0.136,0.024,0.222,84.825,-0.368,0.512
'[05:20:03.908 03/05/1995]',0.180,0.059,0.234,84.825,-0.368,0.512
'[05:20:03.910 03/05/1995]',0.224,0.106,0.246,84.825,-0.368,0.512
'[05:20:03.912 03/05/1995]',0.269,0.142,0.269,84.600,-0.352,0.512
'[05:20:03.914 03/05/1995]',0.314,0.200,0.281,84.600,-0.352,0.512
'[05:20:03.916 03/05/1995]',0.353,0.235,0.269,84.600,-0.352,0.512
'[05:20:03.918 03/05/1995]',0.393,0.271,0.257,84.600,-0.352,0.512
'[05:20:03.920 03/05/1995]',0.418,0.318,0.222,84.300,-0.339,0.512
'[05:20:03.922 03/05/1995]',0.443,0.353,0.199,84.300,-0.339,0.512
'[05:20:03.924 03/05/1995]',0.446,0.411,0.153,84.300,-0.339,0.512
'[05:20:03.926 03/05/1995]',0.450,0.435,0.106,84.300,-0.339,0.512
'[05:20:03.928 03/05/1995]',0.427,0.459,0.047,83.850,-0.323,0.512
'[05:20:03.930 03/05/1995]',0.404,0.470,0.012,83.850,-0.323,0.512
'[05:20:03.932 03/05/1995]',0.358,0.447,-0.034,83.850,-0.323,0.512
'[05:20:03.934 03/05/1995]',0.312,0.388,-0.093,83.850,-0.323,0.512
'[05:20:03.936 03/05/1995]',0.255,0.330,-0.139,83.325,-0.311,0.512
