'Time and date','II','I','V','ABP','PLETH','RESP'
'[12:36:21.206 20/10/1995]',-0.015,-0.021,-0.014,62.481,-0.110,-0.513
'[12:36:21.208 20/10/1995]',-0.015,-0.021,-0.030,62.180,-0.120,-0.512
'[12:36:21.210 20/10/1995]',-0.016,-0.010,-0.014,62.180,-0.120,-0.512
'[12:36:21.212 20/10/1995]',-0.015,-0.010,-0.014,62.180,-0.120,-0.512
'[12:36:21.214 20/10/1995]',-0.014,-0.010,-0.014,62.180,-0.120,-0.512
'[12:36:21.216 20/10/1995]',-0.013,-0.010,-0.014,61.654,-0.137,-0.512
'[12:36:21.218 20/10/1995]',-0.012,-0.010,-0.014,61.654,-0.137,-0.512
'[12:36:21.220 20/10/1995]',-0.011,-0.010,-0.014,61.654,-0.137,-0.512
'[12:36:21.222 20/10/1995]',-0.009,0.001,0.001,61.654,-0.137,-0.512
'[12:36:21.224 20/10/1995]',-0.006,0.001,0.001,61.278,-0.149,-0.512
'[12:36:21.226 20/10/1995]',-0.004,0.001,0.001,61.278,-0.149,-0.512
'[12:36:21.228 20/10/1995]',-0.002,0.001,0.001,61.278,-0.149,-0.512
'[12:36:21.230 20/10/1995]',0.000,0.001,0.001,61.278,-0.149,-0.512
'[12:36:21.232 20/10/1995]',0.002,0.012,0.001,60.902,-0.163,-0.512
'[12:36:21.234 20/10/1995]',0.005,0.012,0.001,60.902,-0.163,-0.512
'[12:36:21.236 20/10/1995]',0.008,0.012,0.001,60.902,-0.163,-0.512
'[12:36:21.238 20/10/1995]',0.011,0.012,0.001,60.902,-0.163,-0.512
'[12:36:21.240 20/10/1995]',0.014,0.023,0.001,60.526,-0.176,-0.512
'[12:36:21.242 20/10/1995]',0.017,0.023,0.001,60.526,-0.176,-0.512
'[12:36:21.244 20/10/1995]',0.019,0.023,0.001,60.526,-0.176,-0.512
'[12:36:21.246 20/10/1995]',0.020,0.034,0.001,60.526,-0.176,-0.512
'[12:36:21.248 20/10/1995]',0.021,0.034,0.001,60.226,-0.190,-0.511
'[12:36:21.250 20/10/1995]',0.023,0.034,0.001,60.226,-0.190,-0.511
'[12:36:21.252 20/10/1995]',0.023,0.034,0.001,60.226,-0.190,-0.511
'[12:36:21.254 20/10/1995]',0.024,0.034,0.001,60.226,-0.190,-0.511
'[12:36:21.256 20/10/1995]',0.024,0.034,0.001,59.925,-0.203,-0.510
'[12:36:21.258 20/10/1995]',0.025,0.034,0.001,59.925,-0.203,-0.510
'[12:36:21.260 20/10/1995]',0.025,0.034,0.001,59.925,-0.203,-0.510
'[12:36:21.262 20/10/1995]',0.025,0.023,0.001,59.925,-0.203,-0.510
'[12:36:21.264 20/10/1995]',0.024,0.012,0.001,59.699,-0.216,-0.509
'[12:36:21.266 20/10/1995]',0.023,0.012,0.001,59.699,-0.216,-0.509
'[12:36:21.268 20/10/1995]',0.023,0.001,0.001,59.699,-0.216,-0.509
'[12:36:21.270 20/10/1995]',0.022,0.001,0.001,59.699,-0.216,-0.509
'[12:36:21.272 20/10/1995]',0.021,0.001,0.001,59.474,-0.228,-0.508
'[12:36:21.274 20/10/1995]',0.021,0.001,0.001,59.474,-0.228,-0.508
'[12:36:21.276 20/10/1995]',0.020,0.001,0.001,59.474,-0.228,-0.508
'[12:36:21.278 20/10/1995]',0.019,0.001,0.001,59.474,-0.228,-0.508
'[12:36:21.280 20/10/1995]',0.017,0.001,0.001,59.398,-0.243,-0.507
'[12:36:21.282 20/10/1995]',0.016,0.001,0.001,59.398,-0.243,-0.507
'[12:36:21.284 20/10/1995]',0.014,0.001,0.001,59.398,-0.243,-0.507
'[12:36:21.286 20/10/1995]',0.012,0.001,0.016,59.398,-0.243,-0.507
'[12:36:21.288 20/10/1995]',0.010,0.001,0.032,59.248,-0.255,-0.506
'[12:36:21.290 20/10/1995]',0.008,-0.010,0.032,59.248,-0.255,-0.506
'[12:36:21.292 20/10/1995]',0.006,-0.021,0.063,59.248,-0.255,-0.506
'[12:36:21.294 20/10/1995]',0.005,-0.010,0.078,59.248,-0.255,-0.506
'[12:36:21.296 20/10/1995]',0.006,0.001,0.109,59.173,-0.271,-0.504
'[12:36:21.298 20/10/1995]',0.007,0.001,0.156,59.173,-0.271,-0.504
'[12:36:21.300 20/10/1995]',0.011,0.001,0.187,59.173,-0.271,-0.504
'[12:36:21.302 20/10/1995]',0.015,0.012,0.218,59.173,-0.271,-0.504
'[12:36:21.304 20/10/1995]',0.021,0.034,0.218,59.023,-0.280,-0.503
'[12:36:21.306 20/10/1995]',0.027,0.067,0.218,59.023,-0.280,-0.503
'[12:36:21.308 20/10/1995]',0.034,0.100,0.233,59.023,-0.280,-0.503
'[12:36:21.310 20/10/1995]',0.041,0.156,0.218,59.023,-0.280,-0.503
'[12:36:21.312 20/10/1995]',0.047,0.222,0.187,58.947,-0.295,-0.501
'[12:36:21.314 20/10/1995]',0.054,0.277,0.140,58.947,-0.295,-0.501
'[12:36:21.316 20/10/1995]',0.060,0.310,0.047,58.947,-0.295,-0.501
'[12:36:21.318 20/10/1995]',0.067,0.343,-0.030,58.947,-0.295,-0.501
'[12:36:21.320 20/10/1995]',0.076,0.354,-0.154,58.797,-0.306,-0.500
'[12:36:21.322 20/10/1995]',0.086,0.388,-0.292,58.797,-0.306,-0.500
'[12:36:21.324 20/10/1995]',0.100,0.410,-0.416,58.797,-0.306,-0.500
'[12:36:21.326 20/10/1995]',0.115,0.432,-0.540,58.797,-0.306,-0.500
'[12:36:21.328 20/10/1995]',0.131,0.465,-0.648,58.647,-0.317,-0.498
'[12:36:21.330 20/10/1995]',0.148,0.487,-0.741,58.647,-0.317,-0.498
'[12:36:21.332 20/10/1995]',0.164,0.498,-0.818,58.647,-0.317,-0.498
'[12:36:21.334 20/10/1995]',0.179,0.487,-0.865,58.647,-0.317,-0.498
'[12:36:21.336 20/10/1995]',0.188,0.476,-0.895,58.421,-0.326,-0.497
'[12:36:21.338 20/10/1995]',0.197,0.454,-0.911,58.421,-0.326,-0.497
'[12:36:21.340 20/10/1995]',0.199,0.421,-0.926,58.421,-0.326,-0.497
'[12:36:21.342 20/10/1995]',0.200,0.388,-0.926,58.421,-0.326,-0.497
'[12:36:21.344 20/10/1995]',0.193,0.354,-0.911,58.346,-0.340,-0.496
'[12:36:21.346 20/10/1995]',0.186,0.343,-0.879,58.346,-0.340,-0.496
'[12:36:21.348 20/10/1995]',0.174,0.310,-0.865,58.346,-0.340,-0.496
'[12:36:21.350 20/10/1995]',0.163,0.310,-0.834,58.346,-0.340,-0.496
'[12:36:21.352 20/10/1995]',0.150,0.299,-0.787,58.120,-0.348,-0.495
'[12:36:21.354 20/10/1995]',0.138,0.266,-0.725,58.120,-0.348,-0.495
'[12:36:21.356 20/10/1995]',0.125,0.189,-0.663,58.120,-0.348,-0.495
'[12:36:21.358 20/10/1995]',0.113,0.089,-0.586,58.120,-0.348,-0.495
'[12:36:21.360 20/10/1995]',0.101,0.001,-0.524,57.820,-0.357,-0.494
'[12:36:21.362 20/10/1995]',0.090,-0.099,-0.462,57.820,-0.357,-0.494
'[12:36:21.364 20/10/1995]',0.081,-0.154,-0.401,57.820,-0.357,-0.494
'[12:36:21.366 20/10/1995]',0.072,-0.198,-0.354,57.820,-0.357,-0.494
'[12:36:21.368 20/10/1995]',0.069,-0.220,-0.323,57.669,-0.364,-0.494
'[12:36:21.370 20/10/1995]',0.065,-0.220,-0.277,57.669,-0.364,-0.494
'[12:36:21.372 20/10/1995]',0.065,-0.209,-0.246,57.669,-0.364,-0.494
'[12:36:21.374 20/10/1995]',0.065,-0.198,-0.200,57.669,-0.364,-0.494
'[12:36:21.376 20/10/1995]',0.065,-0.187,-0.169,57.444,-0.373,-0.493
'[12:36:21.378 20/10/1995]',0.065,-0.165,-0.138,57.444,-0.373,-0.493
'[12:36:21.380 20/10/1995]',0.062,-0.154,-0.107,57.444,-0.373,-0.493
'[12:36:21.382 20/10/1995]',0.059,-0.143,-0.076,57.444,-0.373,-0.493
'[12:36:21.384 20/10/1995]',0.052,-0.132,-0.045,57.218,-0.380,-0.493
'[12:36:21.386 20/10/1995]',0.046,-0.121,-0.030,57.218,-0.380,-0.493
'[12:36:21.388 20/10/1995]',0.037,-0.110,0.001,57.218,-0.380,-0.493
'[12:36:21.390 20/10/1995]',0.029,-0.110,0.001,57.218,-0.380,-0.493
'[12:36:21.392 20/10/1995]',0.019,-0.110,0.016,56.992,-0.387,-0.492
'[12:36:21.394 20/10/1995]',0.009,-0.110,0.032,56.992,-0.387,-0.492
'[12:36:21.396 20/10/1995]',0.000,-0.110,0.032,56.992,-0.387,-0.492
'[12:36:21.398 20/10/1995]',-0.008,-0.099,0.047,56.992,-0.387,-0.492
'[12:36:21.400 20/10/1995]',-0.014,-0.088,0.047,56.767,-0.391,-0.491
'[12:36:21.402 20/10/1995]',-0.019,-0.088,0.063,56.767,-0.391,-0.491
'[12:36:21.404 20/10/1995]',-0.021,-0.077,0.063,56.767,-0.391,-0.491
'[12:36:21.406 20/10/1995]',-0.023,-0.077,0.063,56.767,-0.391,-0.491
'[12:36:21.408 20/10/1995]',-0.024,-0.077,0.063,56.617,-0.400,-0.490
'[12:36:21.410 20/10/1995]',-0.025,-0.077,0.078,56.617,-0.400,-0.490
'[12:36:21.412 20/10/1995]',-0.025,-0.077,0.078,56.617,-0.400,-0.490
'[12:36:21.414 20/10/1995]',-0.026,-0.077,0.078,56.617,-0.400,-0.490
'[12:36:21.416 20/10/1995]',-0.025,-0.066,0.078,56.541,-0.405,-0.488
'[12:36:21.418 20/10/1995]',-0.025,-0.066,0.078,56.541,-0.405,-0.488
'[12:36:21.420 20/10/1995]',-0.025,-0.066,0.078,56.541,-0.405,-0.488
'[12:36:21.422 20/10/1995]',-0.026,-0.054,0.078,56.541,-0.405,-0.488
'[12:36:21.424 20/10/1995]',-0.026,-0.066,0.094,56.391,-0.411,-0.486
'[12:36:21.426 20/10/1995]',-0.027,-0.054,0.094,56.391,-0.411,-0.486
'[12:36:21.428 20/10/1995]',-0.028,-0.054,0.094,56.391,-0.411,-0.486
'[12:36:21.430 20/10/1995]',-0.028,-0.054,0.094,56.391,-0.411,-0.486
'[12:36:21.432 20/10/1995]',-0.028,-0.066,0.094,56.241,-0.420,-0.484
'[12:36:21.434 20/10/1995]',-0.027,-0.054,0.094,56.241,-0.420,-0.484
'[12:36:21.436 20/10/1995]',-0.026,-0.054,0.094,56.241,-0.420,-0.484
'[12:36:21.438 20/10/1995]',-0.025,-0.043,0.094,56.241,-0.420,-0.484
'[12:36:21.440 20/10/1995]',-0.024,-0.054,0.094,56.241,-0.424,-0.482
'[12:36:21.442 20/10/1995]',-0.023,-0.043,0.094,56.241,-0.424,-0.482
'[12:36:21.444 20/10/1995]',-0.022,-0.032,0.094,56.241,-0.424,-0.482
'[12:36:21.446 20/10/1995]',-0.021,-0.032,0.094,56.241,-0.424,-0.482
'[12:36:21.448 20/10/1995]',-0.020,-0.032,0.109,56.165,-0.433,-0.479
'[12:36:21.450 20/10/1995]',-0.020,-0.032,0.094,56.165,-0.433,-0.479
'[12:36:21.452 20/10/1995]',-0.018,-0.032,0.109,56.165,-0.433,-0.479
'[12:36:21.454 20/10/1995]',-0.016,-0.032,0.109,56.165,-0.433,-0.479
'[12:36:21.456 20/10/1995]',-0.015,-0.021,0.109,56.090,-0.443,-0.477
'[12:36:21.458 20/10/1995]',-0.014,-0.021,0.109,56.090,-0.443,-0.477
'[12:36:21.460 20/10/1995]',-0.014,-0.021,0.109,56.090,-0.443,-0.477
'[12:36:21.462 20/10/1995]',-0.014,-0.021,0.109,56.090,-0.443,-0.477
'[12:36:21.464 20/10/1995]',-0.014,-0.021,0.125,55.940,-0.466,-0.474
'[12:36:21.466 20/10/1995]',-0.014,-0.010,0.125,55.940,-0.466,-0.474
'[12:36:21.468 20/10/1995]',-0.014,-0.010,0.125,55.940,-0.466,-0.474
'[12:36:21.470 20/10/1995]',-0.014,-0.010,0.140,55.940,-0.466,-0.474
'[12:36:21.472 20/10/1995]',-0.014,0.001,0.140,55.940,-0.476,-0.472
'[12:36:21.474 20/10/1995]',-0.014,0.001,0.140,55.940,-0.476,-0.472
'[12:36:21.476 20/10/1995]',-0.014,0.001,0.140,55.940,-0.476,-0.472
'[12:36:21.478 20/10/1995]',-0.014,0.001,0.140,55.940,-0.476,-0.472
'[12:36:21.480 20/10/1995]',-0.014,0.001,0.140,55.940,-0.483,-0.471
'[12:36:21.482 20/10/1995]',-0.014,0.001,0.140,55.940,-0.483,-0.471
'[12:36:21.484 20/10/1995]',-0.015,0.001,0.140,55.940,-0.483,-0.471
'[12:36:21.486 20/10/1995]',-0.015,0.001,0.140,55.940,-0.483,-0.471
'[12:36:21.488 20/10/1995]',-0.016,0.001,0.140,56.090,-0.490,-0.470
'[12:36:21.490 20/10/1995]',-0.017,0.001,0.140,56.090,-0.490,-0.470
'[12:36:21.492 20/10/1995]',-0.017,0.001,0.140,56.090,-0.490,-0.470
'[12:36:21.494 20/10/1995]',-0.017,-0.010,0.140,56.090,-0.490,-0.470
'[12:36:21.496 20/10/1995]',-0.018,-0.021,0.140,56.692,-0.493,-0.470
'[12:36:21.498 20/10/1995]',-0.020,-0.021,0.140,56.692,-0.493,-0.470
'[12:36:21.500 20/10/1995]',-0.021,-0.021,0.140,56.692,-0.493,-0.470
'[12:36:21.502 20/10/1995]',-0.023,-0.021,0.156,56.692,-0.493,-0.470
'[12:36:21.504 20/10/1995]',-0.023,-0.021,0.140,57.970,-0.500,-0.470
'[12:36:21.506 20/10/1995]',-0.023,-0.021,0.140,57.970,-0.500,-0.470
'[12:36:21.508 20/10/1995]',-0.023,-0.021,0.156,57.970,-0.500,-0.470
'[12:36:21.510 20/10/1995]',-0.023,-0.010,0.156,57.970,-0.500,-0.470
'[12:36:21.512 20/10/1995]',-0.024,-0.010,0.156,60.301,-0.505,-0.472
'[12:36:21.514 20/10/1995]',-0.025,-0.021,0.156,60.301,-0.505,-0.472
'[12:36:21.516 20/10/1995]',-0.026,-0.021,0.156,60.301,-0.505,-0.472
'[12:36:21.518 20/10/1995]',-0.026,-0.021,0.156,60.301,-0.505,-0.472
'[12:36:21.520 20/10/1995]',-0.027,-0.021,0.156,63.759,-0.510,-0.473
'[12:36:21.522 20/10/1995]',-0.028,-0.010,0.171,63.759,-0.510,-0.473
'[12:36:21.524 20/10/1995]',-0.029,-0.010,0.171,63.759,-0.510,-0.473
'[12:36:21.526 20/10/1995]',-0.030,-0.010,0.171,63.759,-0.510,-0.473
'[12:36:21.528 20/10/1995]',-0.031,-0.021,0.171,68.346,-0.515,-0.475
'[12:36:21.530 20/10/1995]',-0.032,-0.021,0.171,68.346,-0.515,-0.475
'[12:36:21.532 20/10/1995]',-0.032,-0.021,0.171,68.346,-0.515,-0.475
'[12:36:21.534 20/10/1995]',-0.032,-0.032,0.171,68.346,-0.515,-0.475
'[12:36:21.536 20/10/1995]',-0.032,-0.032,0.171,73.985,-0.515,-0.477
'[12:36:21.538 20/10/1995]',-0.032,-0.021,0.187,73.985,-0.515,-0.477
'[12:36:21.540 20/10/1995]',-0.032,-0.021,0.187,73.985,-0.515,-0.477
'[12:36:21.542 20/10/1995]',-0.032,-0.021,0.187,73.985,-0.515,-0.477
'[12:36:21.544 20/10/1995]',-0.034,-0.021,0.187,80.075,-0.515,-0.479
'[12:36:21.546 20/10/1995]',-0.035,-0.032,0.187,80.075,-0.515,-0.479
'[12:36:21.548 20/10/1995]',-0.037,-0.032,0.187,80.075,-0.515,-0.479
'[12:36:21.550 20/10/1995]',-0.039,-0.032,0.187,80.075,-0.515,-0.479
'[12:36:21.552 20/10/1995]',-0.041,-0.032,0.187,86.316,-0.510,-0.480
'[12:36:21.554 20/10/1995]',-0.043,-0.032,0.202,86.316,-0.510,-0.480
'[12:36:21.556 20/10/1995]',-0.044,-0.032,0.202,86.316,-0.510,-0.480
'[12:36:21.558 20/10/1995]',-0.045,-0.032,0.202,86.316,-0.510,-0.480
'[12:36:21.560 20/10/1995]',-0.046,-0.032,0.202,92.180,-0.505,-0.482
'[12:36:21.562 20/10/1995]',-0.047,-0.043,0.202,92.180,-0.505,-0.482
'[12:36:21.564 20/10/1995]',-0.049,-0.032,0.202,92.180,-0.505,-0.482
'[12:36:21.566 20/10/1995]',-0.050,-0.043,0.202,92.180,-0.505,-0.482
'[12:36:21.568 20/10/1995]',-0.050,-0.032,0.202,97.293,-0.495,-0.483
'[12:36:21.570 20/10/1995]',-0.050,-0.043,0.202,97.293,-0.495,-0.483
'[12:36:21.572 20/10/1995]',-0.050,-0.043,0.202,97.293,-0.495,-0.483
'[12:36:21.574 20/10/1995]',-0.050,-0.043,0.202,97.293,-0.495,-0.483
'[12:36:21.576 20/10/1995]',-0.050,-0.043,0.202,101.353,-0.476,-0.484
'[12:36:21.578 20/10/1995]',-0.050,-0.043,0.202,101.353,-0.476,-0.484
'[12:36:21.580 20/10/1995]',-0.049,-0.043,0.202,101.353,-0.476,-0.484
'[12:36:21.582 20/10/1995]',-0.049,-0.032,0.202,101.353,-0.476,-0.484
'[12:36:21.584 20/10/1995]',-0.048,-0.043,0.187,104.211,-0.452,-0.485
'[12:36:21.586 20/10/1995]',-0.047,-0.043,0.187,104.211,-0.452,-0.485
'[12:36:21.588 20/10/1995]',-0.045,-0.043,0.187,104.211,-0.452,-0.485
'[12:36:21.590 20/10/1995]',-0.044,-0.054,0.171,104.211,-0.452,-0.485
'[12:36:21.592 20/10/1995]',-0.042,-0.043,0.171,105.789,-0.417,-0.486
'[12:36:21.594 20/10/1995]',-0.041,-0.043,0.171,105.789,-0.417,-0.486
'[12:36:21.596 20/10/1995]',-0.039,-0.043,0.171,105.789,-0.417,-0.486
'[12:36:21.598 20/10/1995]',-0.038,-0.043,0.156,105.789,-0.417,-0.486
'[12:36:21.600 20/10/1995]',-0.035,-0.043,0.140,106.241,-0.373,-0.486
'[12:36:21.602 20/10/1995]',-0.032,-0.032,0.140,106.241,-0.373,-0.486
'[12:36:21.604 20/10/1995]',-0.029,-0.032,0.125,106.241,-0.373,-0.486
'[12:36:21.606 20/10/1995]',-0.026,-0.032,0.109,106.241,-0.373,-0.486
'[12:36:21.608 20/10/1995]',-0.024,-0.032,0.109,105.714,-0.319,-0.486
'[12:36:21.610 20/10/1995]',-0.022,-0.032,0.094,105.714,-0.319,-0.486
'[12:36:21.612 20/10/1995]',-0.020,-0.032,0.078,105.714,-0.319,-0.486
'[12:36:21.614 20/10/1995]',-0.018,-0.032,0.078,105.714,-0.319,-0.486
'[12:36:21.616 20/10/1995]',-0.015,-0.032,0.063,104.361,-0.255,-0.486
'[12:36:21.618 20/10/1995]',-0.013,-0.032,0.047,104.361,-0.255,-0.486
'[12:36:21.620 20/10/1995]',-0.010,-0.032,0.047,104.361,-0.255,-0.486
'[12:36:21.622 20/10/1995]',-0.008,-0.032,0.032,104.361,-0.255,-0.486
'[12:36:21.624 20/10/1995]',-0.006,-0.032,0.032,102.481,-0.184,-0.486
'[12:36:21.626 20/10/1995]',-0.004,-0.032,0.032,102.481,-0.184,-0.486
'[12:36:21.628 20/10/1995]',-0.002,-0.032,0.032,102.481,-0.184,-0.486
'[12:36:21.630 20/10/1995]',0.000,-0.032,0.016,102.481,-0.184,-0.486
'[12:36:21.632 20/10/1995]',0.001,-0.032,0.016,100.226,-0.103,-0.485
'[12:36:21.634 20/10/1995]',0.002,-0.032,0.016,100.226,-0.103,-0.485
'[12:36:21.636 20/10/1995]',0.003,-0.032,0.001,100.226,-0.103,-0.485
'[12:36:21.638 20/10/1995]',0.003,-0.032,0.001,100.226,-0.103,-0.485
'[12:36:21.640 20/10/1995]',0.003,-0.032,0.001,97.594,-0.022,-0.484
'[12:36:21.642 20/10/1995]',0.002,-0.032,0.001,97.594,-0.022,-0.484
'[12:36:21.644 20/10/1995]',0.002,-0.032,0.001,97.594,-0.022,-0.484
'[12:36:21.646 20/10/1995]',0.002,-0.032,0.001,97.594,-0.022,-0.484
'[12:36:21.648 20/10/1995]',0.002,-0.032,0.001,94.887,0.061,-0.483
'[12:36:21.650 20/10/1995]',0.002,-0.032,0.001,94.887,0.061,-0.483
'[12:36:21.652 20/10/1995]',0.002,-0.032,0.001,94.887,0.061,-0.483
'[12:36:21.654 20/10/1995]',0.002,-0.032,0.001,94.887,0.061,-0.483
'[12:36:21.656 20/10/1995]',0.000,-0.032,0.001,92.105,0.147,-0.482
'[12:36:21.658 20/10/1995]',-0.001,-0.032,0.001,92.105,0.147,-0.482
'[12:36:21.660 20/10/1995]',-0.002,-0.032,0.001,92.105,0.147,-0.482
'[12:36:21.662 20/10/1995]',-0.003,-0.032,0.001,92.105,0.147,-0.482
'[12:36:21.664 20/10/1995]',-0.003,-0.032,0.001,89.248,0.226,-0.481
'[12:36:21.666 20/10/1995]',-0.004,-0.032,0.001,89.248,0.226,-0.481
'[12:36:21.668 20/10/1995]',-0.005,-0.032,0.001,89.248,0.226,-0.481
'[12:36:21.670 20/10/1995]',-0.005,-0.032,0.001,89.248,0.226,-0.481
'[12:36:21.672 20/10/1995]',-0.005,-0.032,0.001,86.466,0.299,-0.480
'[12:36:21.674 20/10/1995]',-0.005,-0.021,0.001,86.466,0.299,-0.480
'[12:36:21.676 20/10/1995]',-0.005,-0.010,0.001,86.466,0.299,-0.480
'[12:36:21.678 20/10/1995]',-0.004,-0.010,0.001,86.466,0.299,-0.480
'[12:36:21.680 20/10/1995]',-0.003,-0.010,0.001,83.609,0.363,-0.479
'[12:36:21.682 20/10/1995]',-0.002,-0.010,0.001,83.609,0.363,-0.479
'[12:36:21.684 20/10/1995]',-0.001,0.001,0.001,83.609,0.363,-0.479
'[12:36:21.686 20/10/1995]',0.000,0.001,0.001,83.609,0.363,-0.479
'[12:36:21.688 20/10/1995]',0.002,0.001,0.001,80.827,0.422,-0.477
'[12:36:21.690 20/10/1995]',0.003,0.001,0.001,80.827,0.422,-0.477
'[12:36:21.692 20/10/1995]',0.005,0.001,0.001,80.827,0.422,-0.477
'[12:36:21.694 20/10/1995]',0.006,0.001,0.001,80.827,0.422,-0.477
'[12:36:21.696 20/10/1995]',0.008,0.001,0.001,77.970,0.466,-0.474
'[12:36:21.698 20/10/1995]',0.009,0.001,0.001,77.970,0.466,-0.474
'[12:36:21.700 20/10/1995]',0.010,0.001,0.001,77.970,0.466,-0.474
'[12:36:21.702 20/10/1995]',0.011,0.001,0.016,77.970,0.466,-0.474
'[12:36:21.704 20/10/1995]',0.011,0.001,0.001,75.113,0.505,-0.471
'[12:36:21.706 20/10/1995]',0.012,0.012,0.016,75.113,0.505,-0.471
'[12:36:21.708 20/10/1995]',0.012,0.012,0.016,75.113,0.505,-0.471
'[12:36:21.710 20/10/1995]',0.013,0.012,0.016,75.113,0.505,-0.471
'[12:36:21.712 20/10/1995]',0.014,0.012,0.016,72.331,0.535,-0.469
'[12:36:21.714 20/10/1995]',0.014,0.012,0.016,72.331,0.535,-0.469
'[12:36:21.716 20/10/1995]',0.014,0.012,0.016,72.331,0.535,-0.469
'[12:36:21.718 20/10/1995]',0.014,0.012,0.016,72.331,0.535,-0.469
'[12:36:21.720 20/10/1995]',0.014,0.001,0.016,69.699,0.554,-0.465
'[12:36:21.722 20/10/1995]',0.014,0.012,0.016,69.699,0.554,-0.465
'[12:36:21.724 20/10/1995]',0.013,0.001,0.016,69.699,0.554,-0.465
'[12:36:21.726 20/10/1995]',0.013,0.001,0.016,69.699,0.554,-0.465
'[12:36:21.728 20/10/1995]',0.012,0.001,0.016,67.519,0.565,-0.462
'[12:36:21.730 20/10/1995]',0.011,0.001,0.016,67.519,0.565,-0.462
'[12:36:21.732 20/10/1995]',0.009,0.001,0.016,67.519,0.565,-0.462
'[12:36:21.734 20/10/1995]',0.008,0.001,0.016,67.519,0.565,-0.462
'[12:36:21.736 20/10/1995]',0.008,0.001,0.016,65.789,0.567,-0.458
'[12:36:21.738 20/10/1995]',0.007,0.001,0.016,65.789,0.567,-0.458
'[12:36:21.740 20/10/1995]',0.006,0.001,0.016,65.789,0.567,-0.458
'[12:36:21.742 20/10/1995]',0.005,0.001,0.016,65.789,0.567,-0.458
'[12:36:21.744 20/10/1995]',0.004,0.001,0.016,64.662,0.562,-0.455
'[12:36:21.746 20/10/1995]',0.002,0.001,0.016,64.662,0.562,-0.455
'[12:36:21.748 20/10/1995]',0.002,0.001,0.016,64.662,0.562,-0.455
'[12:36:21.750 20/10/1995]',0.002,0.001,0.016,64.662,0.562,-0.455
'[12:36:21.752 20/10/1995]',0.002,0.001,0.016,64.286,0.552,-0.451
'[12:36:21.754 20/10/1995]',0.002,0.001,0.016,64.286,0.552,-0.451
'[12:36:21.756 20/10/1995]',0.000,0.001,0.016,64.286,0.552,-0.451
'[12:36:21.758 20/10/1995]',-0.001,0.001,0.016,64.286,0.552,-0.451
'[12:36:21.760 20/10/1995]',-0.002,0.001,0.016,64.511,0.532,-0.446
'[12:36:21.762 20/10/1995]',-0.004,0.001,0.016,64.511,0.532,-0.446
'[12:36:21.764 20/10/1995]',-0.005,-0.010,0.016,64.511,0.532,-0.446
'[12:36:21.766 20/10/1995]',-0.005,0.001,0.016,64.511,0.532,-0.446
'[12:36:21.768 20/10/1995]',-0.006,0.001,0.001,65.263,0.510,-0.441
'[12:36:21.770 20/10/1995]',-0.006,-0.010,0.001,65.263,0.510,-0.441
'[12:36:21.772 20/10/1995]',-0.006,0.001,0.001,65.263,0.510,-0.441
'[12:36:21.774 20/10/1995]',-0.006,0.001,0.001,65.263,0.510,-0.441
'[12:36:21.776 20/10/1995]',-0.006,-0.010,0.016,66.466,0.483,-0.436
'[12:36:21.778 20/10/1995]',-0.005,0.001,0.001,66.466,0.483,-0.436
'[12:36:21.780 20/10/1995]',-0.005,0.001,0.001,66.466,0.483,-0.436
'[12:36:21.782 20/10/1995]',-0.005,0.001,0.001,66.466,0.483,-0.436
'[12:36:21.784 20/10/1995]',-0.006,-0.010,0.001,67.820,0.454,-0.431
'[12:36:21.786 20/10/1995]',-0.006,0.001,0.001,67.820,0.454,-0.431
'[12:36:21.788 20/10/1995]',-0.006,0.001,0.001,67.820,0.454,-0.431
'[12:36:21.790 20/10/1995]',-0.005,0.001,0.001,67.820,0.454,-0.431
'[12:36:21.792 20/10/1995]',-0.004,0.001,0.001,69.173,0.417,-0.426
'[12:36:21.794 20/10/1995]',-0.002,0.001,0.001,69.173,0.417,-0.426
'[12:36:21.796 20/10/1995]',-0.002,0.001,0.001,69.173,0.417,-0.426
'[12:36:21.798 20/10/1995]',-0.001,-0.010,0.001,69.173,0.417,-0.426
'[12:36:21.800 20/10/1995]',-0.000,-0.010,0.001,70.451,0.383,-0.421
'[12:36:21.802 20/10/1995]',0.000,-0.021,0.001,70.451,0.383,-0.421
'[12:36:21.804 20/10/1995]',0.000,-0.021,0.001,70.451,0.383,-0.421
'[12:36:21.806 20/10/1995]',0.000,-0.010,0.001,70.451,0.383,-0.421
'[12:36:21.808 20/10/1995]',0.000,-0.021,0.001,71.504,0.346,-0.416
'[12:36:21.810 20/10/1995]',0.000,-0.010,0.001,71.504,0.346,-0.416
'[12:36:21.812 20/10/1995]',0.000,-0.021,0.001,71.504,0.346,-0.416
'[12:36:21.814 20/10/1995]',0.000,-0.021,0.001,71.504,0.346,-0.416
'[12:36:21.816 20/10/1995]',0.000,-0.021,0.001,72.331,0.314,-0.410
'[12:36:21.818 20/10/1995]',0.000,-0.021,0.001,72.331,0.314,-0.410
'[12:36:21.820 20/10/1995]',0.000,-0.021,0.001,72.331,0.314,-0.410
'[12:36:21.822 20/10/1995]',0.001,-0.021,0.001,72.331,0.314,-0.410
'[12:36:21.824 20/10/1995]',0.001,-0.010,0.001,72.857,0.278,-0.403
