'Time and date','II','V','ABP','PAP','PLETH','RESP'
'[08:34:19.270 16/05/1995]',-0.040,0.011,74.509,25.922,-0.242,-0.502
'[08:34:19.272 16/05/1995]',-0.040,0.001,74.056,25.922,-0.255,-0.503
'[08:34:19.274 16/05/1995]',-0.040,0.001,74.056,25.922,-0.255,-0.503
'[08:34:19.276 16/05/1995]',-0.040,0.001,74.056,25.922,-0.255,-0.503
'[08:34:19.278 16/05/1995]',-0.040,0.001,74.056,25.922,-0.255,-0.503
'[08:34:19.280 16/05/1995]',-0.040,0.001,73.602,25.872,-0.267,-0.504
'[08:34:19.282 16/05/1995]',-0.040,0.011,73.602,25.872,-0.267,-0.504
'[08:34:19.284 16/05/1995]',-0.040,0.021,73.602,25.872,-0.267,-0.504
'[08:34:19.286 16/05/1995]',-0.040,0.021,73.602,25.872,-0.267,-0.504
'[08:34:19.288 16/05/1995]',-0.040,0.021,73.149,25.746,-0.279,-0.505
'[08:34:19.290 16/05/1995]',-0.040,0.021,73.149,25.746,-0.279,-0.505
'[08:34:19.292 16/05/1995]',-0.040,0.011,73.149,25.746,-0.279,-0.505
'[08:34:19.294 16/05/1995]',-0.040,0.011,73.149,25.746,-0.279,-0.505
'[08:34:19.296 16/05/1995]',-0.040,0.001,72.771,25.646,-0.279,-0.506
'[08:34:19.298 16/05/1995]',-0.040,0.001,72.771,25.646,-0.279,-0.506
'[08:34:19.300 16/05/1995]',-0.040,0.001,72.771,25.646,-0.279,-0.506
'[08:34:19.302 16/05/1995]',-0.040,0.001,72.771,25.646,-0.279,-0.506
'[08:34:19.304 16/05/1995]',-0.040,0.001,72.318,25.521,-0.267,-0.507
'[08:34:19.306 16/05/1995]',-0.040,0.001,72.318,25.521,-0.267,-0.507
'[08:34:19.308 16/05/1995]',-0.040,0.001,72.318,25.521,-0.267,-0.507
'[08:34:19.310 16/05/1995]',-0.040,0.001,72.318,25.521,-0.267,-0.507
'[08:34:19.312 16/05/1995]',-0.040,0.001,71.940,25.346,-0.267,-0.507
'[08:34:19.314 16/05/1995]',-0.040,0.001,71.940,25.346,-0.267,-0.507
'[08:34:19.316 16/05/1995]',-0.040,0.011,71.940,25.346,-0.267,-0.507
'[08:34:19.318 16/05/1995]',-0.040,0.011,71.940,25.346,-0.267,-0.507
'[08:34:19.320 16/05/1995]',-0.040,0.021,71.486,25.171,-0.279,-0.508
'[08:34:19.322 16/05/1995]',-0.040,0.021,71.486,25.171,-0.279,-0.508
'[08:34:19.324 16/05/1995]',-0.040,0.021,71.486,25.171,-0.279,-0.508
'[08:34:19.326 16/05/1995]',-0.040,0.011,71.486,25.171,-0.279,-0.508
'[08:34:19.328 16/05/1995]',-0.040,0.011,71.108,24.996,-0.279,-0.509
'[08:34:19.330 16/05/1995]',-0.040,0.011,71.108,24.996,-0.279,-0.509
'[08:34:19.332 16/05/1995]',-0.040,0.011,71.108,24.996,-0.279,-0.509
'[08:34:19.334 16/05/1995]',-0.040,0.011,71.108,24.996,-0.279,-0.509
'[08:34:19.336 16/05/1995]',-0.040,0.011,70.806,24.821,-0.291,-0.510
'[08:34:19.338 16/05/1995]',-0.040,0.001,70.806,24.821,-0.291,-0.510
'[08:34:19.340 16/05/1995]',-0.040,0.011,70.806,24.821,-0.291,-0.510
'[08:34:19.342 16/05/1995]',-0.040,0.011,70.806,24.821,-0.291,-0.510
'[08:34:19.344 16/05/1995]',-0.040,0.011,70.428,24.646,-0.279,-0.511
'[08:34:19.346 16/05/1995]',-0.040,0.001,70.428,24.646,-0.279,-0.511
'[08:34:19.348 16/05/1995]',-0.040,0.001,70.428,24.646,-0.279,-0.511
'[08:34:19.350 16/05/1995]',-0.040,0.001,70.428,24.646,-0.279,-0.511
'[08:34:19.352 16/05/1995]',-0.040,0.011,70.051,24.395,-0.291,-0.512
'[08:34:19.354 16/05/1995]',-0.040,0.001,70.051,24.395,-0.291,-0.512
'[08:34:19.356 16/05/1995]',-0.040,0.011,70.051,24.395,-0.291,-0.512
'[08:34:19.358 16/05/1995]',-0.040,0.001,70.051,24.395,-0.291,-0.512
'[08:34:19.360 16/05/1995]',-0.040,0.011,69.748,24.220,-0.303,-0.513
'[08:34:19.362 16/05/1995]',-0.040,0.011,69.748,24.220,-0.303,-0.513
'[08:34:19.364 16/05/1995]',-0.040,0.021,69.748,24.220,-0.303,-0.513
'[08:34:19.366 16/05/1995]',-0.040,0.011,69.748,24.220,-0.303,-0.513
'[08:34:19.368 16/05/1995]',-0.040,0.021,69.295,23.995,-0.291,-0.514
'[08:34:19.370 16/05/1995]',-0.040,0.011,69.295,23.995,-0.291,-0.514
'[08:34:19.372 16/05/1995]',-0.040,0.011,69.295,23.995,-0.291,-0.514
'[08:34:19.374 16/05/1995]',-0.040,0.011,69.295,23.995,-0.291,-0.514
'[08:34:19.376 16/05/1995]',-0.040,0.001,68.993,23.770,-0.303,-0.514
'[08:34:19.378 16/05/1995]',-0.040,0.001,68.993,23.770,-0.303,-0.514
'[08:34:19.380 16/05/1995]',-0.040,0.001,68.993,23.770,-0.303,-0.514
'[08:34:19.382 16/05/1995]',-0.040,0.001,68.993,23.770,-0.303,-0.514
'[08:34:19.384 16/05/1995]',-0.040,0.001,68.690,23.595,-0.303,-0.515
'[08:34:19.386 16/05/1995]',-0.040,0.001,68.690,23.595,-0.303,-0.515
'[08:34:19.388 16/05/1995]',-0.040,0.001,68.690,23.595,-0.303,-0.515
'[08:34:19.390 16/05/1995]',-0.040,0.001,68.690,23.595,-0.303,-0.515
'[08:34:19.392 16/05/1995]',-0.040,0.011,68.464,23.470,-0.303,-0.516
'[08:34:19.394 16/05/1995]',-0.040,0.011,68.464,23.470,-0.303,-0.516
'[08:34:19.396 16/05/1995]',-0.040,0.011,68.464,23.470,-0.303,-0.516
'[08:34:19.398 16/05/1995]',-0.019,0.021,68.464,23.470,-0.303,-0.516
'[08:34:19.400 16/05/1995]',-0.040,0.021,68.161,23.344,-0.303,-0.517
'[08:34:19.402 16/05/1995]',-0.019,0.021,68.161,23.344,-0.303,-0.517
'[08:34:19.404 16/05/1995]',-0.040,0.011,68.161,23.344,-0.303,-0.517
'[08:34:19.406 16/05/1995]',-0.040,0.001,68.161,23.344,-0.303,-0.517
'[08:34:19.408 16/05/1995]',-0.019,0.001,67.859,23.294,-0.291,-0.518
'[08:34:19.410 16/05/1995]',-0.019,0.001,67.859,23.294,-0.291,-0.518
'[08:34:19.412 16/05/1995]',-0.019,0.001,67.859,23.294,-0.291,-0.518
'[08:34:19.414 16/05/1995]',-0.019,0.001,67.859,23.294,-0.291,-0.518
'[08:34:19.416 16/05/1995]',-0.019,0.011,67.481,23.244,-0.291,-0.519
'[08:34:19.418 16/05/1995]',-0.019,0.001,67.481,23.244,-0.291,-0.519
'[08:34:19.420 16/05/1995]',-0.019,0.011,67.481,23.244,-0.291,-0.519
'[08:34:19.422 16/05/1995]',-0.019,0.011,67.481,23.244,-0.291,-0.519
'[08:34:19.424 16/05/1995]',-0.019,0.011,67.179,23.169,-0.291,-0.520
'[08:34:19.426 16/05/1995]',-0.019,0.011,67.179,23.169,-0.291,-0.520
'[08:34:19.428 16/05/1995]',-0.019,0.011,67.179,23.169,-0.291,-0.520
'[08:34:19.430 16/05/1995]',-0.019,0.011,67.179,23.169,-0.291,-0.520
'[08:34:19.432 16/05/1995]',0.002,0.011,66.952,23.069,-0.291,-0.520
'[08:34:19.434 16/05/1995]',0.002,0.011,66.952,23.069,-0.291,-0.520
'[08:34:19.436 16/05/1995]',0.002,0.011,66.952,23.069,-0.291,-0.520
'[08:34:19.438 16/05/1995]',0.002,0.011,66.952,23.069,-0.291,-0.520
'[08:34:19.440 16/05/1995]',0.002,0.001,66.801,22.944,-0.303,-0.521
'[08:34:19.442 16/05/1995]',0.002,0.001,66.801,22.944,-0.303,-0.521
'[08:34:19.444 16/05/1995]',0.002,0.001,66.801,22.944,-0.303,-0.521
'[08:34:19.446 16/05/1995]',0.002,0.001,66.801,22.944,-0.303,-0.521
'[08:34:19.448 16/05/1995]',0.002,0.001,66.574,22.769,-0.303,-0.522
'[08:34:19.450 16/05/1995]',0.002,0.001,66.574,22.769,-0.303,-0.522
'[08:34:19.452 16/05/1995]',0.002,0.001,66.574,22.769,-0.303,-0.522
'[08:34:19.454 16/05/1995]',0.002,0.001,66.574,22.769,-0.303,-0.522
'[08:34:19.456 16/05/1995]',0.022,0.011,66.272,22.644,-0.279,-0.523
'[08:34:19.458 16/05/1995]',0.022,0.011,66.272,22.644,-0.279,-0.523
'[08:34:19.460 16/05/1995]',0.022,0.021,66.272,22.644,-0.279,-0.523
'[08:34:19.462 16/05/1995]',0.022,0.032,66.272,22.644,-0.279,-0.523
'[08:34:19.464 16/05/1995]',0.022,0.032,65.819,22.594,-0.279,-0.524
'[08:34:19.466 16/05/1995]',0.043,0.021,65.819,22.594,-0.279,-0.524
'[08:34:19.468 16/05/1995]',0.043,0.021,65.819,22.594,-0.279,-0.524
'[08:34:19.470 16/05/1995]',0.043,0.021,65.819,22.594,-0.279,-0.524
'[08:34:19.472 16/05/1995]',0.043,0.021,65.441,22.469,-0.279,-0.526
'[08:34:19.474 16/05/1995]',0.043,0.021,65.441,22.469,-0.279,-0.526
'[08:34:19.476 16/05/1995]',0.043,0.021,65.441,22.469,-0.279,-0.526
'[08:34:19.478 16/05/1995]',0.043,0.021,65.441,22.469,-0.279,-0.526
'[08:34:19.480 16/05/1995]',0.043,0.021,65.139,22.419,-0.279,-0.527
'[08:34:19.482 16/05/1995]',0.043,0.021,65.139,22.419,-0.279,-0.527
'[08:34:19.484 16/05/1995]',0.043,0.021,65.139,22.419,-0.279,-0.527
'[08:34:19.486 16/05/1995]',0.043,0.032,65.139,22.419,-0.279,-0.527
'[08:34:19.488 16/05/1995]',0.043,0.032,64.836,22.294,-0.279,-0.529
'[08:34:19.490 16/05/1995]',0.043,0.032,64.836,22.294,-0.279,-0.529
'[08:34:19.492 16/05/1995]',0.022,0.032,64.836,22.294,-0.279,-0.529
'[08:34:19.494 16/05/1995]',0.043,0.032,64.836,22.294,-0.279,-0.529
'[08:34:19.496 16/05/1995]',0.022,0.032,64.534,22.168,-0.279,-0.530
'[08:34:19.498 16/05/1995]',0.022,0.032,64.534,22.168,-0.279,-0.530
'[08:34:19.500 16/05/1995]',0.022,0.032,64.534,22.168,-0.279,-0.530
'[08:34:19.502 16/05/1995]',0.002,0.032,64.534,22.168,-0.279,-0.530
'[08:34:19.504 16/05/1995]',0.002,0.032,64.232,22.118,-0.291,-0.531
'[08:34:19.506 16/05/1995]',0.002,0.021,64.232,22.118,-0.291,-0.531
'[08:34:19.508 16/05/1995]',0.002,0.021,64.232,22.118,-0.291,-0.531
'[08:34:19.510 16/05/1995]',0.002,0.021,64.232,22.118,-0.291,-0.531
'[08:34:19.512 16/05/1995]',-0.019,0.021,63.930,22.068,-0.279,-0.532
'[08:34:19.514 16/05/1995]',-0.019,0.021,63.930,22.068,-0.279,-0.532
'[08:34:19.516 16/05/1995]',-0.019,0.011,63.930,22.068,-0.279,-0.532
'[08:34:19.518 16/05/1995]',-0.019,0.011,63.930,22.068,-0.279,-0.532
'[08:34:19.520 16/05/1995]',-0.019,0.001,63.703,21.993,-0.279,-0.532
'[08:34:19.522 16/05/1995]',-0.019,0.001,63.703,21.993,-0.279,-0.532
'[08:34:19.524 16/05/1995]',-0.040,0.001,63.703,21.993,-0.279,-0.532
'[08:34:19.526 16/05/1995]',-0.040,0.001,63.703,21.993,-0.279,-0.532
'[08:34:19.528 16/05/1995]',-0.040,0.001,63.476,21.943,-0.291,-0.533
'[08:34:19.530 16/05/1995]',-0.040,0.001,63.476,21.943,-0.291,-0.533
'[08:34:19.532 16/05/1995]',-0.040,0.001,63.476,21.943,-0.291,-0.533
'[08:34:19.534 16/05/1995]',-0.040,0.001,63.476,21.943,-0.291,-0.533
'[08:34:19.536 16/05/1995]',-0.040,0.001,63.250,21.943,-0.291,-0.533
'[08:34:19.538 16/05/1995]',-0.040,0.001,63.250,21.943,-0.291,-0.533
'[08:34:19.540 16/05/1995]',-0.040,0.001,63.250,21.943,-0.291,-0.533
'[08:34:19.542 16/05/1995]',-0.040,0.001,63.250,21.943,-0.291,-0.533
'[08:34:19.544 16/05/1995]',-0.040,0.001,63.023,21.943,-0.279,-0.533
'[08:34:19.546 16/05/1995]',-0.040,0.001,63.023,21.943,-0.279,-0.533
'[08:34:19.548 16/05/1995]',-0.040,0.001,63.023,21.943,-0.279,-0.533
'[08:34:19.550 16/05/1995]',-0.040,0.001,63.023,21.943,-0.279,-0.533
'[08:34:19.552 16/05/1995]',-0.040,0.001,62.796,21.943,-0.291,-0.532
'[08:34:19.554 16/05/1995]',-0.040,0.001,62.796,21.943,-0.291,-0.532
'[08:34:19.556 16/05/1995]',-0.040,0.001,62.796,21.943,-0.291,-0.532
'[08:34:19.558 16/05/1995]',-0.040,0.001,62.796,21.943,-0.291,-0.532
'[08:34:19.560 16/05/1995]',-0.040,0.001,62.494,21.993,-0.291,-0.530
'[08:34:19.562 16/05/1995]',-0.040,0.001,62.494,21.993,-0.291,-0.530
'[08:34:19.564 16/05/1995]',-0.040,0.001,62.494,21.993,-0.291,-0.530
'[08:34:19.566 16/05/1995]',-0.040,0.001,62.494,21.993,-0.291,-0.530
'[08:34:19.568 16/05/1995]',-0.040,0.011,62.343,22.068,-0.291,-0.527
'[08:34:19.570 16/05/1995]',-0.040,0.001,62.343,22.068,-0.291,-0.527
'[08:34:19.572 16/05/1995]',-0.040,0.001,62.343,22.068,-0.291,-0.527
'[08:34:19.574 16/05/1995]',-0.040,0.001,62.343,22.068,-0.291,-0.527
'[08:34:19.576 16/05/1995]',-0.061,-0.009,62.116,22.168,-0.303,-0.524
'[08:34:19.578 16/05/1995]',-0.082,-0.020,62.116,22.168,-0.303,-0.524
'[08:34:19.580 16/05/1995]',-0.103,-0.030,62.116,22.168,-0.303,-0.524
'[08:34:19.582 16/05/1995]',-0.103,-0.030,62.116,22.168,-0.303,-0.524
'[08:34:19.584 16/05/1995]',-0.103,-0.030,61.889,22.294,-0.279,-0.522
'[08:34:19.586 16/05/1995]',-0.061,-0.041,61.889,22.294,-0.279,-0.522
'[08:34:19.588 16/05/1995]',-0.040,-0.041,61.889,22.294,-0.279,-0.522
'[08:34:19.590 16/05/1995]',0.002,-0.041,61.889,22.294,-0.279,-0.522
'[08:34:19.592 16/05/1995]',0.064,-0.041,61.738,22.419,-0.291,-0.520
'[08:34:19.594 16/05/1995]',0.127,-0.041,61.738,22.419,-0.291,-0.520
'[08:34:19.596 16/05/1995]',0.211,-0.020,61.738,22.419,-0.291,-0.520
'[08:34:19.598 16/05/1995]',0.274,0.011,61.738,22.419,-0.291,-0.520
'[08:34:19.600 16/05/1995]',0.378,0.063,61.587,22.419,-0.303,-0.518
'[08:34:19.602 16/05/1995]',0.462,0.094,61.587,22.419,-0.303,-0.518
'[08:34:19.604 16/05/1995]',0.546,0.147,61.587,22.419,-0.303,-0.518
'[08:34:19.606 16/05/1995]',0.608,0.198,61.587,22.419,-0.303,-0.518
'[08:34:19.608 16/05/1995]',0.671,0.250,61.436,22.344,-0.291,-0.516
'[08:34:19.610 16/05/1995]',0.650,0.313,61.436,22.344,-0.291,-0.516
'[08:34:19.612 16/05/1995]',0.588,0.344,61.436,22.344,-0.291,-0.516
'[08:34:19.614 16/05/1995]',0.504,0.354,61.436,22.344,-0.291,-0.516
'[08:34:19.616 16/05/1995]',0.441,0.344,61.360,22.168,-0.291,-0.515
'[08:34:19.618 16/05/1995]',0.315,0.271,61.360,22.168,-0.291,-0.515
'[08:34:19.620 16/05/1995]',0.169,0.147,61.360,22.168,-0.291,-0.515
'[08:34:19.622 16/05/1995]',0.002,0.032,61.360,22.168,-0.291,-0.515
'[08:34:19.624 16/05/1995]',-0.124,-0.062,61.360,21.893,-0.303,-0.513
'[08:34:19.626 16/05/1995]',-0.208,-0.124,61.360,21.893,-0.303,-0.513
'[08:34:19.628 16/05/1995]',-0.292,-0.155,61.360,21.893,-0.303,-0.513
'[08:34:19.630 16/05/1995]',-0.354,-0.176,61.360,21.893,-0.303,-0.513
'[08:34:19.632 16/05/1995]',-0.396,-0.197,61.285,21.593,-0.303,-0.511
'[08:34:19.634 16/05/1995]',-0.396,-0.197,61.285,21.593,-0.303,-0.511
'[08:34:19.636 16/05/1995]',-0.396,-0.207,61.285,21.593,-0.303,-0.511
'[08:34:19.638 16/05/1995]',-0.396,-0.207,61.285,21.593,-0.303,-0.511
'[08:34:19.640 16/05/1995]',-0.417,-0.218,61.285,21.293,-0.279,-0.509
'[08:34:19.642 16/05/1995]',-0.438,-0.228,61.285,21.293,-0.279,-0.509
'[08:34:19.644 16/05/1995]',-0.480,-0.239,61.285,21.293,-0.279,-0.509
'[08:34:19.646 16/05/1995]',-0.501,-0.239,61.285,21.293,-0.279,-0.509
'[08:34:19.648 16/05/1995]',-0.543,-0.249,61.134,21.068,-0.279,-0.507
'[08:34:19.650 16/05/1995]',-0.585,-0.249,61.134,21.068,-0.279,-0.507
'[08:34:19.652 16/05/1995]',-0.606,-0.259,61.134,21.068,-0.279,-0.507
'[08:34:19.654 16/05/1995]',-0.627,-0.259,61.134,21.068,-0.279,-0.507
'[08:34:19.656 16/05/1995]',-0.648,-0.259,61.058,20.842,-0.279,-0.505
'[08:34:19.658 16/05/1995]',-0.669,-0.259,61.058,20.842,-0.279,-0.505
'[08:34:19.660 16/05/1995]',-0.690,-0.270,61.058,20.842,-0.279,-0.505
'[08:34:19.662 16/05/1995]',-0.711,-0.270,61.058,20.842,-0.279,-0.505
'[08:34:19.664 16/05/1995]',-0.753,-0.270,60.907,20.642,-0.279,-0.503
'[08:34:19.666 16/05/1995]',-0.753,-0.270,60.907,20.642,-0.279,-0.503
'[08:34:19.668 16/05/1995]',-0.774,-0.280,60.907,20.642,-0.279,-0.503
'[08:34:19.670 16/05/1995]',-0.774,-0.270,60.907,20.642,-0.279,-0.503
'[08:34:19.672 16/05/1995]',-0.774,-0.270,60.680,20.592,-0.279,-0.502
'[08:34:19.674 16/05/1995]',-0.774,-0.270,60.680,20.592,-0.279,-0.502
'[08:34:19.676 16/05/1995]',-0.774,-0.270,60.680,20.592,-0.279,-0.502
'[08:34:19.678 16/05/1995]',-0.753,-0.249,60.680,20.592,-0.279,-0.502
'[08:34:19.680 16/05/1995]',-0.690,-0.228,60.605,20.542,-0.279,-0.500
'[08:34:19.682 16/05/1995]',-0.627,-0.207,60.605,20.542,-0.279,-0.500
'[08:34:19.684 16/05/1995]',-0.543,-0.176,60.605,20.542,-0.279,-0.500
'[08:34:19.686 16/05/1995]',-0.480,-0.145,60.605,20.542,-0.279,-0.500
'[08:34:19.688 16/05/1995]',-0.396,-0.124,60.454,20.592,-0.279,-0.499
'[08:34:19.690 16/05/1995]',-0.333,-0.093,60.454,20.592,-0.279,-0.499
'[08:34:19.692 16/05/1995]',-0.271,-0.083,60.454,20.592,-0.279,-0.499
'[08:34:19.694 16/05/1995]',-0.208,-0.051,60.454,20.592,-0.279,-0.499
'[08:34:19.696 16/05/1995]',-0.145,-0.041,60.302,20.767,-0.267,-0.498
'[08:34:19.698 16/05/1995]',-0.103,-0.020,60.302,20.767,-0.267,-0.498
'[08:34:19.700 16/05/1995]',-0.061,0.001,60.302,20.767,-0.267,-0.498
'[08:34:19.702 16/05/1995]',-0.019,0.001,60.302,20.767,-0.267,-0.498
'[08:34:19.704 16/05/1995]',0.002,0.001,60.227,20.942,-0.267,-0.497
'[08:34:19.706 16/05/1995]',0.002,0.011,60.227,20.942,-0.267,-0.497
'[08:34:19.708 16/05/1995]',0.002,0.011,60.227,20.942,-0.267,-0.497
'[08:34:19.710 16/05/1995]',0.002,0.011,60.227,20.942,-0.267,-0.497
'[08:34:19.712 16/05/1995]',0.002,0.011,60.076,21.118,-0.267,-0.496
'[08:34:19.714 16/05/1995]',0.022,0.001,60.076,21.118,-0.267,-0.496
'[08:34:19.716 16/05/1995]',0.022,0.021,60.076,21.118,-0.267,-0.496
'[08:34:19.718 16/05/1995]',0.043,0.021,60.076,21.118,-0.267,-0.496
'[08:34:19.720 16/05/1995]',0.043,0.021,59.849,21.418,-0.255,-0.494
'[08:34:19.722 16/05/1995]',0.043,0.032,59.849,21.418,-0.255,-0.494
'[08:34:19.724 16/05/1995]',0.043,0.032,59.849,21.418,-0.255,-0.494
'[08:34:19.726 16/05/1995]',0.043,0.021,59.849,21.418,-0.255,-0.494
'[08:34:19.728 16/05/1995]',0.043,0.032,59.698,21.718,-0.255,-0.493
'[08:34:19.730 16/05/1995]',0.043,0.021,59.698,21.718,-0.255,-0.493
'[08:34:19.732 16/05/1995]',0.043,0.021,59.698,21.718,-0.255,-0.493
'[08:34:19.734 16/05/1995]',0.043,0.032,59.698,21.718,-0.255,-0.493
'[08:34:19.736 16/05/1995]',0.064,0.042,59.547,22.168,-0.255,-0.492
'[08:34:19.738 16/05/1995]',0.064,0.042,59.547,22.168,-0.255,-0.492
'[08:34:19.740 16/05/1995]',0.064,0.042,59.547,22.168,-0.255,-0.492
'[08:34:19.742 16/05/1995]',0.064,0.042,59.547,22.168,-0.255,-0.492
'[08:34:19.744 16/05/1995]',0.064,0.042,59.244,22.819,-0.255,-0.491
'[08:34:19.746 16/05/1995]',0.064,0.042,59.244,22.819,-0.255,-0.491
'[08:34:19.748 16/05/1995]',0.064,0.042,59.244,22.819,-0.255,-0.491
'[08:34:19.750 16/05/1995]',0.064,0.042,59.244,22.819,-0.255,-0.491
'[08:34:19.752 16/05/1995]',0.064,0.032,59.093,23.520,-0.255,-0.490
'[08:34:19.754 16/05/1995]',0.064,0.021,59.093,23.520,-0.255,-0.490
'[08:34:19.756 16/05/1995]',0.064,0.021,59.093,23.520,-0.255,-0.490
'[08:34:19.758 16/05/1995]',0.064,0.021,59.093,23.520,-0.255,-0.490
'[08:34:19.760 16/05/1995]',0.064,0.021,58.867,24.045,-0.255,-0.490
'[08:34:19.762 16/05/1995]',0.064,0.021,58.867,24.045,-0.255,-0.490
'[08:34:19.764 16/05/1995]',0.043,0.032,58.867,24.045,-0.255,-0.490
'[08:34:19.766 16/05/1995]',0.064,0.032,58.867,24.045,-0.255,-0.490
'[08:34:19.768 16/05/1995]',0.064,0.042,58.716,24.395,-0.242,-0.490
'[08:34:19.770 16/05/1995]',0.064,0.042,58.716,24.395,-0.242,-0.490
'[08:34:19.772 16/05/1995]',0.064,0.042,58.716,24.395,-0.242,-0.490
'[08:34:19.774 16/05/1995]',0.064,0.042,58.716,24.395,-0.242,-0.490
'[08:34:19.776 16/05/1995]',0.064,0.042,58.716,24.470,-0.242,-0.490
'[08:34:19.778 16/05/1995]',0.064,0.042,58.716,24.470,-0.242,-0.490
'[08:34:19.780 16/05/1995]',0.064,0.042,58.716,24.470,-0.242,-0.490
'[08:34:19.782 16/05/1995]',0.064,0.032,58.716,24.470,-0.242,-0.490
'[08:34:19.784 16/05/1995]',0.064,0.032,59.244,24.470,-0.242,-0.490
'[08:34:19.786 16/05/1995]',0.064,0.032,59.244,24.470,-0.242,-0.490
'[08:34:19.788 16/05/1995]',0.064,0.032,59.244,24.470,-0.242,-0.490
'[08:34:19.790 16/05/1995]',0.064,0.032,59.244,24.470,-0.242,-0.490
'[08:34:19.792 16/05/1995]',0.064,0.032,60.302,24.696,-0.242,-0.490
'[08:34:19.794 16/05/1995]',0.064,0.032,60.302,24.696,-0.242,-0.490
'[08:34:19.796 16/05/1995]',0.064,0.032,60.302,24.696,-0.242,-0.490
'[08:34:19.798 16/05/1995]',0.064,0.032,60.302,24.696,-0.242,-0.490
'[08:34:19.800 16/05/1995]',0.064,0.021,62.494,25.346,-0.218,-0.490
'[08:34:19.802 16/05/1995]',0.064,0.032,62.494,25.346,-0.218,-0.490
'[08:34:19.804 16/05/1995]',0.064,0.032,62.494,25.346,-0.218,-0.490
'[08:34:19.806 16/05/1995]',0.064,0.032,62.494,25.346,-0.218,-0.490
'[08:34:19.808 16/05/1995]',0.064,0.042,66.121,26.222,-0.218,-0.490
'[08:34:19.810 16/05/1995]',0.064,0.032,66.121,26.222,-0.218,-0.490
'[08:34:19.812 16/05/1995]',0.064,0.032,66.121,26.222,-0.218,-0.490
'[08:34:19.814 16/05/1995]',0.064,0.032,66.121,26.222,-0.218,-0.490
'[08:34:19.816 16/05/1995]',0.064,0.042,71.184,27.223,-0.218,-0.490
'[08:34:19.818 16/05/1995]',0.064,0.042,71.184,27.223,-0.218,-0.490
'[08:34:19.820 16/05/1995]',0.064,0.042,71.184,27.223,-0.218,-0.490
'[08:34:19.822 16/05/1995]',0.085,0.042,71.184,27.223,-0.218,-0.490
'[08:34:19.824 16/05/1995]',0.085,0.032,77.758,28.048,-0.218,-0.490
'[08:34:19.826 16/05/1995]',0.085,0.032,77.758,28.048,-0.218,-0.490
'[08:34:19.828 16/05/1995]',0.064,0.032,77.758,28.048,-0.218,-0.490
'[08:34:19.830 16/05/1995]',0.064,0.032,77.758,28.048,-0.218,-0.490
'[08:34:19.832 16/05/1995]',0.085,0.032,85.466,28.924,-0.218,-0.490
'[08:34:19.834 16/05/1995]',0.085,0.042,85.466,28.924,-0.218,-0.490
'[08:34:19.836 16/05/1995]',0.085,0.032,85.466,28.924,-0.218,-0.490
'[08:34:19.838 16/05/1995]',0.085,0.032,85.466,28.924,-0.218,-0.490
'[08:34:19.840 16/05/1995]',0.085,0.032,94.156,29.925,-0.206,-0.490
'[08:34:19.842 16/05/1995]',0.085,0.021,94.156,29.925,-0.206,-0.490
'[08:34:19.844 16/05/1995]',0.085,0.011,94.156,29.925,-0.206,-0.490
'[08:34:19.846 16/05/1995]',0.085,0.001,94.156,29.925,-0.206,-0.490
'[08:34:19.848 16/05/1995]',0.085,0.001,103.224,31.026,-0.194,-0.491
'[08:34:19.850 16/05/1995]',0.085,0.001,103.224,31.026,-0.194,-0.491
'[08:34:19.852 16/05/1995]',0.085,0.011,103.224,31.026,-0.194,-0.491
'[08:34:19.854 16/05/1995]',0.085,0.011,103.224,31.026,-0.194,-0.491
'[08:34:19.856 16/05/1995]',0.085,0.021,112.292,32.377,-0.194,-0.491
'[08:34:19.858 16/05/1995]',0.085,0.032,112.292,32.377,-0.194,-0.491
'[08:34:19.860 16/05/1995]',0.085,0.042,112.292,32.377,-0.194,-0.491
'[08:34:19.862 16/05/1995]',0.085,0.042,112.292,32.377,-0.194,-0.491
'[08:34:19.864 16/05/1995]',0.085,0.042,120.756,33.853,-0.194,-0.491
'[08:34:19.866 16/05/1995]',0.106,0.042,120.756,33.853,-0.194,-0.491
'[08:34:19.868 16/05/1995]',0.106,0.042,120.756,33.853,-0.194,-0.491
'[08:34:19.870 16/05/1995]',0.106,0.042,120.756,33.853,-0.194,-0.491
'[08:34:19.872 16/05/1995]',0.106,0.032,128.162,35.480,-0.182,-0.491
'[08:34:19.874 16/05/1995]',0.106,0.032,128.162,35.480,-0.182,-0.491
'[08:34:19.876 16/05/1995]',0.106,0.021,128.162,35.480,-0.182,-0.491
'[08:34:19.878 16/05/1995]',0.106,0.021,128.162,35.480,-0.182,-0.491
'[08:34:19.880 16/05/1995]',0.106,0.021,134.434,37.131,-0.158,-0.490
'[08:34:19.882 16/05/1995]',0.106,0.021,134.434,37.131,-0.158,-0.490
'[08:34:19.884 16/05/1995]',0.106,0.021,134.434,37.131,-0.158,-0.490
'[08:34:19.886 16/05/1995]',0.127,0.032,134.434,37.131,-0.158,-0.490
'[08:34:19.888 16/05/1995]',0.127,0.032,139.421,38.832,-0.145,-0.490
'[08:34:19.890 16/05/1995]',0.127,0.021,139.421,38.832,-0.145,-0.490
'[08:34:19.892 16/05/1995]',0.127,0.032,139.421,38.832,-0.145,-0.490
