'Time and date','II ','II ','V ','PAP ','PLETH ','RESP '
'[12:49:08.482 25/01/1995]',0.001,0.003,0.035,24.322,-0.428,-0.640
'[12:49:08.484 25/01/1995]',0.030,0.037,0.003,24.322,-0.428,-0.640
'[12:49:08.486 25/01/1995]',0.089,0.073,0.035,24.322,-0.428,-0.640
'[12:49:08.488 25/01/1995]',0.148,0.145,0.035,24.271,-0.428,-0.643
'[12:49:08.490 25/01/1995]',0.235,0.252,0.035,24.271,-0.428,-0.643
'[12:49:08.492 25/01/1995]',0.353,0.360,0.035,24.271,-0.428,-0.643
'[12:49:08.494 25/01/1995]',0.485,0.537,0.035,24.271,-0.428,-0.643
'[12:49:08.496 25/01/1995]',0.602,0.645,0.035,24.196,-0.428,-0.645
'[12:49:08.498 25/01/1995]',0.646,0.681,0.035,24.196,-0.428,-0.645
'[12:49:08.500 25/01/1995]',0.617,0.645,0.035,24.196,-0.428,-0.645
'[12:49:08.502 25/01/1995]',0.558,0.609,0.003,24.196,-0.428,-0.645
'[12:49:08.504 25/01/1995]',0.426,0.467,0.003,24.271,-0.430,-0.647
'[12:49:08.506 25/01/1995]',0.265,0.252,-0.030,24.271,-0.430,-0.647
'[12:49:08.508 25/01/1995]',0.104,0.109,-0.064,24.271,-0.430,-0.647
'[12:49:08.510 25/01/1995]',-0.028,-0.033,-0.097,24.271,-0.430,-0.647
'[12:49:08.512 25/01/1995]',-0.146,-0.140,-0.097,24.322,-0.430,-0.650
'[12:49:08.514 25/01/1995]',-0.263,-0.283,-0.131,24.322,-0.430,-0.650
'[12:49:08.516 25/01/1995]',-0.351,-0.355,-0.164,24.322,-0.430,-0.650
'[12:49:08.518 25/01/1995]',-0.424,-0.463,-0.198,24.322,-0.430,-0.650
'[12:49:08.520 25/01/1995]',-0.439,-0.463,-0.231,24.322,-0.433,-0.653
'[12:49:08.522 25/01/1995]',-0.439,-0.463,-0.231,24.322,-0.433,-0.653
'[12:49:08.524 25/01/1995]',-0.439,-0.463,-0.231,24.322,-0.433,-0.653
'[12:49:08.526 25/01/1995]',-0.424,-0.463,-0.198,24.322,-0.433,-0.653
'[12:49:08.528 25/01/1995]',-0.395,-0.427,-0.198,24.196,-0.435,-0.656
'[12:49:08.530 25/01/1995]',-0.351,-0.355,-0.164,24.196,-0.435,-0.656
'[12:49:08.532 25/01/1995]',-0.307,-0.319,-0.131,24.196,-0.435,-0.656
'[12:49:08.534 25/01/1995]',-0.248,-0.248,-0.097,24.196,-0.435,-0.656
'[12:49:08.536 25/01/1995]',-0.190,-0.212,-0.064,24.020,-0.439,-0.660
'[12:49:08.538 25/01/1995]',-0.160,-0.176,-0.064,24.020,-0.439,-0.660
'[12:49:08.540 25/01/1995]',-0.131,-0.140,-0.030,24.020,-0.439,-0.660
'[12:49:08.542 25/01/1995]',-0.116,-0.104,-0.030,24.020,-0.439,-0.660
'[12:49:08.544 25/01/1995]',-0.116,-0.104,-0.030,23.794,-0.441,-0.664
'[12:49:08.546 25/01/1995]',-0.116,-0.104,0.003,23.794,-0.441,-0.664
'[12:49:08.548 25/01/1995]',-0.116,-0.104,0.003,23.794,-0.441,-0.664
'[12:49:08.550 25/01/1995]',-0.116,-0.104,0.003,23.794,-0.441,-0.664
'[12:49:08.552 25/01/1995]',-0.116,-0.104,0.003,23.568,-0.445,-0.668
'[12:49:08.554 25/01/1995]',-0.102,-0.104,0.003,23.568,-0.445,-0.668
'[12:49:08.556 25/01/1995]',-0.116,-0.104,0.003,23.568,-0.445,-0.668
'[12:49:08.558 25/01/1995]',-0.102,-0.104,0.003,23.568,-0.445,-0.668
'[12:49:08.560 25/01/1995]',-0.116,-0.104,0.003,23.266,-0.448,-0.673
'[12:49:08.562 25/01/1995]',-0.116,-0.104,0.003,23.266,-0.448,-0.673
'[12:49:08.564 25/01/1995]',-0.116,-0.104,0.003,23.266,-0.448,-0.673
'[12:49:08.566 25/01/1995]',-0.116,-0.104,0.003,23.266,-0.448,-0.673
'[12:49:08.568 25/01/1995]',-0.116,-0.104,0.003,23.040,-0.452,-0.677
'[12:49:08.570 25/01/1995]',-0.116,-0.104,0.003,23.040,-0.452,-0.677
'[12:49:08.572 25/01/1995]',-0.116,-0.104,0.003,23.040,-0.452,-0.677
'[12:49:08.574 25/01/1995]',-0.116,-0.104,0.003,23.040,-0.452,-0.677
'[12:49:08.576 25/01/1995]',-0.116,-0.104,0.003,22.739,-0.456,-0.682
'[12:49:08.578 25/01/1995]',-0.116,-0.104,0.003,22.739,-0.456,-0.682
'[12:49:08.580 25/01/1995]',-0.116,-0.104,0.003,22.739,-0.456,-0.682
'[12:49:08.582 25/01/1995]',-0.102,-0.104,0.003,22.739,-0.456,-0.682
'[12:49:08.584 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.458,-0.688
'[12:49:08.586 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.458,-0.688
'[12:49:08.588 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.458,-0.688
'[12:49:08.590 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.458,-0.688
'[12:49:08.592 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.461,-0.694
'[12:49:08.594 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.461,-0.694
'[12:49:08.596 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.461,-0.694
'[12:49:08.598 25/01/1995]',-0.102,-0.104,0.003,22.563,-0.461,-0.694
'[12:49:08.600 25/01/1995]',-0.102,-0.104,0.003,23.040,-0.464,-0.700
'[12:49:08.602 25/01/1995]',-0.102,-0.104,0.003,23.040,-0.464,-0.700
'[12:49:08.604 25/01/1995]',-0.087,-0.068,0.003,23.040,-0.464,-0.700
'[12:49:08.606 25/01/1995]',-0.072,-0.068,0.003,23.040,-0.464,-0.700
'[12:49:08.608 25/01/1995]',-0.087,-0.068,0.003,24.196,-0.468,-0.707
'[12:49:08.610 25/01/1995]',-0.072,-0.068,0.003,24.196,-0.468,-0.707
'[12:49:08.612 25/01/1995]',-0.072,-0.068,0.003,24.196,-0.468,-0.707
'[12:49:08.614 25/01/1995]',-0.072,-0.068,0.003,24.196,-0.468,-0.707
'[12:49:08.616 25/01/1995]',-0.072,-0.068,0.003,26.332,-0.470,-0.712
'[12:49:08.618 25/01/1995]',-0.072,-0.068,0.003,26.332,-0.470,-0.712
'[12:49:08.620 25/01/1995]',-0.057,-0.068,0.003,26.332,-0.470,-0.712
'[12:49:08.622 25/01/1995]',-0.057,-0.068,0.003,26.332,-0.470,-0.712
'[12:49:08.624 25/01/1995]',-0.057,-0.033,0.003,29.095,-0.472,-0.717
'[12:49:08.626 25/01/1995]',-0.043,-0.033,0.003,29.095,-0.472,-0.717
'[12:49:08.628 25/01/1995]',-0.043,-0.033,0.003,29.095,-0.472,-0.717
'[12:49:08.630 25/01/1995]',-0.043,-0.033,0.003,29.095,-0.472,-0.717
'[12:49:08.632 25/01/1995]',-0.028,-0.033,0.035,31.457,-0.475,-0.721
'[12:49:08.634 25/01/1995]',-0.028,-0.033,0.003,31.457,-0.475,-0.721
'[12:49:08.636 25/01/1995]',-0.028,-0.033,0.035,31.457,-0.475,-0.721
'[12:49:08.638 25/01/1995]',-0.028,-0.033,0.035,31.457,-0.475,-0.721
'[12:49:08.640 25/01/1995]',-0.013,0.003,0.035,31.985,-0.476,-0.724
'[12:49:08.642 25/01/1995]',-0.013,0.003,0.035,31.985,-0.476,-0.724
'[12:49:08.644 25/01/1995]',0.001,0.003,0.068,31.985,-0.476,-0.724
'[12:49:08.646 25/01/1995]',0.015,0.003,0.102,31.985,-0.476,-0.724
'[12:49:08.648 25/01/1995]',0.045,0.037,0.102,30.025,-0.479,-0.725
'[12:49:08.650 25/01/1995]',0.059,0.073,0.135,30.025,-0.479,-0.725
'[12:49:08.652 25/01/1995]',0.089,0.073,0.135,30.025,-0.479,-0.725
'[12:49:08.654 25/01/1995]',0.104,0.073,0.169,30.025,-0.479,-0.725
'[12:49:08.656 25/01/1995]',0.104,0.109,0.169,26.206,-0.483,-0.724
'[12:49:08.658 25/01/1995]',0.104,0.109,0.169,26.206,-0.483,-0.724
'[12:49:08.660 25/01/1995]',0.118,0.109,0.135,26.206,-0.483,-0.724
'[12:49:08.662 25/01/1995]',0.118,0.109,0.135,26.206,-0.483,-0.724
'[12:49:08.664 25/01/1995]',0.133,0.109,0.135,22.688,-0.484,-0.722
'[12:49:08.666 25/01/1995]',0.133,0.145,0.135,22.688,-0.484,-0.722
'[12:49:08.668 25/01/1995]',0.148,0.145,0.135,22.688,-0.484,-0.722
'[12:49:08.670 25/01/1995]',0.162,0.181,0.135,22.688,-0.484,-0.722
'[12:49:08.672 25/01/1995]',0.162,0.181,0.102,21.332,-0.490,-0.717
'[12:49:08.674 25/01/1995]',0.177,0.181,0.102,21.332,-0.490,-0.717
'[12:49:08.676 25/01/1995]',0.192,0.181,0.102,21.332,-0.490,-0.717
'[12:49:08.678 25/01/1995]',0.192,0.181,0.102,21.332,-0.490,-0.717
'[12:49:08.680 25/01/1995]',0.192,0.181,0.068,22.312,-0.494,-0.711
'[12:49:08.682 25/01/1995]',0.192,0.181,0.068,22.312,-0.494,-0.711
'[12:49:08.684 25/01/1995]',0.207,0.217,0.068,22.312,-0.494,-0.711
'[12:49:08.686 25/01/1995]',0.207,0.217,0.068,22.312,-0.494,-0.711
'[12:49:08.688 25/01/1995]',0.207,0.217,0.068,24.372,-0.496,-0.702
'[12:49:08.690 25/01/1995]',0.207,0.217,0.035,24.372,-0.496,-0.702
'[12:49:08.692 25/01/1995]',0.207,0.217,0.035,24.372,-0.496,-0.702
'[12:49:08.694 25/01/1995]',0.207,0.217,0.035,24.372,-0.496,-0.702
'[12:49:08.696 25/01/1995]',0.207,0.217,0.035,26.030,-0.501,-0.692
'[12:49:08.698 25/01/1995]',0.221,0.217,0.035,26.030,-0.501,-0.692
'[12:49:08.700 25/01/1995]',0.235,0.217,0.035,26.030,-0.501,-0.692
'[12:49:08.702 25/01/1995]',0.235,0.217,0.035,26.030,-0.501,-0.692
'[12:49:08.704 25/01/1995]',0.250,0.252,0.003,27.085,-0.504,-0.680
'[12:49:08.706 25/01/1995]',0.250,0.252,0.003,27.085,-0.504,-0.680
'[12:49:08.708 25/01/1995]',0.265,0.252,0.003,27.085,-0.504,-0.680
'[12:49:08.710 25/01/1995]',0.279,0.288,0.003,27.085,-0.504,-0.680
'[12:49:08.712 25/01/1995]',0.279,0.288,0.003,28.266,-0.505,-0.668
'[12:49:08.714 25/01/1995]',0.265,0.252,0.035,28.266,-0.505,-0.668
'[12:49:08.716 25/01/1995]',0.265,0.252,0.035,28.266,-0.505,-0.668
'[12:49:08.718 25/01/1995]',0.250,0.252,0.003,28.266,-0.505,-0.668
'[12:49:08.720 25/01/1995]',0.250,0.252,0.035,30.226,-0.504,-0.654
'[12:49:08.722 25/01/1995]',0.250,0.252,0.003,30.226,-0.504,-0.654
'[12:49:08.724 25/01/1995]',0.250,0.252,0.003,30.226,-0.504,-0.654
'[12:49:08.726 25/01/1995]',0.250,0.252,0.003,30.226,-0.504,-0.654
'[12:49:08.728 25/01/1995]',0.250,0.252,0.003,32.915,-0.496,-0.640
'[12:49:08.730 25/01/1995]',0.250,0.252,0.003,32.915,-0.496,-0.640
'[12:49:08.732 25/01/1995]',0.250,0.252,0.003,32.915,-0.496,-0.640
'[12:49:08.734 25/01/1995]',0.250,0.252,0.003,32.915,-0.496,-0.640
'[12:49:08.736 25/01/1995]',0.250,0.252,0.003,35.628,-0.492,-0.625
'[12:49:08.738 25/01/1995]',0.250,0.252,0.003,35.628,-0.492,-0.625
'[12:49:08.740 25/01/1995]',0.250,0.252,0.003,35.628,-0.492,-0.625
'[12:49:08.742 25/01/1995]',0.235,0.252,0.003,35.628,-0.492,-0.625
'[12:49:08.744 25/01/1995]',0.221,0.217,0.003,37.764,-0.461,-0.610
'[12:49:08.746 25/01/1995]',0.207,0.217,0.003,37.764,-0.461,-0.610
'[12:49:08.748 25/01/1995]',0.207,0.217,0.003,37.764,-0.461,-0.610
'[12:49:08.750 25/01/1995]',0.192,0.217,0.003,37.764,-0.461,-0.610
'[12:49:08.752 25/01/1995]',0.192,0.181,0.003,39.347,-0.408,-0.595
'[12:49:08.754 25/01/1995]',0.192,0.181,0.003,39.347,-0.408,-0.595
'[12:49:08.756 25/01/1995]',0.177,0.181,0.003,39.347,-0.408,-0.595
'[12:49:08.758 25/01/1995]',0.177,0.181,0.003,39.347,-0.408,-0.595
'[12:49:08.760 25/01/1995]',0.162,0.181,0.003,40.578,-0.338,-0.580
'[12:49:08.762 25/01/1995]',0.148,0.145,0.003,40.578,-0.338,-0.580
'[12:49:08.764 25/01/1995]',0.148,0.145,0.003,40.578,-0.338,-0.580
'[12:49:08.766 25/01/1995]',0.118,0.109,0.003,40.578,-0.338,-0.580
'[12:49:08.768 25/01/1995]',0.104,0.109,0.003,41.884,-0.242,-0.566
'[12:49:08.770 25/01/1995]',0.104,0.109,0.003,41.884,-0.242,-0.566
'[12:49:08.772 25/01/1995]',0.089,0.073,0.003,41.884,-0.242,-0.566
'[12:49:08.774 25/01/1995]',0.074,0.073,0.003,41.884,-0.242,-0.566
'[12:49:08.776 25/01/1995]',0.074,0.073,0.003,43.040,-0.128,-0.552
'[12:49:08.778 25/01/1995]',0.074,0.073,0.003,43.040,-0.128,-0.552
'[12:49:08.780 25/01/1995]',0.059,0.073,0.003,43.040,-0.128,-0.552
'[12:49:08.782 25/01/1995]',0.059,0.073,0.003,43.040,-0.128,-0.552
'[12:49:08.784 25/01/1995]',0.059,0.073,0.003,43.869,0.004,-0.539
'[12:49:08.786 25/01/1995]',0.059,0.037,0.003,43.869,0.004,-0.539
'[12:49:08.788 25/01/1995]',0.045,0.037,0.003,43.869,0.004,-0.539
'[12:49:08.790 25/01/1995]',0.030,0.037,0.003,43.869,0.004,-0.539
'[12:49:08.792 25/01/1995]',0.015,0.037,0.035,44.171,0.152,-0.527
'[12:49:08.794 25/01/1995]',0.015,0.003,0.035,44.171,0.152,-0.527
'[12:49:08.796 25/01/1995]',0.015,0.037,0.068,44.171,0.152,-0.527
'[12:49:08.798 25/01/1995]',0.030,0.037,0.068,44.171,0.152,-0.527
'[12:49:08.800 25/01/1995]',0.059,0.037,0.102,43.945,0.303,-0.516
'[12:49:08.802 25/01/1995]',0.059,0.073,0.102,43.945,0.303,-0.516
'[12:49:08.804 25/01/1995]',0.059,0.073,0.102,43.945,0.303,-0.516
'[12:49:08.806 25/01/1995]',0.059,0.073,0.102,43.945,0.303,-0.516
'[12:49:08.808 25/01/1995]',0.059,0.073,0.102,43.417,0.455,-0.506
'[12:49:08.810 25/01/1995]',0.045,0.037,0.102,43.417,0.455,-0.506
'[12:49:08.812 25/01/1995]',0.030,0.037,0.102,43.417,0.455,-0.506
'[12:49:08.814 25/01/1995]',0.030,0.037,0.068,43.417,0.455,-0.506
'[12:49:08.816 25/01/1995]',0.030,0.037,0.068,42.688,0.599,-0.497
'[12:49:08.818 25/01/1995]',0.030,0.037,0.068,42.688,0.599,-0.497
'[12:49:08.820 25/01/1995]',0.030,0.037,0.035,42.688,0.599,-0.497
'[12:49:08.822 25/01/1995]',0.015,0.037,0.035,42.688,0.599,-0.497
'[12:49:08.824 25/01/1995]',0.015,0.003,0.035,41.759,0.728,-0.489
'[12:49:08.826 25/01/1995]',0.001,0.003,0.035,41.759,0.728,-0.489
'[12:49:08.828 25/01/1995]',0.001,0.003,0.003,41.759,0.728,-0.489
'[12:49:08.830 25/01/1995]',0.001,0.003,0.003,41.759,0.728,-0.489
'[12:49:08.832 25/01/1995]',-0.013,0.003,0.003,40.578,0.838,-0.481
'[12:49:08.834 25/01/1995]',-0.013,0.003,0.003,40.578,0.838,-0.481
'[12:49:08.836 25/01/1995]',-0.013,0.003,0.003,40.578,0.838,-0.481
'[12:49:08.838 25/01/1995]',-0.013,0.003,0.003,40.578,0.838,-0.481
'[12:49:08.840 25/01/1995]',-0.028,0.003,0.003,38.995,0.929,-0.475
'[12:49:08.842 25/01/1995]',-0.028,-0.033,0.003,38.995,0.929,-0.475
'[12:49:08.844 25/01/1995]',-0.028,-0.033,0.003,38.995,0.929,-0.475
'[12:49:08.846 25/01/1995]',-0.028,-0.033,0.003,38.995,0.929,-0.475
'[12:49:08.848 25/01/1995]',-0.028,0.003,0.003,37.161,1.001,-0.469
'[12:49:08.850 25/01/1995]',-0.028,0.003,0.003,37.161,1.001,-0.469
'[12:49:08.852 25/01/1995]',-0.013,0.003,-0.030,37.161,1.001,-0.469
'[12:49:08.854 25/01/1995]',-0.013,0.003,-0.030,37.161,1.001,-0.469
'[12:49:08.856 25/01/1995]',-0.013,0.003,-0.030,35.276,1.024,-0.465
'[12:49:08.858 25/01/1995]',-0.013,0.003,-0.030,35.276,1.024,-0.465
'[12:49:08.860 25/01/1995]',0.001,0.003,-0.030,35.276,1.024,-0.465
'[12:49:08.862 25/01/1995]',-0.013,0.003,-0.030,35.276,1.024,-0.465
'[12:49:08.864 25/01/1995]',0.001,0.003,-0.030,33.392,1.024,-0.462
'[12:49:08.866 25/01/1995]',-0.013,0.003,-0.030,33.392,1.024,-0.462
'[12:49:08.868 25/01/1995]',-0.013,0.003,-0.030,33.392,1.024,-0.462
'[12:49:08.870 25/01/1995]',-0.013,0.003,-0.030,33.392,1.024,-0.462
'[12:49:08.872 25/01/1995]',0.001,0.003,-0.030,31.683,1.024,-0.459
'[12:49:08.874 25/01/1995]',0.001,0.003,-0.030,31.683,1.024,-0.459
'[12:49:08.876 25/01/1995]',0.001,0.003,-0.030,31.683,1.024,-0.459
'[12:49:08.878 25/01/1995]',0.001,0.003,-0.030,31.683,1.024,-0.459
'[12:49:08.880 25/01/1995]',0.001,0.003,-0.030,30.151,1.024,-0.456
'[12:49:08.882 25/01/1995]',-0.013,0.003,-0.030,30.151,1.024,-0.456
'[12:49:08.884 25/01/1995]',-0.013,0.003,-0.030,30.151,1.024,-0.456
'[12:49:08.886 25/01/1995]',-0.013,0.003,0.003,30.151,1.024,-0.456
'[12:49:08.888 25/01/1995]',-0.013,0.003,0.003,28.794,1.024,-0.453
'[12:49:08.890 25/01/1995]',-0.013,0.003,0.003,28.794,1.024,-0.453
'[12:49:08.892 25/01/1995]',-0.013,0.003,0.003,28.794,1.024,-0.453
'[12:49:08.894 25/01/1995]',-0.013,0.003,-0.030,28.794,1.024,-0.453
'[12:49:08.896 25/01/1995]',-0.013,0.003,-0.030,27.613,1.024,-0.451
'[12:49:08.898 25/01/1995]',-0.013,0.003,0.003,27.613,1.024,-0.451
'[12:49:08.900 25/01/1995]',-0.013,0.003,0.003,27.613,1.024,-0.451
'[12:49:08.902 25/01/1995]',-0.028,-0.033,-0.030,27.613,1.024,-0.451
'[12:49:08.904 25/01/1995]',-0.043,-0.033,-0.030,26.382,1.024,-0.450
'[12:49:08.906 25/01/1995]',-0.043,-0.033,-0.030,26.382,1.024,-0.450
'[12:49:08.908 25/01/1995]',-0.028,-0.033,-0.030,26.382,1.024,-0.450
'[12:49:08.910 25/01/1995]',-0.028,-0.033,-0.030,26.382,1.024,-0.450
'[12:49:08.912 25/01/1995]',-0.028,0.003,-0.030,25.151,1.016,-0.450
'[12:49:08.914 25/01/1995]',-0.028,-0.033,-0.030,25.151,1.016,-0.450
'[12:49:08.916 25/01/1995]',-0.028,-0.033,-0.030,25.151,1.016,-0.450
'[12:49:08.918 25/01/1995]',-0.028,0.003,0.003,25.151,1.016,-0.450
'[12:49:08.920 25/01/1995]',-0.028,-0.033,0.003,23.844,0.974,-0.450
'[12:49:08.922 25/01/1995]',-0.057,-0.033,0.003,23.844,0.974,-0.450
'[12:49:08.924 25/01/1995]',-0.072,-0.068,0.003,23.844,0.974,-0.450
'[12:49:08.926 25/01/1995]',-0.072,-0.068,0.003,23.844,0.974,-0.450
'[12:49:08.928 25/01/1995]',-0.072,-0.068,0.003,22.789,0.924,-0.450
'[12:49:08.930 25/01/1995]',-0.057,-0.033,0.003,22.789,0.924,-0.450
'[12:49:08.932 25/01/1995]',-0.028,-0.033,0.003,22.789,0.924,-0.450
'[12:49:08.934 25/01/1995]',-0.028,0.003,0.003,22.789,0.924,-0.450
'[12:49:08.936 25/01/1995]',-0.028,0.003,0.003,21.960,0.867,-0.451
'[12:49:08.938 25/01/1995]',-0.028,-0.033,0.003,21.960,0.867,-0.451
'[12:49:08.940 25/01/1995]',-0.043,-0.033,0.003,21.960,0.867,-0.451
'[12:49:08.942 25/01/1995]',-0.043,-0.033,0.003,21.960,0.867,-0.451
'[12:49:08.944 25/01/1995]',-0.057,-0.033,0.003,21.508,0.802,-0.452
'[12:49:08.946 25/01/1995]',-0.072,-0.068,0.003,21.508,0.802,-0.452
'[12:49:08.948 25/01/1995]',-0.072,-0.068,0.003,21.508,0.802,-0.452
'[12:49:08.950 25/01/1995]',-0.072,-0.068,0.003,21.508,0.802,-0.452
'[12:49:08.952 25/01/1995]',-0.072,-0.068,0.003,21.332,0.735,-0.453
'[12:49:08.954 25/01/1995]',-0.057,-0.068,0.003,21.332,0.735,-0.453
'[12:49:08.956 25/01/1995]',-0.057,-0.033,0.003,21.332,0.735,-0.453
'[12:49:08.958 25/01/1995]',-0.057,-0.033,0.003,21.332,0.735,-0.453
'[12:49:08.960 25/01/1995]',-0.057,-0.033,0.003,21.256,0.663,-0.454
'[12:49:08.962 25/01/1995]',-0.057,-0.033,0.003,21.256,0.663,-0.454
'[12:49:08.964 25/01/1995]',-0.057,-0.033,0.003,21.256,0.663,-0.454
'[12:49:08.966 25/01/1995]',-0.057,-0.033,0.003,21.256,0.663,-0.454
'[12:49:08.968 25/01/1995]',-0.057,-0.033,0.003,21.332,0.589,-0.455
'[12:49:08.970 25/01/1995]',-0.028,-0.033,0.035,21.332,0.589,-0.455
'[12:49:08.972 25/01/1995]',-0.028,-0.033,0.035,21.332,0.589,-0.455
'[12:49:08.974 25/01/1995]',-0.028,0.003,0.068,21.332,0.589,-0.455
'[12:49:08.976 25/01/1995]',-0.013,0.003,0.068,21.558,0.515,-0.456
'[12:49:08.978 25/01/1995]',0.001,0.003,0.068,21.558,0.515,-0.456
'[12:49:08.980 25/01/1995]',0.001,0.003,0.068,21.558,0.515,-0.456
'[12:49:08.982 25/01/1995]',0.015,0.003,0.068,21.558,0.515,-0.456
'[12:49:08.984 25/01/1995]',0.015,0.037,0.068,21.960,0.440,-0.457
'[12:49:08.986 25/01/1995]',0.015,0.003,0.068,21.960,0.440,-0.457
'[12:49:08.988 25/01/1995]',0.015,0.003,0.068,21.960,0.440,-0.457
'[12:49:08.990 25/01/1995]',0.015,0.003,0.068,21.960,0.440,-0.457
'[12:49:08.992 25/01/1995]',0.001,0.003,0.035,22.487,0.366,-0.458
'[12:49:08.994 25/01/1995]',0.001,0.003,0.035,22.487,0.366,-0.458
'[12:49:08.996 25/01/1995]',0.001,0.003,0.035,22.487,0.366,-0.458
'[12:49:08.998 25/01/1995]',-0.013,0.003,0.035,22.487,0.366,-0.458
'[12:49:09.000 25/01/1995]',-0.013,0.003,0.035,23.040,0.293,-0.458
'[12:49:09.002 25/01/1995]',-0.013,0.003,0.003,23.040,0.293,-0.458
'[12:49:09.004 25/01/1995]',-0.028,0.003,0.003,23.040,0.293,-0.458
'[12:49:09.006 25/01/1995]',-0.028,-0.033,0.003,23.040,0.293,-0.458
'[12:49:09.008 25/01/1995]',-0.043,-0.033,0.003,23.442,0.226,-0.459
'[12:49:09.010 25/01/1995]',-0.028,-0.033,0.003,23.442,0.226,-0.459
'[12:49:09.012 25/01/1995]',-0.028,-0.033,0.003,23.442,0.226,-0.459
'[12:49:09.014 25/01/1995]',-0.028,-0.033,0.003,23.442,0.226,-0.459
'[12:49:09.016 25/01/1995]',-0.043,-0.033,0.003,23.492,0.165,-0.459
'[12:49:09.018 25/01/1995]',-0.057,-0.068,0.003,23.492,0.165,-0.459
'[12:49:09.020 25/01/1995]',-0.057,-0.033,0.003,23.492,0.165,-0.459
'[12:49:09.022 25/01/1995]',-0.057,-0.033,0.003,23.492,0.165,-0.459
'[12:49:09.024 25/01/1995]',-0.057,-0.033,0.003,23.392,0.108,-0.460
'[12:49:09.026 25/01/1995]',-0.057,-0.068,0.003,23.392,0.108,-0.460
'[12:49:09.028 25/01/1995]',-0.057,-0.068,0.003,23.392,0.108,-0.460
'[12:49:09.030 25/01/1995]',-0.057,-0.068,0.003,23.392,0.108,-0.460
'[12:49:09.032 25/01/1995]',-0.072,-0.068,0.003,23.040,0.056,-0.460
'[12:49:09.034 25/01/1995]',-0.057,-0.033,0.003,23.040,0.056,-0.460
'[12:49:09.036 25/01/1995]',-0.057,-0.068,0.003,23.040,0.056,-0.460
'[12:49:09.038 25/01/1995]',-0.072,-0.068,0.003,23.040,0.056,-0.460
'[12:49:09.040 25/01/1995]',-0.072,-0.068,-0.030,22.688,0.009,-0.461
'[12:49:09.042 25/01/1995]',-0.072,-0.068,-0.030,22.688,0.009,-0.461
'[12:49:09.044 25/01/1995]',-0.072,-0.068,-0.030,22.688,0.009,-0.461
'[12:49:09.046 25/01/1995]',-0.072,-0.068,-0.030,22.688,0.009,-0.461
'[12:49:09.048 25/01/1995]',-0.072,-0.068,-0.030,22.312,-0.031,-0.461
'[12:49:09.050 25/01/1995]',-0.087,-0.068,-0.030,22.312,-0.031,-0.461
'[12:49:09.052 25/01/1995]',-0.102,-0.104,-0.030,22.312,-0.031,-0.461
'[12:49:09.054 25/01/1995]',-0.102,-0.104,-0.030,22.312,-0.031,-0.461
'[12:49:09.056 25/01/1995]',-0.102,-0.104,-0.030,21.910,-0.067,-0.462
'[12:49:09.058 25/01/1995]',-0.102,-0.068,-0.030,21.910,-0.067,-0.462
'[12:49:09.060 25/01/1995]',-0.087,-0.068,-0.030,21.910,-0.067,-0.462
'[12:49:09.062 25/01/1995]',-0.072,-0.068,-0.030,21.910,-0.067,-0.462
'[12:49:09.064 25/01/1995]',-0.072,-0.068,-0.030,21.432,-0.099,-0.463
'[12:49:09.066 25/01/1995]',-0.072,-0.068,-0.030,21.432,-0.099,-0.463
'[12:49:09.068 25/01/1995]',-0.072,-0.068,-0.030,21.432,-0.099,-0.463
'[12:49:09.070 25/01/1995]',-0.087,-0.068,-0.030,21.432,-0.099,-0.463
'[12:49:09.072 25/01/1995]',-0.087,-0.068,-0.030,20.854,-0.128,-0.464
'[12:49:09.074 25/01/1995]',-0.087,-0.068,-0.030,20.854,-0.128,-0.464
'[12:49:09.076 25/01/1995]',-0.087,-0.068,-0.030,20.854,-0.128,-0.464
'[12:49:09.078 25/01/1995]',-0.102,-0.104,-0.030,20.854,-0.128,-0.464
'[12:49:09.080 25/01/1995]',-0.102,-0.104,-0.030,20.201,-0.150,-0.466
'[12:49:09.082 25/01/1995]',-0.102,-0.104,-0.030,20.201,-0.150,-0.466
'[12:49:09.084 25/01/1995]',-0.072,-0.068,-0.030,20.201,-0.150,-0.466
'[12:49:09.086 25/01/1995]',-0.028,-0.033,0.003,20.201,-0.150,-0.466
'[12:49:09.088 25/01/1995]',-0.013,0.003,0.003,19.548,-0.173,-0.468
'[12:49:09.090 25/01/1995]',-0.028,-0.033,0.003,19.548,-0.173,-0.468
'[12:49:09.092 25/01/1995]',-0.057,-0.033,-0.030,19.548,-0.173,-0.468
'[12:49:09.094 25/01/1995]',-0.072,-0.068,-0.030,19.548,-0.173,-0.468
'[12:49:09.096 25/01/1995]',-0.087,-0.068,-0.030,19.020,-0.190,-0.471
'[12:49:09.098 25/01/1995]',-0.087,-0.068,-0.030,19.020,-0.190,-0.471
'[12:49:09.100 25/01/1995]',-0.072,-0.068,-0.030,19.020,-0.190,-0.471
'[12:49:09.102 25/01/1995]',-0.072,-0.068,-0.030,19.020,-0.190,-0.471
