'Time and date','II','V','ABP','PAP','PLETH','RESP'
'[09:44:23.548 23/06/1995]',0.090,-0.469,63.574,21.518,0.000,0.560
'[09:44:23.550 23/06/1995]',0.066,-0.374,63.574,21.518,0.000,0.560
'[09:44:23.552 23/06/1995]',0.033,-0.281,63.221,20.992,0.000,0.580
'[09:44:23.554 23/06/1995]',0.001,-0.187,63.221,20.992,0.000,0.580
'[09:44:23.556 23/06/1995]',-0.024,-0.139,63.221,20.992,0.000,0.580
'[09:44:23.558 23/06/1995]',-0.032,-0.092,63.221,20.992,0.000,0.580
'[09:44:23.560 23/06/1995]',-0.040,-0.045,62.869,20.417,0.000,0.598
'[09:44:23.562 23/06/1995]',-0.048,-0.021,62.869,20.417,0.000,0.598
'[09:44:23.564 23/06/1995]',-0.056,0.002,62.869,20.417,0.000,0.598
'[09:44:23.566 23/06/1995]',-0.065,0.025,62.869,20.417,0.000,0.598
'[09:44:23.568 23/06/1995]',-0.073,0.048,62.517,19.816,0.000,0.616
'[09:44:23.570 23/06/1995]',-0.073,0.048,62.517,19.816,0.000,0.616
'[09:44:23.572 23/06/1995]',-0.073,0.072,62.517,19.816,0.000,0.616
'[09:44:23.574 23/06/1995]',-0.065,0.095,62.517,19.816,0.000,0.616
'[09:44:23.576 23/06/1995]',-0.065,0.095,62.114,19.366,0.000,0.633
'[09:44:23.578 23/06/1995]',-0.048,0.119,62.114,19.366,0.000,0.633
'[09:44:23.580 23/06/1995]',-0.040,0.095,62.114,19.366,0.000,0.633
'[09:44:23.582 23/06/1995]',-0.032,0.119,62.114,19.366,0.000,0.633
'[09:44:23.584 23/06/1995]',-0.032,0.119,61.661,19.191,0.000,0.648
'[09:44:23.586 23/06/1995]',-0.048,0.119,61.661,19.191,0.000,0.648
'[09:44:23.588 23/06/1995]',-0.048,0.119,61.661,19.191,0.000,0.648
'[09:44:23.590 23/06/1995]',-0.056,0.119,61.661,19.191,0.000,0.648
'[09:44:23.592 23/06/1995]',-0.056,0.119,61.258,19.116,0.000,0.663
'[09:44:23.594 23/06/1995]',-0.048,0.119,61.258,19.116,0.000,0.663
'[09:44:23.596 23/06/1995]',-0.056,0.119,61.258,19.116,0.000,0.663
'[09:44:23.598 23/06/1995]',-0.040,0.119,61.258,19.116,0.000,0.663
'[09:44:23.600 23/06/1995]',-0.032,0.119,60.856,19.241,0.000,0.677
'[09:44:23.602 23/06/1995]',-0.032,0.119,60.856,19.241,0.000,0.677
'[09:44:23.604 23/06/1995]',-0.032,0.119,60.856,19.241,0.000,0.677
'[09:44:23.606 23/06/1995]',-0.048,0.143,60.856,19.241,0.000,0.677
'[09:44:23.608 23/06/1995]',-0.056,0.143,60.503,19.541,0.000,0.690
'[09:44:23.610 23/06/1995]',-0.065,0.119,60.503,19.541,0.000,0.690
'[09:44:23.612 23/06/1995]',-0.073,0.143,60.503,19.541,0.000,0.690
'[09:44:23.614 23/06/1995]',-0.073,0.143,60.503,19.541,0.000,0.690
'[09:44:23.616 23/06/1995]',-0.056,0.143,60.050,19.942,0.000,0.700
'[09:44:23.618 23/06/1995]',-0.056,0.119,60.050,19.942,0.000,0.700
'[09:44:23.620 23/06/1995]',-0.048,0.119,60.050,19.942,0.000,0.700
'[09:44:23.622 23/06/1995]',-0.040,0.119,60.050,19.942,0.000,0.700
'[09:44:23.624 23/06/1995]',-0.032,0.119,59.597,20.517,0.000,0.709
'[09:44:23.626 23/06/1995]',-0.016,0.119,59.597,20.517,0.000,0.709
'[09:44:23.628 23/06/1995]',-0.016,0.119,59.597,20.517,0.000,0.709
'[09:44:23.630 23/06/1995]',-0.024,0.119,59.597,20.517,0.000,0.709
'[09:44:23.632 23/06/1995]',-0.024,0.119,59.144,21.118,0.000,0.717
'[09:44:23.634 23/06/1995]',-0.040,0.119,59.144,21.118,0.000,0.717
'[09:44:23.636 23/06/1995]',-0.040,0.119,59.144,21.118,0.000,0.717
'[09:44:23.638 23/06/1995]',-0.048,0.119,59.144,21.118,0.000,0.717
'[09:44:23.640 23/06/1995]',-0.048,0.119,58.742,21.693,0.000,0.723
'[09:44:23.642 23/06/1995]',-0.056,0.143,58.742,21.693,0.000,0.723
'[09:44:23.644 23/06/1995]',-0.073,0.119,58.742,21.693,0.000,0.723
'[09:44:23.646 23/06/1995]',-0.065,0.119,58.742,21.693,0.000,0.723
'[09:44:23.648 23/06/1995]',-0.065,0.119,58.339,22.168,0.000,0.729
'[09:44:23.650 23/06/1995]',-0.056,0.119,58.339,22.168,0.000,0.729
'[09:44:23.652 23/06/1995]',-0.040,0.119,58.339,22.168,0.000,0.729
'[09:44:23.654 23/06/1995]',-0.032,0.119,58.339,22.168,0.000,0.729
'[09:44:23.656 23/06/1995]',-0.024,0.119,57.886,22.519,0.000,0.735
'[09:44:23.658 23/06/1995]',-0.024,0.119,57.886,22.519,0.000,0.735
'[09:44:23.660 23/06/1995]',-0.024,0.119,57.886,22.519,0.000,0.735
'[09:44:23.662 23/06/1995]',-0.032,0.119,57.886,22.519,0.000,0.735
'[09:44:23.664 23/06/1995]',-0.024,0.119,57.433,22.694,0.000,0.741
'[09:44:23.666 23/06/1995]',-0.048,0.119,57.433,22.694,0.000,0.741
'[09:44:23.668 23/06/1995]',-0.056,0.119,57.433,22.694,0.000,0.741
'[09:44:23.670 23/06/1995]',-0.056,0.119,57.433,22.694,0.000,0.741
'[09:44:23.672 23/06/1995]',-0.065,0.143,57.030,22.869,0.000,0.747
'[09:44:23.674 23/06/1995]',-0.065,0.119,57.030,22.869,0.000,0.747
'[09:44:23.676 23/06/1995]',-0.065,0.119,57.030,22.869,0.000,0.747
'[09:44:23.678 23/06/1995]',-0.056,0.119,57.030,22.869,0.000,0.747
'[09:44:23.680 23/06/1995]',-0.048,0.119,56.627,23.119,0.000,0.753
'[09:44:23.682 23/06/1995]',-0.032,0.119,56.627,23.119,0.000,0.753
'[09:44:23.684 23/06/1995]',-0.032,0.119,56.627,23.119,0.000,0.753
'[09:44:23.686 23/06/1995]',-0.040,0.119,56.627,23.119,0.000,0.753
'[09:44:23.688 23/06/1995]',-0.040,0.119,56.325,23.394,0.000,0.761
'[09:44:23.690 23/06/1995]',-0.048,0.119,56.325,23.394,0.000,0.761
'[09:44:23.692 23/06/1995]',-0.056,0.119,56.325,23.394,0.000,0.761
'[09:44:23.694 23/06/1995]',-0.065,0.119,56.325,23.394,0.000,0.761
'[09:44:23.696 23/06/1995]',-0.065,0.119,56.023,23.995,0.000,0.769
'[09:44:23.698 23/06/1995]',-0.073,0.119,56.023,23.995,0.000,0.769
'[09:44:23.700 23/06/1995]',-0.073,0.119,56.023,23.995,0.000,0.769
'[09:44:23.702 23/06/1995]',-0.073,0.143,56.023,23.995,0.000,0.769
'[09:44:23.704 23/06/1995]',-0.073,0.119,56.074,24.921,0.000,0.778
'[09:44:23.706 23/06/1995]',-0.065,0.119,56.074,24.921,0.000,0.778
'[09:44:23.708 23/06/1995]',-0.065,0.119,56.074,24.921,0.000,0.778
'[09:44:23.710 23/06/1995]',-0.048,0.119,56.074,24.921,0.000,0.778
'[09:44:23.712 23/06/1995]',-0.056,0.119,56.627,26.272,0.000,0.786
'[09:44:23.714 23/06/1995]',-0.056,0.119,56.627,26.272,0.000,0.786
'[09:44:23.716 23/06/1995]',-0.056,0.119,56.627,26.272,0.000,0.786
'[09:44:23.718 23/06/1995]',-0.065,0.119,56.627,26.272,0.000,0.786
'[09:44:23.720 23/06/1995]',-0.065,0.119,58.087,27.848,0.000,0.794
'[09:44:23.722 23/06/1995]',-0.065,0.119,58.087,27.848,0.000,0.794
'[09:44:23.724 23/06/1995]',-0.081,0.119,58.087,27.848,0.000,0.794
'[09:44:23.726 23/06/1995]',-0.081,0.119,58.087,27.848,0.000,0.794
'[09:44:23.728 23/06/1995]',-0.081,0.119,60.705,29.800,0.000,0.801
'[09:44:23.730 23/06/1995]',-0.081,0.095,60.705,29.800,0.000,0.801
'[09:44:23.732 23/06/1995]',-0.073,0.095,60.705,29.800,0.000,0.801
'[09:44:23.734 23/06/1995]',-0.073,0.095,60.705,29.800,0.000,0.801
'[09:44:23.736 23/06/1995]',-0.073,0.095,64.480,31.902,0.000,0.808
'[09:44:23.738 23/06/1995]',-0.073,0.095,64.480,31.902,0.000,0.808
'[09:44:23.740 23/06/1995]',-0.073,0.095,64.480,31.902,0.000,0.808
'[09:44:23.742 23/06/1995]',-0.065,0.095,64.480,31.902,0.000,0.808
'[09:44:23.744 23/06/1995]',-0.073,0.095,69.010,34.203,0.000,0.815
'[09:44:23.746 23/06/1995]',-0.081,0.095,69.010,34.203,0.000,0.815
'[09:44:23.748 23/06/1995]',-0.073,0.072,69.010,34.203,0.000,0.815
'[09:44:23.750 23/06/1995]',-0.056,0.072,69.010,34.203,0.000,0.815
'[09:44:23.752 23/06/1995]',-0.048,0.072,74.094,36.530,0.000,0.821
'[09:44:23.754 23/06/1995]',-0.048,0.072,74.094,36.530,0.000,0.821
'[09:44:23.756 23/06/1995]',-0.056,0.072,74.094,36.530,0.000,0.821
'[09:44:23.758 23/06/1995]',-0.056,0.072,74.094,36.530,0.000,0.821
'[09:44:23.760 23/06/1995]',-0.056,0.048,79.580,38.882,0.000,0.826
'[09:44:23.762 23/06/1995]',-0.065,0.048,79.580,38.882,0.000,0.826
'[09:44:23.764 23/06/1995]',-0.065,0.048,79.580,38.882,0.000,0.826
'[09:44:23.766 23/06/1995]',-0.065,0.072,79.580,38.882,0.000,0.826
'[09:44:23.768 23/06/1995]',-0.056,0.048,85.319,41.159,0.000,0.831
'[09:44:23.770 23/06/1995]',-0.056,0.048,85.319,41.159,0.000,0.831
'[09:44:23.772 23/06/1995]',-0.065,0.048,85.319,41.159,0.000,0.831
'[09:44:23.774 23/06/1995]',-0.065,0.048,85.319,41.159,0.000,0.831
'[09:44:23.776 23/06/1995]',-0.056,0.048,91.158,43.336,0.000,0.838
'[09:44:23.778 23/06/1995]',-0.048,0.048,91.158,43.336,0.000,0.838
'[09:44:23.780 23/06/1995]',-0.056,0.048,91.158,43.336,0.000,0.838
'[09:44:23.782 23/06/1995]',-0.048,0.048,91.158,43.336,0.000,0.838
'[09:44:23.784 23/06/1995]',-0.048,0.048,96.946,45.263,0.000,0.845
'[09:44:23.786 23/06/1995]',-0.048,0.048,96.946,45.263,0.000,0.845
'[09:44:23.788 23/06/1995]',-0.040,0.048,96.946,45.263,0.000,0.845
'[09:44:23.790 23/06/1995]',-0.040,0.048,96.946,45.263,0.000,0.845
'[09:44:23.792 23/06/1995]',-0.032,0.048,102.382,46.914,0.000,0.853
'[09:44:23.794 23/06/1995]',-0.032,0.025,102.382,46.914,0.000,0.853
'[09:44:23.796 23/06/1995]',-0.016,0.048,102.382,46.914,0.000,0.853
'[09:44:23.798 23/06/1995]',-0.016,0.025,102.382,46.914,0.000,0.853
'[09:44:23.800 23/06/1995]',-0.016,0.025,107.265,48.215,0.000,0.862
'[09:44:23.802 23/06/1995]',-0.024,0.048,107.265,48.215,0.000,0.862
'[09:44:23.804 23/06/1995]',-0.024,0.048,107.265,48.215,0.000,0.862
'[09:44:23.806 23/06/1995]',-0.024,0.048,107.265,48.215,0.000,0.862
'[09:44:23.808 23/06/1995]',-0.016,0.025,111.594,49.091,0.000,0.872
'[09:44:23.810 23/06/1995]',-0.007,0.025,111.594,49.091,0.000,0.872
'[09:44:23.812 23/06/1995]',0.001,0.025,111.594,49.091,0.000,0.872
'[09:44:23.814 23/06/1995]',-0.016,0.025,111.594,49.091,0.000,0.872
'[09:44:23.816 23/06/1995]',-0.016,0.025,115.168,49.616,0.000,0.883
'[09:44:23.818 23/06/1995]',-0.024,0.025,115.168,49.616,0.000,0.883
'[09:44:23.820 23/06/1995]',-0.024,0.025,115.168,49.616,0.000,0.883
'[09:44:23.822 23/06/1995]',-0.024,0.025,115.168,49.616,0.000,0.883
'[09:44:23.824 23/06/1995]',-0.007,0.002,118.037,49.666,0.000,0.895
'[09:44:23.826 23/06/1995]',0.001,0.002,118.037,49.666,0.000,0.895
'[09:44:23.828 23/06/1995]',-0.007,0.025,118.037,49.666,0.000,0.895
'[09:44:23.830 23/06/1995]',-0.016,0.025,118.037,49.666,0.000,0.895
'[09:44:23.832 23/06/1995]',-0.016,0.025,120.100,49.441,0.000,0.908
'[09:44:23.834 23/06/1995]',-0.007,0.025,120.100,49.441,0.000,0.908
'[09:44:23.836 23/06/1995]',0.009,0.002,120.100,49.441,0.000,0.908
'[09:44:23.838 23/06/1995]',0.001,0.002,120.100,49.441,0.000,0.908
'[09:44:23.840 23/06/1995]',0.001,0.002,121.359,48.916,0.000,0.922
'[09:44:23.842 23/06/1995]',0.009,0.002,121.359,48.916,0.000,0.922
'[09:44:23.844 23/06/1995]',0.009,0.002,121.359,48.916,0.000,0.922
'[09:44:23.846 23/06/1995]',0.001,0.002,121.359,48.916,0.000,0.922
'[09:44:23.848 23/06/1995]',0.009,0.002,121.963,48.140,0.000,0.937
'[09:44:23.850 23/06/1995]',0.009,0.002,121.963,48.140,0.000,0.937
'[09:44:23.852 23/06/1995]',0.001,0.002,121.963,48.140,0.000,0.937
'[09:44:23.854 23/06/1995]',0.001,0.002,121.963,48.140,0.000,0.937
'[09:44:23.856 23/06/1995]',0.001,0.002,121.963,47.264,0.000,0.954
'[09:44:23.858 23/06/1995]',0.001,0.002,121.963,47.264,0.000,0.954
'[09:44:23.860 23/06/1995]',0.001,0.002,121.963,47.264,0.000,0.954
'[09:44:23.862 23/06/1995]',0.009,0.002,121.963,47.264,0.000,0.954
'[09:44:23.864 23/06/1995]',0.017,0.002,121.460,46.213,0.000,0.971
'[09:44:23.866 23/06/1995]',0.009,0.002,121.460,46.213,0.000,0.971
'[09:44:23.868 23/06/1995]',0.001,0.002,121.460,46.213,0.000,0.971
'[09:44:23.870 23/06/1995]',0.001,0.025,121.460,46.213,0.000,0.971
'[09:44:23.872 23/06/1995]',0.001,0.002,120.503,45.163,0.000,0.988
'[09:44:23.874 23/06/1995]',-0.007,0.002,120.503,45.163,0.000,0.988
'[09:44:23.876 23/06/1995]',0.001,0.002,120.503,45.163,0.000,0.988
'[09:44:23.878 23/06/1995]',0.001,0.002,120.503,45.163,0.000,0.988
'[09:44:23.880 23/06/1995]',0.009,0.002,119.144,43.987,0.000,1.005
'[09:44:23.882 23/06/1995]',0.025,0.002,119.144,43.987,0.000,1.005
'[09:44:23.884 23/06/1995]',0.025,0.002,119.144,43.987,0.000,1.005
'[09:44:23.886 23/06/1995]',0.033,0.002,119.144,43.987,0.000,1.005
'[09:44:23.888 23/06/1995]',0.017,0.002,117.533,42.811,0.000,1.022
'[09:44:23.890 23/06/1995]',0.017,0.025,117.533,42.811,0.000,1.022
'[09:44:23.892 23/06/1995]',0.001,0.002,117.533,42.811,0.000,1.022
'[09:44:23.894 23/06/1995]',-0.007,0.025,117.533,42.811,0.000,1.022
'[09:44:23.896 23/06/1995]',-0.007,0.025,115.621,41.585,0.000,1.024
'[09:44:23.898 23/06/1995]',-0.007,0.025,115.621,41.585,0.000,1.024
'[09:44:23.900 23/06/1995]',0.001,0.025,115.621,41.585,0.000,1.024
'[09:44:23.902 23/06/1995]',0.009,0.025,115.621,41.585,0.000,1.024
'[09:44:23.904 23/06/1995]',0.009,0.025,113.356,40.233,0.000,1.024
'[09:44:23.906 23/06/1995]',0.017,0.002,113.356,40.233,0.000,1.024
'[09:44:23.908 23/06/1995]',0.017,0.002,113.356,40.233,0.000,1.024
'[09:44:23.910 23/06/1995]',0.017,0.025,113.356,40.233,0.000,1.024
'[09:44:23.912 23/06/1995]',0.017,0.025,110.839,38.832,0.000,1.024
'[09:44:23.914 23/06/1995]',0.009,0.025,110.839,38.832,0.000,1.024
'[09:44:23.916 23/06/1995]',0.001,0.025,110.839,38.832,0.000,1.024
'[09:44:23.918 23/06/1995]',-0.007,0.025,110.839,38.832,0.000,1.024
'[09:44:23.920 23/06/1995]',-0.007,0.025,108.070,37.231,0.000,1.024
'[09:44:23.922 23/06/1995]',-0.016,0.025,108.070,37.231,0.000,1.024
'[09:44:23.924 23/06/1995]',-0.016,0.025,108.070,37.231,0.000,1.024
'[09:44:23.926 23/06/1995]',-0.024,0.025,108.070,37.231,0.000,1.024
'[09:44:23.928 23/06/1995]',-0.024,0.025,105.000,35.780,0.000,1.024
'[09:44:23.930 23/06/1995]',-0.016,0.025,105.000,35.780,0.000,1.024
'[09:44:23.932 23/06/1995]',-0.007,0.025,105.000,35.780,0.000,1.024
'[09:44:23.934 23/06/1995]',0.001,0.025,105.000,35.780,0.000,1.024
'[09:44:23.936 23/06/1995]',0.001,0.025,101.678,34.379,0.000,1.024
'[09:44:23.938 23/06/1995]',0.009,0.025,101.678,34.379,0.000,1.024
'[09:44:23.940 23/06/1995]',0.009,0.025,101.678,34.379,0.000,1.024
'[09:44:23.942 23/06/1995]',0.001,0.025,101.678,34.379,0.000,1.024
'[09:44:23.944 23/06/1995]',0.001,0.025,98.154,33.078,0.000,1.024
'[09:44:23.946 23/06/1995]',-0.016,0.025,98.154,33.078,0.000,1.024
'[09:44:23.948 23/06/1995]',-0.016,0.025,98.154,33.078,0.000,1.024
'[09:44:23.950 23/06/1995]',-0.016,0.025,98.154,33.078,0.000,1.024
'[09:44:23.952 23/06/1995]',-0.016,0.025,94.429,31.776,0.000,1.024
'[09:44:23.954 23/06/1995]',-0.007,0.025,94.429,31.776,0.000,1.024
'[09:44:23.956 23/06/1995]',0.001,0.025,94.429,31.776,0.000,1.024
'[09:44:23.958 23/06/1995]',0.009,0.025,94.429,31.776,0.000,1.024
'[09:44:23.960 23/06/1995]',0.009,0.025,90.654,30.500,0.000,1.024
'[09:44:23.962 23/06/1995]',0.009,0.025,90.654,30.500,0.000,1.024
'[09:44:23.964 23/06/1995]',0.001,0.025,90.654,30.500,0.000,1.024
'[09:44:23.966 23/06/1995]',0.009,0.025,90.654,30.500,0.000,1.024
'[09:44:23.968 23/06/1995]',0.017,0.025,87.030,29.199,0.000,1.024
'[09:44:23.970 23/06/1995]',0.009,0.025,87.030,29.199,0.000,1.024
'[09:44:23.972 23/06/1995]',0.009,0.025,87.030,29.199,0.000,1.024
'[09:44:23.974 23/06/1995]',0.001,0.025,87.030,29.199,0.000,1.024
'[09:44:23.976 23/06/1995]',0.009,0.025,83.708,27.923,0.000,1.024
'[09:44:23.978 23/06/1995]',-0.007,0.025,83.708,27.923,0.000,1.024
'[09:44:23.980 23/06/1995]',0.009,0.025,83.708,27.923,0.000,1.024
'[09:44:23.982 23/06/1995]',0.009,0.025,83.708,27.923,0.000,1.024
'[09:44:23.984 23/06/1995]',0.009,0.025,80.738,26.697,0.000,1.024
'[09:44:23.986 23/06/1995]',0.009,0.025,80.738,26.697,0.000,1.024
'[09:44:23.988 23/06/1995]',0.001,0.025,80.738,26.697,0.000,1.024
'[09:44:23.990 23/06/1995]',-0.007,0.025,80.738,26.697,0.000,1.024
'[09:44:23.992 23/06/1995]',-0.007,0.025,78.070,25.621,0.000,1.024
'[09:44:23.994 23/06/1995]',-0.007,0.025,78.070,25.621,0.000,1.024
'[09:44:23.996 23/06/1995]',0.001,0.025,78.070,25.621,0.000,1.024
'[09:44:23.998 23/06/1995]',0.001,0.025,78.070,25.621,0.000,1.024
'[09:44:24.000 23/06/1995]',0.009,0.025,75.805,24.696,0.000,1.024
'[09:44:24.002 23/06/1995]',0.009,0.025,75.805,24.696,0.000,1.024
'[09:44:24.004 23/06/1995]',0.017,0.002,75.805,24.696,0.000,1.024
'[09:44:24.006 23/06/1995]',0.017,0.025,75.805,24.696,0.000,1.024
'[09:44:24.008 23/06/1995]',0.009,0.025,73.892,23.920,0.000,1.024
'[09:44:24.010 23/06/1995]',0.009,0.025,73.892,23.920,0.000,1.024
'[09:44:24.012 23/06/1995]',0.001,0.025,73.892,23.920,0.000,1.024
'[09:44:24.014 23/06/1995]',0.009,0.025,73.892,23.920,0.000,1.024
'[09:44:24.016 23/06/1995]',0.017,0.025,72.382,23.294,0.000,1.024
'[09:44:24.018 23/06/1995]',0.025,0.025,72.382,23.294,0.000,1.024
'[09:44:24.020 23/06/1995]',0.025,0.025,72.382,23.294,0.000,1.024
'[09:44:24.022 23/06/1995]',0.033,0.025,72.382,23.294,0.000,1.024
'[09:44:24.024 23/06/1995]',0.041,0.025,71.124,22.869,0.000,1.024
'[09:44:24.026 23/06/1995]',0.041,0.025,71.124,22.869,0.000,1.024
'[09:44:24.028 23/06/1995]',0.041,0.025,71.124,22.869,0.000,1.024
'[09:44:24.030 23/06/1995]',0.049,0.025,71.124,22.869,0.000,1.024
'[09:44:24.032 23/06/1995]',0.066,0.025,70.117,22.869,0.000,1.024
'[09:44:24.034 23/06/1995]',0.066,0.025,70.117,22.869,0.000,1.024
'[09:44:24.036 23/06/1995]',0.066,0.025,70.117,22.869,0.000,1.024
'[09:44:24.038 23/06/1995]',0.074,0.025,70.117,22.869,0.000,1.024
'[09:44:24.040 23/06/1995]',0.074,0.025,69.362,23.520,0.000,1.024
'[09:44:24.042 23/06/1995]',0.074,0.025,69.362,23.520,0.000,1.024
'[09:44:24.044 23/06/1995]',0.074,0.002,69.362,23.520,0.000,1.024
'[09:44:24.046 23/06/1995]',0.074,0.002,69.362,23.520,0.000,1.024
'[09:44:24.048 23/06/1995]',0.082,0.002,68.809,24.871,0.000,1.024
'[09:44:24.050 23/06/1995]',0.074,0.002,68.809,24.871,0.000,1.024
'[09:44:24.052 23/06/1995]',0.082,-0.021,68.809,24.871,0.000,1.024
'[09:44:24.054 23/06/1995]',0.082,-0.021,68.809,24.871,0.000,1.024
'[09:44:24.056 23/06/1995]',0.090,-0.021,68.356,26.747,0.000,1.024
'[09:44:24.058 23/06/1995]',0.090,-0.045,68.356,26.747,0.000,1.024
'[09:44:24.060 23/06/1995]',0.106,-0.045,68.356,26.747,0.000,1.024
'[09:44:24.062 23/06/1995]',0.115,-0.045,68.356,26.747,0.000,1.024
'[09:44:24.064 23/06/1995]',0.115,-0.045,68.054,28.799,0.000,1.024
'[09:44:24.066 23/06/1995]',0.122,-0.045,68.054,28.799,0.000,1.024
'[09:44:24.068 23/06/1995]',0.122,-0.045,68.054,28.799,0.000,1.024
'[09:44:24.070 23/06/1995]',0.122,-0.045,68.054,28.799,0.000,1.024
'[09:44:24.072 23/06/1995]',0.115,-0.045,67.752,30.726,0.000,1.024
'[09:44:24.074 23/06/1995]',0.106,-0.045,67.752,30.726,0.000,1.024
'[09:44:24.076 23/06/1995]',0.106,-0.045,67.752,30.726,0.000,1.024
'[09:44:24.078 23/06/1995]',0.090,-0.045,67.752,30.726,0.000,1.024
'[09:44:24.080 23/06/1995]',0.090,-0.021,67.601,32.252,0.000,1.024
'[09:44:24.082 23/06/1995]',0.066,-0.021,67.601,32.252,0.000,1.024
'[09:44:24.084 23/06/1995]',0.057,0.002,67.601,32.252,0.000,1.024
'[09:44:24.086 23/06/1995]',0.049,0.002,67.601,32.252,0.000,1.024
'[09:44:24.088 23/06/1995]',0.033,0.002,67.399,33.303,0.000,1.024
'[09:44:24.090 23/06/1995]',0.025,0.002,67.399,33.303,0.000,1.024
'[09:44:24.092 23/06/1995]',0.017,0.002,67.399,33.303,0.000,1.024
'[09:44:24.094 23/06/1995]',0.001,0.002,67.399,33.303,0.000,1.024
'[09:44:24.096 23/06/1995]',-0.007,0.002,67.299,33.828,0.000,1.024
'[09:44:24.098 23/06/1995]',-0.007,0.002,67.299,33.828,0.000,1.024
'[09:44:24.100 23/06/1995]',-0.007,0.002,67.299,33.828,0.000,1.024
'[09:44:24.102 23/06/1995]',-0.007,0.002,67.299,33.828,0.000,1.024
'[09:44:24.104 23/06/1995]',-0.007,0.002,67.097,34.003,0.000,1.024
'[09:44:24.106 23/06/1995]',-0.016,0.002,67.097,34.003,0.000,1.024
'[09:44:24.108 23/06/1995]',-0.024,0.025,67.097,34.003,0.000,1.024
'[09:44:24.110 23/06/1995]',-0.032,0.002,67.097,34.003,0.000,1.024
'[09:44:24.112 23/06/1995]',-0.032,0.002,66.997,33.828,0.000,1.024
'[09:44:24.114 23/06/1995]',-0.040,0.002,66.997,33.828,0.000,1.024
'[09:44:24.116 23/06/1995]',-0.040,0.002,66.997,33.828,0.000,1.024
'[09:44:24.118 23/06/1995]',-0.032,0.002,66.997,33.828,0.000,1.024
'[09:44:24.120 23/06/1995]',-0.024,0.002,66.795,33.428,0.000,1.024
'[09:44:24.122 23/06/1995]',-0.024,0.002,66.795,33.428,0.000,1.024
'[09:44:24.124 23/06/1995]',-0.024,0.002,66.795,33.428,0.000,1.024
'[09:44:24.126 23/06/1995]',-0.032,0.002,66.795,33.428,0.000,1.024
'[09:44:24.128 23/06/1995]',-0.032,0.002,66.594,32.777,0.000,1.024
'[09:44:24.130 23/06/1995]',-0.032,0.002,66.594,32.777,0.000,1.024
'[09:44:24.132 23/06/1995]',-0.024,0.002,66.594,32.777,0.000,1.024
'[09:44:24.134 23/06/1995]',-0.024,0.002,66.594,32.777,0.000,1.024
'[09:44:24.136 23/06/1995]',-0.016,0.002,66.393,31.952,0.000,1.024
'[09:44:24.138 23/06/1995]',-0.007,0.002,66.393,31.952,0.000,1.024
'[09:44:24.140 23/06/1995]',-0.016,0.002,66.393,31.952,0.000,1.024
'[09:44:24.142 23/06/1995]',-0.024,0.002,66.393,31.952,0.000,1.024
'[09:44:24.144 23/06/1995]',-0.024,0.002,66.141,30.851,0.000,1.024
'[09:44:24.146 23/06/1995]',-0.024,0.002,66.141,30.851,0.000,1.024
'[09:44:24.148 23/06/1995]',-0.032,0.002,66.141,30.851,0.000,1.024
'[09:44:24.150 23/06/1995]',-0.032,0.002,66.141,30.851,0.000,1.024
'[09:44:24.152 23/06/1995]',-0.032,0.025,65.889,29.675,0.000,1.024
'[09:44:24.154 23/06/1995]',-0.040,0.025,65.889,29.675,0.000,1.024
'[09:44:24.156 23/06/1995]',-0.048,0.048,65.889,29.675,0.000,1.024
'[09:44:24.158 23/06/1995]',-0.065,0.095,65.889,29.675,0.000,1.024
'[09:44:24.160 23/06/1995]',-0.073,0.143,65.637,28.374,0.000,1.024
'[09:44:24.162 23/06/1995]',-0.073,0.190,65.637,28.374,0.000,1.024
'[09:44:24.164 23/06/1995]',-0.065,0.166,65.637,28.374,0.000,1.024
'[09:44:24.166 23/06/1995]',-0.024,0.119,65.637,28.374,0.000,1.024
'[09:44:24.168 23/06/1995]',0.009,0.025,65.285,27.148,0.000,1.024
'[09:44:24.170 23/06/1995]',0.049,-0.069,65.285,27.148,0.000,1.024
'[09:44:24.172 23/06/1995]',0.098,-0.234,65.285,27.148,0.000,1.024
'[09:44:24.174 23/06/1995]',0.171,-0.374,65.285,27.148,0.000,1.024
'[09:44:24.176 23/06/1995]',0.236,-0.540,64.983,26.047,0.000,1.024
'[09:44:24.178 23/06/1995]',0.326,-0.704,64.983,26.047,0.000,1.024
'[09:44:24.180 23/06/1995]',0.366,-0.845,64.983,26.047,0.000,1.024
'[09:44:24.182 23/06/1995]',0.415,-0.987,64.983,26.047,0.000,1.024
'[09:44:24.184 23/06/1995]',0.440,-1.104,64.631,25.221,0.000,1.024
'[09:44:24.186 23/06/1995]',0.440,-1.151,64.631,25.221,0.000,1.024
'[09:44:24.188 23/06/1995]',0.432,-1.198,64.631,25.221,0.000,1.024
'[09:44:24.190 23/06/1995]',0.432,-1.198,64.631,25.221,0.000,1.024
'[09:44:24.192 23/06/1995]',0.399,-1.151,64.278,24.520,0.000,1.024
'[09:44:24.194 23/06/1995]',0.350,-1.033,64.278,24.520,0.000,1.024
'[09:44:24.196 23/06/1995]',0.293,-0.893,64.278,24.520,0.000,1.024
'[09:44:24.198 23/06/1995]',0.204,-0.727,64.278,24.520,0.000,1.024
'[09:44:24.200 23/06/1995]',0.122,-0.587,63.926,24.045,0.000,1.024
