'Time and date','II','V','ABP','PLETH','RESP'
'[07:00:31.278 31/05/1995]',-0.098,0.044,93.158,-0.266,-0.505
'[07:00:31.280 31/05/1995]',-0.073,0.044,94.135,-0.294,-0.506
'[07:00:31.282 31/05/1995]',-0.073,0.044,94.135,-0.294,-0.506
'[07:00:31.284 31/05/1995]',-0.073,0.044,94.135,-0.294,-0.506
'[07:00:31.286 31/05/1995]',-0.048,0.044,94.135,-0.294,-0.506
'[07:00:31.288 31/05/1995]',-0.048,0.044,95.188,-0.319,-0.508
'[07:00:31.290 31/05/1995]',-0.048,0.044,95.188,-0.319,-0.508
'[07:00:31.292 31/05/1995]',-0.048,0.044,95.188,-0.319,-0.508
'[07:00:31.294 31/05/1995]',-0.048,0.065,95.188,-0.319,-0.508
'[07:00:31.296 31/05/1995]',-0.023,0.065,96.090,-0.339,-0.510
'[07:00:31.298 31/05/1995]',-0.023,0.065,96.090,-0.339,-0.510
'[07:00:31.300 31/05/1995]',-0.023,0.065,96.090,-0.339,-0.510
'[07:00:31.302 31/05/1995]',0.002,0.044,96.090,-0.339,-0.510
'[07:00:31.304 31/05/1995]',0.002,0.044,96.842,-0.352,-0.512
'[07:00:31.306 31/05/1995]',0.002,0.022,96.842,-0.352,-0.512
'[07:00:31.308 31/05/1995]',0.002,0.022,96.842,-0.352,-0.512
'[07:00:31.310 31/05/1995]',0.002,0.022,96.842,-0.352,-0.512
'[07:00:31.312 31/05/1995]',-0.023,0.022,97.293,-0.360,-0.514
'[07:00:31.314 31/05/1995]',0.002,0.002,97.293,-0.360,-0.514
'[07:00:31.316 31/05/1995]',0.002,0.002,97.293,-0.360,-0.514
'[07:00:31.318 31/05/1995]',0.002,0.002,97.293,-0.360,-0.514
'[07:00:31.320 31/05/1995]',0.002,0.002,97.519,-0.363,-0.516
'[07:00:31.322 31/05/1995]',0.002,0.002,97.519,-0.363,-0.516
'[07:00:31.324 31/05/1995]',0.002,0.002,97.519,-0.363,-0.516
'[07:00:31.326 31/05/1995]',0.002,0.002,97.519,-0.363,-0.516
'[07:00:31.328 31/05/1995]',0.002,0.002,97.444,-0.360,-0.517
'[07:00:31.330 31/05/1995]',0.002,0.002,97.444,-0.360,-0.517
'[07:00:31.332 31/05/1995]',0.002,0.002,97.444,-0.360,-0.517
'[07:00:31.334 31/05/1995]',-0.023,0.002,97.444,-0.360,-0.517
'[07:00:31.336 31/05/1995]',-0.023,0.002,97.218,-0.352,-0.519
'[07:00:31.338 31/05/1995]',-0.023,0.002,97.218,-0.352,-0.519
'[07:00:31.340 31/05/1995]',-0.023,0.002,97.218,-0.352,-0.519
'[07:00:31.342 31/05/1995]',-0.048,0.002,97.218,-0.352,-0.519
'[07:00:31.344 31/05/1995]',-0.048,0.002,96.767,-0.342,-0.520
'[07:00:31.346 31/05/1995]',-0.073,0.002,96.767,-0.342,-0.520
'[07:00:31.348 31/05/1995]',-0.073,0.002,96.767,-0.342,-0.520
'[07:00:31.350 31/05/1995]',-0.073,0.002,96.767,-0.342,-0.520
'[07:00:31.352 31/05/1995]',-0.098,0.002,96.090,-0.329,-0.521
'[07:00:31.354 31/05/1995]',-0.098,0.002,96.090,-0.329,-0.521
'[07:00:31.356 31/05/1995]',-0.098,0.002,96.090,-0.329,-0.521
'[07:00:31.358 31/05/1995]',-0.122,0.002,96.090,-0.329,-0.521
'[07:00:31.360 31/05/1995]',-0.122,0.002,95.414,-0.315,-0.521
'[07:00:31.362 31/05/1995]',-0.122,0.022,95.414,-0.315,-0.521
'[07:00:31.364 31/05/1995]',-0.122,0.022,95.414,-0.315,-0.521
'[07:00:31.366 31/05/1995]',-0.122,0.022,95.414,-0.315,-0.521
'[07:00:31.368 31/05/1995]',-0.122,0.022,94.511,-0.299,-0.521
'[07:00:31.370 31/05/1995]',-0.122,0.002,94.511,-0.299,-0.521
'[07:00:31.372 31/05/1995]',-0.122,0.002,94.511,-0.299,-0.521
'[07:00:31.374 31/05/1995]',-0.122,0.002,94.511,-0.299,-0.521
'[07:00:31.376 31/05/1995]',-0.122,0.002,93.534,-0.286,-0.521
'[07:00:31.378 31/05/1995]',-0.122,0.022,93.534,-0.286,-0.521
'[07:00:31.380 31/05/1995]',-0.122,0.022,93.534,-0.286,-0.521
'[07:00:31.382 31/05/1995]',-0.122,0.022,93.534,-0.286,-0.521
'[07:00:31.384 31/05/1995]',-0.122,0.002,92.481,-0.275,-0.520
'[07:00:31.386 31/05/1995]',-0.122,0.002,92.481,-0.275,-0.520
'[07:00:31.388 31/05/1995]',-0.098,0.002,92.481,-0.275,-0.520
'[07:00:31.390 31/05/1995]',-0.098,0.002,92.481,-0.275,-0.520
'[07:00:31.392 31/05/1995]',-0.098,0.002,91.504,-0.266,-0.519
'[07:00:31.394 31/05/1995]',-0.122,0.002,91.504,-0.266,-0.519
'[07:00:31.396 31/05/1995]',-0.098,0.022,91.504,-0.266,-0.519
'[07:00:31.398 31/05/1995]',-0.098,0.022,91.504,-0.266,-0.519
'[07:00:31.400 31/05/1995]',-0.098,0.022,90.451,-0.259,-0.518
'[07:00:31.402 31/05/1995]',-0.098,0.044,90.451,-0.259,-0.518
'[07:00:31.404 31/05/1995]',-0.098,0.065,90.451,-0.259,-0.518
'[07:00:31.406 31/05/1995]',-0.098,0.087,90.451,-0.259,-0.518
'[07:00:31.408 31/05/1995]',-0.098,0.130,89.474,-0.256,-0.516
'[07:00:31.410 31/05/1995]',-0.122,0.151,89.474,-0.256,-0.516
'[07:00:31.412 31/05/1995]',-0.122,0.173,89.474,-0.256,-0.516
'[07:00:31.414 31/05/1995]',-0.098,0.173,89.474,-0.256,-0.516
'[07:00:31.416 31/05/1995]',-0.073,0.151,88.571,-0.256,-0.515
'[07:00:31.418 31/05/1995]',-0.023,0.130,88.571,-0.256,-0.515
'[07:00:31.420 31/05/1995]',0.026,0.108,88.571,-0.256,-0.515
'[07:00:31.422 31/05/1995]',0.101,0.087,88.571,-0.256,-0.515
'[07:00:31.424 31/05/1995]',0.201,0.065,87.669,-0.260,-0.513
'[07:00:31.426 31/05/1995]',0.325,0.002,87.669,-0.260,-0.513
'[07:00:31.428 31/05/1995]',0.474,-0.084,87.669,-0.260,-0.513
'[07:00:31.430 31/05/1995]',0.673,-0.234,87.669,-0.260,-0.513
'[07:00:31.432 31/05/1995]',0.872,-0.384,86.767,-0.266,-0.512
'[07:00:31.434 31/05/1995]',1.070,-0.534,86.767,-0.266,-0.512
'[07:00:31.436 31/05/1995]',1.220,-0.684,86.767,-0.266,-0.512
'[07:00:31.438 31/05/1995]',1.195,-0.727,86.767,-0.266,-0.512
'[07:00:31.440 31/05/1995]',1.022,-0.727,85.940,-0.274,-0.511
'[07:00:31.442 31/05/1995]',0.673,-0.641,85.940,-0.274,-0.511
'[07:00:31.444 31/05/1995]',0.251,-0.534,85.940,-0.274,-0.511
'[07:00:31.446 31/05/1995]',-0.023,-0.427,85.940,-0.274,-0.511
'[07:00:31.448 31/05/1995]',-0.222,-0.341,85.263,-0.284,-0.510
'[07:00:31.450 31/05/1995]',-0.396,-0.299,85.263,-0.284,-0.510
'[07:00:31.452 31/05/1995]',-0.495,-0.277,85.263,-0.284,-0.510
'[07:00:31.454 31/05/1995]',-0.570,-0.277,85.263,-0.284,-0.510
'[07:00:31.456 31/05/1995]',-0.570,-0.256,84.586,-0.296,-0.510
'[07:00:31.458 31/05/1995]',-0.570,-0.234,84.586,-0.296,-0.510
'[07:00:31.460 31/05/1995]',-0.495,-0.191,84.586,-0.296,-0.510
'[07:00:31.462 31/05/1995]',-0.446,-0.148,84.586,-0.296,-0.510
'[07:00:31.464 31/05/1995]',-0.371,-0.084,83.835,-0.309,-0.509
'[07:00:31.466 31/05/1995]',-0.297,-0.062,83.835,-0.309,-0.509
'[07:00:31.468 31/05/1995]',-0.247,-0.020,83.835,-0.309,-0.509
'[07:00:31.470 31/05/1995]',-0.172,0.002,83.835,-0.309,-0.509
'[07:00:31.472 31/05/1995]',-0.147,0.002,83.233,-0.324,-0.508
'[07:00:31.474 31/05/1995]',-0.147,0.002,83.233,-0.324,-0.508
'[07:00:31.476 31/05/1995]',-0.122,0.022,83.233,-0.324,-0.508
'[07:00:31.478 31/05/1995]',-0.122,0.044,83.233,-0.324,-0.508
'[07:00:31.480 31/05/1995]',-0.098,0.044,82.707,-0.339,-0.507
'[07:00:31.482 31/05/1995]',-0.098,0.044,82.707,-0.339,-0.507
'[07:00:31.484 31/05/1995]',-0.073,0.044,82.707,-0.339,-0.507
'[07:00:31.486 31/05/1995]',-0.073,0.044,82.707,-0.339,-0.507
'[07:00:31.488 31/05/1995]',-0.073,0.044,82.180,-0.352,-0.506
'[07:00:31.490 31/05/1995]',-0.073,0.044,82.180,-0.352,-0.506
'[07:00:31.492 31/05/1995]',-0.073,0.065,82.180,-0.352,-0.506
'[07:00:31.494 31/05/1995]',-0.073,0.065,82.180,-0.352,-0.506
'[07:00:31.496 31/05/1995]',-0.073,0.065,81.729,-0.368,-0.505
'[07:00:31.498 31/05/1995]',-0.073,0.065,81.729,-0.368,-0.505
'[07:00:31.500 31/05/1995]',-0.048,0.065,81.729,-0.368,-0.505
'[07:00:31.502 31/05/1995]',-0.048,0.065,81.729,-0.368,-0.505
'[07:00:31.504 31/05/1995]',-0.048,0.065,81.353,-0.383,-0.504
'[07:00:31.506 31/05/1995]',-0.048,0.065,81.353,-0.383,-0.504
'[07:00:31.508 31/05/1995]',-0.048,0.065,81.353,-0.383,-0.504
'[07:00:31.510 31/05/1995]',-0.048,0.065,81.353,-0.383,-0.504
'[07:00:31.512 31/05/1995]',-0.048,0.087,80.977,-0.398,-0.503
'[07:00:31.514 31/05/1995]',-0.048,0.065,80.977,-0.398,-0.503
'[07:00:31.516 31/05/1995]',-0.048,0.065,80.977,-0.398,-0.503
'[07:00:31.518 31/05/1995]',-0.048,0.065,80.977,-0.398,-0.503
'[07:00:31.520 31/05/1995]',-0.048,0.065,80.602,-0.411,-0.503
'[07:00:31.522 31/05/1995]',-0.048,0.065,80.602,-0.411,-0.503
'[07:00:31.524 31/05/1995]',-0.048,0.065,80.602,-0.411,-0.503
'[07:00:31.526 31/05/1995]',-0.048,0.065,80.602,-0.411,-0.503
'[07:00:31.528 31/05/1995]',-0.048,0.065,80.226,-0.425,-0.502
'[07:00:31.530 31/05/1995]',-0.048,0.087,80.226,-0.425,-0.502
'[07:00:31.532 31/05/1995]',-0.023,0.065,80.226,-0.425,-0.502
'[07:00:31.534 31/05/1995]',-0.023,0.065,80.226,-0.425,-0.502
'[07:00:31.536 31/05/1995]',-0.023,0.065,80.000,-0.438,-0.502
'[07:00:31.538 31/05/1995]',-0.023,0.044,80.000,-0.438,-0.502
'[07:00:31.540 31/05/1995]',-0.023,0.044,80.000,-0.438,-0.502
'[07:00:31.542 31/05/1995]',-0.023,0.065,80.000,-0.438,-0.502
'[07:00:31.544 31/05/1995]',-0.023,0.065,79.699,-0.449,-0.501
'[07:00:31.546 31/05/1995]',-0.023,0.065,79.699,-0.449,-0.501
'[07:00:31.548 31/05/1995]',0.002,0.065,79.699,-0.449,-0.501
'[07:00:31.550 31/05/1995]',0.002,0.065,79.699,-0.449,-0.501
'[07:00:31.552 31/05/1995]',0.002,0.065,79.323,-0.460,-0.501
'[07:00:31.554 31/05/1995]',0.002,0.065,79.323,-0.460,-0.501
'[07:00:31.556 31/05/1995]',0.002,0.044,79.323,-0.460,-0.501
'[07:00:31.558 31/05/1995]',0.002,0.044,79.323,-0.460,-0.501
'[07:00:31.560 31/05/1995]',0.002,0.065,78.947,-0.469,-0.500
'[07:00:31.562 31/05/1995]',0.002,0.065,78.947,-0.469,-0.500
'[07:00:31.564 31/05/1995]',0.002,0.065,78.947,-0.469,-0.500
'[07:00:31.566 31/05/1995]',0.002,0.065,78.947,-0.469,-0.500
'[07:00:31.568 31/05/1995]',0.002,0.044,78.647,-0.476,-0.498
'[07:00:31.570 31/05/1995]',0.002,0.044,78.647,-0.476,-0.498
'[07:00:31.572 31/05/1995]',0.002,0.022,78.647,-0.476,-0.498
'[07:00:31.574 31/05/1995]',0.002,0.044,78.647,-0.476,-0.498
'[07:00:31.576 31/05/1995]',0.002,0.044,78.271,-0.483,-0.497
'[07:00:31.578 31/05/1995]',0.002,0.044,78.271,-0.483,-0.497
'[07:00:31.580 31/05/1995]',0.026,0.065,78.271,-0.483,-0.497
'[07:00:31.582 31/05/1995]',0.002,0.044,78.271,-0.483,-0.497
'[07:00:31.584 31/05/1995]',0.026,0.044,77.970,-0.489,-0.495
'[07:00:31.586 31/05/1995]',0.026,0.022,77.970,-0.489,-0.495
'[07:00:31.588 31/05/1995]',0.051,0.022,77.970,-0.489,-0.495
'[07:00:31.590 31/05/1995]',0.026,0.022,77.970,-0.489,-0.495
'[07:00:31.592 31/05/1995]',0.051,0.022,77.744,-0.494,-0.493
'[07:00:31.594 31/05/1995]',0.051,0.044,77.744,-0.494,-0.493
'[07:00:31.596 31/05/1995]',0.051,0.044,77.744,-0.494,-0.493
'[07:00:31.598 31/05/1995]',0.051,0.044,77.744,-0.494,-0.493
'[07:00:31.600 31/05/1995]',0.076,0.044,78.120,-0.497,-0.491
'[07:00:31.602 31/05/1995]',0.076,0.044,78.120,-0.497,-0.491
'[07:00:31.604 31/05/1995]',0.076,0.022,78.120,-0.497,-0.491
'[07:00:31.606 31/05/1995]',0.076,0.022,78.120,-0.497,-0.491
'[07:00:31.608 31/05/1995]',0.076,0.022,79.850,-0.499,-0.489
'[07:00:31.610 31/05/1995]',0.076,0.022,79.850,-0.499,-0.489
'[07:00:31.612 31/05/1995]',0.101,0.044,79.850,-0.499,-0.489
'[07:00:31.614 31/05/1995]',0.101,0.044,79.850,-0.499,-0.489
'[07:00:31.616 31/05/1995]',0.101,0.044,84.211,-0.502,-0.487
'[07:00:31.618 31/05/1995]',0.101,0.022,84.211,-0.502,-0.487
'[07:00:31.620 31/05/1995]',0.126,0.022,84.211,-0.502,-0.487
'[07:00:31.622 31/05/1995]',0.126,0.022,84.211,-0.502,-0.487
'[07:00:31.624 31/05/1995]',0.126,0.022,91.579,-0.503,-0.486
'[07:00:31.626 31/05/1995]',0.126,0.022,91.579,-0.503,-0.486
'[07:00:31.628 31/05/1995]',0.151,0.022,91.579,-0.503,-0.486
'[07:00:31.630 31/05/1995]',0.151,0.022,91.579,-0.503,-0.486
'[07:00:31.632 31/05/1995]',0.151,0.022,100.602,-0.503,-0.484
'[07:00:31.634 31/05/1995]',0.151,0.022,100.602,-0.503,-0.484
'[07:00:31.636 31/05/1995]',0.176,0.002,100.602,-0.503,-0.484
'[07:00:31.638 31/05/1995]',0.151,0.002,100.602,-0.503,-0.484
'[07:00:31.640 31/05/1995]',0.176,0.002,109.398,-0.498,-0.482
'[07:00:31.642 31/05/1995]',0.176,0.002,109.398,-0.498,-0.482
'[07:00:31.644 31/05/1995]',0.176,0.002,109.398,-0.498,-0.482
'[07:00:31.646 31/05/1995]',0.201,0.022,109.398,-0.498,-0.482
'[07:00:31.648 31/05/1995]',0.201,0.022,117.218,-0.487,-0.480
'[07:00:31.650 31/05/1995]',0.201,0.002,117.218,-0.487,-0.480
'[07:00:31.652 31/05/1995]',0.226,0.002,117.218,-0.487,-0.480
'[07:00:31.654 31/05/1995]',0.226,0.002,117.218,-0.487,-0.480
'[07:00:31.656 31/05/1995]',0.226,0.002,124.060,-0.467,-0.478
'[07:00:31.658 31/05/1995]',0.226,0.002,124.060,-0.467,-0.478
'[07:00:31.660 31/05/1995]',0.226,0.002,124.060,-0.467,-0.478
'[07:00:31.662 31/05/1995]',0.251,0.002,124.060,-0.467,-0.478
'[07:00:31.664 31/05/1995]',0.251,0.002,130.075,-0.433,-0.475
'[07:00:31.666 31/05/1995]',0.251,0.002,130.075,-0.433,-0.475
'[07:00:31.668 31/05/1995]',0.276,0.002,130.075,-0.433,-0.475
'[07:00:31.670 31/05/1995]',0.276,0.002,130.075,-0.433,-0.475
'[07:00:31.672 31/05/1995]',0.276,0.002,134.662,-0.385,-0.473
'[07:00:31.674 31/05/1995]',0.276,0.002,134.662,-0.385,-0.473
'[07:00:31.676 31/05/1995]',0.276,0.002,134.662,-0.385,-0.473
'[07:00:31.678 31/05/1995]',0.276,0.002,134.662,-0.385,-0.473
'[07:00:31.680 31/05/1995]',0.276,0.002,137.444,-0.329,-0.470
'[07:00:31.682 31/05/1995]',0.276,0.002,137.444,-0.329,-0.470
'[07:00:31.684 31/05/1995]',0.276,0.002,137.444,-0.329,-0.470
'[07:00:31.686 31/05/1995]',0.276,0.002,137.444,-0.329,-0.470
'[07:00:31.688 31/05/1995]',0.276,0.002,138.120,-0.249,-0.468
'[07:00:31.690 31/05/1995]',0.276,0.002,138.120,-0.249,-0.468
'[07:00:31.692 31/05/1995]',0.276,0.002,138.120,-0.249,-0.468
'[07:00:31.694 31/05/1995]',0.251,0.002,138.120,-0.249,-0.468
'[07:00:31.696 31/05/1995]',0.251,0.002,137.218,-0.156,-0.465
'[07:00:31.698 31/05/1995]',0.251,0.002,137.218,-0.156,-0.465
'[07:00:31.700 31/05/1995]',0.251,0.002,137.218,-0.156,-0.465
'[07:00:31.702 31/05/1995]',0.251,0.002,137.218,-0.156,-0.465
'[07:00:31.704 31/05/1995]',0.251,0.002,135.188,-0.053,-0.462
'[07:00:31.706 31/05/1995]',0.226,-0.020,135.188,-0.053,-0.462
'[07:00:31.708 31/05/1995]',0.226,-0.020,135.188,-0.053,-0.462
'[07:00:31.710 31/05/1995]',0.201,0.002,135.188,-0.053,-0.462
'[07:00:31.712 31/05/1995]',0.201,0.002,132.331,0.054,-0.459
'[07:00:31.714 31/05/1995]',0.201,0.002,132.331,0.054,-0.459
'[07:00:31.716 31/05/1995]',0.201,0.002,132.331,0.054,-0.459
'[07:00:31.718 31/05/1995]',0.201,0.002,132.331,0.054,-0.459
'[07:00:31.720 31/05/1995]',0.201,-0.020,129.173,0.159,-0.456
'[07:00:31.722 31/05/1995]',0.201,0.002,129.173,0.159,-0.456
'[07:00:31.724 31/05/1995]',0.176,0.002,129.173,0.159,-0.456
'[07:00:31.726 31/05/1995]',0.151,0.002,129.173,0.159,-0.456
'[07:00:31.728 31/05/1995]',0.151,0.002,125.940,0.257,-0.454
'[07:00:31.730 31/05/1995]',0.151,0.002,125.940,0.257,-0.454
'[07:00:31.732 31/05/1995]',0.151,0.002,125.940,0.257,-0.454
'[07:00:31.734 31/05/1995]',0.126,0.002,125.940,0.257,-0.454
'[07:00:31.736 31/05/1995]',0.126,0.002,122.782,0.341,-0.452
'[07:00:31.738 31/05/1995]',0.101,-0.020,122.782,0.341,-0.452
'[07:00:31.740 31/05/1995]',0.101,0.002,122.782,0.341,-0.452
'[07:00:31.742 31/05/1995]',0.076,0.002,122.782,0.341,-0.452
'[07:00:31.744 31/05/1995]',0.076,0.002,119.850,0.408,-0.451
'[07:00:31.746 31/05/1995]',0.051,0.002,119.850,0.408,-0.451
'[07:00:31.748 31/05/1995]',0.051,0.002,119.850,0.408,-0.451
'[07:00:31.750 31/05/1995]',0.051,0.002,119.850,0.408,-0.451
'[07:00:31.752 31/05/1995]',0.026,0.002,117.218,0.457,-0.449
'[07:00:31.754 31/05/1995]',0.026,0.002,117.218,0.457,-0.449
'[07:00:31.756 31/05/1995]',0.002,0.002,117.218,0.457,-0.449
'[07:00:31.758 31/05/1995]',0.002,0.002,117.218,0.457,-0.449
'[07:00:31.760 31/05/1995]',0.002,0.002,114.887,0.487,-0.448
'[07:00:31.762 31/05/1995]',0.002,0.002,114.887,0.487,-0.448
'[07:00:31.764 31/05/1995]',0.002,0.002,114.887,0.487,-0.448
'[07:00:31.766 31/05/1995]',-0.023,0.002,114.887,0.487,-0.448
'[07:00:31.768 31/05/1995]',-0.023,0.002,112.782,0.498,-0.447
'[07:00:31.770 31/05/1995]',-0.023,0.002,112.782,0.498,-0.447
'[07:00:31.772 31/05/1995]',-0.023,0.002,112.782,0.498,-0.447
'[07:00:31.774 31/05/1995]',-0.048,0.002,112.782,0.498,-0.447
'[07:00:31.776 31/05/1995]',-0.048,0.002,110.977,0.494,-0.447
'[07:00:31.778 31/05/1995]',-0.048,0.022,110.977,0.494,-0.447
'[07:00:31.780 31/05/1995]',-0.048,0.022,110.977,0.494,-0.447
'[07:00:31.782 31/05/1995]',-0.048,0.022,110.977,0.494,-0.447
'[07:00:31.784 31/05/1995]',-0.073,0.002,109.398,0.477,-0.447
'[07:00:31.786 31/05/1995]',-0.073,0.022,109.398,0.477,-0.447
'[07:00:31.788 31/05/1995]',-0.073,0.002,109.398,0.477,-0.447
'[07:00:31.790 31/05/1995]',-0.073,0.002,109.398,0.477,-0.447
'[07:00:31.792 31/05/1995]',-0.073,0.022,107.895,0.449,-0.448
'[07:00:31.794 31/05/1995]',-0.098,0.022,107.895,0.449,-0.448
'[07:00:31.796 31/05/1995]',-0.098,0.022,107.895,0.449,-0.448
'[07:00:31.798 31/05/1995]',-0.098,0.022,107.895,0.449,-0.448
'[07:00:31.800 31/05/1995]',-0.073,0.022,106.541,0.413,-0.450
'[07:00:31.802 31/05/1995]',-0.098,0.002,106.541,0.413,-0.450
'[07:00:31.804 31/05/1995]',-0.098,0.002,106.541,0.413,-0.450
'[07:00:31.806 31/05/1995]',-0.098,0.002,106.541,0.413,-0.450
'[07:00:31.808 31/05/1995]',-0.098,0.022,105.188,0.372,-0.452
'[07:00:31.810 31/05/1995]',-0.098,0.022,105.188,0.372,-0.452
'[07:00:31.812 31/05/1995]',-0.098,0.044,105.188,0.372,-0.452
'[07:00:31.814 31/05/1995]',-0.098,0.022,105.188,0.372,-0.452
'[07:00:31.816 31/05/1995]',-0.098,0.022,103.684,0.328,-0.454
'[07:00:31.818 31/05/1995]',-0.073,0.022,103.684,0.328,-0.454
'[07:00:31.820 31/05/1995]',-0.098,0.002,103.684,0.328,-0.454
'[07:00:31.822 31/05/1995]',-0.098,0.002,103.684,0.328,-0.454
'[07:00:31.824 31/05/1995]',-0.098,0.022,102.105,0.282,-0.456
'[07:00:31.826 31/05/1995]',-0.098,0.022,102.105,0.282,-0.456
'[07:00:31.828 31/05/1995]',-0.098,0.022,102.105,0.282,-0.456
'[07:00:31.830 31/05/1995]',-0.073,0.022,102.105,0.282,-0.456
'[07:00:31.832 31/05/1995]',-0.073,0.022,100.451,0.235,-0.458
'[07:00:31.834 31/05/1995]',-0.073,0.022,100.451,0.235,-0.458
'[07:00:31.836 31/05/1995]',-0.048,0.002,100.451,0.235,-0.458
'[07:00:31.838 31/05/1995]',-0.073,0.002,100.451,0.235,-0.458
'[07:00:31.840 31/05/1995]',-0.073,0.002,98.722,0.188,-0.460
'[07:00:31.842 31/05/1995]',-0.073,0.022,98.722,0.188,-0.460
'[07:00:31.844 31/05/1995]',-0.073,0.022,98.722,0.188,-0.460
'[07:00:31.846 31/05/1995]',-0.073,0.022,98.722,0.188,-0.460
'[07:00:31.848 31/05/1995]',-0.073,0.022,96.917,0.141,-0.462
'[07:00:31.850 31/05/1995]',-0.048,0.022,96.917,0.141,-0.462
'[07:00:31.852 31/05/1995]',-0.048,0.022,96.917,0.141,-0.462
'[07:00:31.854 31/05/1995]',-0.048,0.022,96.917,0.141,-0.462
'[07:00:31.856 31/05/1995]',-0.073,0.022,95.113,0.096,-0.465
'[07:00:31.858 31/05/1995]',-0.048,0.002,95.113,0.096,-0.465
'[07:00:31.860 31/05/1995]',-0.048,0.022,95.113,0.096,-0.465
'[07:00:31.862 31/05/1995]',-0.048,0.022,95.113,0.096,-0.465
'[07:00:31.864 31/05/1995]',-0.048,0.044,93.534,0.051,-0.468
'[07:00:31.866 31/05/1995]',-0.048,0.022,93.534,0.051,-0.468
'[07:00:31.868 31/05/1995]',-0.048,0.022,93.534,0.051,-0.468
'[07:00:31.870 31/05/1995]',-0.048,0.022,93.534,0.051,-0.468
'[07:00:31.872 31/05/1995]',-0.048,0.022,92.256,0.006,-0.470
'[07:00:31.874 31/05/1995]',-0.073,0.022,92.256,0.006,-0.470
'[07:00:31.876 31/05/1995]',-0.048,0.022,92.256,0.006,-0.470
'[07:00:31.878 31/05/1995]',-0.048,0.022,92.256,0.006,-0.470
'[07:00:31.880 31/05/1995]',-0.048,0.044,91.278,-0.035,-0.472
'[07:00:31.882 31/05/1995]',-0.048,0.044,91.278,-0.035,-0.472
'[07:00:31.884 31/05/1995]',-0.048,0.022,91.278,-0.035,-0.472
'[07:00:31.886 31/05/1995]',-0.048,0.022,91.278,-0.035,-0.472
'[07:00:31.888 31/05/1995]',-0.048,0.002,90.752,-0.077,-0.473
'[07:00:31.890 31/05/1995]',-0.048,0.022,90.752,-0.077,-0.473
'[07:00:31.892 31/05/1995]',-0.048,0.022,90.752,-0.077,-0.473
'[07:00:31.894 31/05/1995]',-0.048,0.044,90.752,-0.077,-0.473
'[07:00:31.896 31/05/1995]',-0.048,0.044,90.451,-0.118,-0.474
'[07:00:31.898 31/05/1995]',-0.048,0.044,90.451,-0.118,-0.474
'[07:00:31.900 31/05/1995]',-0.048,0.044,90.451,-0.118,-0.474
'[07:00:31.902 31/05/1995]',-0.048,0.022,90.451,-0.118,-0.474
'[07:00:31.904 31/05/1995]',-0.048,0.022,90.451,-0.159,-0.475
'[07:00:31.906 31/05/1995]',-0.048,0.022,90.451,-0.159,-0.475
'[07:00:31.908 31/05/1995]',-0.048,0.022,90.451,-0.159,-0.475
'[07:00:31.910 31/05/1995]',-0.048,0.044,90.451,-0.159,-0.475
'[07:00:31.912 31/05/1995]',-0.073,0.044,90.752,-0.197,-0.477
'[07:00:31.914 31/05/1995]',-0.048,0.044,90.752,-0.197,-0.477
'[07:00:31.916 31/05/1995]',-0.048,0.044,90.752,-0.197,-0.477
'[07:00:31.918 31/05/1995]',-0.048,0.044,90.752,-0.197,-0.477
'[07:00:31.920 31/05/1995]',-0.048,0.022,91.278,-0.233,-0.479
'[07:00:31.922 31/05/1995]',-0.048,0.022,91.278,-0.233,-0.479
'[07:00:31.924 31/05/1995]',-0.073,0.022,91.278,-0.233,-0.479
'[07:00:31.926 31/05/1995]',-0.073,0.022,91.278,-0.233,-0.479
'[07:00:31.928 31/05/1995]',-0.073,0.044,92.105,-0.269,-0.481
'[07:00:31.930 31/05/1995]',-0.048,0.044,92.105,-0.269,-0.481
'[07:00:31.932 31/05/1995]',-0.048,0.044,92.105,-0.269,-0.481
'[07:00:31.934 31/05/1995]',-0.048,0.044,92.105,-0.269,-0.481
'[07:00:31.936 31/05/1995]',-0.048,0.044,93.008,-0.300,-0.483
'[07:00:31.938 31/05/1995]',-0.048,0.044,93.008,-0.300,-0.483
'[07:00:31.940 31/05/1995]',-0.048,0.044,93.008,-0.300,-0.483
'[07:00:31.942 31/05/1995]',-0.048,0.044,93.008,-0.300,-0.483
'[07:00:31.944 31/05/1995]',-0.048,0.065,93.985,-0.329,-0.486
'[07:00:31.946 31/05/1995]',-0.023,0.065,93.985,-0.329,-0.486
'[07:00:31.948 31/05/1995]',-0.023,0.065,93.985,-0.329,-0.486
'[07:00:31.950 31/05/1995]',0.002,0.065,93.985,-0.329,-0.486
'[07:00:31.952 31/05/1995]',0.002,0.065,95.038,-0.353,-0.488
'[07:00:31.954 31/05/1995]',0.002,0.065,95.038,-0.353,-0.488
'[07:00:31.956 31/05/1995]',0.002,0.065,95.038,-0.353,-0.488
'[07:00:31.958 31/05/1995]',0.002,0.065,95.038,-0.353,-0.488
'[07:00:31.960 31/05/1995]',0.002,0.087,96.015,-0.372,-0.490
'[07:00:31.962 31/05/1995]',0.002,0.087,96.015,-0.372,-0.490
'[07:00:31.964 31/05/1995]',0.002,0.087,96.015,-0.372,-0.490
'[07:00:31.966 31/05/1995]',0.026,0.087,96.015,-0.372,-0.490
