'Time and date','II','MCL1','V','ABP','PLETH','RESP'
'[08:14:56.920 02/06/1995]',-0.042,0.002,0.002,100.900,-0.130,0.682
'[08:14:56.922 02/06/1995]',-0.041,0.002,0.002,100.900,-0.130,0.682
'[08:14:56.924 02/06/1995]',-0.041,0.002,0.002,100.900,-0.130,0.682
'[08:14:56.926 02/06/1995]',-0.041,0.002,0.002,100.900,-0.130,0.682
'[08:14:56.928 02/06/1995]',-0.039,0.002,0.002,100.375,-0.138,0.682
'[08:14:56.930 02/06/1995]',-0.037,0.002,0.002,100.375,-0.138,0.682
'[08:14:56.932 02/06/1995]',-0.028,0.002,0.027,100.375,-0.138,0.682
'[08:14:56.934 02/06/1995]',-0.018,0.002,0.027,100.375,-0.138,0.682
'[08:14:56.936 02/06/1995]',0.006,0.022,0.027,99.850,-0.146,0.682
'[08:14:56.938 02/06/1995]',0.031,0.042,0.052,99.850,-0.146,0.682
'[08:14:56.940 02/06/1995]',0.078,0.063,0.103,99.850,-0.146,0.682
'[08:14:56.942 02/06/1995]',0.126,0.083,0.128,99.850,-0.146,0.682
'[08:14:56.944 02/06/1995]',0.195,0.104,0.128,99.475,-0.160,0.682
'[08:14:56.946 02/06/1995]',0.264,0.125,0.153,99.475,-0.160,0.682
'[08:14:56.948 02/06/1995]',0.349,0.125,0.103,99.475,-0.160,0.682
'[08:14:56.950 02/06/1995]',0.434,0.104,0.077,99.475,-0.160,0.682
'[08:14:56.952 02/06/1995]',0.523,0.104,0.027,99.100,-0.168,0.682
'[08:14:56.954 02/06/1995]',0.611,0.042,0.002,99.100,-0.168,0.682
'[08:14:56.956 02/06/1995]',0.691,0.002,-0.074,99.100,-0.168,0.682
'[08:14:56.958 02/06/1995]',0.770,-0.039,-0.175,99.100,-0.168,0.682
'[08:14:56.960 02/06/1995]',0.826,-0.122,-0.302,98.875,-0.181,0.661
'[08:14:56.962 02/06/1995]',0.883,-0.266,-0.453,98.875,-0.181,0.661
'[08:14:56.964 02/06/1995]',0.907,-0.389,-0.631,98.875,-0.181,0.661
'[08:14:56.966 02/06/1995]',0.931,-0.553,-0.833,98.875,-0.181,0.661
'[08:14:56.968 02/06/1995]',0.912,-0.717,-1.010,98.650,-0.198,0.619
'[08:14:56.970 02/06/1995]',0.894,-0.841,-1.187,98.650,-0.198,0.619
'[08:14:56.972 02/06/1995]',0.823,-0.963,-1.314,98.650,-0.198,0.619
'[08:14:56.974 02/06/1995]',0.752,-1.046,-1.390,98.650,-0.198,0.619
'[08:14:56.976 02/06/1995]',0.628,-1.108,-1.439,98.425,-0.217,0.575
'[08:14:56.978 02/06/1995]',0.504,-1.108,-1.439,98.425,-0.217,0.575
'[08:14:56.980 02/06/1995]',0.341,-1.149,-1.439,98.425,-0.217,0.575
'[08:14:56.982 02/06/1995]',0.177,-1.128,-1.390,98.425,-0.217,0.575
'[08:14:56.984 02/06/1995]',0.006,-1.108,-1.314,98.200,-0.242,0.529
'[08:14:56.986 02/06/1995]',-0.164,-1.046,-1.212,98.200,-0.242,0.529
'[08:14:56.988 02/06/1995]',-0.304,-0.984,-1.085,98.200,-0.242,0.529
'[08:14:56.990 02/06/1995]',-0.443,-0.861,-0.934,98.200,-0.242,0.529
'[08:14:56.992 02/06/1995]',-0.522,-0.738,-0.757,97.824,-0.273,0.484
'[08:14:56.994 02/06/1995]',-0.600,-0.614,-0.555,97.824,-0.273,0.484
'[08:14:56.996 02/06/1995]',-0.613,-0.492,-0.428,97.824,-0.273,0.484
'[08:14:56.998 02/06/1995]',-0.626,-0.409,-0.328,97.824,-0.273,0.484
'[08:14:57.000 02/06/1995]',-0.589,-0.347,-0.277,97.449,-0.300,0.439
'[08:14:57.002 02/06/1995]',-0.552,-0.306,-0.226,97.449,-0.300,0.439
'[08:14:57.004 02/06/1995]',-0.492,-0.266,-0.201,97.449,-0.300,0.439
'[08:14:57.006 02/06/1995]',-0.432,-0.225,-0.175,97.449,-0.300,0.439
'[08:14:57.008 02/06/1995]',-0.374,-0.184,-0.150,97.074,-0.333,0.395
'[08:14:57.010 02/06/1995]',-0.316,-0.163,-0.125,97.074,-0.333,0.395
'[08:14:57.012 02/06/1995]',-0.271,-0.142,-0.099,97.074,-0.333,0.395
'[08:14:57.014 02/06/1995]',-0.225,-0.101,-0.074,97.074,-0.333,0.395
'[08:14:57.016 02/06/1995]',-0.195,-0.081,-0.048,96.624,-0.360,0.352
'[08:14:57.018 02/06/1995]',-0.164,-0.039,-0.023,96.624,-0.360,0.352
'[08:14:57.020 02/06/1995]',-0.146,-0.019,0.002,96.624,-0.360,0.352
'[08:14:57.022 02/06/1995]',-0.127,0.002,0.027,96.624,-0.360,0.352
'[08:14:57.024 02/06/1995]',-0.116,0.042,0.052,96.174,-0.391,0.310
'[08:14:57.026 02/06/1995]',-0.105,0.063,0.077,96.174,-0.391,0.310
'[08:14:57.028 02/06/1995]',-0.098,0.083,0.103,96.174,-0.391,0.310
'[08:14:57.030 02/06/1995]',-0.090,0.104,0.128,96.174,-0.391,0.310
'[08:14:57.032 02/06/1995]',-0.084,0.104,0.153,95.649,-0.421,0.270
'[08:14:57.034 02/06/1995]',-0.078,0.104,0.153,95.649,-0.421,0.270
'[08:14:57.036 02/06/1995]',-0.072,0.104,0.153,95.649,-0.421,0.270
'[08:14:57.038 02/06/1995]',-0.066,0.125,0.153,95.649,-0.421,0.270
'[08:14:57.040 02/06/1995]',-0.063,0.125,0.153,95.124,-0.446,0.233
'[08:14:57.042 02/06/1995]',-0.059,0.125,0.153,95.124,-0.446,0.233
'[08:14:57.044 02/06/1995]',-0.056,0.125,0.153,95.124,-0.446,0.233
'[08:14:57.046 02/06/1995]',-0.054,0.125,0.153,95.124,-0.446,0.233
'[08:14:57.048 02/06/1995]',-0.051,0.125,0.153,94.599,-0.473,0.197
'[08:14:57.050 02/06/1995]',-0.048,0.125,0.153,94.599,-0.473,0.197
'[08:14:57.052 02/06/1995]',-0.046,0.125,0.153,94.599,-0.473,0.197
'[08:14:57.054 02/06/1995]',-0.044,0.125,0.153,94.599,-0.473,0.197
'[08:14:57.056 02/06/1995]',-0.042,0.125,0.153,93.998,-0.495,0.162
'[08:14:57.058 02/06/1995]',-0.041,0.125,0.153,93.998,-0.495,0.162
'[08:14:57.060 02/06/1995]',-0.038,0.125,0.153,93.998,-0.495,0.162
'[08:14:57.062 02/06/1995]',-0.035,0.125,0.153,93.998,-0.495,0.162
'[08:14:57.064 02/06/1995]',-0.034,0.125,0.153,93.473,-0.517,0.127
'[08:14:57.066 02/06/1995]',-0.033,0.125,0.153,93.473,-0.517,0.127
'[08:14:57.068 02/06/1995]',-0.033,0.125,0.153,93.473,-0.517,0.127
'[08:14:57.070 02/06/1995]',-0.033,0.125,0.153,93.473,-0.517,0.127
'[08:14:57.072 02/06/1995]',-0.030,0.125,0.153,93.023,-0.536,0.093
'[08:14:57.074 02/06/1995]',-0.028,0.125,0.153,93.023,-0.536,0.093
'[08:14:57.076 02/06/1995]',-0.025,0.125,0.153,93.023,-0.536,0.093
'[08:14:57.078 02/06/1995]',-0.022,0.125,0.153,93.023,-0.536,0.093
'[08:14:57.080 02/06/1995]',-0.024,0.125,0.153,92.573,-0.555,0.060
'[08:14:57.082 02/06/1995]',-0.026,0.125,0.153,92.573,-0.555,0.060
'[08:14:57.084 02/06/1995]',-0.028,0.125,0.153,92.573,-0.555,0.060
'[08:14:57.086 02/06/1995]',-0.030,0.125,0.153,92.573,-0.555,0.060
'[08:14:57.088 02/06/1995]',-0.032,0.125,0.153,92.123,-0.572,0.026
'[08:14:57.090 02/06/1995]',-0.035,0.125,0.153,92.123,-0.572,0.026
'[08:14:57.092 02/06/1995]',-0.038,0.125,0.153,92.123,-0.572,0.026
'[08:14:57.094 02/06/1995]',-0.041,0.125,0.153,92.123,-0.572,0.026
'[08:14:57.096 02/06/1995]',-0.041,0.125,0.153,91.748,-0.589,-0.008
'[08:14:57.098 02/06/1995]',-0.041,0.125,0.153,91.748,-0.589,-0.008
'[08:14:57.100 02/06/1995]',-0.037,0.125,0.153,91.748,-0.589,-0.008
'[08:14:57.102 02/06/1995]',-0.033,0.125,0.153,91.748,-0.589,-0.008
'[08:14:57.104 02/06/1995]',-0.030,0.125,0.153,91.598,-0.597,-0.043
'[08:14:57.106 02/06/1995]',-0.026,0.125,0.153,91.598,-0.597,-0.043
'[08:14:57.108 02/06/1995]',-0.023,0.104,0.153,91.598,-0.597,-0.043
'[08:14:57.110 02/06/1995]',-0.020,0.125,0.153,91.598,-0.597,-0.043
'[08:14:57.112 02/06/1995]',-0.019,0.125,0.153,91.598,-0.608,-0.078
'[08:14:57.114 02/06/1995]',-0.018,0.125,0.153,91.598,-0.608,-0.078
'[08:14:57.116 02/06/1995]',-0.016,0.125,0.153,91.598,-0.608,-0.078
'[08:14:57.118 02/06/1995]',-0.013,0.125,0.153,91.598,-0.608,-0.078
'[08:14:57.120 02/06/1995]',-0.009,0.125,0.153,92.123,-0.616,-0.113
'[08:14:57.122 02/06/1995]',-0.006,0.125,0.153,92.123,-0.616,-0.113
'[08:14:57.124 02/06/1995]',-0.004,0.104,0.153,92.123,-0.616,-0.113
'[08:14:57.126 02/06/1995]',-0.002,0.125,0.153,92.123,-0.616,-0.113
'[08:14:57.128 02/06/1995]',-0.001,0.125,0.153,93.548,-0.622,-0.148
'[08:14:57.130 02/06/1995]',0.000,0.125,0.153,93.548,-0.622,-0.148
'[08:14:57.132 02/06/1995]',-0.001,0.125,0.153,93.548,-0.622,-0.148
'[08:14:57.134 02/06/1995]',-0.002,0.125,0.153,93.548,-0.622,-0.148
'[08:14:57.136 02/06/1995]',-0.005,0.125,0.153,96.099,-0.627,-0.183
'[08:14:57.138 02/06/1995]',-0.007,0.125,0.153,96.099,-0.627,-0.183
'[08:14:57.140 02/06/1995]',-0.009,0.125,0.153,96.099,-0.627,-0.183
'[08:14:57.142 02/06/1995]',-0.011,0.125,0.153,96.099,-0.627,-0.183
'[08:14:57.144 02/06/1995]',-0.009,0.125,0.153,100.150,-0.630,-0.217
'[08:14:57.146 02/06/1995]',-0.007,0.125,0.153,100.150,-0.630,-0.217
'[08:14:57.148 02/06/1995]',-0.003,0.125,0.153,100.150,-0.630,-0.217
'[08:14:57.150 02/06/1995]',0.002,0.125,0.153,100.150,-0.630,-0.217
'[08:14:57.152 02/06/1995]',0.008,0.125,0.153,105.851,-0.632,-0.251
'[08:14:57.154 02/06/1995]',0.015,0.125,0.153,105.851,-0.632,-0.251
'[08:14:57.156 02/06/1995]',0.018,0.125,0.153,105.851,-0.632,-0.251
'[08:14:57.158 02/06/1995]',0.022,0.145,0.153,105.851,-0.632,-0.251
'[08:14:57.160 02/06/1995]',0.024,0.145,0.153,112.903,-0.632,-0.282
'[08:14:57.162 02/06/1995]',0.026,0.145,0.153,112.903,-0.632,-0.282
'[08:14:57.164 02/06/1995]',0.027,0.145,0.153,112.903,-0.632,-0.282
'[08:14:57.166 02/06/1995]',0.028,0.145,0.153,112.903,-0.632,-0.282
'[08:14:57.168 02/06/1995]',0.027,0.145,0.153,120.930,-0.635,-0.312
'[08:14:57.170 02/06/1995]',0.026,0.145,0.153,120.930,-0.635,-0.312
'[08:14:57.172 02/06/1995]',0.027,0.145,0.153,120.930,-0.635,-0.312
'[08:14:57.174 02/06/1995]',0.028,0.145,0.153,120.930,-0.635,-0.312
'[08:14:57.176 02/06/1995]',0.030,0.145,0.153,129.557,-0.625,-0.340
'[08:14:57.178 02/06/1995]',0.031,0.145,0.153,129.557,-0.625,-0.340
'[08:14:57.180 02/06/1995]',0.034,0.145,0.153,129.557,-0.625,-0.340
'[08:14:57.182 02/06/1995]',0.037,0.145,0.153,129.557,-0.625,-0.340
'[08:14:57.184 02/06/1995]',0.039,0.145,0.153,138.260,-0.611,-0.366
'[08:14:57.186 02/06/1995]',0.041,0.166,0.153,138.260,-0.611,-0.366
'[08:14:57.188 02/06/1995]',0.044,0.145,0.153,138.260,-0.611,-0.366
'[08:14:57.190 02/06/1995]',0.048,0.145,0.153,138.260,-0.611,-0.366
'[08:14:57.192 02/06/1995]',0.053,0.145,0.153,146.437,-0.592,-0.388
'[08:14:57.194 02/06/1995]',0.057,0.145,0.153,146.437,-0.592,-0.388
'[08:14:57.196 02/06/1995]',0.062,0.166,0.153,146.437,-0.592,-0.388
'[08:14:57.198 02/06/1995]',0.066,0.166,0.153,146.437,-0.592,-0.388
'[08:14:57.200 02/06/1995]',0.071,0.166,0.153,153.638,-0.558,-0.408
'[08:14:57.202 02/06/1995]',0.076,0.166,0.153,153.638,-0.558,-0.408
'[08:14:57.204 02/06/1995]',0.078,0.166,0.153,153.638,-0.558,-0.408
'[08:14:57.206 02/06/1995]',0.081,0.166,0.153,153.638,-0.558,-0.408
'[08:14:57.208 02/06/1995]',0.081,0.166,0.153,159.565,-0.514,-0.425
'[08:14:57.210 02/06/1995]',0.081,0.166,0.179,159.565,-0.514,-0.425
'[08:14:57.212 02/06/1995]',0.080,0.166,0.179,159.565,-0.514,-0.425
'[08:14:57.214 02/06/1995]',0.079,0.166,0.153,159.565,-0.514,-0.425
'[08:14:57.216 02/06/1995]',0.077,0.166,0.153,163.916,-0.462,-0.440
'[08:14:57.218 02/06/1995]',0.074,0.166,0.153,163.916,-0.462,-0.440
'[08:14:57.220 02/06/1995]',0.070,0.166,0.153,163.916,-0.462,-0.440
'[08:14:57.222 02/06/1995]',0.066,0.166,0.153,163.916,-0.462,-0.440
'[08:14:57.224 02/06/1995]',0.066,0.166,0.153,166.767,-0.399,-0.454
'[08:14:57.226 02/06/1995]',0.066,0.145,0.153,166.767,-0.399,-0.454
'[08:14:57.228 02/06/1995]',0.067,0.145,0.153,166.767,-0.399,-0.454
'[08:14:57.230 02/06/1995]',0.068,0.145,0.153,166.767,-0.399,-0.454
'[08:14:57.232 02/06/1995]',0.071,0.145,0.153,168.342,-0.328,-0.466
'[08:14:57.234 02/06/1995]',0.074,0.145,0.153,168.342,-0.328,-0.466
'[08:14:57.236 02/06/1995]',0.074,0.145,0.153,168.342,-0.328,-0.466
'[08:14:57.238 02/06/1995]',0.074,0.125,0.128,168.342,-0.328,-0.466
'[08:14:57.240 02/06/1995]',0.072,0.125,0.128,168.567,-0.247,-0.477
'[08:14:57.242 02/06/1995]',0.070,0.125,0.153,168.567,-0.247,-0.477
'[08:14:57.244 02/06/1995]',0.065,0.125,0.128,168.567,-0.247,-0.477
'[08:14:57.246 02/06/1995]',0.059,0.125,0.128,168.567,-0.247,-0.477
'[08:14:57.248 02/06/1995]',0.052,0.104,0.128,167.817,-0.168,-0.487
'[08:14:57.250 02/06/1995]',0.044,0.104,0.103,167.817,-0.168,-0.487
'[08:14:57.252 02/06/1995]',0.038,0.104,0.103,167.817,-0.168,-0.487
'[08:14:57.254 02/06/1995]',0.031,0.104,0.103,167.817,-0.168,-0.487
'[08:14:57.256 02/06/1995]',0.029,0.104,0.103,166.317,-0.091,-0.497
'[08:14:57.258 02/06/1995]',0.026,0.104,0.103,166.317,-0.091,-0.497
'[08:14:57.260 02/06/1995]',0.026,0.104,0.103,166.317,-0.091,-0.497
'[08:14:57.262 02/06/1995]',0.026,0.083,0.103,166.317,-0.091,-0.497
'[08:14:57.264 02/06/1995]',0.026,0.083,0.077,164.291,-0.014,-0.505
'[08:14:57.266 02/06/1995]',0.026,0.083,0.077,164.291,-0.014,-0.505
'[08:14:57.268 02/06/1995]',0.025,0.083,0.077,164.291,-0.014,-0.505
'[08:14:57.270 02/06/1995]',0.024,0.083,0.077,164.291,-0.014,-0.505
'[08:14:57.272 02/06/1995]',0.021,0.063,0.077,161.740,0.055,-0.513
'[08:14:57.274 02/06/1995]',0.018,0.063,0.077,161.740,0.055,-0.513
'[08:14:57.276 02/06/1995]',0.016,0.063,0.077,161.740,0.055,-0.513
'[08:14:57.278 02/06/1995]',0.013,0.063,0.077,161.740,0.055,-0.513
'[08:14:57.280 02/06/1995]',0.011,0.042,0.052,158.890,0.113,-0.519
'[08:14:57.282 02/06/1995]',0.009,0.042,0.052,158.890,0.113,-0.519
'[08:14:57.284 02/06/1995]',0.009,0.042,0.052,158.890,0.113,-0.519
'[08:14:57.286 02/06/1995]',0.009,0.042,0.052,158.890,0.113,-0.519
'[08:14:57.288 02/06/1995]',0.009,0.042,0.027,155.814,0.165,-0.525
'[08:14:57.290 02/06/1995]',0.009,0.042,0.027,155.814,0.165,-0.525
'[08:14:57.292 02/06/1995]',0.008,0.042,0.052,155.814,0.165,-0.525
'[08:14:57.294 02/06/1995]',0.007,0.042,0.027,155.814,0.165,-0.525
'[08:14:57.296 02/06/1995]',0.006,0.022,0.027,152.363,0.201,-0.529
'[08:14:57.298 02/06/1995]',0.006,0.022,0.027,152.363,0.201,-0.529
'[08:14:57.300 02/06/1995]',0.006,0.022,0.027,152.363,0.201,-0.529
'[08:14:57.302 02/06/1995]',0.006,0.022,0.027,152.363,0.201,-0.529
'[08:14:57.304 02/06/1995]',0.006,0.022,0.027,148.837,0.228,-0.533
'[08:14:57.306 02/06/1995]',0.006,0.002,0.002,148.837,0.228,-0.533
'[08:14:57.308 02/06/1995]',0.006,0.022,0.027,148.837,0.228,-0.533
'[08:14:57.310 02/06/1995]',0.006,0.002,0.002,148.837,0.228,-0.533
'[08:14:57.312 02/06/1995]',0.006,0.022,0.027,145.011,0.242,-0.536
'[08:14:57.314 02/06/1995]',0.006,0.002,0.002,145.011,0.242,-0.536
'[08:14:57.316 02/06/1995]',0.006,0.002,0.002,145.011,0.242,-0.536
'[08:14:57.318 02/06/1995]',0.006,0.002,0.002,145.011,0.242,-0.536
'[08:14:57.320 02/06/1995]',0.006,0.002,0.002,140.960,0.244,-0.539
'[08:14:57.322 02/06/1995]',0.006,0.002,0.002,140.960,0.244,-0.539
'[08:14:57.324 02/06/1995]',0.006,0.002,0.002,140.960,0.244,-0.539
'[08:14:57.326 02/06/1995]',0.006,0.002,0.002,140.960,0.244,-0.539
'[08:14:57.328 02/06/1995]',0.006,0.002,0.002,136.609,0.236,-0.542
'[08:14:57.330 02/06/1995]',0.006,0.002,0.002,136.609,0.236,-0.542
'[08:14:57.332 02/06/1995]',0.006,0.002,0.002,136.609,0.236,-0.542
'[08:14:57.334 02/06/1995]',0.006,0.002,0.002,136.609,0.236,-0.542
'[08:14:57.336 02/06/1995]',0.005,0.002,0.002,131.958,0.220,-0.545
'[08:14:57.338 02/06/1995]',0.004,0.002,0.002,131.958,0.220,-0.545
'[08:14:57.340 02/06/1995]',0.002,0.002,0.002,131.958,0.220,-0.545
'[08:14:57.342 02/06/1995]',0.000,0.002,0.002,131.958,0.220,-0.545
'[08:14:57.344 02/06/1995]',-0.001,0.002,0.002,127.307,0.193,-0.547
'[08:14:57.346 02/06/1995]',-0.002,0.002,0.002,127.307,0.193,-0.547
'[08:14:57.348 02/06/1995]',-0.001,0.002,0.002,127.307,0.193,-0.547
'[08:14:57.350 02/06/1995]',0.000,0.002,0.002,127.307,0.193,-0.547
'[08:14:57.352 02/06/1995]',0.000,0.002,0.002,122.581,0.151,-0.549
'[08:14:57.354 02/06/1995]',0.000,0.002,0.002,122.581,0.151,-0.549
'[08:14:57.356 02/06/1995]',0.001,0.002,0.002,122.581,0.151,-0.549
'[08:14:57.358 02/06/1995]',0.002,0.002,0.002,122.581,0.151,-0.549
'[08:14:57.360 02/06/1995]',0.004,0.002,0.002,118.455,0.107,-0.550
'[08:14:57.362 02/06/1995]',0.006,0.002,0.002,118.455,0.107,-0.550
'[08:14:57.364 02/06/1995]',0.006,0.002,0.002,118.455,0.107,-0.550
'[08:14:57.366 02/06/1995]',0.006,0.002,0.002,118.455,0.107,-0.550
'[08:14:57.368 02/06/1995]',0.006,0.002,0.002,115.079,0.055,-0.551
'[08:14:57.370 02/06/1995]',0.006,0.002,0.002,115.079,0.055,-0.551
'[08:14:57.372 02/06/1995]',0.006,0.002,0.002,115.079,0.055,-0.551
'[08:14:57.374 02/06/1995]',0.006,0.002,0.027,115.079,0.055,-0.551
'[08:14:57.376 02/06/1995]',0.006,0.002,0.002,112.678,-0.003,-0.550
'[08:14:57.378 02/06/1995]',0.006,0.002,0.002,112.678,-0.003,-0.550
'[08:14:57.380 02/06/1995]',0.006,0.002,0.002,112.678,-0.003,-0.550
'[08:14:57.382 02/06/1995]',0.007,0.002,0.027,112.678,-0.003,-0.550
'[08:14:57.384 02/06/1995]',0.009,0.002,0.027,111.253,-0.064,-0.549
'[08:14:57.386 02/06/1995]',0.011,0.002,0.027,111.253,-0.064,-0.549
'[08:14:57.388 02/06/1995]',0.014,0.002,0.027,111.253,-0.064,-0.549
'[08:14:57.390 02/06/1995]',0.017,0.002,0.027,111.253,-0.064,-0.549
'[08:14:57.392 02/06/1995]',0.018,0.022,0.027,110.653,-0.135,-0.546
'[08:14:57.394 02/06/1995]',0.018,0.022,0.027,110.653,-0.135,-0.546
'[08:14:57.396 02/06/1995]',0.020,0.022,0.027,110.653,-0.135,-0.546
'[08:14:57.398 02/06/1995]',0.022,0.022,0.027,110.653,-0.135,-0.546
'[08:14:57.400 02/06/1995]',0.025,0.022,0.027,110.803,-0.203,-0.543
'[08:14:57.402 02/06/1995]',0.028,0.022,0.027,110.803,-0.203,-0.543
'[08:14:57.404 02/06/1995]',0.030,0.022,0.027,110.803,-0.203,-0.543
'[08:14:57.406 02/06/1995]',0.033,0.002,0.027,110.803,-0.203,-0.543
'[08:14:57.408 02/06/1995]',0.033,0.022,0.027,111.403,-0.273,-0.537
'[08:14:57.410 02/06/1995]',0.033,0.022,0.027,111.403,-0.273,-0.537
'[08:14:57.412 02/06/1995]',0.030,0.022,0.027,111.403,-0.273,-0.537
'[08:14:57.414 02/06/1995]',0.028,0.022,0.027,111.403,-0.273,-0.537
'[08:14:57.416 02/06/1995]',0.026,0.022,0.027,112.303,-0.341,-0.528
'[08:14:57.418 02/06/1995]',0.024,0.022,0.027,112.303,-0.341,-0.528
'[08:14:57.420 02/06/1995]',0.022,0.022,0.027,112.303,-0.341,-0.528
'[08:14:57.422 02/06/1995]',0.020,0.022,0.027,112.303,-0.341,-0.528
'[08:14:57.424 02/06/1995]',0.020,0.022,0.027,113.203,-0.402,-0.517
'[08:14:57.426 02/06/1995]',0.020,0.022,0.002,113.203,-0.402,-0.517
'[08:14:57.428 02/06/1995]',0.025,0.022,0.027,113.203,-0.402,-0.517
'[08:14:57.430 02/06/1995]',0.030,0.022,0.002,113.203,-0.402,-0.517
'[08:14:57.432 02/06/1995]',0.036,0.022,0.027,113.953,-0.460,-0.503
'[08:14:57.434 02/06/1995]',0.042,0.022,0.002,113.953,-0.460,-0.503
'[08:14:57.436 02/06/1995]',0.049,0.022,0.002,113.953,-0.460,-0.503
'[08:14:57.438 02/06/1995]',0.055,0.022,0.002,113.953,-0.460,-0.503
'[08:14:57.440 02/06/1995]',0.059,0.022,0.002,114.554,-0.506,-0.487
'[08:14:57.442 02/06/1995]',0.063,0.022,0.002,114.554,-0.506,-0.487
'[08:14:57.444 02/06/1995]',0.065,0.022,0.002,114.554,-0.506,-0.487
'[08:14:57.446 02/06/1995]',0.066,0.002,0.002,114.554,-0.506,-0.487
'[08:14:57.448 02/06/1995]',0.067,0.002,0.002,114.779,-0.547,-0.470
'[08:14:57.450 02/06/1995]',0.068,0.002,0.002,114.779,-0.547,-0.470
'[08:14:57.452 02/06/1995]',0.071,0.022,0.002,114.779,-0.547,-0.470
'[08:14:57.454 02/06/1995]',0.074,0.002,0.002,114.779,-0.547,-0.470
'[08:14:57.456 02/06/1995]',0.075,0.002,0.002,114.704,-0.578,-0.453
'[08:14:57.458 02/06/1995]',0.076,0.002,0.002,114.704,-0.578,-0.453
'[08:14:57.460 02/06/1995]',0.078,0.002,0.002,114.704,-0.578,-0.453
'[08:14:57.462 02/06/1995]',0.081,0.002,0.002,114.704,-0.578,-0.453
'[08:14:57.464 02/06/1995]',0.084,0.002,0.002,114.254,-0.603,-0.435
'[08:14:57.466 02/06/1995]',0.087,0.002,0.002,114.254,-0.603,-0.435
'[08:14:57.468 02/06/1995]',0.088,0.002,0.002,114.254,-0.603,-0.435
'[08:14:57.470 02/06/1995]',0.089,0.002,0.002,114.254,-0.603,-0.435
'[08:14:57.472 02/06/1995]',0.088,0.002,0.002,113.578,-0.616,-0.418
'[08:14:57.474 02/06/1995]',0.087,0.002,0.002,113.578,-0.616,-0.418
'[08:14:57.476 02/06/1995]',0.087,0.002,0.002,113.578,-0.616,-0.418
'[08:14:57.478 02/06/1995]',0.087,0.002,0.002,113.578,-0.616,-0.418
'[08:14:57.480 02/06/1995]',0.086,0.002,0.002,112.678,-0.625,-0.403
'[08:14:57.482 02/06/1995]',0.085,0.002,0.002,112.678,-0.625,-0.403
'[08:14:57.484 02/06/1995]',0.081,0.002,-0.023,112.678,-0.625,-0.403
'[08:14:57.486 02/06/1995]',0.078,-0.019,-0.023,112.678,-0.625,-0.403
'[08:14:57.488 02/06/1995]',0.071,-0.019,-0.023,111.553,-0.630,-0.391
'[08:14:57.490 02/06/1995]',0.065,-0.019,-0.023,111.553,-0.630,-0.391
'[08:14:57.492 02/06/1995]',0.058,-0.039,-0.023,111.553,-0.630,-0.391
'[08:14:57.494 02/06/1995]',0.052,-0.039,-0.023,111.553,-0.630,-0.391
'[08:14:57.496 02/06/1995]',0.048,-0.039,-0.048,110.353,-0.630,-0.380
'[08:14:57.498 02/06/1995]',0.044,-0.039,-0.048,110.353,-0.630,-0.380
'[08:14:57.500 02/06/1995]',0.042,-0.039,-0.048,110.353,-0.630,-0.380
'[08:14:57.502 02/06/1995]',0.039,-0.039,-0.048,110.353,-0.630,-0.380
'[08:14:57.504 02/06/1995]',0.036,-0.039,-0.048,109.152,-0.625,-0.373
'[08:14:57.506 02/06/1995]',0.033,-0.039,-0.048,109.152,-0.625,-0.373
'[08:14:57.508 02/06/1995]',0.029,-0.039,-0.023,109.152,-0.625,-0.373
'[08:14:57.510 02/06/1995]',0.024,-0.039,-0.023,109.152,-0.625,-0.373
'[08:14:57.512 02/06/1995]',0.021,-0.039,-0.023,107.802,-0.622,-0.369
'[08:14:57.514 02/06/1995]',0.018,-0.039,-0.023,107.802,-0.622,-0.369
'[08:14:57.516 02/06/1995]',0.016,-0.019,-0.023,107.802,-0.622,-0.369
'[08:14:57.518 02/06/1995]',0.013,-0.019,0.002,107.802,-0.622,-0.369
'[08:14:57.520 02/06/1995]',0.012,-0.019,0.002,106.677,-0.622,-0.368
'[08:14:57.522 02/06/1995]',0.011,-0.019,0.002,106.677,-0.622,-0.368
'[08:14:57.524 02/06/1995]',0.013,-0.019,0.002,106.677,-0.622,-0.368
'[08:14:57.526 02/06/1995]',0.015,-0.019,0.002,106.677,-0.622,-0.368
'[08:14:57.528 02/06/1995]',0.017,-0.019,0.002,105.476,-0.619,-0.369
'[08:14:57.530 02/06/1995]',0.018,-0.039,0.002,105.476,-0.619,-0.369
'[08:14:57.532 02/06/1995]',0.019,-0.039,0.002,105.476,-0.619,-0.369
'[08:14:57.534 02/06/1995]',0.020,-0.039,0.002,105.476,-0.619,-0.369
'[08:14:57.536 02/06/1995]',0.019,-0.039,-0.023,104.351,-0.616,-0.374
'[08:14:57.538 02/06/1995]',0.018,-0.060,-0.023,104.351,-0.616,-0.374
'[08:14:57.540 02/06/1995]',0.015,-0.060,-0.023,104.351,-0.616,-0.374
'[08:14:57.542 02/06/1995]',0.011,-0.060,-0.023,104.351,-0.616,-0.374
'[08:14:57.544 02/06/1995]',0.003,-0.060,-0.023,103.376,-0.619,-0.380
'[08:14:57.546 02/06/1995]',-0.006,-0.039,0.002,103.376,-0.619,-0.380
'[08:14:57.548 02/06/1995]',-0.013,-0.039,0.002,103.376,-0.619,-0.380
