'Time and date','II','MCL1','V','ABP','PLETH','RESP'
'[18:14:07.478 19/11/1995]',-0.024,-0.024,0.003,71.600,0.000,-0.302
'[18:14:07.480 19/11/1995]',0.001,-0.024,0.003,70.950,0.000,-0.301
'[18:14:07.482 19/11/1995]',0.025,-0.030,0.003,70.950,0.000,-0.301
'[18:14:07.484 19/11/1995]',0.050,-0.036,0.003,70.950,0.000,-0.301
'[18:14:07.486 19/11/1995]',0.075,-0.036,0.003,70.950,0.000,-0.301
'[18:14:07.488 19/11/1995]',0.118,-0.054,-0.029,70.400,0.000,-0.301
'[18:14:07.490 19/11/1995]',0.162,-0.066,-0.029,70.400,0.000,-0.301
'[18:14:07.492 19/11/1995]',0.212,-0.072,-0.060,70.400,0.000,-0.301
'[18:14:07.494 19/11/1995]',0.261,-0.089,-0.060,70.400,0.000,-0.301
'[18:14:07.496 19/11/1995]',0.280,-0.089,-0.091,69.950,0.000,-0.300
'[18:14:07.498 19/11/1995]',0.299,-0.089,-0.091,69.950,0.000,-0.300
'[18:14:07.500 19/11/1995]',0.305,-0.089,-0.091,69.950,0.000,-0.300
'[18:14:07.502 19/11/1995]',0.311,-0.072,-0.091,69.950,0.000,-0.300
'[18:14:07.504 19/11/1995]',0.311,-0.078,-0.060,69.400,0.000,-0.299
'[18:14:07.506 19/11/1995]',0.305,-0.089,-0.091,69.400,0.000,-0.299
'[18:14:07.508 19/11/1995]',0.305,-0.101,-0.091,69.400,0.000,-0.299
'[18:14:07.510 19/11/1995]',0.311,-0.114,-0.091,69.400,0.000,-0.299
'[18:14:07.512 19/11/1995]',0.305,-0.114,-0.091,68.950,0.000,-0.298
'[18:14:07.514 19/11/1995]',0.286,-0.114,-0.091,68.950,0.000,-0.298
'[18:14:07.516 19/11/1995]',0.261,-0.132,-0.060,68.950,0.000,-0.298
'[18:14:07.518 19/11/1995]',0.218,-0.132,-0.091,68.950,0.000,-0.298
'[18:14:07.520 19/11/1995]',0.175,-0.132,-0.060,68.450,0.000,-0.297
'[18:14:07.522 19/11/1995]',0.143,-0.114,-0.029,68.450,0.000,-0.297
'[18:14:07.524 19/11/1995]',0.100,-0.095,-0.029,68.450,0.000,-0.297
'[18:14:07.526 19/11/1995]',0.056,-0.072,-0.029,68.450,0.000,-0.297
'[18:14:07.528 19/11/1995]',0.013,-0.048,0.003,68.000,0.000,-0.295
'[18:14:07.530 19/11/1995]',-0.024,-0.011,0.003,68.000,0.000,-0.295
'[18:14:07.532 19/11/1995]',-0.049,0.006,0.003,68.000,0.000,-0.295
'[18:14:07.534 19/11/1995]',-0.074,0.024,0.003,68.000,0.000,-0.295
'[18:14:07.536 19/11/1995]',-0.099,0.030,0.033,67.550,0.000,-0.294
'[18:14:07.538 19/11/1995]',-0.105,0.036,0.033,67.550,0.000,-0.294
'[18:14:07.540 19/11/1995]',-0.118,0.036,0.033,67.550,0.000,-0.294
'[18:14:07.542 19/11/1995]',-0.118,0.036,0.033,67.550,0.000,-0.294
'[18:14:07.544 19/11/1995]',-0.124,0.030,0.033,67.200,0.000,-0.292
'[18:14:07.546 19/11/1995]',-0.118,0.036,0.033,67.200,0.000,-0.292
'[18:14:07.548 19/11/1995]',-0.105,0.048,0.033,67.200,0.000,-0.292
'[18:14:07.550 19/11/1995]',-0.118,0.036,0.033,67.200,0.000,-0.292
'[18:14:07.552 19/11/1995]',-0.124,0.048,0.033,66.750,0.000,-0.290
'[18:14:07.554 19/11/1995]',-0.124,0.036,0.033,66.750,0.000,-0.290
'[18:14:07.556 19/11/1995]',-0.124,0.036,0.033,66.750,0.000,-0.290
'[18:14:07.558 19/11/1995]',-0.124,0.036,0.033,66.750,0.000,-0.290
'[18:14:07.560 19/11/1995]',-0.124,0.036,0.033,66.400,0.000,-0.287
'[18:14:07.562 19/11/1995]',-0.124,0.036,0.033,66.400,0.000,-0.287
'[18:14:07.564 19/11/1995]',-0.118,0.036,0.033,66.400,0.000,-0.287
'[18:14:07.566 19/11/1995]',-0.105,0.048,0.033,66.400,0.000,-0.287
'[18:14:07.568 19/11/1995]',-0.105,0.048,0.033,66.050,0.000,-0.285
'[18:14:07.570 19/11/1995]',-0.099,0.036,0.033,66.050,0.000,-0.285
'[18:14:07.572 19/11/1995]',-0.093,0.036,0.033,66.050,0.000,-0.285
'[18:14:07.574 19/11/1995]',-0.093,0.036,0.033,66.050,0.000,-0.285
'[18:14:07.576 19/11/1995]',-0.074,0.030,0.003,65.650,0.000,-0.283
'[18:14:07.578 19/11/1995]',-0.074,0.030,0.033,65.650,0.000,-0.283
'[18:14:07.580 19/11/1995]',-0.074,0.024,0.033,65.650,0.000,-0.283
'[18:14:07.582 19/11/1995]',-0.068,0.024,0.003,65.650,0.000,-0.283
'[18:14:07.584 19/11/1995]',-0.056,0.024,0.033,65.300,0.000,-0.282
'[18:14:07.586 19/11/1995]',-0.056,0.024,0.003,65.300,0.000,-0.282
'[18:14:07.588 19/11/1995]',-0.056,0.024,0.033,65.300,0.000,-0.282
'[18:14:07.590 19/11/1995]',-0.056,0.012,0.003,65.300,0.000,-0.282
'[18:14:07.592 19/11/1995]',-0.056,0.012,0.003,64.950,0.000,-0.280
'[18:14:07.594 19/11/1995]',-0.049,0.012,0.003,64.950,0.000,-0.280
'[18:14:07.596 19/11/1995]',-0.049,0.024,0.033,64.950,0.000,-0.280
'[18:14:07.598 19/11/1995]',-0.049,0.024,0.033,64.950,0.000,-0.280
'[18:14:07.600 19/11/1995]',-0.049,0.012,0.003,64.600,0.000,-0.279
'[18:14:07.602 19/11/1995]',-0.037,0.012,0.003,64.600,0.000,-0.279
'[18:14:07.604 19/11/1995]',-0.049,0.012,0.003,64.600,0.000,-0.279
'[18:14:07.606 19/11/1995]',-0.037,0.006,0.003,64.600,0.000,-0.279
'[18:14:07.608 19/11/1995]',-0.037,0.001,0.003,64.300,0.000,-0.278
'[18:14:07.610 19/11/1995]',-0.031,0.001,0.003,64.300,0.000,-0.278
'[18:14:07.612 19/11/1995]',-0.031,0.006,0.003,64.300,0.000,-0.278
'[18:14:07.614 19/11/1995]',-0.031,0.006,0.003,64.300,0.000,-0.278
'[18:14:07.616 19/11/1995]',-0.031,0.006,0.003,63.950,0.000,-0.277
'[18:14:07.618 19/11/1995]',-0.031,0.006,0.003,63.950,0.000,-0.277
'[18:14:07.620 19/11/1995]',-0.037,0.006,0.003,63.950,0.000,-0.277
'[18:14:07.622 19/11/1995]',-0.031,0.006,0.003,63.950,0.000,-0.277
'[18:14:07.624 19/11/1995]',-0.037,0.001,0.003,63.600,0.000,-0.277
'[18:14:07.626 19/11/1995]',-0.037,0.001,0.003,63.600,0.000,-0.277
'[18:14:07.628 19/11/1995]',-0.031,0.006,0.003,63.600,0.000,-0.277
'[18:14:07.630 19/11/1995]',-0.024,0.006,0.003,63.600,0.000,-0.277
'[18:14:07.632 19/11/1995]',-0.024,0.012,0.003,63.250,0.000,-0.276
'[18:14:07.634 19/11/1995]',-0.031,0.012,0.003,63.250,0.000,-0.276
'[18:14:07.636 19/11/1995]',-0.024,0.006,0.003,63.250,0.000,-0.276
'[18:14:07.638 19/11/1995]',-0.024,0.006,0.003,63.250,0.000,-0.276
'[18:14:07.640 19/11/1995]',-0.012,0.001,0.003,62.950,0.000,-0.275
'[18:14:07.642 19/11/1995]',-0.024,0.001,0.003,62.950,0.000,-0.275
'[18:14:07.644 19/11/1995]',-0.024,0.001,0.003,62.950,0.000,-0.275
'[18:14:07.646 19/11/1995]',-0.024,0.001,0.003,62.950,0.000,-0.275
'[18:14:07.648 19/11/1995]',-0.024,0.006,0.003,62.600,0.000,-0.275
'[18:14:07.650 19/11/1995]',-0.012,0.012,0.003,62.600,0.000,-0.275
'[18:14:07.652 19/11/1995]',-0.024,0.006,0.003,62.600,0.000,-0.275
'[18:14:07.654 19/11/1995]',-0.024,0.006,0.003,62.600,0.000,-0.275
'[18:14:07.656 19/11/1995]',-0.024,0.006,0.003,62.250,0.000,-0.275
'[18:14:07.658 19/11/1995]',-0.012,0.006,0.003,62.250,0.000,-0.275
'[18:14:07.660 19/11/1995]',-0.012,0.006,0.003,62.250,0.000,-0.275
'[18:14:07.662 19/11/1995]',-0.012,0.006,0.003,62.250,0.000,-0.275
'[18:14:07.664 19/11/1995]',-0.012,0.006,0.003,61.950,0.000,-0.274
'[18:14:07.666 19/11/1995]',-0.006,0.012,0.003,61.950,0.000,-0.274
'[18:14:07.668 19/11/1995]',-0.006,0.012,0.003,61.950,0.000,-0.274
'[18:14:07.670 19/11/1995]',-0.006,0.012,0.003,61.950,0.000,-0.274
'[18:14:07.672 19/11/1995]',-0.012,0.006,0.003,61.600,0.000,-0.273
'[18:14:07.674 19/11/1995]',-0.006,0.006,0.003,61.600,0.000,-0.273
'[18:14:07.676 19/11/1995]',-0.006,0.001,0.003,61.600,0.000,-0.273
'[18:14:07.678 19/11/1995]',0.001,0.006,0.003,61.600,0.000,-0.273
'[18:14:07.680 19/11/1995]',0.001,0.006,0.003,61.300,0.000,-0.271
'[18:14:07.682 19/11/1995]',0.001,0.012,0.003,61.300,0.000,-0.271
'[18:14:07.684 19/11/1995]',0.001,0.012,0.003,61.300,0.000,-0.271
'[18:14:07.686 19/11/1995]',-0.006,0.012,0.003,61.300,0.000,-0.271
'[18:14:07.688 19/11/1995]',-0.006,0.006,0.003,61.050,0.000,-0.268
'[18:14:07.690 19/11/1995]',0.001,0.001,0.003,61.050,0.000,-0.268
'[18:14:07.692 19/11/1995]',0.001,0.001,0.003,61.050,0.000,-0.268
'[18:14:07.694 19/11/1995]',0.007,0.001,0.003,61.050,0.000,-0.268
'[18:14:07.696 19/11/1995]',0.007,0.006,0.003,60.800,0.000,-0.265
'[18:14:07.698 19/11/1995]',0.007,0.012,0.003,60.800,0.000,-0.265
'[18:14:07.700 19/11/1995]',0.007,0.012,0.003,60.800,0.000,-0.265
'[18:14:07.702 19/11/1995]',0.007,0.012,0.003,60.800,0.000,-0.265
'[18:14:07.704 19/11/1995]',0.007,0.024,0.003,60.750,0.000,-0.263
'[18:14:07.706 19/11/1995]',0.007,0.012,0.003,60.750,0.000,-0.263
'[18:14:07.708 19/11/1995]',0.013,0.012,0.003,60.750,0.000,-0.263
'[18:14:07.710 19/11/1995]',0.013,0.006,0.003,60.750,0.000,-0.263
'[18:14:07.712 19/11/1995]',0.025,0.012,0.003,60.800,0.000,-0.261
'[18:14:07.714 19/11/1995]',0.025,0.024,0.003,60.800,0.000,-0.261
'[18:14:07.716 19/11/1995]',0.025,0.012,0.003,60.800,0.000,-0.261
'[18:14:07.718 19/11/1995]',0.025,0.024,0.003,60.800,0.000,-0.261
'[18:14:07.720 19/11/1995]',0.025,0.024,0.003,61.200,0.000,-0.259
'[18:14:07.722 19/11/1995]',0.031,0.012,0.003,61.200,0.000,-0.259
'[18:14:07.724 19/11/1995]',0.031,0.012,0.003,61.200,0.000,-0.259
'[18:14:07.726 19/11/1995]',0.038,0.012,0.003,61.200,0.000,-0.259
'[18:14:07.728 19/11/1995]',0.038,0.012,-0.029,61.900,0.000,-0.258
'[18:14:07.730 19/11/1995]',0.038,0.024,0.003,61.900,0.000,-0.258
'[18:14:07.732 19/11/1995]',0.031,0.024,0.003,61.900,0.000,-0.258
'[18:14:07.734 19/11/1995]',0.038,0.030,0.003,61.900,0.000,-0.258
'[18:14:07.736 19/11/1995]',0.038,0.024,0.003,63.000,0.000,-0.257
'[18:14:07.738 19/11/1995]',0.031,0.024,0.003,63.000,0.000,-0.257
'[18:14:07.740 19/11/1995]',0.031,0.012,0.003,63.000,0.000,-0.257
'[18:14:07.742 19/11/1995]',0.031,0.012,0.003,63.000,0.000,-0.257
'[18:14:07.744 19/11/1995]',0.050,0.024,0.003,64.500,0.000,-0.257
'[18:14:07.746 19/11/1995]',0.050,0.012,0.003,64.500,0.000,-0.257
'[18:14:07.748 19/11/1995]',0.050,0.012,0.003,64.500,0.000,-0.257
'[18:14:07.750 19/11/1995]',0.050,0.012,0.003,64.500,0.000,-0.257
'[18:14:07.752 19/11/1995]',0.050,0.024,0.003,66.350,0.000,-0.258
'[18:14:07.754 19/11/1995]',0.050,0.012,0.003,66.350,0.000,-0.258
'[18:14:07.756 19/11/1995]',0.050,0.012,0.003,66.350,0.000,-0.258
'[18:14:07.758 19/11/1995]',0.050,0.012,0.003,66.350,0.000,-0.258
'[18:14:07.760 19/11/1995]',0.056,0.012,0.003,68.400,0.000,-0.259
'[18:14:07.762 19/11/1995]',0.050,0.012,0.003,68.400,0.000,-0.259
'[18:14:07.764 19/11/1995]',0.050,0.024,0.003,68.400,0.000,-0.259
'[18:14:07.766 19/11/1995]',0.056,0.024,0.003,68.400,0.000,-0.259
'[18:14:07.768 19/11/1995]',0.050,0.024,0.003,70.650,0.000,-0.262
'[18:14:07.770 19/11/1995]',0.050,0.012,0.003,70.650,0.000,-0.262
'[18:14:07.772 19/11/1995]',0.038,0.012,0.003,70.650,0.000,-0.262
'[18:14:07.774 19/11/1995]',0.038,0.012,0.003,70.650,0.000,-0.262
'[18:14:07.776 19/11/1995]',0.038,0.006,0.003,72.850,0.000,-0.266
'[18:14:07.778 19/11/1995]',0.038,0.006,0.003,72.850,0.000,-0.266
'[18:14:07.780 19/11/1995]',0.038,0.012,0.003,72.850,0.000,-0.266
'[18:14:07.782 19/11/1995]',0.031,0.012,0.003,72.850,0.000,-0.266
'[18:14:07.784 19/11/1995]',0.031,0.012,0.003,75.050,0.000,-0.272
'[18:14:07.786 19/11/1995]',0.025,0.006,0.003,75.050,0.000,-0.272
'[18:14:07.788 19/11/1995]',0.025,0.012,0.003,75.050,0.000,-0.272
'[18:14:07.790 19/11/1995]',0.025,0.006,0.003,75.050,0.000,-0.272
'[18:14:07.792 19/11/1995]',0.013,0.006,0.003,77.200,0.000,-0.277
'[18:14:07.794 19/11/1995]',0.013,0.001,0.003,77.200,0.000,-0.277
'[18:14:07.796 19/11/1995]',0.013,0.006,0.003,77.200,0.000,-0.277
'[18:14:07.798 19/11/1995]',0.013,0.006,0.003,77.200,0.000,-0.277
'[18:14:07.800 19/11/1995]',0.013,0.006,0.003,79.200,0.000,-0.282
'[18:14:07.802 19/11/1995]',0.007,0.012,0.003,79.200,0.000,-0.282
'[18:14:07.804 19/11/1995]',0.007,0.006,0.003,79.200,0.000,-0.282
'[18:14:07.806 19/11/1995]',0.001,0.001,0.003,79.200,0.000,-0.282
'[18:14:07.808 19/11/1995]',0.001,0.001,0.003,81.000,0.000,-0.287
'[18:14:07.810 19/11/1995]',0.001,-0.005,0.003,81.000,0.000,-0.287
'[18:14:07.812 19/11/1995]',0.001,0.001,0.003,81.000,0.000,-0.287
'[18:14:07.814 19/11/1995]',0.007,0.001,0.003,81.000,0.000,-0.287
'[18:14:07.816 19/11/1995]',0.001,0.006,0.003,82.600,0.000,-0.290
'[18:14:07.818 19/11/1995]',-0.006,0.001,0.003,82.600,0.000,-0.290
'[18:14:07.820 19/11/1995]',-0.012,0.001,0.003,82.600,0.000,-0.290
'[18:14:07.822 19/11/1995]',-0.012,0.001,0.003,82.600,0.000,-0.290
'[18:14:07.824 19/11/1995]',-0.012,0.001,0.003,83.900,0.000,-0.294
'[18:14:07.826 19/11/1995]',-0.012,0.001,0.003,83.900,0.000,-0.294
'[18:14:07.828 19/11/1995]',-0.012,0.001,0.003,83.900,0.000,-0.294
'[18:14:07.830 19/11/1995]',-0.012,-0.005,0.003,83.900,0.000,-0.294
'[18:14:07.832 19/11/1995]',-0.012,0.001,0.003,85.000,0.000,-0.297
'[18:14:07.834 19/11/1995]',-0.012,0.006,0.003,85.000,0.000,-0.297
'[18:14:07.836 19/11/1995]',-0.024,0.001,0.003,85.000,0.000,-0.297
'[18:14:07.838 19/11/1995]',-0.031,0.001,0.003,85.000,0.000,-0.297
'[18:14:07.840 19/11/1995]',-0.031,-0.005,0.003,85.800,0.000,-0.301
'[18:14:07.842 19/11/1995]',-0.024,-0.005,0.003,85.800,0.000,-0.301
'[18:14:07.844 19/11/1995]',-0.024,-0.005,0.003,85.800,0.000,-0.301
'[18:14:07.846 19/11/1995]',-0.024,-0.005,0.003,85.800,0.000,-0.301
'[18:14:07.848 19/11/1995]',-0.024,-0.005,0.003,86.450,0.000,-0.304
'[18:14:07.850 19/11/1995]',-0.024,-0.005,0.003,86.450,0.000,-0.304
'[18:14:07.852 19/11/1995]',-0.024,-0.005,0.003,86.450,0.000,-0.304
'[18:14:07.854 19/11/1995]',-0.024,-0.005,0.003,86.450,0.000,-0.304
'[18:14:07.856 19/11/1995]',-0.031,-0.011,0.003,86.800,0.000,-0.307
'[18:14:07.858 19/11/1995]',-0.024,-0.011,0.003,86.800,0.000,-0.307
'[18:14:07.860 19/11/1995]',-0.024,-0.011,0.003,86.800,0.000,-0.307
'[18:14:07.862 19/11/1995]',-0.024,-0.005,0.003,86.800,0.000,-0.307
'[18:14:07.864 19/11/1995]',-0.024,-0.005,0.003,87.000,0.000,-0.309
'[18:14:07.866 19/11/1995]',-0.031,0.001,0.003,87.000,0.000,-0.309
'[18:14:07.868 19/11/1995]',-0.031,0.001,0.003,87.000,0.000,-0.309
'[18:14:07.870 19/11/1995]',-0.031,0.001,0.003,87.000,0.000,-0.309
'[18:14:07.872 19/11/1995]',-0.037,0.001,0.003,86.800,0.000,-0.309
'[18:14:07.874 19/11/1995]',-0.037,0.001,0.003,86.800,0.000,-0.309
'[18:14:07.876 19/11/1995]',-0.037,-0.005,0.003,86.800,0.000,-0.309
'[18:14:07.878 19/11/1995]',-0.031,-0.005,0.003,86.800,0.000,-0.309
'[18:14:07.880 19/11/1995]',-0.031,0.001,0.003,86.350,0.000,-0.309
'[18:14:07.882 19/11/1995]',-0.024,0.001,0.003,86.350,0.000,-0.309
'[18:14:07.884 19/11/1995]',-0.024,0.001,0.003,86.350,0.000,-0.309
'[18:14:07.886 19/11/1995]',-0.024,0.001,0.033,86.350,0.000,-0.309
'[18:14:07.888 19/11/1995]',-0.024,0.001,0.003,85.600,0.000,-0.308
'[18:14:07.890 19/11/1995]',-0.024,-0.005,0.003,85.600,0.000,-0.308
'[18:14:07.892 19/11/1995]',-0.031,-0.005,0.003,85.600,0.000,-0.308
'[18:14:07.894 19/11/1995]',-0.024,-0.005,0.003,85.600,0.000,-0.308
'[18:14:07.896 19/11/1995]',-0.024,-0.005,0.003,84.550,0.000,-0.305
'[18:14:07.898 19/11/1995]',-0.024,0.001,0.003,84.550,0.000,-0.305
'[18:14:07.900 19/11/1995]',-0.024,-0.005,0.003,84.550,0.000,-0.305
'[18:14:07.902 19/11/1995]',-0.024,0.001,0.003,84.550,0.000,-0.305
'[18:14:07.904 19/11/1995]',-0.031,-0.005,0.003,83.250,0.000,-0.302
'[18:14:07.906 19/11/1995]',-0.024,0.001,0.003,83.250,0.000,-0.302
'[18:14:07.908 19/11/1995]',-0.031,-0.005,0.003,83.250,0.000,-0.302
'[18:14:07.910 19/11/1995]',-0.024,-0.005,0.003,83.250,0.000,-0.302
'[18:14:07.912 19/11/1995]',-0.024,-0.005,0.003,81.700,0.000,-0.298
'[18:14:07.914 19/11/1995]',-0.024,0.001,0.003,81.700,0.000,-0.298
'[18:14:07.916 19/11/1995]',-0.012,0.001,0.003,81.700,0.000,-0.298
'[18:14:07.918 19/11/1995]',-0.024,0.001,0.003,81.700,0.000,-0.298
'[18:14:07.920 19/11/1995]',-0.024,0.001,0.003,80.050,0.000,-0.293
'[18:14:07.922 19/11/1995]',-0.024,0.001,0.003,80.050,0.000,-0.293
'[18:14:07.924 19/11/1995]',-0.024,-0.005,0.003,80.050,0.000,-0.293
'[18:14:07.926 19/11/1995]',-0.006,0.001,0.003,80.050,0.000,-0.293
'[18:14:07.928 19/11/1995]',-0.012,0.001,0.003,78.350,0.000,-0.288
'[18:14:07.930 19/11/1995]',-0.012,0.006,0.003,78.350,0.000,-0.288
'[18:14:07.932 19/11/1995]',-0.006,0.012,0.003,78.350,0.000,-0.288
'[18:14:07.934 19/11/1995]',-0.006,0.006,0.003,78.350,0.000,-0.288
'[18:14:07.936 19/11/1995]',-0.012,0.006,0.003,76.850,0.000,-0.283
'[18:14:07.938 19/11/1995]',-0.012,0.001,0.003,76.850,0.000,-0.283
'[18:14:07.940 19/11/1995]',-0.012,-0.005,0.003,76.850,0.000,-0.283
'[18:14:07.942 19/11/1995]',-0.012,0.001,0.003,76.850,0.000,-0.283
'[18:14:07.944 19/11/1995]',-0.012,0.001,0.003,75.400,0.000,-0.278
'[18:14:07.946 19/11/1995]',-0.006,0.001,0.003,75.400,0.000,-0.278
'[18:14:07.948 19/11/1995]',-0.006,0.001,0.003,75.400,0.000,-0.278
'[18:14:07.950 19/11/1995]',-0.006,0.006,0.003,75.400,0.000,-0.278
'[18:14:07.952 19/11/1995]',-0.006,0.006,0.003,74.050,0.000,-0.273
'[18:14:07.954 19/11/1995]',-0.012,0.006,0.003,74.050,0.000,-0.273
'[18:14:07.956 19/11/1995]',-0.012,0.001,0.003,74.050,0.000,-0.273
'[18:14:07.958 19/11/1995]',-0.012,0.001,0.003,74.050,0.000,-0.273
'[18:14:07.960 19/11/1995]',-0.006,0.001,0.003,72.800,0.000,-0.268
'[18:14:07.962 19/11/1995]',-0.012,0.001,0.003,72.800,0.000,-0.268
'[18:14:07.964 19/11/1995]',-0.006,0.001,0.003,72.800,0.000,-0.268
'[18:14:07.966 19/11/1995]',-0.012,0.001,0.003,72.800,0.000,-0.268
'[18:14:07.968 19/11/1995]',-0.012,0.001,0.003,71.700,0.000,-0.265
'[18:14:07.970 19/11/1995]',-0.012,0.001,0.003,71.700,0.000,-0.265
'[18:14:07.972 19/11/1995]',-0.012,0.001,0.003,71.700,0.000,-0.265
'[18:14:07.974 19/11/1995]',-0.012,-0.005,0.003,71.700,0.000,-0.265
'[18:14:07.976 19/11/1995]',-0.012,-0.005,0.003,70.700,0.000,-0.261
'[18:14:07.978 19/11/1995]',-0.006,-0.005,0.003,70.700,0.000,-0.261
'[18:14:07.980 19/11/1995]',-0.006,0.001,0.003,70.700,0.000,-0.261
'[18:14:07.982 19/11/1995]',-0.006,0.001,0.003,70.700,0.000,-0.261
'[18:14:07.984 19/11/1995]',-0.012,0.001,0.003,69.750,0.000,-0.258
'[18:14:07.986 19/11/1995]',-0.012,0.001,0.003,69.750,0.000,-0.258
'[18:14:07.988 19/11/1995]',-0.012,0.001,0.003,69.750,0.000,-0.258
'[18:14:07.990 19/11/1995]',-0.012,0.001,0.003,69.750,0.000,-0.258
'[18:14:07.992 19/11/1995]',-0.012,0.001,0.003,69.000,0.000,-0.256
'[18:14:07.994 19/11/1995]',-0.012,-0.005,0.003,69.000,0.000,-0.256
'[18:14:07.996 19/11/1995]',-0.006,0.001,0.003,69.000,0.000,-0.256
'[18:14:07.998 19/11/1995]',-0.006,0.006,0.003,69.000,0.000,-0.256
'[18:14:08.000 19/11/1995]',0.001,0.006,0.003,68.250,0.000,-0.254
'[18:14:08.002 19/11/1995]',-0.006,0.001,0.003,68.250,0.000,-0.254
'[18:14:08.004 19/11/1995]',-0.012,-0.005,0.003,68.250,0.000,-0.254
'[18:14:08.006 19/11/1995]',-0.012,-0.005,0.003,68.250,0.000,-0.254
'[18:14:08.008 19/11/1995]',-0.012,-0.005,0.003,67.550,0.000,-0.252
'[18:14:08.010 19/11/1995]',-0.006,-0.005,0.003,67.550,0.000,-0.252
'[18:14:08.012 19/11/1995]',-0.006,-0.011,0.003,67.550,0.000,-0.252
'[18:14:08.014 19/11/1995]',-0.006,0.001,0.003,67.550,0.000,-0.252
'[18:14:08.016 19/11/1995]',-0.012,0.006,0.003,66.900,0.000,-0.251
'[18:14:08.018 19/11/1995]',-0.012,0.001,0.003,66.900,0.000,-0.251
'[18:14:08.020 19/11/1995]',-0.012,0.001,0.003,66.900,0.000,-0.251
'[18:14:08.022 19/11/1995]',-0.012,0.001,0.003,66.900,0.000,-0.251
'[18:14:08.024 19/11/1995]',-0.012,0.001,0.003,66.300,0.000,-0.249
'[18:14:08.026 19/11/1995]',-0.012,-0.005,0.003,66.300,0.000,-0.249
'[18:14:08.028 19/11/1995]',-0.006,0.001,0.003,66.300,0.000,-0.249
'[18:14:08.030 19/11/1995]',-0.012,0.001,0.003,66.300,0.000,-0.249
'[18:14:08.032 19/11/1995]',-0.006,0.001,0.003,65.800,0.000,-0.248
'[18:14:08.034 19/11/1995]',-0.012,0.001,0.003,65.800,0.000,-0.248
'[18:14:08.036 19/11/1995]',-0.012,0.001,0.003,65.800,0.000,-0.248
'[18:14:08.038 19/11/1995]',-0.012,0.001,0.003,65.800,0.000,-0.248
'[18:14:08.040 19/11/1995]',-0.012,0.001,0.003,65.300,0.000,-0.247
'[18:14:08.042 19/11/1995]',-0.012,0.001,0.003,65.300,0.000,-0.247
'[18:14:08.044 19/11/1995]',-0.012,0.001,0.003,65.300,0.000,-0.247
'[18:14:08.046 19/11/1995]',-0.006,0.001,0.003,65.300,0.000,-0.247
'[18:14:08.048 19/11/1995]',-0.012,0.001,0.003,64.900,0.000,-0.246
'[18:14:08.050 19/11/1995]',-0.012,0.006,0.003,64.900,0.000,-0.246
'[18:14:08.052 19/11/1995]',-0.012,0.006,0.003,64.900,0.000,-0.246
'[18:14:08.054 19/11/1995]',-0.012,0.001,0.003,64.900,0.000,-0.246
'[18:14:08.056 19/11/1995]',-0.012,0.001,0.003,64.500,0.000,-0.245
'[18:14:08.058 19/11/1995]',-0.012,-0.005,0.003,64.500,0.000,-0.245
'[18:14:08.060 19/11/1995]',-0.012,0.001,0.033,64.500,0.000,-0.245
'[18:14:08.062 19/11/1995]',-0.012,0.001,0.003,64.500,0.000,-0.245
'[18:14:08.064 19/11/1995]',-0.006,0.001,0.003,64.100,0.000,-0.243
'[18:14:08.066 19/11/1995]',-0.012,0.001,0.003,64.100,0.000,-0.243
'[18:14:08.068 19/11/1995]',-0.012,0.001,0.003,64.100,0.000,-0.243
'[18:14:08.070 19/11/1995]',-0.012,0.001,0.003,64.100,0.000,-0.243
'[18:14:08.072 19/11/1995]',-0.012,0.001,0.003,63.750,0.000,-0.242
'[18:14:08.074 19/11/1995]',-0.024,-0.005,0.003,63.750,0.000,-0.242
'[18:14:08.076 19/11/1995]',-0.012,-0.005,0.003,63.750,0.000,-0.242
'[18:14:08.078 19/11/1995]',-0.012,-0.005,0.003,63.750,0.000,-0.242
'[18:14:08.080 19/11/1995]',-0.012,0.001,0.003,63.500,0.000,-0.240
'[18:14:08.082 19/11/1995]',-0.012,0.001,0.003,63.500,0.000,-0.240
'[18:14:08.084 19/11/1995]',-0.012,0.001,0.003,63.500,0.000,-0.240
'[18:14:08.086 19/11/1995]',-0.012,-0.005,0.003,63.500,0.000,-0.240
'[18:14:08.088 19/11/1995]',-0.012,0.001,0.003,63.200,0.000,-0.238
'[18:14:08.090 19/11/1995]',-0.012,-0.005,0.003,63.200,0.000,-0.238
'[18:14:08.092 19/11/1995]',-0.012,-0.005,0.003,63.200,0.000,-0.238
'[18:14:08.094 19/11/1995]',-0.012,-0.005,0.003,63.200,0.000,-0.238
'[18:14:08.096 19/11/1995]',0.001,-0.005,0.003,62.900,0.000,-0.236
'[18:14:08.098 19/11/1995]',0.001,0.001,0.003,62.900,0.000,-0.236
'[18:14:08.100 19/11/1995]',-0.006,0.001,0.003,62.900,0.000,-0.236
'[18:14:08.102 19/11/1995]',-0.006,0.001,0.003,62.900,0.000,-0.236
'[18:14:08.104 19/11/1995]',-0.012,-0.005,0.003,62.600,0.000,-0.233
'[18:14:08.106 19/11/1995]',-0.012,-0.005,0.003,62.600,0.000,-0.233
'[18:14:08.108 19/11/1995]',-0.012,-0.011,0.003,62.600,0.000,-0.233
'[18:14:08.110 19/11/1995]',-0.006,-0.005,0.003,62.600,0.000,-0.233
