'Time and date','II ','V ','ABP ','PLETH ','RESP '
'[14:34:18.714 26/01/1995]',-0.013,-0.007,81.937,0.324,-0.533
'[14:34:18.716 26/01/1995]',-0.013,-0.015,81.937,0.324,-0.533
'[14:34:18.718 26/01/1995]',0.001,-0.022,81.937,0.324,-0.533
'[14:34:18.720 26/01/1995]',0.015,-0.030,81.336,0.304,-0.530
'[14:34:18.722 26/01/1995]',0.030,-0.045,81.336,0.304,-0.530
'[14:34:18.724 26/01/1995]',0.030,-0.045,81.336,0.304,-0.530
'[14:34:18.726 26/01/1995]',0.044,-0.053,81.336,0.304,-0.530
'[14:34:18.728 26/01/1995]',0.044,-0.045,80.634,0.286,-0.527
'[14:34:18.730 26/01/1995]',0.044,-0.053,80.634,0.286,-0.527
'[14:34:18.732 26/01/1995]',0.044,-0.045,80.634,0.286,-0.527
'[14:34:18.734 26/01/1995]',0.044,-0.053,80.634,0.286,-0.527
'[14:34:18.736 26/01/1995]',0.044,-0.045,80.134,0.263,-0.525
'[14:34:18.738 26/01/1995]',0.044,-0.045,80.134,0.263,-0.525
'[14:34:18.740 26/01/1995]',0.030,-0.037,80.134,0.263,-0.525
'[14:34:18.742 26/01/1995]',0.030,-0.030,80.134,0.263,-0.525
'[14:34:18.744 26/01/1995]',0.030,-0.022,79.633,0.243,-0.523
'[14:34:18.746 26/01/1995]',0.015,-0.015,79.633,0.243,-0.523
'[14:34:18.748 26/01/1995]',0.015,-0.007,79.633,0.243,-0.523
'[14:34:18.750 26/01/1995]',0.015,-0.007,79.633,0.243,-0.523
'[14:34:18.752 26/01/1995]',0.015,-0.007,79.032,0.223,-0.521
'[14:34:18.754 26/01/1995]',0.001,0.001,79.032,0.223,-0.521
'[14:34:18.756 26/01/1995]',0.001,0.001,79.032,0.223,-0.521
'[14:34:18.758 26/01/1995]',0.001,0.001,79.032,0.223,-0.521
'[14:34:18.760 26/01/1995]',0.001,0.001,78.531,0.201,-0.520
'[14:34:18.762 26/01/1995]',0.001,0.001,78.531,0.201,-0.520
'[14:34:18.764 26/01/1995]',0.001,0.001,78.531,0.201,-0.520
'[14:34:18.766 26/01/1995]',-0.013,0.001,78.531,0.201,-0.520
'[14:34:18.768 26/01/1995]',-0.028,0.008,77.930,0.177,-0.518
'[14:34:18.770 26/01/1995]',-0.028,0.016,77.930,0.177,-0.518
'[14:34:18.772 26/01/1995]',-0.042,0.023,77.930,0.177,-0.518
'[14:34:18.774 26/01/1995]',-0.071,0.031,77.930,0.177,-0.518
'[14:34:18.776 26/01/1995]',-0.071,0.054,77.229,0.158,-0.516
'[14:34:18.778 26/01/1995]',-0.100,0.054,77.229,0.158,-0.516
'[14:34:18.780 26/01/1995]',-0.114,0.061,77.229,0.158,-0.516
'[14:34:18.782 26/01/1995]',-0.114,0.061,77.229,0.158,-0.516
'[14:34:18.784 26/01/1995]',-0.129,0.061,76.628,0.134,-0.514
'[14:34:18.786 26/01/1995]',-0.129,0.061,76.628,0.134,-0.514
'[14:34:18.788 26/01/1995]',-0.129,0.054,76.628,0.134,-0.514
'[14:34:18.790 26/01/1995]',-0.129,0.054,76.628,0.134,-0.514
'[14:34:18.792 26/01/1995]',-0.129,0.054,76.127,0.110,-0.512
'[14:34:18.794 26/01/1995]',-0.129,0.054,76.127,0.110,-0.512
'[14:34:18.796 26/01/1995]',-0.114,0.054,76.127,0.110,-0.512
'[14:34:18.798 26/01/1995]',-0.114,0.054,76.127,0.110,-0.512
'[14:34:18.800 26/01/1995]',-0.114,0.054,75.426,0.089,-0.510
'[14:34:18.802 26/01/1995]',-0.114,0.054,75.426,0.089,-0.510
'[14:34:18.804 26/01/1995]',-0.114,0.046,75.426,0.089,-0.510
'[14:34:18.806 26/01/1995]',-0.114,0.046,75.426,0.089,-0.510
'[14:34:18.808 26/01/1995]',-0.100,0.046,74.825,0.066,-0.508
'[14:34:18.810 26/01/1995]',-0.100,0.046,74.825,0.066,-0.508
'[14:34:18.812 26/01/1995]',-0.114,0.054,74.825,0.066,-0.508
'[14:34:18.814 26/01/1995]',-0.114,0.046,74.825,0.066,-0.508
'[14:34:18.816 26/01/1995]',-0.114,0.054,74.224,0.043,-0.506
'[14:34:18.818 26/01/1995]',-0.114,0.046,74.224,0.043,-0.506
'[14:34:18.820 26/01/1995]',-0.114,0.038,74.224,0.043,-0.506
'[14:34:18.822 26/01/1995]',-0.100,0.046,74.224,0.043,-0.506
'[14:34:18.824 26/01/1995]',-0.100,0.046,73.523,0.022,-0.505
'[14:34:18.826 26/01/1995]',-0.114,0.046,73.523,0.022,-0.505
'[14:34:18.828 26/01/1995]',-0.100,0.046,73.523,0.022,-0.505
'[14:34:18.830 26/01/1995]',-0.114,0.054,73.523,0.022,-0.505
'[14:34:18.832 26/01/1995]',-0.114,0.061,72.922,-0.002,-0.503
'[14:34:18.834 26/01/1995]',-0.114,0.054,72.922,-0.002,-0.503
'[14:34:18.836 26/01/1995]',-0.100,0.061,72.922,-0.002,-0.503
'[14:34:18.838 26/01/1995]',-0.085,0.054,72.922,-0.002,-0.503
'[14:34:18.840 26/01/1995]',-0.071,0.054,72.321,-0.024,-0.501
'[14:34:18.842 26/01/1995]',-0.042,0.038,72.321,-0.024,-0.501
'[14:34:18.844 26/01/1995]',-0.013,0.031,72.321,-0.024,-0.501
'[14:34:18.846 26/01/1995]',0.015,0.016,72.321,-0.024,-0.501
'[14:34:18.848 26/01/1995]',0.058,0.008,71.720,-0.046,-0.499
'[14:34:18.850 26/01/1995]',0.102,0.001,71.720,-0.046,-0.499
'[14:34:18.852 26/01/1995]',0.159,-0.022,71.720,-0.046,-0.499
'[14:34:18.854 26/01/1995]',0.231,-0.053,71.720,-0.046,-0.499
'[14:34:18.856 26/01/1995]',0.332,-0.083,71.119,-0.066,-0.497
'[14:34:18.858 26/01/1995]',0.404,-0.136,71.119,-0.066,-0.497
'[14:34:18.860 26/01/1995]',0.476,-0.174,71.119,-0.066,-0.497
'[14:34:18.862 26/01/1995]',0.562,-0.220,71.119,-0.066,-0.497
'[14:34:18.864 26/01/1995]',0.634,-0.258,70.618,-0.087,-0.495
'[14:34:18.866 26/01/1995]',0.677,-0.288,70.618,-0.087,-0.495
'[14:34:18.868 26/01/1995]',0.706,-0.311,70.618,-0.087,-0.495
'[14:34:18.870 26/01/1995]',0.706,-0.326,70.618,-0.087,-0.495
'[14:34:18.872 26/01/1995]',0.663,-0.304,70.117,-0.105,-0.493
'[14:34:18.874 26/01/1995]',0.577,-0.273,70.117,-0.105,-0.493
'[14:34:18.876 26/01/1995]',0.461,-0.213,70.117,-0.105,-0.493
'[14:34:18.878 26/01/1995]',0.346,-0.159,70.117,-0.105,-0.493
'[14:34:18.880 26/01/1995]',0.245,-0.098,69.616,-0.127,-0.492
'[14:34:18.882 26/01/1995]',0.145,-0.045,69.616,-0.127,-0.492
'[14:34:18.884 26/01/1995]',0.058,-0.007,69.616,-0.127,-0.492
'[14:34:18.886 26/01/1995]',-0.028,0.038,69.616,-0.127,-0.492
'[14:34:18.888 26/01/1995]',-0.100,0.069,69.115,-0.146,-0.490
'[14:34:18.890 26/01/1995]',-0.129,0.100,69.115,-0.146,-0.490
'[14:34:18.892 26/01/1995]',-0.157,0.114,69.115,-0.146,-0.490
'[14:34:18.894 26/01/1995]',-0.172,0.145,69.115,-0.146,-0.490
'[14:34:18.896 26/01/1995]',-0.186,0.160,68.614,-0.164,-0.489
'[14:34:18.898 26/01/1995]',-0.201,0.168,68.614,-0.164,-0.489
'[14:34:18.900 26/01/1995]',-0.201,0.168,68.614,-0.164,-0.489
'[14:34:18.902 26/01/1995]',-0.201,0.160,68.614,-0.164,-0.489
'[14:34:18.904 26/01/1995]',-0.186,0.160,68.114,-0.184,-0.488
'[14:34:18.906 26/01/1995]',-0.186,0.145,68.114,-0.184,-0.488
'[14:34:18.908 26/01/1995]',-0.172,0.130,68.114,-0.184,-0.488
'[14:34:18.910 26/01/1995]',-0.157,0.114,68.114,-0.184,-0.488
'[14:34:18.912 26/01/1995]',-0.157,0.100,67.613,-0.202,-0.487
'[14:34:18.914 26/01/1995]',-0.143,0.100,67.613,-0.202,-0.487
'[14:34:18.916 26/01/1995]',-0.143,0.084,67.613,-0.202,-0.487
'[14:34:18.918 26/01/1995]',-0.129,0.077,67.613,-0.202,-0.487
'[14:34:18.920 26/01/1995]',-0.114,0.069,67.212,-0.219,-0.486
'[14:34:18.922 26/01/1995]',-0.114,0.069,67.212,-0.219,-0.486
'[14:34:18.924 26/01/1995]',-0.114,0.061,67.212,-0.219,-0.486
'[14:34:18.926 26/01/1995]',-0.114,0.061,67.212,-0.219,-0.486
'[14:34:18.928 26/01/1995]',-0.114,0.054,66.711,-0.234,-0.485
'[14:34:18.930 26/01/1995]',-0.114,0.046,66.711,-0.234,-0.485
'[14:34:18.932 26/01/1995]',-0.114,0.038,66.711,-0.234,-0.485
'[14:34:18.934 26/01/1995]',-0.114,0.038,66.711,-0.234,-0.485
'[14:34:18.936 26/01/1995]',-0.114,0.038,66.311,-0.252,-0.485
'[14:34:18.938 26/01/1995]',-0.114,0.038,66.311,-0.252,-0.485
'[14:34:18.940 26/01/1995]',-0.114,0.046,66.311,-0.252,-0.485
'[14:34:18.942 26/01/1995]',-0.114,0.046,66.311,-0.252,-0.485
'[14:34:18.944 26/01/1995]',-0.114,0.046,65.910,-0.265,-0.485
'[14:34:18.946 26/01/1995]',-0.114,0.046,65.910,-0.265,-0.485
'[14:34:18.948 26/01/1995]',-0.114,0.038,65.910,-0.265,-0.485
'[14:34:18.950 26/01/1995]',-0.114,0.046,65.910,-0.265,-0.485
'[14:34:18.952 26/01/1995]',-0.114,0.046,65.509,-0.280,-0.486
'[14:34:18.954 26/01/1995]',-0.114,0.038,65.509,-0.280,-0.486
'[14:34:18.956 26/01/1995]',-0.114,0.038,65.509,-0.280,-0.486
'[14:34:18.958 26/01/1995]',-0.114,0.038,65.509,-0.280,-0.486
'[14:34:18.960 26/01/1995]',-0.114,0.038,65.008,-0.293,-0.489
'[14:34:18.962 26/01/1995]',-0.114,0.038,65.008,-0.293,-0.489
'[14:34:18.964 26/01/1995]',-0.114,0.038,65.008,-0.293,-0.489
'[14:34:18.966 26/01/1995]',-0.114,0.046,65.008,-0.293,-0.489
'[14:34:18.968 26/01/1995]',-0.114,0.046,64.508,-0.304,-0.492
'[14:34:18.970 26/01/1995]',-0.114,0.038,64.508,-0.304,-0.492
'[14:34:18.972 26/01/1995]',-0.114,0.038,64.508,-0.304,-0.492
'[14:34:18.974 26/01/1995]',-0.114,0.038,64.508,-0.304,-0.492
'[14:34:18.976 26/01/1995]',-0.100,0.031,64.107,-0.317,-0.496
'[14:34:18.978 26/01/1995]',-0.100,0.038,64.107,-0.317,-0.496
'[14:34:18.980 26/01/1995]',-0.100,0.031,64.107,-0.317,-0.496
'[14:34:18.982 26/01/1995]',-0.100,0.031,64.107,-0.317,-0.496
'[14:34:18.984 26/01/1995]',-0.100,0.031,63.806,-0.331,-0.500
'[14:34:18.986 26/01/1995]',-0.100,0.031,63.806,-0.331,-0.500
'[14:34:18.988 26/01/1995]',-0.100,0.031,63.806,-0.331,-0.500
'[14:34:18.990 26/01/1995]',-0.100,0.031,63.806,-0.331,-0.500
'[14:34:18.992 26/01/1995]',-0.100,0.038,63.306,-0.344,-0.503
'[14:34:18.994 26/01/1995]',-0.100,0.038,63.306,-0.344,-0.503
'[14:34:18.996 26/01/1995]',-0.100,0.031,63.306,-0.344,-0.503
'[14:34:18.998 26/01/1995]',-0.100,0.031,63.306,-0.344,-0.503
'[14:34:19.000 26/01/1995]',-0.085,0.031,62.905,-0.354,-0.507
'[14:34:19.002 26/01/1995]',-0.085,0.023,62.905,-0.354,-0.507
'[14:34:19.004 26/01/1995]',-0.085,0.031,62.905,-0.354,-0.507
'[14:34:19.006 26/01/1995]',-0.071,0.023,62.905,-0.354,-0.507
'[14:34:19.008 26/01/1995]',-0.071,0.031,62.705,-0.367,-0.511
'[14:34:19.010 26/01/1995]',-0.071,0.023,62.705,-0.367,-0.511
'[14:34:19.012 26/01/1995]',-0.071,0.023,62.705,-0.367,-0.511
'[14:34:19.014 26/01/1995]',-0.071,0.031,62.705,-0.367,-0.511
'[14:34:19.016 26/01/1995]',-0.071,0.023,63.105,-0.379,-0.514
'[14:34:19.018 26/01/1995]',-0.071,0.023,63.105,-0.379,-0.514
'[14:34:19.020 26/01/1995]',-0.071,0.023,63.105,-0.379,-0.514
'[14:34:19.022 26/01/1995]',-0.056,0.016,63.105,-0.379,-0.514
'[14:34:19.024 26/01/1995]',-0.056,0.016,64.908,-0.390,-0.518
'[14:34:19.026 26/01/1995]',-0.056,0.016,64.908,-0.390,-0.518
'[14:34:19.028 26/01/1995]',-0.056,0.016,64.908,-0.390,-0.518
'[14:34:19.030 26/01/1995]',-0.056,0.016,64.908,-0.390,-0.518
'[14:34:19.032 26/01/1995]',-0.056,0.016,69.816,-0.398,-0.521
'[14:34:19.034 26/01/1995]',-0.056,0.016,69.816,-0.398,-0.521
'[14:34:19.036 26/01/1995]',-0.056,0.016,69.816,-0.398,-0.521
'[14:34:19.038 26/01/1995]',-0.042,0.008,69.816,-0.398,-0.521
'[14:34:19.040 26/01/1995]',-0.042,0.008,78.831,-0.426,-0.525
'[14:34:19.042 26/01/1995]',-0.042,0.008,78.831,-0.426,-0.525
'[14:34:19.044 26/01/1995]',-0.042,0.008,78.831,-0.426,-0.525
'[14:34:19.046 26/01/1995]',-0.042,0.008,78.831,-0.426,-0.525
'[14:34:19.048 26/01/1995]',-0.028,0.001,91.152,-0.435,-0.528
'[14:34:19.050 26/01/1995]',-0.028,0.001,91.152,-0.435,-0.528
'[14:34:19.052 26/01/1995]',-0.028,-0.007,91.152,-0.435,-0.528
'[14:34:19.054 26/01/1995]',-0.013,-0.007,91.152,-0.435,-0.528
'[14:34:19.056 26/01/1995]',-0.013,-0.007,105.576,-0.444,-0.530
'[14:34:19.058 26/01/1995]',-0.013,-0.007,105.576,-0.444,-0.530
'[14:34:19.060 26/01/1995]',-0.013,-0.015,105.576,-0.444,-0.530
'[14:34:19.062 26/01/1995]',0.001,-0.015,105.576,-0.444,-0.530
'[14:34:19.064 26/01/1995]',0.001,-0.015,120.601,-0.449,-0.532
'[14:34:19.066 26/01/1995]',0.001,-0.022,120.601,-0.449,-0.532
'[14:34:19.068 26/01/1995]',0.001,-0.022,120.601,-0.449,-0.532
'[14:34:19.070 26/01/1995]',0.001,-0.022,120.601,-0.449,-0.532
'[14:34:19.072 26/01/1995]',0.001,-0.022,134.925,-0.458,-0.534
'[14:34:19.074 26/01/1995]',0.001,-0.022,134.925,-0.458,-0.534
'[14:34:19.076 26/01/1995]',0.001,-0.022,134.925,-0.458,-0.534
'[14:34:19.078 26/01/1995]',0.001,-0.015,134.925,-0.458,-0.534
'[14:34:19.080 26/01/1995]',0.001,-0.022,147.446,-0.460,-0.536
'[14:34:19.082 26/01/1995]',0.001,-0.015,147.446,-0.460,-0.536
'[14:34:19.084 26/01/1995]',0.001,-0.030,147.446,-0.460,-0.536
'[14:34:19.086 26/01/1995]',0.015,-0.030,147.446,-0.460,-0.536
'[14:34:19.088 26/01/1995]',0.030,-0.037,157.763,-0.463,-0.538
'[14:34:19.090 26/01/1995]',0.030,-0.045,157.763,-0.463,-0.538
'[14:34:19.092 26/01/1995]',0.044,-0.045,157.763,-0.463,-0.538
'[14:34:19.094 26/01/1995]',0.030,-0.045,157.763,-0.463,-0.538
'[14:34:19.096 26/01/1995]',0.044,-0.045,165.877,-0.465,-0.541
'[14:34:19.098 26/01/1995]',0.044,-0.045,165.877,-0.465,-0.541
'[14:34:19.100 26/01/1995]',0.044,-0.037,165.877,-0.465,-0.541
'[14:34:19.102 26/01/1995]',0.044,-0.037,165.877,-0.465,-0.541
'[14:34:19.104 26/01/1995]',0.044,-0.045,171.987,-0.460,-0.543
'[14:34:19.106 26/01/1995]',0.044,-0.053,171.987,-0.460,-0.543
'[14:34:19.108 26/01/1995]',0.044,-0.053,171.987,-0.460,-0.543
'[14:34:19.110 26/01/1995]',0.058,-0.045,171.987,-0.460,-0.543
'[14:34:19.112 26/01/1995]',0.058,-0.053,176.194,-0.449,-0.545
'[14:34:19.114 26/01/1995]',0.058,-0.053,176.194,-0.449,-0.545
'[14:34:19.116 26/01/1995]',0.058,-0.053,176.194,-0.449,-0.545
'[14:34:19.118 26/01/1995]',0.058,-0.053,176.194,-0.449,-0.545
'[14:34:19.120 26/01/1995]',0.058,-0.053,178.698,-0.433,-0.547
'[14:34:19.122 26/01/1995]',0.058,-0.053,178.698,-0.433,-0.547
'[14:34:19.124 26/01/1995]',0.073,-0.053,178.698,-0.433,-0.547
'[14:34:19.126 26/01/1995]',0.073,-0.060,178.698,-0.433,-0.547
'[14:34:19.128 26/01/1995]',0.073,-0.053,179.700,-0.410,-0.549
'[14:34:19.130 26/01/1995]',0.073,-0.060,179.700,-0.410,-0.549
'[14:34:19.132 26/01/1995]',0.073,-0.060,179.700,-0.410,-0.549
'[14:34:19.134 26/01/1995]',0.073,-0.060,179.700,-0.410,-0.549
'[14:34:19.136 26/01/1995]',0.087,-0.060,179.599,-0.385,-0.551
'[14:34:19.138 26/01/1995]',0.087,-0.060,179.599,-0.385,-0.551
'[14:34:19.140 26/01/1995]',0.102,-0.060,179.599,-0.385,-0.551
'[14:34:19.142 26/01/1995]',0.102,-0.068,179.599,-0.385,-0.551
'[14:34:19.144 26/01/1995]',0.102,-0.068,178.598,-0.346,-0.553
'[14:34:19.146 26/01/1995]',0.102,-0.076,178.598,-0.346,-0.553
'[14:34:19.148 26/01/1995]',0.102,-0.076,178.598,-0.346,-0.553
'[14:34:19.150 26/01/1995]',0.102,-0.083,178.598,-0.346,-0.553
'[14:34:19.152 26/01/1995]',0.102,-0.076,176.895,-0.312,-0.554
'[14:34:19.154 26/01/1995]',0.116,-0.076,176.895,-0.312,-0.554
'[14:34:19.156 26/01/1995]',0.102,-0.083,176.895,-0.312,-0.554
'[14:34:19.158 26/01/1995]',0.116,-0.083,176.895,-0.312,-0.554
'[14:34:19.160 26/01/1995]',0.116,-0.076,174.591,-0.270,-0.555
'[14:34:19.162 26/01/1995]',0.116,-0.083,174.591,-0.270,-0.555
'[14:34:19.164 26/01/1995]',0.116,-0.076,174.591,-0.270,-0.555
'[14:34:19.166 26/01/1995]',0.116,-0.068,174.591,-0.270,-0.555
'[14:34:19.168 26/01/1995]',0.116,-0.068,172.087,-0.225,-0.556
'[14:34:19.170 26/01/1995]',0.116,-0.068,172.087,-0.225,-0.556
'[14:34:19.172 26/01/1995]',0.116,-0.068,172.087,-0.225,-0.556
'[14:34:19.174 26/01/1995]',0.116,-0.060,172.087,-0.225,-0.556
'[14:34:19.176 26/01/1995]',0.116,-0.060,169.182,-0.174,-0.557
'[14:34:19.178 26/01/1995]',0.102,-0.060,169.182,-0.174,-0.557
'[14:34:19.180 26/01/1995]',0.102,-0.045,169.182,-0.174,-0.557
'[14:34:19.182 26/01/1995]',0.087,-0.045,169.182,-0.174,-0.557
'[14:34:19.184 26/01/1995]',0.087,-0.045,166.277,-0.127,-0.558
'[14:34:19.186 26/01/1995]',0.087,-0.045,166.277,-0.127,-0.558
'[14:34:19.188 26/01/1995]',0.073,-0.045,166.277,-0.127,-0.558
'[14:34:19.190 26/01/1995]',0.073,-0.045,166.277,-0.127,-0.558
'[14:34:19.192 26/01/1995]',0.073,-0.037,163.172,-0.080,-0.560
'[14:34:19.194 26/01/1995]',0.058,-0.037,163.172,-0.080,-0.560
'[14:34:19.196 26/01/1995]',0.058,-0.030,163.172,-0.080,-0.560
'[14:34:19.198 26/01/1995]',0.058,-0.022,163.172,-0.080,-0.560
'[14:34:19.200 26/01/1995]',0.044,-0.022,160.167,-0.032,-0.561
'[14:34:19.202 26/01/1995]',0.030,-0.015,160.167,-0.032,-0.561
'[14:34:19.204 26/01/1995]',0.030,-0.015,160.167,-0.032,-0.561
'[14:34:19.206 26/01/1995]',0.030,-0.015,160.167,-0.032,-0.561
'[14:34:19.208 26/01/1995]',0.015,-0.007,157.162,0.016,-0.562
'[14:34:19.210 26/01/1995]',0.015,0.001,157.162,0.016,-0.562
'[14:34:19.212 26/01/1995]',0.015,0.001,157.162,0.016,-0.562
'[14:34:19.214 26/01/1995]',0.001,0.001,157.162,0.016,-0.562
'[14:34:19.216 26/01/1995]',0.001,0.001,154.057,0.064,-0.562
'[14:34:19.218 26/01/1995]',0.001,0.001,154.057,0.064,-0.562
'[14:34:19.220 26/01/1995]',0.001,0.001,154.057,0.064,-0.562
'[14:34:19.222 26/01/1995]',0.001,0.008,154.057,0.064,-0.562
'[14:34:19.224 26/01/1995]',0.001,0.008,151.052,0.106,-0.561
'[14:34:19.226 26/01/1995]',0.001,0.016,151.052,0.106,-0.561
'[14:34:19.228 26/01/1995]',0.001,0.008,151.052,0.106,-0.561
'[14:34:19.230 26/01/1995]',-0.013,0.008,151.052,0.106,-0.561
'[14:34:19.232 26/01/1995]',0.001,0.008,147.846,0.147,-0.560
'[14:34:19.234 26/01/1995]',0.001,0.008,147.846,0.147,-0.560
'[14:34:19.236 26/01/1995]',0.001,0.008,147.846,0.147,-0.560
'[14:34:19.238 26/01/1995]',0.001,0.008,147.846,0.147,-0.560
'[14:34:19.240 26/01/1995]',0.001,0.008,144.541,0.185,-0.559
'[14:34:19.242 26/01/1995]',0.001,0.016,144.541,0.185,-0.559
'[14:34:19.244 26/01/1995]',-0.013,0.016,144.541,0.185,-0.559
'[14:34:19.246 26/01/1995]',-0.013,0.016,144.541,0.185,-0.559
'[14:34:19.248 26/01/1995]',-0.013,0.023,141.135,0.222,-0.558
'[14:34:19.250 26/01/1995]',-0.013,0.023,141.135,0.222,-0.558
'[14:34:19.252 26/01/1995]',0.001,0.016,141.135,0.222,-0.558
'[14:34:19.254 26/01/1995]',0.001,0.016,141.135,0.222,-0.558
'[14:34:19.256 26/01/1995]',0.001,0.016,137.429,0.252,-0.557
'[14:34:19.258 26/01/1995]',-0.013,0.008,137.429,0.252,-0.557
'[14:34:19.260 26/01/1995]',-0.013,0.008,137.429,0.252,-0.557
'[14:34:19.262 26/01/1995]',-0.013,0.008,137.429,0.252,-0.557
'[14:34:19.264 26/01/1995]',0.001,0.016,133.523,0.281,-0.556
'[14:34:19.266 26/01/1995]',0.001,0.008,133.523,0.281,-0.556
'[14:34:19.268 26/01/1995]',0.001,0.016,133.523,0.281,-0.556
'[14:34:19.270 26/01/1995]',0.001,0.008,133.523,0.281,-0.556
'[14:34:19.272 26/01/1995]',0.001,0.016,129.115,0.306,-0.555
'[14:34:19.274 26/01/1995]',0.001,0.008,129.115,0.306,-0.555
'[14:34:19.276 26/01/1995]',0.001,0.016,129.115,0.306,-0.555
'[14:34:19.278 26/01/1995]',0.001,0.008,129.115,0.306,-0.555
'[14:34:19.280 26/01/1995]',0.001,0.008,124.307,0.326,-0.553
'[14:34:19.282 26/01/1995]',0.001,0.016,124.307,0.326,-0.553
'[14:34:19.284 26/01/1995]',0.001,0.008,124.307,0.326,-0.553
'[14:34:19.286 26/01/1995]',0.001,0.008,124.307,0.326,-0.553
'[14:34:19.288 26/01/1995]',0.001,0.008,119.099,0.344,-0.552
'[14:34:19.290 26/01/1995]',0.001,0.008,119.099,0.344,-0.552
'[14:34:19.292 26/01/1995]',0.001,0.008,119.099,0.344,-0.552
'[14:34:19.294 26/01/1995]',0.001,0.016,119.099,0.344,-0.552
'[14:34:19.296 26/01/1995]',0.001,0.016,113.589,0.362,-0.550
'[14:34:19.298 26/01/1995]',0.001,0.008,113.589,0.362,-0.550
'[14:34:19.300 26/01/1995]',0.001,0.008,113.589,0.362,-0.550
'[14:34:19.302 26/01/1995]',0.001,0.008,113.589,0.362,-0.550
'[14:34:19.304 26/01/1995]',0.001,0.008,107.980,0.373,-0.549
'[14:34:19.306 26/01/1995]',0.001,0.008,107.980,0.373,-0.549
'[14:34:19.308 26/01/1995]',-0.013,0.008,107.980,0.373,-0.549
'[14:34:19.310 26/01/1995]',-0.013,0.008,107.980,0.373,-0.549
'[14:34:19.312 26/01/1995]',-0.013,0.008,102.771,0.385,-0.548
'[14:34:19.314 26/01/1995]',-0.013,0.016,102.771,0.385,-0.548
'[14:34:19.316 26/01/1995]',-0.013,0.016,102.771,0.385,-0.548
'[14:34:19.318 26/01/1995]',-0.013,0.023,102.771,0.385,-0.548
'[14:34:19.320 26/01/1995]',-0.013,0.023,98.063,0.392,-0.547
'[14:34:19.322 26/01/1995]',-0.013,0.016,98.063,0.392,-0.547
'[14:34:19.324 26/01/1995]',-0.013,0.016,98.063,0.392,-0.547
'[14:34:19.326 26/01/1995]',-0.013,0.016,98.063,0.392,-0.547
'[14:34:19.328 26/01/1995]',-0.013,0.016,94.157,0.397,-0.545
'[14:34:19.330 26/01/1995]',0.001,0.016,94.157,0.397,-0.545
'[14:34:19.332 26/01/1995]',-0.013,0.016,94.157,0.397,-0.545
'[14:34:19.334 26/01/1995]',-0.013,0.016,94.157,0.397,-0.545
'[14:34:19.336 26/01/1995]',0.001,0.016,90.851,0.401,-0.544
'[14:34:19.338 26/01/1995]',-0.013,0.016,90.851,0.401,-0.544
'[14:34:19.340 26/01/1995]',-0.013,0.016,90.851,0.401,-0.544
'[14:34:19.342 26/01/1995]',-0.028,0.023,90.851,0.401,-0.544
'[14:34:19.344 26/01/1995]',-0.028,0.023,88.247,0.397,-0.542
'[14:34:19.346 26/01/1995]',-0.028,0.023,88.247,0.397,-0.542
'[14:34:19.348 26/01/1995]',-0.028,0.016,88.247,0.397,-0.542
'[14:34:19.350 26/01/1995]',-0.028,0.016,88.247,0.397,-0.542
'[14:34:19.352 26/01/1995]',-0.028,0.023,86.344,0.394,-0.539
'[14:34:19.354 26/01/1995]',-0.028,0.016,86.344,0.394,-0.539
'[14:34:19.356 26/01/1995]',-0.028,0.023,86.344,0.394,-0.539
'[14:34:19.358 26/01/1995]',-0.028,0.023,86.344,0.394,-0.539
'[14:34:19.360 26/01/1995]',-0.013,0.016,84.741,0.388,-0.537
'[14:34:19.362 26/01/1995]',-0.013,0.016,84.741,0.388,-0.537
'[14:34:19.364 26/01/1995]',-0.013,0.023,84.741,0.388,-0.537
'[14:34:19.366 26/01/1995]',-0.013,0.016,84.741,0.388,-0.537
'[14:34:19.368 26/01/1995]',0.001,0.001,83.539,0.376,-0.534
'[14:34:19.370 26/01/1995]',0.001,-0.007,83.539,0.376,-0.534
'[14:34:19.372 26/01/1995]',0.001,-0.007,83.539,0.376,-0.534
'[14:34:19.374 26/01/1995]',-0.013,-0.007,83.539,0.376,-0.534
'[14:34:19.376 26/01/1995]',-0.013,-0.015,82.538,0.362,-0.532
'[14:34:19.378 26/01/1995]',-0.013,-0.015,82.538,0.362,-0.532
'[14:34:19.380 26/01/1995]',-0.013,-0.015,82.538,0.362,-0.532
'[14:34:19.382 26/01/1995]',-0.013,0.001,82.538,0.362,-0.532
'[14:34:19.384 26/01/1995]',-0.013,0.001,81.736,0.349,-0.529
'[14:34:19.386 26/01/1995]',-0.013,0.001,81.736,0.349,-0.529
'[14:34:19.388 26/01/1995]',0.001,0.001,81.736,0.349,-0.529
'[14:34:19.390 26/01/1995]',0.001,-0.007,81.736,0.349,-0.529
'[14:34:19.392 26/01/1995]',0.015,-0.015,81.035,0.331,-0.526
'[14:34:19.394 26/01/1995]',0.030,-0.022,81.035,0.331,-0.526
'[14:34:19.396 26/01/1995]',0.044,-0.037,81.035,0.331,-0.526
'[14:34:19.398 26/01/1995]',0.058,-0.037,81.035,0.331,-0.526
'[14:34:19.400 26/01/1995]',0.058,-0.045,80.534,0.308,-0.523
'[14:34:19.402 26/01/1995]',0.073,-0.045,80.534,0.308,-0.523
