'Time and date','V','II','ABP','PAP','ART','PLETH','RESP'
'[09:13:47.590 01/06/1995]',-0.011,0.002,82.519,16.750,90.527,0.000,-0.296
'[09:13:47.592 01/06/1995]',-0.011,0.002,81.618,15.938,90.452,0.000,-0.296
'[09:13:47.594 01/06/1995]',-0.005,0.002,81.618,15.938,90.452,0.000,-0.296
'[09:13:47.596 01/06/1995]',0.001,0.002,81.618,15.938,90.452,0.000,-0.296
'[09:13:47.598 01/06/1995]',0.006,0.002,81.618,15.938,90.452,0.000,-0.296
'[09:13:47.600 01/06/1995]',0.006,0.002,80.717,14.812,89.924,0.000,-0.296
'[09:13:47.602 01/06/1995]',0.006,0.002,80.717,14.812,89.924,0.000,-0.296
'[09:13:47.604 01/06/1995]',0.001,0.002,80.717,14.812,89.924,0.000,-0.296
'[09:13:47.606 01/06/1995]',0.001,0.002,80.717,14.812,89.924,0.000,-0.296
'[09:13:47.608 01/06/1995]',-0.005,0.002,79.967,13.762,88.945,0.000,-0.296
'[09:13:47.610 01/06/1995]',0.001,0.002,79.967,13.762,88.945,0.000,-0.296
'[09:13:47.612 01/06/1995]',0.001,0.002,79.967,13.762,88.945,0.000,-0.296
'[09:13:47.614 01/06/1995]',0.001,0.002,79.967,13.762,88.945,0.000,-0.296
'[09:13:47.616 01/06/1995]',0.001,0.002,79.316,13.412,88.266,0.000,-0.296
'[09:13:47.618 01/06/1995]',-0.005,0.002,79.316,13.412,88.266,0.000,-0.296
'[09:13:47.620 01/06/1995]',-0.005,0.002,79.316,13.412,88.266,0.000,-0.296
'[09:13:47.622 01/06/1995]',-0.011,0.002,79.316,13.412,88.266,0.000,-0.296
'[09:13:47.624 01/06/1995]',-0.024,0.025,78.766,13.938,87.889,0.000,-0.297
'[09:13:47.626 01/06/1995]',-0.011,0.025,78.766,13.938,87.889,0.000,-0.297
'[09:13:47.628 01/06/1995]',-0.005,0.002,78.766,13.938,87.889,0.000,-0.297
'[09:13:47.630 01/06/1995]',0.001,0.002,78.766,13.938,87.889,0.000,-0.297
'[09:13:47.632 01/06/1995]',0.001,0.002,78.315,15.225,87.663,0.000,-0.297
'[09:13:47.634 01/06/1995]',0.001,0.002,78.315,15.225,87.663,0.000,-0.297
'[09:13:47.636 01/06/1995]',-0.005,0.002,78.315,15.225,87.663,0.000,-0.297
'[09:13:47.638 01/06/1995]',-0.011,0.025,78.315,15.225,87.663,0.000,-0.297
'[09:13:47.640 01/06/1995]',-0.024,0.073,77.965,16.812,87.211,0.000,-0.298
'[09:13:47.642 01/06/1995]',-0.030,0.097,77.965,16.812,87.211,0.000,-0.298
'[09:13:47.644 01/06/1995]',-0.030,0.169,77.965,16.812,87.211,0.000,-0.298
'[09:13:47.646 01/06/1995]',-0.036,0.193,77.965,16.812,87.211,0.000,-0.298
'[09:13:47.648 01/06/1995]',-0.048,0.242,77.665,18.163,86.608,0.000,-0.298
'[09:13:47.650 01/06/1995]',-0.072,0.290,77.665,18.163,86.608,0.000,-0.298
'[09:13:47.652 01/06/1995]',-0.095,0.338,77.665,18.163,86.608,0.000,-0.298
'[09:13:47.654 01/06/1995]',-0.113,0.385,77.665,18.163,86.608,0.000,-0.298
'[09:13:47.656 01/06/1995]',-0.137,0.457,77.515,18.750,86.080,0.000,-0.299
'[09:13:47.658 01/06/1995]',-0.137,0.481,77.515,18.750,86.080,0.000,-0.299
'[09:13:47.660 01/06/1995]',-0.137,0.457,77.515,18.750,86.080,0.000,-0.299
'[09:13:47.662 01/06/1995]',-0.137,0.457,77.515,18.750,86.080,0.000,-0.299
'[09:13:47.664 01/06/1995]',-0.101,0.433,77.315,18.450,85.779,0.000,-0.300
'[09:13:47.666 01/06/1995]',-0.072,0.409,77.315,18.450,85.779,0.000,-0.300
'[09:13:47.668 01/06/1995]',-0.036,0.361,77.315,18.450,85.779,0.000,-0.300
'[09:13:47.670 01/06/1995]',0.001,0.242,77.315,18.450,85.779,0.000,-0.300
'[09:13:47.672 01/06/1995]',0.054,0.097,77.164,17.450,85.477,0.000,-0.301
'[09:13:47.674 01/06/1995]',0.120,-0.070,77.164,17.450,85.477,0.000,-0.301
'[09:13:47.676 01/06/1995]',0.186,-0.286,77.164,17.450,85.477,0.000,-0.301
'[09:13:47.678 01/06/1995]',0.246,-0.478,77.164,17.450,85.477,0.000,-0.301
'[09:13:47.680 01/06/1995]',0.294,-0.622,77.064,16.225,84.950,0.000,-0.302
'[09:13:47.682 01/06/1995]',0.342,-0.741,77.064,16.225,84.950,0.000,-0.302
'[09:13:47.684 01/06/1995]',0.360,-0.837,77.064,16.225,84.950,0.000,-0.302
'[09:13:47.686 01/06/1995]',0.378,-0.885,77.064,16.225,84.950,0.000,-0.302
'[09:13:47.688 01/06/1995]',0.360,-0.885,76.914,15.287,84.271,0.000,-0.302
'[09:13:47.690 01/06/1995]',0.336,-0.813,76.914,15.287,84.271,0.000,-0.302
'[09:13:47.692 01/06/1995]',0.300,-0.741,76.914,15.287,84.271,0.000,-0.302
'[09:13:47.694 01/06/1995]',0.276,-0.670,76.914,15.287,84.271,0.000,-0.302
'[09:13:47.696 01/06/1995]',0.246,-0.622,76.764,15.050,83.291,0.000,-0.302
'[09:13:47.698 01/06/1995]',0.222,-0.574,76.764,15.050,83.291,0.000,-0.302
'[09:13:47.700 01/06/1995]',0.180,-0.502,76.764,15.050,83.291,0.000,-0.302
'[09:13:47.702 01/06/1995]',0.132,-0.405,76.764,15.050,83.291,0.000,-0.302
'[09:13:47.704 01/06/1995]',0.090,-0.310,76.614,15.400,82.010,0.000,-0.303
'[09:13:47.706 01/06/1995]',0.048,-0.190,76.614,15.400,82.010,0.000,-0.303
'[09:13:47.708 01/06/1995]',0.012,-0.118,76.614,15.400,82.010,0.000,-0.303
'[09:13:47.710 01/06/1995]',0.001,-0.070,76.614,15.400,82.010,0.000,-0.303
'[09:13:47.712 01/06/1995]',-0.011,-0.022,76.514,16.225,80.050,0.000,-0.304
'[09:13:47.714 01/06/1995]',-0.024,0.002,76.514,16.225,80.050,0.000,-0.304
'[09:13:47.716 01/06/1995]',-0.030,0.002,76.514,16.225,80.050,0.000,-0.304
'[09:13:47.718 01/06/1995]',-0.036,0.025,76.514,16.225,80.050,0.000,-0.304
'[09:13:47.720 01/06/1995]',-0.048,0.025,76.414,17.100,77.638,0.000,-0.305
'[09:13:47.722 01/06/1995]',-0.054,0.049,76.414,17.100,77.638,0.000,-0.305
'[09:13:47.724 01/06/1995]',-0.054,0.073,76.414,17.100,77.638,0.000,-0.305
'[09:13:47.726 01/06/1995]',-0.054,0.073,76.414,17.100,77.638,0.000,-0.305
'[09:13:47.728 01/06/1995]',-0.048,0.097,76.214,17.925,75.980,0.000,-0.307
'[09:13:47.730 01/06/1995]',-0.048,0.073,76.214,17.925,75.980,0.000,-0.307
'[09:13:47.732 01/06/1995]',-0.048,0.073,76.214,17.925,75.980,0.000,-0.307
'[09:13:47.734 01/06/1995]',-0.048,0.073,76.214,17.925,75.980,0.000,-0.307
'[09:13:47.736 01/06/1995]',-0.054,0.073,76.114,18.337,76.130,0.000,-0.309
'[09:13:47.738 01/06/1995]',-0.066,0.097,76.114,18.337,76.130,0.000,-0.309
'[09:13:47.740 01/06/1995]',-0.066,0.097,76.114,18.337,76.130,0.000,-0.309
'[09:13:47.742 01/06/1995]',-0.066,0.097,76.114,18.337,76.130,0.000,-0.309
'[09:13:47.744 01/06/1995]',-0.054,0.097,75.963,18.337,76.884,0.000,-0.311
'[09:13:47.746 01/06/1995]',-0.054,0.097,75.963,18.337,76.884,0.000,-0.311
'[09:13:47.748 01/06/1995]',-0.048,0.097,75.963,18.337,76.884,0.000,-0.311
'[09:13:47.750 01/06/1995]',-0.054,0.097,75.963,18.337,76.884,0.000,-0.311
'[09:13:47.752 01/06/1995]',-0.054,0.097,75.813,18.100,75.980,0.000,-0.313
'[09:13:47.754 01/06/1995]',-0.054,0.097,75.813,18.100,75.980,0.000,-0.313
'[09:13:47.756 01/06/1995]',-0.066,0.097,75.813,18.100,75.980,0.000,-0.313
'[09:13:47.758 01/06/1995]',-0.066,0.097,75.813,18.100,75.980,0.000,-0.313
'[09:13:47.760 01/06/1995]',-0.054,0.097,75.463,17.925,72.663,0.000,-0.315
'[09:13:47.762 01/06/1995]',-0.054,0.097,75.463,17.925,72.663,0.000,-0.315
'[09:13:47.764 01/06/1995]',-0.048,0.097,75.463,17.925,72.663,0.000,-0.315
'[09:13:47.766 01/06/1995]',-0.036,0.097,75.463,17.925,72.663,0.000,-0.315
'[09:13:47.768 01/06/1995]',-0.054,0.097,74.913,17.812,69.196,0.000,-0.318
'[09:13:47.770 01/06/1995]',-0.048,0.097,74.913,17.812,69.196,0.000,-0.318
'[09:13:47.772 01/06/1995]',-0.054,0.097,74.913,17.812,69.196,0.000,-0.318
'[09:13:47.774 01/06/1995]',-0.066,0.121,74.913,17.812,69.196,0.000,-0.318
'[09:13:47.776 01/06/1995]',-0.054,0.121,74.212,17.275,68.744,0.000,-0.321
'[09:13:47.778 01/06/1995]',-0.054,0.121,74.212,17.275,68.744,0.000,-0.321
'[09:13:47.780 01/06/1995]',-0.054,0.097,74.212,17.275,68.744,0.000,-0.321
'[09:13:47.782 01/06/1995]',-0.054,0.097,74.212,17.275,68.744,0.000,-0.321
'[09:13:47.784 01/06/1995]',-0.048,0.097,73.411,16.575,72.135,0.000,-0.326
'[09:13:47.786 01/06/1995]',-0.054,0.097,73.411,16.575,72.135,0.000,-0.326
'[09:13:47.788 01/06/1995]',-0.066,0.097,73.411,16.575,72.135,0.000,-0.326
'[09:13:47.790 01/06/1995]',-0.072,0.097,73.411,16.575,72.135,0.000,-0.326
'[09:13:47.792 01/06/1995]',-0.066,0.097,72.461,16.337,76.960,0.000,-0.331
'[09:13:47.794 01/06/1995]',-0.054,0.097,72.461,16.337,76.960,0.000,-0.331
'[09:13:47.796 01/06/1995]',-0.054,0.097,72.461,16.337,76.960,0.000,-0.331
'[09:13:47.798 01/06/1995]',-0.054,0.097,72.461,16.337,76.960,0.000,-0.331
'[09:13:47.800 01/06/1995]',-0.048,0.097,71.360,17.100,79.899,0.000,-0.337
'[09:13:47.802 01/06/1995]',-0.054,0.097,71.360,17.100,79.899,0.000,-0.337
'[09:13:47.804 01/06/1995]',-0.054,0.097,71.360,17.100,79.899,0.000,-0.337
'[09:13:47.806 01/06/1995]',-0.054,0.097,71.360,17.100,79.899,0.000,-0.337
'[09:13:47.808 01/06/1995]',-0.054,0.097,70.058,18.863,79.899,0.000,-0.342
'[09:13:47.810 01/06/1995]',-0.048,0.097,70.058,18.863,79.899,0.000,-0.342
'[09:13:47.812 01/06/1995]',-0.048,0.097,70.058,18.863,79.899,0.000,-0.342
'[09:13:47.814 01/06/1995]',-0.036,0.097,70.058,18.863,79.899,0.000,-0.342
'[09:13:47.816 01/06/1995]',-0.036,0.097,68.757,21.500,78.316,0.000,-0.347
'[09:13:47.818 01/06/1995]',-0.048,0.097,68.757,21.500,78.316,0.000,-0.347
'[09:13:47.820 01/06/1995]',-0.054,0.097,68.757,21.500,78.316,0.000,-0.347
'[09:13:47.822 01/06/1995]',-0.054,0.097,68.757,21.500,78.316,0.000,-0.347
'[09:13:47.824 01/06/1995]',-0.054,0.097,67.506,24.312,79.146,0.000,-0.352
'[09:13:47.826 01/06/1995]',-0.048,0.097,67.506,24.312,79.146,0.000,-0.352
'[09:13:47.828 01/06/1995]',-0.036,0.097,67.506,24.312,79.146,0.000,-0.352
'[09:13:47.830 01/06/1995]',-0.036,0.097,67.506,24.312,79.146,0.000,-0.352
'[09:13:47.832 01/06/1995]',-0.036,0.073,66.205,26.300,85.929,0.000,-0.357
'[09:13:47.834 01/06/1995]',-0.030,0.073,66.205,26.300,85.929,0.000,-0.357
'[09:13:47.836 01/06/1995]',-0.036,0.073,66.205,26.300,85.929,0.000,-0.357
'[09:13:47.838 01/06/1995]',-0.048,0.073,66.205,26.300,85.929,0.000,-0.357
'[09:13:47.840 01/06/1995]',-0.048,0.073,65.154,26.887,96.859,0.000,-0.361
'[09:13:47.842 01/06/1995]',-0.048,0.097,65.154,26.887,96.859,0.000,-0.361
'[09:13:47.844 01/06/1995]',-0.030,0.073,65.154,26.887,96.859,0.000,-0.361
'[09:13:47.846 01/06/1995]',-0.036,0.073,65.154,26.887,96.859,0.000,-0.361
'[09:13:47.848 01/06/1995]',-0.030,0.073,64.504,26.363,103.944,0.000,-0.365
'[09:13:47.850 01/06/1995]',-0.030,0.073,64.504,26.363,103.944,0.000,-0.365
'[09:13:47.852 01/06/1995]',-0.030,0.049,64.504,26.363,103.944,0.000,-0.365
'[09:13:47.854 01/06/1995]',-0.036,0.049,64.504,26.363,103.944,0.000,-0.365
'[09:13:47.856 01/06/1995]',-0.036,0.073,64.504,25.363,100.854,0.000,-0.369
'[09:13:47.858 01/06/1995]',-0.030,0.049,64.504,25.363,100.854,0.000,-0.369
'[09:13:47.860 01/06/1995]',-0.030,0.073,64.504,25.363,100.854,0.000,-0.369
'[09:13:47.862 01/06/1995]',-0.030,0.049,64.504,25.363,100.854,0.000,-0.369
'[09:13:47.864 01/06/1995]',-0.024,0.025,65.204,24.250,89.924,0.000,-0.373
'[09:13:47.866 01/06/1995]',-0.024,0.025,65.204,24.250,89.924,0.000,-0.373
'[09:13:47.868 01/06/1995]',-0.024,0.025,65.204,24.250,89.924,0.000,-0.373
'[09:13:47.870 01/06/1995]',-0.024,0.025,65.204,24.250,89.924,0.000,-0.373
'[09:13:47.872 01/06/1995]',-0.030,0.025,66.856,23.075,79.975,0.000,-0.378
'[09:13:47.874 01/06/1995]',-0.024,0.025,66.856,23.075,79.975,0.000,-0.378
'[09:13:47.876 01/06/1995]',-0.011,0.025,66.856,23.075,79.975,0.000,-0.378
'[09:13:47.878 01/06/1995]',-0.005,0.002,66.856,23.075,79.975,0.000,-0.378
'[09:13:47.880 01/06/1995]',-0.005,0.002,69.308,22.025,80.050,0.000,-0.383
'[09:13:47.882 01/06/1995]',0.001,0.002,69.308,22.025,80.050,0.000,-0.383
'[09:13:47.884 01/06/1995]',0.001,0.002,69.308,22.025,80.050,0.000,-0.383
'[09:13:47.886 01/06/1995]',-0.005,0.002,69.308,22.025,80.050,0.000,-0.383
'[09:13:47.888 01/06/1995]',-0.005,0.002,72.360,21.962,91.281,0.000,-0.388
'[09:13:47.890 01/06/1995]',-0.005,0.002,72.360,21.962,91.281,0.000,-0.388
'[09:13:47.892 01/06/1995]',0.001,0.002,72.360,21.962,91.281,0.000,-0.388
'[09:13:47.894 01/06/1995]',0.006,-0.022,72.360,21.962,91.281,0.000,-0.388
'[09:13:47.896 01/06/1995]',0.024,-0.022,75.863,23.025,104.246,0.000,-0.393
'[09:13:47.898 01/06/1995]',0.030,-0.070,75.863,23.025,104.246,0.000,-0.393
'[09:13:47.900 01/06/1995]',0.036,-0.094,75.863,23.025,104.246,0.000,-0.393
'[09:13:47.902 01/06/1995]',0.036,-0.094,75.863,23.025,104.246,0.000,-0.393
'[09:13:47.904 01/06/1995]',0.036,-0.094,79.667,24.663,108.467,0.000,-0.397
'[09:13:47.906 01/06/1995]',0.036,-0.094,79.667,24.663,108.467,0.000,-0.397
'[09:13:47.908 01/06/1995]',0.048,-0.094,79.667,24.663,108.467,0.000,-0.397
'[09:13:47.910 01/06/1995]',0.054,-0.118,79.667,24.663,108.467,0.000,-0.397
'[09:13:47.912 01/06/1995]',0.066,-0.142,83.570,26.188,103.492,0.000,-0.401
'[09:13:47.914 01/06/1995]',0.078,-0.142,83.570,26.188,103.492,0.000,-0.401
'[09:13:47.916 01/06/1995]',0.078,-0.166,83.570,26.188,103.492,0.000,-0.401
'[09:13:47.918 01/06/1995]',0.078,-0.166,83.570,26.188,103.492,0.000,-0.401
'[09:13:47.920 01/06/1995]',0.090,-0.190,87.223,26.887,97.161,0.000,-0.405
'[09:13:47.922 01/06/1995]',0.090,-0.190,87.223,26.887,97.161,0.000,-0.405
'[09:13:47.924 01/06/1995]',0.096,-0.190,87.223,26.887,97.161,0.000,-0.405
'[09:13:47.926 01/06/1995]',0.102,-0.214,87.223,26.887,97.161,0.000,-0.405
'[09:13:47.928 01/06/1995]',0.120,-0.238,90.476,26.425,95.578,0.000,-0.409
'[09:13:47.930 01/06/1995]',0.132,-0.262,90.476,26.425,95.578,0.000,-0.409
'[09:13:47.932 01/06/1995]',0.138,-0.286,90.476,26.425,95.578,0.000,-0.409
'[09:13:47.934 01/06/1995]',0.144,-0.286,90.476,26.425,95.578,0.000,-0.409
'[09:13:47.936 01/06/1995]',0.144,-0.286,93.178,25.188,97.688,0.000,-0.413
'[09:13:47.938 01/06/1995]',0.144,-0.286,93.178,25.188,97.688,0.000,-0.413
'[09:13:47.940 01/06/1995]',0.144,-0.286,93.178,25.188,97.688,0.000,-0.413
'[09:13:47.942 01/06/1995]',0.156,-0.286,93.178,25.188,97.688,0.000,-0.413
'[09:13:47.944 01/06/1995]',0.162,-0.310,95.380,24.012,99.045,0.000,-0.418
'[09:13:47.946 01/06/1995]',0.168,-0.310,95.380,24.012,99.045,0.000,-0.418
'[09:13:47.948 01/06/1995]',0.180,-0.334,95.380,24.012,99.045,0.000,-0.418
'[09:13:47.950 01/06/1995]',0.180,-0.334,95.380,24.012,99.045,0.000,-0.418
'[09:13:47.952 01/06/1995]',0.186,-0.357,97.281,23.663,98.065,0.000,-0.423
'[09:13:47.954 01/06/1995]',0.180,-0.334,97.281,23.663,98.065,0.000,-0.423
'[09:13:47.956 01/06/1995]',0.180,-0.334,97.281,23.663,98.065,0.000,-0.423
'[09:13:47.958 01/06/1995]',0.180,-0.334,97.281,23.663,98.065,0.000,-0.423
'[09:13:47.960 01/06/1995]',0.180,-0.334,98.732,24.012,96.407,0.000,-0.427
'[09:13:47.962 01/06/1995]',0.186,-0.334,98.732,24.012,96.407,0.000,-0.427
'[09:13:47.964 01/06/1995]',0.186,-0.334,98.732,24.012,96.407,0.000,-0.427
'[09:13:47.966 01/06/1995]',0.198,-0.357,98.732,24.012,96.407,0.000,-0.427
'[09:13:47.968 01/06/1995]',0.186,-0.357,99.933,24.550,96.105,0.000,-0.432
'[09:13:47.970 01/06/1995]',0.186,-0.334,99.933,24.550,96.105,0.000,-0.432
'[09:13:47.972 01/06/1995]',0.186,-0.310,99.933,24.550,96.105,0.000,-0.432
'[09:13:47.974 01/06/1995]',0.168,-0.310,99.933,24.550,96.105,0.000,-0.432
'[09:13:47.976 01/06/1995]',0.180,-0.310,100.734,24.950,97.236,0.000,-0.436
'[09:13:47.978 01/06/1995]',0.180,-0.310,100.734,24.950,97.236,0.000,-0.436
'[09:13:47.980 01/06/1995]',0.180,-0.310,100.734,24.950,97.236,0.000,-0.436
'[09:13:47.982 01/06/1995]',0.180,-0.310,100.734,24.950,97.236,0.000,-0.436
'[09:13:47.984 01/06/1995]',0.180,-0.310,101.285,24.950,98.216,0.000,-0.440
'[09:13:47.986 01/06/1995]',0.162,-0.286,101.285,24.950,98.216,0.000,-0.440
'[09:13:47.988 01/06/1995]',0.156,-0.286,101.285,24.950,98.216,0.000,-0.440
'[09:13:47.990 01/06/1995]',0.144,-0.262,101.285,24.950,98.216,0.000,-0.440
'[09:13:47.992 01/06/1995]',0.144,-0.262,101.435,24.550,98.065,0.000,-0.444
'[09:13:47.994 01/06/1995]',0.144,-0.238,101.435,24.550,98.065,0.000,-0.444
'[09:13:47.996 01/06/1995]',0.144,-0.238,101.435,24.550,98.065,0.000,-0.444
'[09:13:47.998 01/06/1995]',0.144,-0.238,101.435,24.550,98.065,0.000,-0.444
'[09:13:48.000 01/06/1995]',0.138,-0.238,101.184,23.788,97.236,0.000,-0.447
'[09:13:48.002 01/06/1995]',0.120,-0.214,101.184,23.788,97.236,0.000,-0.447
'[09:13:48.004 01/06/1995]',0.114,-0.214,101.184,23.788,97.236,0.000,-0.447
'[09:13:48.006 01/06/1995]',0.102,-0.190,101.184,23.788,97.236,0.000,-0.447
'[09:13:48.008 01/06/1995]',0.096,-0.166,100.634,22.962,96.407,0.000,-0.449
'[09:13:48.010 01/06/1995]',0.096,-0.166,100.634,22.962,96.407,0.000,-0.449
'[09:13:48.012 01/06/1995]',0.096,-0.142,100.634,22.962,96.407,0.000,-0.449
'[09:13:48.014 01/06/1995]',0.096,-0.142,100.634,22.962,96.407,0.000,-0.449
'[09:13:48.016 01/06/1995]',0.096,-0.142,99.583,22.312,95.653,0.000,-0.451
'[09:13:48.018 01/06/1995]',0.090,-0.142,99.583,22.312,95.653,0.000,-0.451
'[09:13:48.020 01/06/1995]',0.078,-0.118,99.583,22.312,95.653,0.000,-0.451
'[09:13:48.022 01/06/1995]',0.072,-0.118,99.583,22.312,95.653,0.000,-0.451
'[09:13:48.024 01/06/1995]',0.066,-0.094,98.082,21.850,94.598,0.000,-0.452
'[09:13:48.026 01/06/1995]',0.066,-0.094,98.082,21.850,94.598,0.000,-0.452
'[09:13:48.028 01/06/1995]',0.066,-0.070,98.082,21.850,94.598,0.000,-0.452
'[09:13:48.030 01/06/1995]',0.054,-0.094,98.082,21.850,94.598,0.000,-0.452
'[09:13:48.032 01/06/1995]',0.054,-0.070,96.380,21.613,93.166,0.000,-0.454
'[09:13:48.034 01/06/1995]',0.048,-0.070,96.380,21.613,93.166,0.000,-0.454
'[09:13:48.036 01/06/1995]',0.036,-0.070,96.380,21.613,93.166,0.000,-0.454
'[09:13:48.038 01/06/1995]',0.030,-0.046,96.380,21.613,93.166,0.000,-0.454
'[09:13:48.040 01/06/1995]',0.024,-0.022,94.479,21.438,91.357,0.000,-0.457
'[09:13:48.042 01/06/1995]',0.024,-0.022,94.479,21.438,91.357,0.000,-0.457
'[09:13:48.044 01/06/1995]',0.024,-0.022,94.479,21.438,91.357,0.000,-0.457
'[09:13:48.046 01/06/1995]',0.024,0.002,94.479,21.438,91.357,0.000,-0.457
'[09:13:48.048 01/06/1995]',0.024,0.002,92.327,21.087,89.849,0.000,-0.459
'[09:13:48.050 01/06/1995]',0.012,0.002,92.327,21.087,89.849,0.000,-0.459
'[09:13:48.052 01/06/1995]',0.012,0.002,92.327,21.087,89.849,0.000,-0.459
'[09:13:48.054 01/06/1995]',0.006,0.002,92.327,21.087,89.849,0.000,-0.459
'[09:13:48.056 01/06/1995]',0.001,0.002,90.125,20.562,89.020,0.000,-0.462
'[09:13:48.058 01/06/1995]',0.001,0.002,90.125,20.562,89.020,0.000,-0.462
'[09:13:48.060 01/06/1995]',0.001,0.002,90.125,20.562,89.020,0.000,-0.462
'[09:13:48.062 01/06/1995]',0.001,0.002,90.125,20.562,89.020,0.000,-0.462
'[09:13:48.064 01/06/1995]',0.006,0.002,87.823,19.800,88.869,0.000,-0.464
'[09:13:48.066 01/06/1995]',0.001,0.002,87.823,19.800,88.869,0.000,-0.464
'[09:13:48.068 01/06/1995]',-0.005,0.002,87.823,19.800,88.869,0.000,-0.464
'[09:13:48.070 01/06/1995]',-0.011,0.025,87.823,19.800,88.869,0.000,-0.464
'[09:13:48.072 01/06/1995]',-0.011,0.025,85.521,18.863,89.095,0.000,-0.467
'[09:13:48.074 01/06/1995]',-0.024,0.049,85.521,18.863,89.095,0.000,-0.467
'[09:13:48.076 01/06/1995]',-0.011,0.049,85.521,18.863,89.095,0.000,-0.467
'[09:13:48.078 01/06/1995]',-0.011,0.049,85.521,18.863,89.095,0.000,-0.467
'[09:13:48.080 01/06/1995]',-0.011,0.025,83.320,17.625,89.321,0.000,-0.469
'[09:13:48.082 01/06/1995]',-0.011,0.025,83.320,17.625,89.321,0.000,-0.469
'[09:13:48.084 01/06/1995]',-0.011,0.025,83.320,17.625,89.321,0.000,-0.469
'[09:13:48.086 01/06/1995]',-0.024,0.025,83.320,17.625,89.321,0.000,-0.469
'[09:13:48.088 01/06/1995]',-0.024,0.049,81.168,16.462,89.246,0.000,-0.471
'[09:13:48.090 01/06/1995]',-0.030,0.049,81.168,16.462,89.246,0.000,-0.471
'[09:13:48.092 01/06/1995]',-0.024,0.073,81.168,16.462,89.246,0.000,-0.471
'[09:13:48.094 01/06/1995]',-0.024,0.073,81.168,16.462,89.246,0.000,-0.471
'[09:13:48.096 01/06/1995]',-0.024,0.049,79.116,15.812,89.095,0.000,-0.474
'[09:13:48.098 01/06/1995]',-0.011,0.049,79.116,15.812,89.095,0.000,-0.474
'[09:13:48.100 01/06/1995]',-0.024,0.049,79.116,15.812,89.095,0.000,-0.474
'[09:13:48.102 01/06/1995]',-0.030,0.073,79.116,15.812,89.095,0.000,-0.474
'[09:13:48.104 01/06/1995]',-0.030,0.073,77.214,15.988,89.397,0.000,-0.477
'[09:13:48.106 01/06/1995]',-0.036,0.073,77.214,15.988,89.397,0.000,-0.477
'[09:13:48.108 01/06/1995]',-0.036,0.073,77.214,15.988,89.397,0.000,-0.477
'[09:13:48.110 01/06/1995]',-0.036,0.073,77.214,15.988,89.397,0.000,-0.477
'[09:13:48.112 01/06/1995]',-0.030,0.073,75.563,16.688,89.698,0.000,-0.480
'[09:13:48.114 01/06/1995]',-0.030,0.073,75.563,16.688,89.698,0.000,-0.480
'[09:13:48.116 01/06/1995]',-0.030,0.049,75.563,16.688,89.698,0.000,-0.480
'[09:13:48.118 01/06/1995]',-0.030,0.073,75.563,16.688,89.698,0.000,-0.480
'[09:13:48.120 01/06/1995]',-0.036,0.073,74.212,17.575,88.869,0.000,-0.483
'[09:13:48.122 01/06/1995]',-0.036,0.073,74.212,17.575,88.869,0.000,-0.483
'[09:13:48.124 01/06/1995]',-0.036,0.073,74.212,17.575,88.869,0.000,-0.483
'[09:13:48.126 01/06/1995]',-0.036,0.073,74.212,17.575,88.869,0.000,-0.483
'[09:13:48.128 01/06/1995]',-0.030,0.073,73.211,18.387,86.382,0.000,-0.486
'[09:13:48.130 01/06/1995]',-0.030,0.073,73.211,18.387,86.382,0.000,-0.486
'[09:13:48.132 01/06/1995]',-0.030,0.073,73.211,18.387,86.382,0.000,-0.486
'[09:13:48.134 01/06/1995]',-0.030,0.073,73.211,18.387,86.382,0.000,-0.486
'[09:13:48.136 01/06/1995]',-0.036,0.073,72.511,18.863,84.271,0.000,-0.490
'[09:13:48.138 01/06/1995]',-0.048,0.073,72.511,18.863,84.271,0.000,-0.490
'[09:13:48.140 01/06/1995]',-0.048,0.097,72.511,18.863,84.271,0.000,-0.490
'[09:13:48.142 01/06/1995]',-0.048,0.097,72.511,18.863,84.271,0.000,-0.490
'[09:13:48.144 01/06/1995]',-0.036,0.097,72.110,18.800,84.723,0.000,-0.493
'[09:13:48.146 01/06/1995]',-0.030,0.097,72.110,18.800,84.723,0.000,-0.493
'[09:13:48.148 01/06/1995]',-0.030,0.073,72.110,18.800,84.723,0.000,-0.493
'[09:13:48.150 01/06/1995]',-0.030,0.073,72.110,18.800,84.723,0.000,-0.493
'[09:13:48.152 01/06/1995]',-0.036,0.073,72.010,18.163,88.040,0.000,-0.497
'[09:13:48.154 01/06/1995]',-0.036,0.073,72.010,18.163,88.040,0.000,-0.497
'[09:13:48.156 01/06/1995]',-0.048,0.097,72.010,18.163,88.040,0.000,-0.497
'[09:13:48.158 01/06/1995]',-0.048,0.097,72.010,18.163,88.040,0.000,-0.497
'[09:13:48.160 01/06/1995]',-0.036,0.097,72.060,17.163,91.960,0.000,-0.500
'[09:13:48.162 01/06/1995]',-0.036,0.097,72.060,17.163,91.960,0.000,-0.500
'[09:13:48.164 01/06/1995]',-0.036,0.073,72.060,17.163,91.960,0.000,-0.500
'[09:13:48.166 01/06/1995]',-0.036,0.073,72.060,17.163,91.960,0.000,-0.500
'[09:13:48.168 01/06/1995]',-0.036,0.073,72.310,16.113,94.296,0.000,-0.504
'[09:13:48.170 01/06/1995]',-0.048,0.073,72.310,16.113,94.296,0.000,-0.504
