'Time and date','II','I','V','ABP','PLETH','RESP'
'[11:34:48.242 10/11/1995]',-0.011,-0.011,0.012,59.248,0.396,-
'[11:34:48.244 10/11/1995]',-0.011,-0.005,0.012,59.248,0.396,-
'[11:34:48.246 10/11/1995]',-0.005,-0.005,0.012,59.248,0.396,-
'[11:34:48.248 10/11/1995]',-0.011,-0.011,0.006,58.271,0.358,-
'[11:34:48.250 10/11/1995]',-0.011,-0.011,0.006,58.271,0.358,-
'[11:34:48.252 10/11/1995]',-0.023,-0.011,0.006,58.271,0.358,-
'[11:34:48.254 10/11/1995]',-0.011,-0.011,0.012,58.271,0.358,-
'[11:34:48.256 10/11/1995]',-0.011,-0.011,0.006,57.594,0.309,-
'[11:34:48.258 10/11/1995]',-0.011,-0.005,0.006,57.594,0.309,-
'[11:34:48.260 10/11/1995]',-0.011,-0.005,0.006,57.594,0.309,-
'[11:34:48.262 10/11/1995]',-0.011,-0.005,0.006,57.594,0.309,-
'[11:34:48.264 10/11/1995]',-0.005,-0.005,0.006,57.368,0.264,-
'[11:34:48.266 10/11/1995]',-0.005,-0.005,0.006,57.368,0.264,-
'[11:34:48.268 10/11/1995]',-0.005,0.001,0.006,57.368,0.264,-
'[11:34:48.270 10/11/1995]',-0.005,-0.005,0.006,57.368,0.264,-
'[11:34:48.272 10/11/1995]',-0.005,0.001,0.006,57.444,0.214,-
'[11:34:48.274 10/11/1995]',-0.005,0.001,0.001,57.444,0.214,-
'[11:34:48.276 10/11/1995]',-0.005,0.001,0.001,57.444,0.214,-
'[11:34:48.278 10/11/1995]',0.001,0.006,0.006,57.444,0.214,-
'[11:34:48.280 10/11/1995]',-0.005,0.006,0.001,57.594,0.161,-
'[11:34:48.282 10/11/1995]',0.006,0.006,0.001,57.594,0.161,-
'[11:34:48.284 10/11/1995]',0.001,0.006,0.001,57.594,0.161,-
'[11:34:48.286 10/11/1995]',0.001,0.006,0.001,57.594,0.161,-
'[11:34:48.288 10/11/1995]',0.001,0.006,-0.005,57.820,0.116,-
'[11:34:48.290 10/11/1995]',0.001,0.006,0.001,57.820,0.116,-
'[11:34:48.292 10/11/1995]',0.006,0.001,-0.005,57.820,0.116,-
'[11:34:48.294 10/11/1995]',0.006,0.006,-0.005,57.820,0.116,-
'[11:34:48.296 10/11/1995]',0.012,0.012,0.001,58.045,0.061,-
'[11:34:48.298 10/11/1995]',0.012,0.012,0.001,58.045,0.061,-
'[11:34:48.300 10/11/1995]',0.012,0.012,-0.005,58.045,0.061,-
'[11:34:48.302 10/11/1995]',0.012,0.012,-0.005,58.045,0.061,-
'[11:34:48.304 10/11/1995]',0.012,0.012,-0.005,58.421,0.012,-
'[11:34:48.306 10/11/1995]',0.012,0.012,-0.005,58.421,0.012,-
'[11:34:48.308 10/11/1995]',0.012,0.012,-0.005,58.421,0.012,-
'[11:34:48.310 10/11/1995]',0.024,0.023,0.001,58.421,0.012,-
'[11:34:48.312 10/11/1995]',0.024,0.023,-0.005,58.797,-0.037,-
'[11:34:48.314 10/11/1995]',0.024,0.023,-0.005,58.797,-0.037,-
'[11:34:48.316 10/11/1995]',0.012,0.023,-0.011,58.797,-0.037,-
'[11:34:48.318 10/11/1995]',0.001,0.006,-0.022,58.797,-0.037,-
'[11:34:48.320 10/11/1995]',0.012,0.012,-0.022,59.323,-0.087,-
'[11:34:48.322 10/11/1995]',-0.088,-0.069,-0.045,59.323,-0.087,-
'[11:34:48.324 10/11/1995]',-0.313,-0.287,-0.125,59.323,-0.087,-
'[11:34:48.326 10/11/1995]',-,-,-0.188,59.323,-0.087,-
'[11:34:48.328 10/11/1995]',-,-,-0.262,60.150,-0.132,-
'[11:34:48.330 10/11/1995]',-,-,-0.257,60.150,-0.132,-
'[11:34:48.332 10/11/1995]',-0.508,-0.488,-0.171,60.150,-0.132,-
'[11:34:48.334 10/11/1995]',-0.207,-0.212,-0.068,60.150,-0.132,-
'[11:34:48.336 10/11/1995]',-0.047,-0.051,-0.022,61.353,-0.177,-
'[11:34:48.338 10/11/1995]',-0.029,-0.034,-0.022,61.353,-0.177,-
'[11:34:48.340 10/11/1995]',-0.094,-0.086,-0.045,61.353,-0.177,-
'[11:34:48.342 10/11/1995]',-0.130,-0.115,-0.051,61.353,-0.177,-
'[11:34:48.344 10/11/1995]',-0.112,-0.091,-0.045,63.083,-0.219,-
'[11:34:48.346 10/11/1995]',-0.088,-0.069,-0.034,63.083,-0.219,-
'[11:34:48.348 10/11/1995]',-0.071,-0.051,-0.034,63.083,-0.219,-
'[11:34:48.350 10/11/1995]',-0.077,-0.069,-0.045,63.083,-0.219,-
'[11:34:48.352 10/11/1995]',-0.100,-0.091,-0.051,65.489,-0.252,-
'[11:34:48.354 10/11/1995]',-0.142,-0.132,-0.068,65.489,-0.252,-
'[11:34:48.356 10/11/1995]',-0.177,-0.172,-0.085,65.489,-0.252,-
'[11:34:48.358 10/11/1995]',-0.195,-0.201,-0.085,65.489,-0.252,-
'[11:34:48.360 10/11/1995]',-0.201,-0.201,-0.085,68.421,-0.285,-
'[11:34:48.362 10/11/1995]',-0.195,-0.195,-0.074,68.421,-0.285,-
'[11:34:48.364 10/11/1995]',-0.183,-0.189,-0.068,68.421,-0.285,-
'[11:34:48.366 10/11/1995]',-0.159,-0.178,-0.051,68.421,-0.285,-
'[11:34:48.368 10/11/1995]',-0.142,-0.161,-0.045,71.880,-0.314,-
'[11:34:48.370 10/11/1995]',-0.136,-0.149,-0.034,71.880,-0.314,-
'[11:34:48.372 10/11/1995]',-0.118,-0.138,-0.028,71.880,-0.314,-
'[11:34:48.374 10/11/1995]',-0.100,-0.126,-0.028,71.880,-0.314,-
'[11:34:48.376 10/11/1995]',-0.094,-0.115,-0.022,75.338,-0.335,-
'[11:34:48.378 10/11/1995]',-0.088,-0.109,-0.022,75.338,-0.335,-
'[11:34:48.380 10/11/1995]',-0.071,-0.097,-0.011,75.338,-0.335,-
'[11:34:48.382 10/11/1995]',-0.065,-0.086,-0.005,75.338,-0.335,-
'[11:34:48.384 10/11/1995]',-0.047,-0.074,-0.005,78.571,-0.351,-
'[11:34:48.386 10/11/1995]',-0.029,-0.069,0.001,78.571,-0.351,-
'[11:34:48.388 10/11/1995]',-0.005,-0.051,0.006,78.571,-0.351,-
'[11:34:48.390 10/11/1995]',0.006,-0.028,0.012,78.571,-0.351,-
'[11:34:48.392 10/11/1995]',0.024,-0.011,0.023,81.353,-0.359,-
'[11:34:48.394 10/11/1995]',0.066,0.006,0.029,81.353,-0.359,-
'[11:34:48.396 10/11/1995]',0.072,0.029,0.035,81.353,-0.359,-
'[11:34:48.398 10/11/1995]',0.089,0.046,0.046,81.353,-0.359,-
'[11:34:48.400 10/11/1995]',0.101,0.064,0.046,83.534,-0.363,-
'[11:34:48.402 10/11/1995]',0.119,0.069,0.052,83.534,-0.363,-
'[11:34:48.404 10/11/1995]',0.137,0.075,0.063,83.534,-0.363,-
'[11:34:48.406 10/11/1995]',0.137,0.087,0.069,83.534,-0.363,-
'[11:34:48.408 10/11/1995]',0.142,0.092,0.069,84.887,-0.359,-
'[11:34:48.410 10/11/1995]',0.142,0.098,0.069,84.887,-0.359,-
'[11:34:48.412 10/11/1995]',0.160,0.110,0.069,84.887,-0.359,-
'[11:34:48.414 10/11/1995]',0.154,0.098,0.069,84.887,-0.359,-
'[11:34:48.416 10/11/1995]',0.154,0.098,0.069,85.414,-0.346,-
'[11:34:48.418 10/11/1995]',0.154,0.092,0.069,85.414,-0.346,-
'[11:34:48.420 10/11/1995]',0.142,0.092,0.063,85.414,-0.346,-
'[11:34:48.422 10/11/1995]',0.142,0.087,0.069,85.414,-0.346,-
'[11:34:48.424 10/11/1995]',0.137,0.087,0.063,85.414,-0.326,-
'[11:34:48.426 10/11/1995]',0.137,0.092,0.063,85.414,-0.326,-
'[11:34:48.428 10/11/1995]',0.137,0.087,0.052,85.414,-0.326,-
'[11:34:48.430 10/11/1995]',0.131,0.087,0.052,85.414,-0.326,-
'[11:34:48.432 10/11/1995]',0.131,0.087,0.052,85.038,-0.305,-
'[11:34:48.434 10/11/1995]',0.131,0.075,0.052,85.038,-0.305,-
'[11:34:48.436 10/11/1995]',0.131,0.087,0.052,85.038,-0.305,-
'[11:34:48.438 10/11/1995]',0.131,0.087,0.052,85.038,-0.305,-
'[11:34:48.440 10/11/1995]',0.131,0.075,0.052,83.910,-0.277,-
'[11:34:48.442 10/11/1995]',0.131,0.069,0.046,83.910,-0.277,-
'[11:34:48.444 10/11/1995]',0.131,0.075,0.046,83.910,-0.277,-
'[11:34:48.446 10/11/1995]',0.131,0.075,0.046,83.910,-0.277,-
'[11:34:48.448 10/11/1995]',0.131,0.087,0.046,81.805,-0.247,-
'[11:34:48.450 10/11/1995]',0.137,0.087,0.046,81.805,-0.247,-
'[11:34:48.452 10/11/1995]',0.131,0.075,0.046,81.805,-0.247,-
'[11:34:48.454 10/11/1995]',0.119,0.075,0.046,81.805,-0.247,-
'[11:34:48.456 10/11/1995]',0.119,0.075,0.046,79.248,-0.219,-
'[11:34:48.458 10/11/1995]',0.119,0.075,0.035,79.248,-0.219,-
'[11:34:48.460 10/11/1995]',0.119,0.075,0.035,79.248,-0.219,-
'[11:34:48.462 10/11/1995]',0.119,0.075,0.035,79.248,-0.219,-
'[11:34:48.464 10/11/1995]',0.113,0.069,0.035,76.316,-0.219,-
'[11:34:48.466 10/11/1995]',0.113,0.069,0.029,76.316,-0.219,-
'[11:34:48.468 10/11/1995]',0.101,0.069,0.035,76.316,-0.219,-
'[11:34:48.470 10/11/1995]',0.101,0.064,0.035,76.316,-0.219,-
'[11:34:48.472 10/11/1995]',0.095,0.052,0.035,73.233,-0.194,-
'[11:34:48.474 10/11/1995]',0.089,0.052,0.029,73.233,-0.194,-
'[11:34:48.476 10/11/1995]',0.089,0.052,0.029,73.233,-0.194,-
'[11:34:48.478 10/11/1995]',0.095,0.052,0.029,73.233,-0.194,-
'[11:34:48.480 10/11/1995]',0.077,0.052,0.023,70.075,-0.168,-
'[11:34:48.482 10/11/1995]',0.077,0.046,0.023,70.075,-0.168,-
'[11:34:48.484 10/11/1995]',0.077,0.046,0.012,70.075,-0.168,-
'[11:34:48.486 10/11/1995]',0.072,0.046,0.023,70.075,-0.168,-
'[11:34:48.488 10/11/1995]',0.072,0.046,0.023,66.842,-0.150,-
'[11:34:48.490 10/11/1995]',0.072,0.035,0.012,66.842,-0.150,-
'[11:34:48.492 10/11/1995]',0.072,0.035,0.023,66.842,-0.150,-
'[11:34:48.494 10/11/1995]',0.072,0.046,0.023,66.842,-0.150,-
'[11:34:48.496 10/11/1995]',0.072,0.035,0.023,63.910,-0.133,-
'[11:34:48.498 10/11/1995]',0.072,0.035,0.012,63.910,-0.133,-
'[11:34:48.500 10/11/1995]',0.066,0.035,0.023,63.910,-0.133,-
'[11:34:48.502 10/11/1995]',0.066,0.035,0.012,63.910,-0.133,-
'[11:34:48.504 10/11/1995]',0.054,0.035,0.023,61.278,-0.129,-
'[11:34:48.506 10/11/1995]',0.054,0.029,0.023,61.278,-0.129,-
'[11:34:48.508 10/11/1995]',0.048,0.023,0.012,61.278,-0.129,-
'[11:34:48.510 10/11/1995]',0.048,0.029,0.012,61.278,-0.129,-
'[11:34:48.512 10/11/1995]',0.048,0.023,0.012,58.947,-0.129,-
'[11:34:48.514 10/11/1995]',0.048,0.023,0.012,58.947,-0.129,-
'[11:34:48.516 10/11/1995]',0.048,0.012,0.012,58.947,-0.129,-
'[11:34:48.518 10/11/1995]',0.036,0.006,0.006,58.947,-0.129,-
'[11:34:48.520 10/11/1995]',0.036,0.006,0.012,56.917,-0.133,-
'[11:34:48.522 10/11/1995]',0.024,0.012,0.012,56.917,-0.133,-
'[11:34:48.524 10/11/1995]',0.030,0.006,0.012,56.917,-0.133,-
'[11:34:48.526 10/11/1995]',0.030,0.006,0.006,56.917,-0.133,-
'[11:34:48.528 10/11/1995]',0.030,0.012,0.012,55.338,-0.146,-
'[11:34:48.530 10/11/1995]',0.030,0.012,0.012,55.338,-0.146,-
'[11:34:48.532 10/11/1995]',0.024,0.006,0.012,55.338,-0.146,-
'[11:34:48.534 10/11/1995]',0.024,0.006,0.006,55.338,-0.146,-
'[11:34:48.536 10/11/1995]',0.024,0.001,0.012,53.985,-0.159,-
'[11:34:48.538 10/11/1995]',0.024,0.001,0.006,53.985,-0.159,-
'[11:34:48.540 10/11/1995]',0.012,0.001,0.006,53.985,-0.159,-
'[11:34:48.542 10/11/1995]',0.024,0.001,0.006,53.985,-0.159,-
'[11:34:48.544 10/11/1995]',0.024,0.001,0.006,53.083,-0.189,-
'[11:34:48.546 10/11/1995]',0.024,0.001,0.006,53.083,-0.189,-
'[11:34:48.548 10/11/1995]',0.024,0.001,0.006,53.083,-0.189,-
'[11:34:48.550 10/11/1995]',0.012,0.006,0.006,53.083,-0.189,-
'[11:34:48.552 10/11/1995]',0.024,0.001,0.006,52.632,-0.215,-
'[11:34:48.554 10/11/1995]',0.012,-0.005,0.006,52.632,-0.215,-
'[11:34:48.556 10/11/1995]',0.012,0.001,0.006,52.632,-0.215,-
'[11:34:48.558 10/11/1995]',0.012,0.001,0.006,52.632,-0.215,-
'[11:34:48.560 10/11/1995]',0.012,0.001,0.006,52.406,-0.249,-
'[11:34:48.562 10/11/1995]',0.024,0.001,0.006,52.406,-0.249,-
'[11:34:48.564 10/11/1995]',0.024,0.001,0.006,52.406,-0.249,-
'[11:34:48.566 10/11/1995]',0.024,0.001,0.006,52.406,-0.249,-
'[11:34:48.568 10/11/1995]',0.012,0.001,0.006,52.331,-0.279,-
'[11:34:48.570 10/11/1995]',0.024,0.001,0.006,52.331,-0.279,-
'[11:34:48.572 10/11/1995]',0.024,0.001,0.006,52.331,-0.279,-
'[11:34:48.574 10/11/1995]',0.012,0.001,0.006,52.331,-0.279,-
'[11:34:48.576 10/11/1995]',0.024,0.001,0.012,52.406,-0.322,-
'[11:34:48.578 10/11/1995]',0.024,0.006,0.012,52.406,-0.322,-
'[11:34:48.580 10/11/1995]',0.030,0.001,0.006,52.406,-0.322,-
'[11:34:48.582 10/11/1995]',0.030,0.006,0.012,52.406,-0.322,-
'[11:34:48.584 10/11/1995]',0.036,0.012,0.012,52.481,-0.361,-
'[11:34:48.586 10/11/1995]',0.036,0.006,0.006,52.481,-0.361,-
'[11:34:48.588 10/11/1995]',0.036,0.012,0.006,52.481,-0.361,-
'[11:34:48.590 10/11/1995]',0.048,0.012,0.006,52.481,-0.361,-
'[11:34:48.592 10/11/1995]',0.036,0.006,0.006,52.707,-0.391,-
'[11:34:48.594 10/11/1995]',0.036,0.006,0.006,52.707,-0.391,-
'[11:34:48.596 10/11/1995]',0.030,0.012,0.012,52.707,-0.391,-
'[11:34:48.598 10/11/1995]',0.036,0.006,0.001,52.707,-0.391,-
'[11:34:48.600 10/11/1995]',-0.094,-0.115,-0.034,52.932,-0.434,-
'[11:34:48.602 10/11/1995]',-0.272,-0.287,-0.085,52.932,-0.434,-
'[11:34:48.604 10/11/1995]',-0.503,-0.505,-0.154,52.932,-0.434,-
'[11:34:48.606 10/11/1995]',-,-,-0.217,52.932,-0.434,-
'[11:34:48.608 10/11/1995]',-,-,-0.211,53.083,-0.472,-
'[11:34:48.610 10/11/1995]',-0.396,-0.425,-0.137,53.083,-0.472,-
'[11:34:48.612 10/11/1995]',-0.142,-0.189,-0.068,53.083,-0.472,-
'[11:34:48.614 10/11/1995]',-0.011,-0.051,-0.034,53.083,-0.472,-
'[11:34:48.616 10/11/1995]',0.006,-0.028,-0.022,53.308,-0.502,-
'[11:34:48.618 10/11/1995]',-0.011,-0.051,-0.028,53.308,-0.502,-
'[11:34:48.620 10/11/1995]',-0.053,-0.086,-0.028,53.308,-0.502,-
'[11:34:48.622 10/11/1995]',-0.077,-0.109,-0.045,53.308,-0.502,-
'[11:34:48.624 10/11/1995]',-0.094,-0.109,-0.045,53.383,-0.537,-
'[11:34:48.626 10/11/1995]',-0.077,-0.097,-0.045,53.383,-0.537,-
'[11:34:48.628 10/11/1995]',-0.065,-0.074,-0.051,53.383,-0.537,-
'[11:34:48.630 10/11/1995]',-0.071,-0.086,-0.051,53.383,-0.537,-
'[11:34:48.632 10/11/1995]',-0.094,-0.109,-0.068,53.534,-0.567,-
'[11:34:48.634 10/11/1995]',-0.118,-0.132,-0.074,53.534,-0.567,-
'[11:34:48.636 10/11/1995]',-0.136,-0.155,-0.074,53.534,-0.567,-
'[11:34:48.638 10/11/1995]',-0.154,-0.161,-0.085,53.534,-0.567,-
'[11:34:48.640 10/11/1995]',-0.142,-0.155,-0.085,53.534,-0.597,-
'[11:34:48.642 10/11/1995]',-0.142,-0.155,-0.085,53.534,-0.597,-
'[11:34:48.644 10/11/1995]',-0.136,-0.132,-0.068,53.534,-0.597,-
'[11:34:48.646 10/11/1995]',-0.130,-0.138,-0.068,53.534,-0.597,-
'[11:34:48.648 10/11/1995]',-0.118,-0.126,-0.051,53.534,-0.623,-
'[11:34:48.650 10/11/1995]',-0.118,-0.126,-0.045,53.534,-0.623,-
'[11:34:48.652 10/11/1995]',-0.100,-0.115,-0.028,53.534,-0.623,-
'[11:34:48.654 10/11/1995]',-0.094,-0.109,-0.022,53.534,-0.623,-
'[11:34:48.656 10/11/1995]',-0.077,-0.091,-0.011,53.534,-0.644,-
'[11:34:48.658 10/11/1995]',-0.071,-0.086,-0.005,53.534,-0.644,-
'[11:34:48.660 10/11/1995]',-0.053,-0.069,-0.005,53.534,-0.644,-
'[11:34:48.662 10/11/1995]',-0.035,-0.051,0.006,53.534,-0.644,-
'[11:34:48.664 10/11/1995]',-0.023,-0.034,0.006,53.534,-0.661,-
'[11:34:48.666 10/11/1995]',-0.011,-0.028,0.012,53.534,-0.661,-
'[11:34:48.668 10/11/1995]',0.001,-0.023,0.012,53.534,-0.661,-
'[11:34:48.670 10/11/1995]',0.006,-0.005,0.023,53.534,-0.661,-
'[11:34:48.672 10/11/1995]',0.024,0.006,0.029,53.459,-0.674,-
'[11:34:48.674 10/11/1995]',0.030,0.006,0.029,53.459,-0.674,-
'[11:34:48.676 10/11/1995]',0.036,0.029,0.029,53.459,-0.674,-
'[11:34:48.678 10/11/1995]',0.054,0.046,0.035,53.459,-0.674,-
'[11:34:48.680 10/11/1995]',0.072,0.064,0.046,53.383,-0.688,-
'[11:34:48.682 10/11/1995]',0.089,0.069,0.046,53.383,-0.688,-
'[11:34:48.684 10/11/1995]',0.095,0.075,0.046,53.383,-0.688,-
'[11:34:48.686 10/11/1995]',0.101,0.087,0.052,53.383,-0.688,-
'[11:34:48.688 10/11/1995]',0.101,0.092,0.052,53.308,-0.696,-
'[11:34:48.690 10/11/1995]',0.101,0.098,0.063,53.308,-0.696,-
'[11:34:48.692 10/11/1995]',0.113,0.098,0.063,53.308,-0.696,-
'[11:34:48.694 10/11/1995]',0.119,0.098,0.063,53.308,-0.696,-
'[11:34:48.696 10/11/1995]',0.113,0.098,0.063,53.083,-0.705,-
'[11:34:48.698 10/11/1995]',0.113,0.098,0.063,53.083,-0.705,-
'[11:34:48.700 10/11/1995]',0.113,0.110,0.063,53.083,-0.705,-
'[11:34:48.702 10/11/1995]',0.101,0.098,0.052,53.083,-0.705,-
'[11:34:48.704 10/11/1995]',0.101,0.098,0.063,53.008,-0.709,-
'[11:34:48.706 10/11/1995]',0.101,0.092,0.052,53.008,-0.709,-
'[11:34:48.708 10/11/1995]',0.101,0.092,0.052,53.008,-0.709,-
'[11:34:48.710 10/11/1995]',0.113,0.092,0.052,53.008,-0.709,-
'[11:34:48.712 10/11/1995]',0.113,0.092,0.046,53.083,-0.713,-
'[11:34:48.714 10/11/1995]',0.101,0.098,0.052,53.083,-0.713,-
'[11:34:48.716 10/11/1995]',0.095,0.098,0.046,53.083,-0.713,-
'[11:34:48.718 10/11/1995]',0.089,0.098,0.035,53.083,-0.713,-
'[11:34:48.720 10/11/1995]',0.072,0.098,0.035,53.233,-0.713,-
'[11:34:48.722 10/11/1995]',0.054,0.098,0.029,53.233,-0.713,-
'[11:34:48.724 10/11/1995]',0.048,0.098,0.023,53.233,-0.713,-
'[11:34:48.726 10/11/1995]',0.036,0.110,0.023,53.233,-0.713,-
'[11:34:48.728 10/11/1995]',0.036,0.115,0.006,53.308,-0.713,-
'[11:34:48.730 10/11/1995]',0.036,0.127,-0.005,53.308,-0.713,-
'[11:34:48.732 10/11/1995]',0.048,0.138,-0.011,53.308,-0.713,-
'[11:34:48.734 10/11/1995]',0.048,0.150,-0.034,53.308,-0.713,-
'[11:34:48.736 10/11/1995]',0.048,0.161,-0.068,53.308,-0.713,-
'[11:34:48.738 10/11/1995]',0.048,0.173,-0.091,53.308,-0.713,-
'[11:34:48.740 10/11/1995]',0.030,0.179,-0.125,53.308,-0.713,-
'[11:34:48.742 10/11/1995]',0.024,0.202,-0.148,53.308,-0.713,-
'[11:34:48.744 10/11/1995]',0.030,0.213,-0.171,53.383,-0.705,-
'[11:34:48.746 10/11/1995]',0.024,0.225,-0.200,53.383,-0.705,-
'[11:34:48.748 10/11/1995]',0.006,0.219,-0.217,53.383,-0.705,-
'[11:34:48.750 10/11/1995]',-0.035,0.213,-0.234,53.383,-0.705,-
'[11:34:48.752 10/11/1995]',-0.077,0.202,-0.251,53.383,-0.696,-
'[11:34:48.754 10/11/1995]',-0.094,0.190,-0.240,53.383,-0.696,-
'[11:34:48.756 10/11/1995]',-0.077,0.173,-0.234,53.383,-0.696,-
'[11:34:48.758 10/11/1995]',-0.065,0.150,-0.211,53.383,-0.696,-
'[11:34:48.760 10/11/1995]',-0.047,0.133,-0.171,53.083,-0.688,-
'[11:34:48.762 10/11/1995]',-0.047,0.110,-0.131,53.083,-0.688,-
'[11:34:48.764 10/11/1995]',-0.035,0.092,-0.091,53.083,-0.688,-
'[11:34:48.766 10/11/1995]',-0.047,0.069,-0.063,53.083,-0.688,-
'[11:34:48.768 10/11/1995]',-0.071,0.035,-0.028,52.481,-0.679,-
'[11:34:48.770 10/11/1995]',-0.100,0.029,0.001,52.481,-0.679,-
'[11:34:48.772 10/11/1995]',-0.136,0.006,0.012,52.481,-0.679,-
'[11:34:48.774 10/11/1995]',-0.165,0.001,0.035,52.481,-0.679,-
'[11:34:48.776 10/11/1995]',-0.177,-0.005,0.035,51.805,-0.666,-
'[11:34:48.778 10/11/1995]',-0.159,-0.011,0.046,51.805,-0.666,-
'[11:34:48.780 10/11/1995]',-0.142,-0.005,0.046,51.805,-0.666,-
'[11:34:48.782 10/11/1995]',-0.118,0.001,0.046,51.805,-0.666,-
'[11:34:48.784 10/11/1995]',-0.088,0.001,0.046,51.053,-0.657,-
'[11:34:48.786 10/11/1995]',-0.071,-0.005,0.035,51.053,-0.657,-
'[11:34:48.788 10/11/1995]',-0.047,-0.005,0.046,51.053,-0.657,-
'[11:34:48.790 10/11/1995]',-0.029,0.001,0.046,51.053,-0.657,-
'[11:34:48.792 10/11/1995]',-0.023,0.001,0.046,50.226,-0.657,-
'[11:34:48.794 10/11/1995]',-0.005,0.001,0.052,50.226,-0.657,-
'[11:34:48.796 10/11/1995]',-0.005,0.006,0.046,50.226,-0.657,-
'[11:34:48.798 10/11/1995]',0.006,0.006,0.052,50.226,-0.657,-
'[11:34:48.800 10/11/1995]',0.006,0.001,0.046,49.173,-0.653,-
'[11:34:48.802 10/11/1995]',0.001,0.001,0.052,49.173,-0.653,-
'[11:34:48.804 10/11/1995]',0.006,0.001,0.052,49.173,-0.653,-
'[11:34:48.806 10/11/1995]',0.006,0.001,0.052,49.173,-0.653,-
'[11:34:48.808 10/11/1995]',0.006,-0.005,0.052,48.271,-0.649,-
'[11:34:48.810 10/11/1995]',0.006,0.001,0.052,48.271,-0.649,-
'[11:34:48.812 10/11/1995]',0.012,0.001,0.052,48.271,-0.649,-
'[11:34:48.814 10/11/1995]',0.006,0.001,0.052,48.271,-0.649,-
'[11:34:48.816 10/11/1995]',0.006,0.001,0.052,47.444,-0.649,-
'[11:34:48.818 10/11/1995]',0.006,0.001,0.063,47.444,-0.649,-
'[11:34:48.820 10/11/1995]',0.006,0.001,0.063,47.444,-0.649,-
'[11:34:48.822 10/11/1995]',0.006,-0.005,0.063,47.444,-0.649,-
'[11:34:48.824 10/11/1995]',0.001,-0.005,0.063,46.692,-0.657,-
'[11:34:48.826 10/11/1995]',0.006,0.001,0.052,46.692,-0.657,-
'[11:34:48.828 10/11/1995]',0.001,-0.005,0.063,46.692,-0.657,-
'[11:34:48.830 10/11/1995]',0.001,0.001,0.063,46.692,-0.657,-
'[11:34:48.832 10/11/1995]',0.006,-0.005,0.063,46.165,-0.666,-
'[11:34:48.834 10/11/1995]',0.006,-0.005,0.063,46.165,-0.666,-
'[11:34:48.836 10/11/1995]',0.001,-0.005,0.052,46.165,-0.666,-
'[11:34:48.838 10/11/1995]',-0.005,-0.005,0.063,46.165,-0.666,-
'[11:34:48.840 10/11/1995]',0.001,-0.011,0.063,45.714,-0.679,-
'[11:34:48.842 10/11/1995]',0.001,-0.011,0.052,45.714,-0.679,-
'[11:34:48.844 10/11/1995]',0.001,-0.005,0.063,45.714,-0.679,-
'[11:34:48.846 10/11/1995]',0.006,-0.005,0.063,45.714,-0.679,-
'[11:34:48.848 10/11/1995]',0.001,0.001,0.063,45.263,-0.688,-
'[11:34:48.850 10/11/1995]',0.006,-0.005,0.052,45.263,-0.688,-
'[11:34:48.852 10/11/1995]',0.006,-0.005,0.063,45.263,-0.688,-
'[11:34:48.854 10/11/1995]',0.001,0.001,0.052,45.263,-0.688,-
'[11:34:48.856 10/11/1995]',0.006,-0.005,0.063,44.812,-0.701,-
'[11:34:48.858 10/11/1995]',0.006,-0.005,0.052,44.812,-0.701,-
'[11:34:48.860 10/11/1995]',0.006,0.001,0.052,44.812,-0.701,-
'[11:34:48.862 10/11/1995]',0.006,0.001,0.052,44.812,-0.701,-
'[11:34:48.864 10/11/1995]',0.006,0.006,0.052,44.586,-0.713,-
'[11:34:48.866 10/11/1995]',0.006,0.006,0.052,44.586,-0.713,-
'[11:34:48.868 10/11/1995]',0.006,0.001,0.052,44.586,-0.713,-
'[11:34:48.870 10/11/1995]',0.001,-0.005,0.052,44.586,-0.713,-
'[11:34:48.872 10/11/1995]',-0.011,0.001,0.046,44.511,-0.731,-
'[11:34:48.874 10/11/1995]',-0.112,-0.086,0.006,44.511,-0.731,-
'[11:34:48.876 10/11/1995]',-0.272,-0.241,-0.034,44.511,-0.731,-
'[11:34:48.878 10/11/1995]',-0.437,-0.402,-0.074,44.511,-0.731,-
'[11:34:48.880 10/11/1995]',-,-,-0.131,44.511,-0.748,-
'[11:34:48.882 10/11/1995]',-,-,-0.154,44.511,-0.748,-
'[11:34:48.884 10/11/1995]',-0.550,-0.528,-0.108,44.511,-0.748,-
'[11:34:48.886 10/11/1995]',-0.266,-0.264,-0.028,44.511,-0.748,-
'[11:34:48.888 10/11/1995]',-0.047,-0.051,0.023,44.511,-0.765,-
'[11:34:48.890 10/11/1995]',0.024,0.023,0.052,44.511,-0.765,-
'[11:34:48.892 10/11/1995]',0.006,0.012,0.046,44.511,-0.765,-
'[11:34:48.894 10/11/1995]',-0.047,-0.028,0.029,44.511,-0.765,-
'[11:34:48.896 10/11/1995]',-0.094,-0.069,0.012,44.586,-0.786,-
'[11:34:48.898 10/11/1995]',-0.112,-0.091,0.006,44.586,-0.786,-
'[11:34:48.900 10/11/1995]',-0.130,-0.091,0.006,44.586,-0.786,-
'[11:34:48.902 10/11/1995]',-0.142,-0.115,0.001,44.586,-0.786,-
'[11:34:48.904 10/11/1995]',-0.165,-0.138,-0.005,44.737,-0.799,-
'[11:34:48.906 10/11/1995]',-0.195,-0.161,-0.011,44.737,-0.799,-
