'Time and date','V','II','ABP','PAP','ART','PLETH','RESP'
'[13:02:59.866 23/06/1995]',0.077,-0.197,83.450,34.625,76.850,0.000,-0.521
'[13:02:59.868 23/06/1995]',0.077,-0.185,83.450,34.625,76.850,0.000,-0.521
'[13:02:59.870 23/06/1995]',0.088,-0.185,83.450,34.625,76.850,0.000,-0.521
'[13:02:59.872 23/06/1995]',0.088,-0.185,82.600,34.850,76.750,0.000,-0.521
'[13:02:59.874 23/06/1995]',0.088,-0.185,82.600,34.850,76.750,0.000,-0.521
'[13:02:59.876 23/06/1995]',0.088,-0.174,82.600,34.850,76.750,0.000,-0.521
'[13:02:59.878 23/06/1995]',0.077,-0.185,82.600,34.850,76.750,0.000,-0.521
'[13:02:59.880 23/06/1995]',0.077,-0.185,81.550,35.850,76.850,0.000,-0.521
'[13:02:59.882 23/06/1995]',0.077,-0.174,81.550,35.850,76.850,0.000,-0.521
'[13:02:59.884 23/06/1995]',0.067,-0.164,81.550,35.850,76.850,0.000,-0.521
'[13:02:59.886 23/06/1995]',0.077,-0.164,81.550,35.850,76.850,0.000,-0.521
'[13:02:59.888 23/06/1995]',0.077,-0.164,80.400,36.950,77.100,0.000,-0.521
'[13:02:59.890 23/06/1995]',0.077,-0.153,80.400,36.950,77.100,0.000,-0.521
'[13:02:59.892 23/06/1995]',0.067,-0.153,80.400,36.950,77.100,0.000,-0.521
'[13:02:59.894 23/06/1995]',0.067,-0.164,80.400,36.950,77.100,0.000,-0.521
'[13:02:59.896 23/06/1995]',0.067,-0.153,79.300,38.025,77.500,0.000,-0.521
'[13:02:59.898 23/06/1995]',0.077,-0.153,79.300,38.025,77.500,0.000,-0.521
'[13:02:59.900 23/06/1995]',0.067,-0.142,79.300,38.025,77.500,0.000,-0.521
'[13:02:59.902 23/06/1995]',0.077,-0.131,79.300,38.025,77.500,0.000,-0.521
'[13:02:59.904 23/06/1995]',0.067,-0.120,78.100,38.900,78.000,0.000,-0.520
'[13:02:59.906 23/06/1995]',0.067,-0.120,78.100,38.900,78.000,0.000,-0.520
'[13:02:59.908 23/06/1995]',0.067,-0.120,78.100,38.900,78.000,0.000,-0.520
'[13:02:59.910 23/06/1995]',0.056,-0.120,78.100,38.900,78.000,0.000,-0.520
'[13:02:59.912 23/06/1995]',0.056,-0.120,76.800,39.600,78.800,0.000,-0.520
'[13:02:59.914 23/06/1995]',0.044,-0.109,76.800,39.600,78.800,0.000,-0.520
'[13:02:59.916 23/06/1995]',0.044,-0.087,76.800,39.600,78.800,0.000,-0.520
'[13:02:59.918 23/06/1995]',0.044,-0.076,76.800,39.600,78.800,0.000,-0.520
'[13:02:59.920 23/06/1995]',0.044,-0.065,75.550,40.075,79.650,0.000,-0.519
'[13:02:59.922 23/06/1995]',0.044,-0.065,75.550,40.075,79.650,0.000,-0.519
'[13:02:59.924 23/06/1995]',0.034,-0.065,75.550,40.075,79.650,0.000,-0.519
'[13:02:59.926 23/06/1995]',0.034,-0.065,75.550,40.075,79.650,0.000,-0.519
'[13:02:59.928 23/06/1995]',0.044,-0.076,74.600,40.250,80.850,0.000,-0.517
'[13:02:59.930 23/06/1995]',0.034,-0.076,74.600,40.250,80.850,0.000,-0.517
'[13:02:59.932 23/06/1995]',0.022,-0.065,74.600,40.250,80.850,0.000,-0.517
'[13:02:59.934 23/06/1995]',0.022,-0.054,74.600,40.250,80.850,0.000,-0.517
'[13:02:59.936 23/06/1995]',0.022,-0.032,74.150,40.125,82.300,0.000,-0.514
'[13:02:59.938 23/06/1995]',0.022,-0.032,74.150,40.125,82.300,0.000,-0.514
'[13:02:59.940 23/06/1995]',0.022,-0.032,74.150,40.125,82.300,0.000,-0.514
'[13:02:59.942 23/06/1995]',0.001,-0.032,74.150,40.125,82.300,0.000,-0.514
'[13:02:59.944 23/06/1995]',0.001,-0.032,74.200,39.900,84.100,0.000,-0.512
'[13:02:59.946 23/06/1995]',0.001,-0.021,74.200,39.900,84.100,0.000,-0.512
'[13:02:59.948 23/06/1995]',0.001,-0.010,74.200,39.900,84.100,0.000,-0.512
'[13:02:59.950 23/06/1995]',0.011,-0.010,74.200,39.900,84.100,0.000,-0.512
'[13:02:59.952 23/06/1995]',0.001,0.001,74.800,39.550,86.250,0.000,-0.511
'[13:02:59.954 23/06/1995]',0.001,0.001,74.800,39.550,86.250,0.000,-0.511
'[13:02:59.956 23/06/1995]',0.001,0.001,74.800,39.550,86.250,0.000,-0.511
'[13:02:59.958 23/06/1995]',0.001,0.001,74.800,39.550,86.250,0.000,-0.511
'[13:02:59.960 23/06/1995]',0.001,0.001,75.900,39.175,88.700,0.000,-0.510
'[13:02:59.962 23/06/1995]',0.001,0.001,75.900,39.175,88.700,0.000,-0.510
'[13:02:59.964 23/06/1995]',0.001,0.001,75.900,39.175,88.700,0.000,-0.510
'[13:02:59.966 23/06/1995]',0.001,0.001,75.900,39.175,88.700,0.000,-0.510
'[13:02:59.968 23/06/1995]',0.001,0.011,77.500,38.825,91.450,0.000,-0.509
'[13:02:59.970 23/06/1995]',0.001,0.011,77.500,38.825,91.450,0.000,-0.509
'[13:02:59.972 23/06/1995]',-0.010,0.011,77.500,38.825,91.450,0.000,-0.509
'[13:02:59.974 23/06/1995]',-0.021,0.011,77.500,38.825,91.450,0.000,-0.509
'[13:02:59.976 23/06/1995]',-0.021,0.011,79.500,38.550,94.550,0.000,-0.508
'[13:02:59.978 23/06/1995]',-0.021,0.022,79.500,38.550,94.550,0.000,-0.508
'[13:02:59.980 23/06/1995]',-0.021,0.022,79.500,38.550,94.550,0.000,-0.508
'[13:02:59.982 23/06/1995]',-0.010,0.034,79.500,38.550,94.550,0.000,-0.508
'[13:02:59.984 23/06/1995]',-0.021,0.044,81.650,38.250,97.750,0.000,-0.508
'[13:02:59.986 23/06/1995]',-0.021,0.044,81.650,38.250,97.750,0.000,-0.508
'[13:02:59.988 23/06/1995]',-0.021,0.044,81.650,38.250,97.750,0.000,-0.508
'[13:02:59.990 23/06/1995]',-0.032,0.044,81.650,38.250,97.750,0.000,-0.508
'[13:02:59.992 23/06/1995]',-0.032,0.034,83.950,38.075,101.150,0.000,-0.507
'[13:02:59.994 23/06/1995]',-0.043,0.034,83.950,38.075,101.150,0.000,-0.507
'[13:02:59.996 23/06/1995]',-0.032,0.034,83.950,38.075,101.150,0.000,-0.507
'[13:02:59.998 23/06/1995]',-0.032,0.034,83.950,38.075,101.150,0.000,-0.507
'[13:03:00.000 23/06/1995]',-0.032,0.034,86.150,37.900,104.550,0.000,-0.507
'[13:03:00.002 23/06/1995]',-0.032,0.056,86.150,37.900,104.550,0.000,-0.507
'[13:03:00.004 23/06/1995]',-0.021,0.056,86.150,37.900,104.550,0.000,-0.507
'[13:03:00.006 23/06/1995]',-0.021,0.044,86.150,37.900,104.550,0.000,-0.507
'[13:03:00.008 23/06/1995]',-0.021,0.044,88.150,37.725,107.900,0.000,-0.506
'[13:03:00.010 23/06/1995]',-0.032,0.044,88.150,37.725,107.900,0.000,-0.506
'[13:03:00.012 23/06/1995]',-0.043,0.044,88.150,37.725,107.900,0.000,-0.506
'[13:03:00.014 23/06/1995]',-0.043,0.056,88.150,37.725,107.900,0.000,-0.506
'[13:03:00.016 23/06/1995]',-0.032,0.067,89.900,37.675,110.900,0.000,-0.505
'[13:03:00.018 23/06/1995]',-0.043,0.067,89.900,37.675,110.900,0.000,-0.505
'[13:03:00.020 23/06/1995]',-0.043,0.056,89.900,37.675,110.900,0.000,-0.505
'[13:03:00.022 23/06/1995]',-0.043,0.056,89.900,37.675,110.900,0.000,-0.505
'[13:03:00.024 23/06/1995]',-0.043,0.056,91.500,37.600,113.450,0.000,-0.504
'[13:03:00.026 23/06/1995]',-0.054,0.056,91.500,37.600,113.450,0.000,-0.504
'[13:03:00.028 23/06/1995]',-0.043,0.044,91.500,37.600,113.450,0.000,-0.504
'[13:03:00.030 23/06/1995]',-0.043,0.044,91.500,37.600,113.450,0.000,-0.504
'[13:03:00.032 23/06/1995]',-0.043,0.056,93.000,37.550,115.600,0.000,-0.502
'[13:03:00.034 23/06/1995]',-0.032,0.067,93.000,37.550,115.600,0.000,-0.502
'[13:03:00.036 23/06/1995]',-0.032,0.067,93.000,37.550,115.600,0.000,-0.502
'[13:03:00.038 23/06/1995]',-0.032,0.067,93.000,37.550,115.600,0.000,-0.502
'[13:03:00.040 23/06/1995]',-0.043,0.067,94.600,37.425,117.150,0.000,-0.501
'[13:03:00.042 23/06/1995]',-0.054,0.067,94.600,37.425,117.150,0.000,-0.501
'[13:03:00.044 23/06/1995]',-0.054,0.056,94.600,37.425,117.150,0.000,-0.501
'[13:03:00.046 23/06/1995]',-0.054,0.044,94.600,37.425,117.150,0.000,-0.501
'[13:03:00.048 23/06/1995]',-0.054,0.044,96.200,37.250,118.050,0.000,-0.499
'[13:03:00.050 23/06/1995]',-0.054,0.044,96.200,37.250,118.050,0.000,-0.499
'[13:03:00.052 23/06/1995]',-0.043,0.056,96.200,37.250,118.050,0.000,-0.499
'[13:03:00.054 23/06/1995]',-0.054,0.056,96.200,37.250,118.050,0.000,-0.499
'[13:03:00.056 23/06/1995]',-0.054,0.056,97.700,37.125,118.300,0.000,-0.498
'[13:03:00.058 23/06/1995]',-0.054,0.056,97.700,37.125,118.300,0.000,-0.498
'[13:03:00.060 23/06/1995]',-0.054,0.044,97.700,37.125,118.300,0.000,-0.498
'[13:03:00.062 23/06/1995]',-0.043,0.034,97.700,37.125,118.300,0.000,-0.498
'[13:03:00.064 23/06/1995]',-0.043,0.044,99.000,37.075,117.800,0.000,-0.497
'[13:03:00.066 23/06/1995]',-0.043,0.044,99.000,37.075,117.800,0.000,-0.497
'[13:03:00.068 23/06/1995]',-0.043,0.044,99.000,37.075,117.800,0.000,-0.497
'[13:03:00.070 23/06/1995]',-0.043,0.056,99.000,37.075,117.800,0.000,-0.497
'[13:03:00.072 23/06/1995]',-0.043,0.056,100.100,37.125,116.700,0.000,-0.496
'[13:03:00.074 23/06/1995]',-0.043,0.056,100.100,37.125,116.700,0.000,-0.496
'[13:03:00.076 23/06/1995]',-0.043,0.056,100.100,37.125,116.700,0.000,-0.496
'[13:03:00.078 23/06/1995]',-0.043,0.044,100.100,37.125,116.700,0.000,-0.496
'[13:03:00.080 23/06/1995]',-0.043,0.044,100.950,37.200,114.950,0.000,-0.495
'[13:03:00.082 23/06/1995]',-0.054,0.044,100.950,37.200,114.950,0.000,-0.495
'[13:03:00.084 23/06/1995]',-0.054,0.056,100.950,37.200,114.950,0.000,-0.495
'[13:03:00.086 23/06/1995]',-0.043,0.056,100.950,37.200,114.950,0.000,-0.495
'[13:03:00.088 23/06/1995]',-0.032,0.056,101.300,37.250,112.600,0.000,-0.494
'[13:03:00.090 23/06/1995]',-0.032,0.056,101.300,37.250,112.600,0.000,-0.494
'[13:03:00.092 23/06/1995]',-0.043,0.044,101.300,37.250,112.600,0.000,-0.494
'[13:03:00.094 23/06/1995]',-0.043,0.034,101.300,37.250,112.600,0.000,-0.494
'[13:03:00.096 23/06/1995]',-0.032,0.034,101.250,37.300,109.850,0.000,-0.492
'[13:03:00.098 23/06/1995]',-0.032,0.044,101.250,37.300,109.850,0.000,-0.492
'[13:03:00.100 23/06/1995]',-0.043,0.056,101.250,37.300,109.850,0.000,-0.492
'[13:03:00.102 23/06/1995]',-0.032,0.044,101.250,37.300,109.850,0.000,-0.492
'[13:03:00.104 23/06/1995]',-0.032,0.044,100.700,37.300,106.800,0.000,-0.491
'[13:03:00.106 23/06/1995]',-0.054,0.044,100.700,37.300,106.800,0.000,-0.491
'[13:03:00.108 23/06/1995]',-0.054,0.044,100.700,37.300,106.800,0.000,-0.491
'[13:03:00.110 23/06/1995]',-0.054,0.044,100.700,37.300,106.800,0.000,-0.491
'[13:03:00.112 23/06/1995]',-0.054,0.034,100.000,37.250,103.550,0.000,-0.489
'[13:03:00.114 23/06/1995]',-0.054,0.034,100.000,37.250,103.550,0.000,-0.489
'[13:03:00.116 23/06/1995]',-0.043,0.044,100.000,37.250,103.550,0.000,-0.489
'[13:03:00.118 23/06/1995]',-0.032,0.056,100.000,37.250,103.550,0.000,-0.489
'[13:03:00.120 23/06/1995]',-0.043,0.056,99.250,37.250,100.250,0.000,-0.488
'[13:03:00.122 23/06/1995]',-0.043,0.056,99.250,37.250,100.250,0.000,-0.488
'[13:03:00.124 23/06/1995]',-0.043,0.044,99.250,37.250,100.250,0.000,-0.488
'[13:03:00.126 23/06/1995]',-0.054,0.044,99.250,37.250,100.250,0.000,-0.488
'[13:03:00.128 23/06/1995]',-0.043,0.034,98.450,37.200,97.000,0.000,-0.486
'[13:03:00.130 23/06/1995]',-0.043,0.034,98.450,37.200,97.000,0.000,-0.486
'[13:03:00.132 23/06/1995]',-0.054,0.044,98.450,37.200,97.000,0.000,-0.486
'[13:03:00.134 23/06/1995]',-0.054,0.044,98.450,37.200,97.000,0.000,-0.486
'[13:03:00.136 23/06/1995]',-0.054,0.056,97.600,37.125,93.900,0.000,-0.484
'[13:03:00.138 23/06/1995]',-0.043,0.044,97.600,37.125,93.900,0.000,-0.484
'[13:03:00.140 23/06/1995]',-0.043,0.044,97.600,37.125,93.900,0.000,-0.484
'[13:03:00.142 23/06/1995]',-0.043,0.034,97.600,37.125,93.900,0.000,-0.484
'[13:03:00.144 23/06/1995]',-0.043,0.034,96.750,37.075,91.050,0.000,-0.482
'[13:03:00.146 23/06/1995]',-0.032,0.034,96.750,37.075,91.050,0.000,-0.482
'[13:03:00.148 23/06/1995]',-0.054,0.044,96.750,37.075,91.050,0.000,-0.482
'[13:03:00.150 23/06/1995]',-0.032,0.044,96.750,37.075,91.050,0.000,-0.482
'[13:03:00.152 23/06/1995]',-0.021,0.056,95.950,37.025,88.400,0.000,-0.479
'[13:03:00.154 23/06/1995]',-0.032,0.056,95.950,37.025,88.400,0.000,-0.479
'[13:03:00.156 23/06/1995]',-0.032,0.044,95.950,37.025,88.400,0.000,-0.479
'[13:03:00.158 23/06/1995]',-0.054,0.034,95.950,37.025,88.400,0.000,-0.479
'[13:03:00.160 23/06/1995]',-0.054,0.034,95.200,37.025,86.100,0.000,-0.476
'[13:03:00.162 23/06/1995]',-0.043,0.034,95.200,37.025,86.100,0.000,-0.476
'[13:03:00.164 23/06/1995]',-0.043,0.034,95.200,37.025,86.100,0.000,-0.476
'[13:03:00.166 23/06/1995]',-0.043,0.044,95.200,37.025,86.100,0.000,-0.476
'[13:03:00.168 23/06/1995]',-0.043,0.044,94.550,36.950,84.150,0.000,-0.473
'[13:03:00.170 23/06/1995]',-0.043,0.044,94.550,36.950,84.150,0.000,-0.473
'[13:03:00.172 23/06/1995]',-0.043,0.044,94.550,36.950,84.150,0.000,-0.473
'[13:03:00.174 23/06/1995]',-0.043,0.044,94.550,36.950,84.150,0.000,-0.473
'[13:03:00.176 23/06/1995]',-0.054,0.034,93.850,36.900,82.650,0.000,-0.470
'[13:03:00.178 23/06/1995]',-0.043,0.034,93.850,36.900,82.650,0.000,-0.470
'[13:03:00.180 23/06/1995]',-0.032,0.034,93.850,36.900,82.650,0.000,-0.470
'[13:03:00.182 23/06/1995]',-0.032,0.034,93.850,36.900,82.650,0.000,-0.470
'[13:03:00.184 23/06/1995]',-0.032,0.034,93.150,36.850,81.550,0.000,-0.468
'[13:03:00.186 23/06/1995]',-0.043,0.034,93.150,36.850,81.550,0.000,-0.468
'[13:03:00.188 23/06/1995]',-0.043,0.044,93.150,36.850,81.550,0.000,-0.468
'[13:03:00.190 23/06/1995]',-0.043,0.044,93.150,36.850,81.550,0.000,-0.468
'[13:03:00.192 23/06/1995]',-0.032,0.044,92.300,36.725,80.700,0.000,-0.466
'[13:03:00.194 23/06/1995]',-0.043,0.034,92.300,36.725,80.700,0.000,-0.466
'[13:03:00.196 23/06/1995]',-0.043,0.034,92.300,36.725,80.700,0.000,-0.466
'[13:03:00.198 23/06/1995]',-0.043,0.034,92.300,36.725,80.700,0.000,-0.466
'[13:03:00.200 23/06/1995]',-0.032,0.044,91.400,36.675,80.250,0.000,-0.464
'[13:03:00.202 23/06/1995]',-0.021,0.044,91.400,36.675,80.250,0.000,-0.464
'[13:03:00.204 23/06/1995]',-0.021,0.044,91.400,36.675,80.250,0.000,-0.464
'[13:03:00.206 23/06/1995]',-0.021,0.044,91.400,36.675,80.250,0.000,-0.464
'[13:03:00.208 23/06/1995]',-0.021,0.034,90.200,36.600,80.050,0.000,-0.462
'[13:03:00.210 23/06/1995]',-0.021,0.034,90.200,36.600,80.050,0.000,-0.462
'[13:03:00.212 23/06/1995]',-0.032,0.022,90.200,36.600,80.050,0.000,-0.462
'[13:03:00.214 23/06/1995]',-0.032,0.022,90.200,36.600,80.050,0.000,-0.462
'[13:03:00.216 23/06/1995]',-0.032,0.011,88.850,36.500,80.250,0.000,-0.460
'[13:03:00.218 23/06/1995]',-0.054,0.022,88.850,36.500,80.250,0.000,-0.460
'[13:03:00.220 23/06/1995]',-0.054,0.034,88.850,36.500,80.250,0.000,-0.460
'[13:03:00.222 23/06/1995]',-0.043,0.034,88.850,36.500,80.250,0.000,-0.460
'[13:03:00.224 23/06/1995]',-0.054,0.034,87.500,36.425,80.600,0.000,-0.458
'[13:03:00.226 23/06/1995]',-0.043,0.034,87.500,36.425,80.600,0.000,-0.458
'[13:03:00.228 23/06/1995]',-0.043,0.034,87.500,36.425,80.600,0.000,-0.458
'[13:03:00.230 23/06/1995]',-0.054,0.034,87.500,36.425,80.600,0.000,-0.458
'[13:03:00.232 23/06/1995]',-0.054,0.034,86.150,36.375,81.200,0.000,-0.456
'[13:03:00.234 23/06/1995]',-0.043,0.034,86.150,36.375,81.200,0.000,-0.456
'[13:03:00.236 23/06/1995]',-0.032,0.044,86.150,36.375,81.200,0.000,-0.456
'[13:03:00.238 23/06/1995]',-0.032,0.044,86.150,36.375,81.200,0.000,-0.456
'[13:03:00.240 23/06/1995]',-0.032,0.034,85.000,36.325,81.900,0.000,-0.453
'[13:03:00.242 23/06/1995]',-0.032,0.022,85.000,36.325,81.900,0.000,-0.453
'[13:03:00.244 23/06/1995]',-0.032,0.022,85.000,36.325,81.900,0.000,-0.453
'[13:03:00.246 23/06/1995]',-0.032,0.022,85.000,36.325,81.900,0.000,-0.453
'[13:03:00.248 23/06/1995]',-0.032,0.034,83.950,36.325,82.600,0.000,-0.450
'[13:03:00.250 23/06/1995]',-0.032,0.034,83.950,36.325,82.600,0.000,-0.450
'[13:03:00.252 23/06/1995]',-0.021,0.044,83.950,36.325,82.600,0.000,-0.450
'[13:03:00.254 23/06/1995]',-0.021,0.044,83.950,36.325,82.600,0.000,-0.450
'[13:03:00.256 23/06/1995]',-0.021,0.044,83.100,36.325,83.300,0.000,-0.447
'[13:03:00.258 23/06/1995]',-0.032,0.034,83.100,36.325,83.300,0.000,-0.447
'[13:03:00.260 23/06/1995]',-0.043,0.034,83.100,36.325,83.300,0.000,-0.447
'[13:03:00.262 23/06/1995]',-0.054,0.044,83.100,36.325,83.300,0.000,-0.447
'[13:03:00.264 23/06/1995]',-0.054,0.044,82.500,36.250,84.000,0.000,-0.443
'[13:03:00.266 23/06/1995]',-0.043,0.056,82.500,36.250,84.000,0.000,-0.443
'[13:03:00.268 23/06/1995]',-0.043,0.067,82.500,36.250,84.000,0.000,-0.443
'[13:03:00.270 23/06/1995]',-0.043,0.067,82.500,36.250,84.000,0.000,-0.443
'[13:03:00.272 23/06/1995]',-0.043,0.067,82.050,36.250,84.650,0.000,-0.440
'[13:03:00.274 23/06/1995]',-0.032,0.056,82.050,36.250,84.650,0.000,-0.440
'[13:03:00.276 23/06/1995]',-0.043,0.056,82.050,36.250,84.650,0.000,-0.440
'[13:03:00.278 23/06/1995]',-0.054,0.056,82.050,36.250,84.650,0.000,-0.440
'[13:03:00.280 23/06/1995]',-0.054,0.056,81.850,36.200,85.250,0.000,-0.437
'[13:03:00.282 23/06/1995]',-0.054,0.044,81.850,36.200,85.250,0.000,-0.437
'[13:03:00.284 23/06/1995]',-0.054,0.067,81.850,36.200,85.250,0.000,-0.437
'[13:03:00.286 23/06/1995]',-0.054,0.067,81.850,36.200,85.250,0.000,-0.437
'[13:03:00.288 23/06/1995]',-0.054,0.077,81.700,36.150,85.750,0.000,-0.434
'[13:03:00.290 23/06/1995]',-0.054,0.077,81.700,36.150,85.750,0.000,-0.434
'[13:03:00.292 23/06/1995]',-0.065,0.088,81.700,36.150,85.750,0.000,-0.434
'[13:03:00.294 23/06/1995]',-0.076,0.077,81.700,36.150,85.750,0.000,-0.434
'[13:03:00.296 23/06/1995]',-0.076,0.088,81.700,36.150,86.100,0.000,-0.431
'[13:03:00.298 23/06/1995]',-0.087,0.088,81.700,36.150,86.100,0.000,-0.431
'[13:03:00.300 23/06/1995]',-0.087,0.088,81.700,36.150,86.100,0.000,-0.431
'[13:03:00.302 23/06/1995]',-0.087,0.088,81.700,36.150,86.100,0.000,-0.431
'[13:03:00.304 23/06/1995]',-0.076,0.088,81.750,36.075,86.350,0.000,-0.428
'[13:03:00.306 23/06/1995]',-0.076,0.077,81.750,36.075,86.350,0.000,-0.428
'[13:03:00.308 23/06/1995]',-0.076,0.077,81.750,36.075,86.350,0.000,-0.428
'[13:03:00.310 23/06/1995]',-0.076,0.067,81.750,36.075,86.350,0.000,-0.428
'[13:03:00.312 23/06/1995]',-0.087,0.067,81.850,36.025,86.450,0.000,-0.425
'[13:03:00.314 23/06/1995]',-0.076,0.067,81.850,36.025,86.450,0.000,-0.425
'[13:03:00.316 23/06/1995]',-0.076,0.067,81.850,36.025,86.450,0.000,-0.425
'[13:03:00.318 23/06/1995]',-0.076,0.067,81.850,36.025,86.450,0.000,-0.425
'[13:03:00.320 23/06/1995]',-0.076,0.067,81.950,36.025,86.450,0.000,-0.422
'[13:03:00.322 23/06/1995]',-0.076,0.067,81.950,36.025,86.450,0.000,-0.422
'[13:03:00.324 23/06/1995]',-0.076,0.067,81.950,36.025,86.450,0.000,-0.422
'[13:03:00.326 23/06/1995]',-0.076,0.067,81.950,36.025,86.450,0.000,-0.422
'[13:03:00.328 23/06/1995]',-0.065,0.056,82.050,36.075,86.400,0.000,-0.419
'[13:03:00.330 23/06/1995]',-0.054,0.044,82.050,36.075,86.400,0.000,-0.419
'[13:03:00.332 23/06/1995]',-0.043,0.044,82.050,36.075,86.400,0.000,-0.419
'[13:03:00.334 23/06/1995]',-0.043,0.044,82.050,36.075,86.400,0.000,-0.419
'[13:03:00.336 23/06/1995]',-0.043,0.044,82.100,36.150,86.250,0.000,-0.416
'[13:03:00.338 23/06/1995]',-0.032,0.044,82.100,36.150,86.250,0.000,-0.416
'[13:03:00.340 23/06/1995]',-0.032,0.034,82.100,36.150,86.250,0.000,-0.416
'[13:03:00.342 23/06/1995]',-0.021,0.022,82.100,36.150,86.250,0.000,-0.416
'[13:03:00.344 23/06/1995]',-0.021,0.011,82.100,36.375,86.000,0.000,-0.414
'[13:03:00.346 23/06/1995]',-0.010,0.001,82.100,36.375,86.000,0.000,-0.414
'[13:03:00.348 23/06/1995]',-0.010,0.011,82.100,36.375,86.000,0.000,-0.414
'[13:03:00.350 23/06/1995]',-0.021,0.011,82.100,36.375,86.000,0.000,-0.414
'[13:03:00.352 23/06/1995]',-0.021,0.011,82.050,36.725,85.650,0.000,-0.411
'[13:03:00.354 23/06/1995]',-0.021,0.011,82.050,36.725,85.650,0.000,-0.411
'[13:03:00.356 23/06/1995]',-0.021,0.011,82.050,36.725,85.650,0.000,-0.411
'[13:03:00.358 23/06/1995]',-0.021,0.011,82.050,36.725,85.650,0.000,-0.411
'[13:03:00.360 23/06/1995]',-0.021,0.001,81.900,36.950,85.250,0.000,-0.408
'[13:03:00.362 23/06/1995]',-0.021,0.001,81.900,36.950,85.250,0.000,-0.408
'[13:03:00.364 23/06/1995]',-0.021,0.001,81.900,36.950,85.250,0.000,-0.408
'[13:03:00.366 23/06/1995]',-0.010,0.001,81.900,36.950,85.250,0.000,-0.408
'[13:03:00.368 23/06/1995]',-0.021,0.001,81.700,37.075,84.800,0.000,-0.406
'[13:03:00.370 23/06/1995]',-0.010,0.011,81.700,37.075,84.800,0.000,-0.406
'[13:03:00.372 23/06/1995]',-0.010,0.022,81.700,37.075,84.800,0.000,-0.406
'[13:03:00.374 23/06/1995]',-0.021,0.022,81.700,37.075,84.800,0.000,-0.406
'[13:03:00.376 23/06/1995]',-0.021,0.011,81.400,37.025,84.350,0.000,-0.402
'[13:03:00.378 23/06/1995]',-0.021,0.011,81.400,37.025,84.350,0.000,-0.402
'[13:03:00.380 23/06/1995]',-0.021,0.011,81.400,37.025,84.350,0.000,-0.402
'[13:03:00.382 23/06/1995]',-0.021,0.011,81.400,37.025,84.350,0.000,-0.402
'[13:03:00.384 23/06/1995]',-0.010,0.011,81.200,36.725,83.950,0.000,-0.398
'[13:03:00.386 23/06/1995]',-0.010,0.011,81.200,36.725,83.950,0.000,-0.398
'[13:03:00.388 23/06/1995]',-0.021,0.011,81.200,36.725,83.950,0.000,-0.398
'[13:03:00.390 23/06/1995]',-0.021,0.011,81.200,36.725,83.950,0.000,-0.398
'[13:03:00.392 23/06/1995]',-0.021,0.011,80.900,36.375,83.550,0.000,-0.394
'[13:03:00.394 23/06/1995]',-0.021,0.001,80.900,36.375,83.550,0.000,-0.394
'[13:03:00.396 23/06/1995]',-0.021,0.001,80.900,36.375,83.550,0.000,-0.394
'[13:03:00.398 23/06/1995]',-0.021,0.001,80.900,36.375,83.550,0.000,-0.394
'[13:03:00.400 23/06/1995]',-0.021,0.011,80.600,35.975,83.050,0.000,-0.390
'[13:03:00.402 23/06/1995]',-0.010,0.011,80.600,35.975,83.050,0.000,-0.390
'[13:03:00.404 23/06/1995]',-0.010,0.022,80.600,35.975,83.050,0.000,-0.390
'[13:03:00.406 23/06/1995]',-0.021,0.001,80.600,35.975,83.050,0.000,-0.390
'[13:03:00.408 23/06/1995]',-0.010,0.001,80.300,35.550,82.650,0.000,-0.386
'[13:03:00.410 23/06/1995]',-0.021,0.001,80.300,35.550,82.650,0.000,-0.386
'[13:03:00.412 23/06/1995]',-0.021,0.001,80.300,35.550,82.650,0.000,-0.386
'[13:03:00.414 23/06/1995]',-0.010,0.001,80.300,35.550,82.650,0.000,-0.386
'[13:03:00.416 23/06/1995]',-0.010,0.001,79.950,35.200,82.250,0.000,-0.381
'[13:03:00.418 23/06/1995]',-0.010,0.011,79.950,35.200,82.250,0.000,-0.381
'[13:03:00.420 23/06/1995]',-0.021,0.011,79.950,35.200,82.250,0.000,-0.381
'[13:03:00.422 23/06/1995]',-0.021,0.011,79.950,35.200,82.250,0.000,-0.381
'[13:03:00.424 23/06/1995]',-0.021,0.001,79.600,35.150,81.850,0.000,-0.377
'[13:03:00.426 23/06/1995]',-0.021,0.001,79.600,35.150,81.850,0.000,-0.377
'[13:03:00.428 23/06/1995]',-0.021,0.001,79.600,35.150,81.850,0.000,-0.377
'[13:03:00.430 23/06/1995]',-0.010,0.001,79.600,35.150,81.850,0.000,-0.377
'[13:03:00.432 23/06/1995]',-0.010,0.001,79.250,35.375,81.400,0.000,-0.372
'[13:03:00.434 23/06/1995]',-0.010,0.001,79.250,35.375,81.400,0.000,-0.372
'[13:03:00.436 23/06/1995]',0.001,0.001,79.250,35.375,81.400,0.000,-0.372
'[13:03:00.438 23/06/1995]',0.001,0.001,79.250,35.375,81.400,0.000,-0.372
'[13:03:00.440 23/06/1995]',0.001,0.001,78.900,35.675,81.050,0.000,-0.368
'[13:03:00.442 23/06/1995]',-0.010,0.001,78.900,35.675,81.050,0.000,-0.368
'[13:03:00.444 23/06/1995]',-0.021,0.011,78.900,35.675,81.050,0.000,-0.368
'[13:03:00.446 23/06/1995]',-0.054,0.022,78.900,35.675,81.050,0.000,-0.368
